Orthogroup	Prbe	Syai
OG0001116	Prbe.g_01362	Syai.g_01474
OG0001117	Prbe.g_01363	Syai.g_01473
OG0001118	Prbe.g_01364	Syai.g_01472
OG0001119	Prbe.g_01365	Syai.g_01470
OG0001120	Prbe.g_01367	Syai.g_01466
OG0001122	Prbe.g_01387	Syai.g_01437
OG0001123	Prbe.g_01393	Syai.g_01430
OG0001124	Prbe.g_01395	Syai.g_01428
OG0001125	Prbe.g_01397	Syai.g_01426
OG0001126	Prbe.g_01308	Syai.g_02021
OG0001127	Prbe.g_01307	Syai.g_02020
OG0001128	Prbe.g_01305	Syai.g_02017
OG0001129	Prbe.g_01304	Syai.g_02015
OG0001130	Prbe.g_01303	Syai.g_02014
OG0001131	Prbe.g_01919	Syai.g_01281
OG0001132	Prbe.g_00071	Syai.g_01620
OG0001133	Prbe.g_00374	Syai.g_01072
OG0001134	Prbe.g_00041	Syai.g_01745
OG0001135	Prbe.g_00044	Syai.g_01742
OG0001136	Prbe.g_01552	Syai.g_02146
OG0001137	Prbe.g_01540	Syai.g_02126
OG0001138	Prbe.g_01519	Syai.g_01763
OG0001139	Prbe.g_01517	Syai.g_01765
OG0001140	Prbe.g_01516	Syai.g_01766
OG0001141	Prbe.g_01515	Syai.g_01767
OG0001142	Prbe.g_01514	Syai.g_01768
OG0001143	Prbe.g_01507	Syai.g_01778
OG0001144	Prbe.g_01502	Syai.g_01788
OG0001145	Prbe.g_00901	Syai.g_02165
OG0001146	Prbe.g_00889	Syai.g_02185
OG0001147	Prbe.g_00869	Syai.g_00869
OG0001148	Prbe.g_00371	Syai.g_00626
OG0001149	Prbe.g_00370	Syai.g_00625
OG0001150	Prbe.g_00369	Syai.g_00624
OG0001151	Prbe.g_00358	Syai.g_00611
OG0001152	Prbe.g_00357	Syai.g_00610
OG0001153	Prbe.g_00279	Syai.g_00903
OG0001154	Prbe.g_00278	Syai.g_00901
OG0001155	Prbe.g_00261	Syai.g_02298
OG0001156	Prbe.g_00258	Syai.g_02301
OG0001157	Prbe.g_00257	Syai.g_02302
OG0001158	Prbe.g_00256	Syai.g_02303
OG0001159	Prbe.g_00255	Syai.g_02304
OG0001160	Prbe.g_00229	Syai.g_02355
OG0001161	Prbe.g_01042	Syai.g_02803
OG0001162	Prbe.g_00017	Syai.g_01374
OG0001163	Prbe.g_00994	Syai.g_02363
OG0001164	Prbe.g_00990	Syai.g_02369
OG0001165	Prbe.g_00987	Syai.g_02374
OG0001166	Prbe.g_00966	Syai.g_02400
OG0001167	Prbe.g_00949	Syai.g_02254
OG0001168	Prbe.g_00947	Syai.g_02256
OG0001169	Prbe.g_00945	Syai.g_02258
OG0001170	Prbe.g_00943	Syai.g_02260
OG0001171	Prbe.g_00933	Syai.g_02270
OG0001172	Prbe.g_01113	Syai.g_00323
OG0001173	Prbe.g_01112	Syai.g_00324
OG0001174	Prbe.g_01104	Syai.g_00332
OG0001175	Prbe.g_01103	Syai.g_00333
OG0001176	Prbe.g_01095	Syai.g_00352
OG0001177	Prbe.g_01093	Syai.g_00350
OG0001178	Prbe.g_00980	Syai.g_02383
OG0001179	Prbe.g_00853	Syai.g_00385
OG0001180	Prbe.g_00830	Syai.g_00410
OG0001181	Prbe.g_00826	Syai.g_00414
OG0001182	Prbe.g_00818	Syai.g_00423
OG0001183	Prbe.g_00813	Syai.g_00429
OG0001184	Prbe.g_00795	Syai.g_00156
OG0001185	Prbe.g_00779	Syai.g_00117
OG0001186	Prbe.g_00747	Syai.g_00084
OG0001187	Prbe.g_00750	Syai.g_00081
OG0001188	Prbe.g_00752	Syai.g_00078
OG0001189	Prbe.g_01146	Syai.g_00061
OG0001190	Prbe.g_01151	Syai.g_02776
OG0001191	Prbe.g_01161	Syai.g_02788
OG0001192	Prbe.g_01166	Syai.g_02793
OG0001193	Prbe.g_01178	Syai.g_02835
OG0001194	Prbe.g_01179	Syai.g_02838
OG0001195	Prbe.g_01180	Syai.g_02839
OG0001196	Prbe.g_01196	Syai.g_02913
OG0001197	Prbe.g_01198	Syai.g_02915
OG0001198	Prbe.g_01062	Syai.g_02930
OG0001199	Prbe.g_00179	Syai.g_02480
OG0001200	Prbe.g_00181	Syai.g_02482
OG0001202	Prbe.g_01748	Syai.g_02674
OG0001203	Prbe.g_01790	Syai.g_00540
OG0001204	Prbe.g_01796	Syai.g_00312
OG0001205	Prbe.g_01943	Syai.g_02212
OG0001206	Prbe.g_00667	Syai.g_00853
OG0001207	Prbe.g_00656	Syai.g_00629
OG0001208	Prbe.g_00651	Syai.g_00640
OG0001209	Prbe.g_00600	Syai.g_00711
OG0001210	Prbe.g_00595	Syai.g_00720
OG0001211	Prbe.g_00585	Syai.g_00735
OG0001212	Prbe.g_00538	Syai.g_00799
OG0001213	Prbe.g_00503	Syai.g_01082
OG0001214	Prbe.g_01483	Syai.g_01106
OG0001215	Prbe.g_00465	Syai.g_01958
OG0001216	Prbe.g_01216	Syai.g_01388
OG0001217	Prbe.g_00055	Syai.g_01185
OG0001218	Prbe.g_01612	Syai.g_00893
OG0001219	Prbe.g_01321	Syai.g_01561
OG0001220	Prbe.g_01278	Syai.g_02087
OG0001221	Prbe.g_00428	Syai.g_01284
OG0001222	Prbe.g_01400	Syai.g_01516
OG0001223	Prbe.g_01368	Syai.g_01463
OG0001224	Prbe.g_01301	Syai.g_02011
OG0001225	Prbe.g_01299	Syai.g_02009
OG0001226	Prbe.g_00495	Syai.g_01154
OG0001227	Prbe.g_01597	Syai.g_02806
OG0001228	Prbe.g_01499	Syai.g_02218
OG0001229	Prbe.g_01611	Syai.g_01986
OG0001230	Prbe.g_00318	Syai.g_00964
OG0001231	Prbe.g_01920	Syai.g_00017
OG0001232	Prbe.g_00962	Syai.g_02410
OG0001233	Prbe.g_00942	Syai.g_02261
OG0001234	Prbe.g_01101	Syai.g_00337
OG0001235	Prbe.g_01097	Syai.g_00343
OG0001236	Prbe.g_00798	Syai.g_00159
OG0001237	Prbe.g_00794	Syai.g_00137
OG0001238	Prbe.g_01162	Syai.g_02789
OG0001239	Prbe.g_00176	Syai.g_02477
OG0001240	Prbe.g_01633	Syai.g_02527
OG0001241	Prbe.g_01643	Syai.g_02537
OG0001242	Prbe.g_01663	Syai.g_02566
OG0001243	Prbe.g_01670	Syai.g_02573
OG0001244	Prbe.g_01685	Syai.g_02605
OG0001245	Prbe.g_01588	Syai.g_02091
OG0001247	Prbe.g_00458	Syai.g_01380
OG0001248	Prbe.g_00460	Syai.g_01377
OG0001249	Prbe.g_01889	Syai.g_00464
OG0001250	Prbe.g_01265	Syai.g_02053
OG0001251	Prbe.g_00106	Syai.g_02845
OG0001252	Prbe.g_01306	Syai.g_02018
OG0001254	Prbe.g_00043	Syai.g_01744
OG0001255	Prbe.g_01567	Syai.g_01915
OG0001256	Prbe.g_00222	Syai.g_02362
OG0001258	Prbe.g_00989	Syai.g_02372
OG0001259	Prbe.g_00944	Syai.g_02259
OG0001260	Prbe.g_00927	Syai.g_02281
OG0001261	Prbe.g_00845	Syai.g_00394
OG0001262	Prbe.g_01144	Syai.g_00063
OG0001263	Prbe.g_01672	Syai.g_02576
OG0001265	Prbe.g_01662	Syai.g_02563
OG0001266	Prbe.g_01752	Syai.g_02679
OG0001267	Prbe.g_01834	Syai.g_00259
OG0001268	Prbe.g_01897	Syai.g_00492
OG0001269	Prbe.g_01277	Syai.g_01699
OG0001270	Prbe.g_01932	Syai.g_02231
OG0001271	Prbe.g_00661	Syai.g_00862
OG0001272	Prbe.g_00647	Syai.g_00644
OG0001273	Prbe.g_01489	Syai.g_01099
OG0001274	Prbe.g_01776	Syai.g_02706
OG0001275	Prbe.g_01378	Syai.g_01447
OG0001276	Prbe.g_01392	Syai.g_01431
OG0001277	Prbe.g_01184	Syai.g_02899
OG0001278	Prbe.g_01495	Syai.g_01799
OG0001279	Prbe.g_00721	Syai.g_00991
OG0001280	Prbe.g_00894	Syai.g_02176
OG0001281	Prbe.g_00888	Syai.g_02186
OG0001282	Prbe.g_00372	Syai.g_00627
OG0001283	Prbe.g_01193	Syai.g_02908
OG0001284	Prbe.g_00236	Syai.g_02338
OG0001285	Prbe.g_00959	Syai.g_02866
OG0001286	Prbe.g_00832	Syai.g_00408
OG0001287	Prbe.g_00772	Syai.g_00109
OG0001289	Prbe.g_00191	Syai.g_02504
OG0001290	Prbe.g_01642	Syai.g_02536
OG0001291	Prbe.g_01680	Syai.g_02587
OG0001292	Prbe.g_01801	Syai.g_00306
OG0001293	Prbe.g_01814	Syai.g_00285
OG0001295	Prbe.g_00005	Syai.g_00722
OG0001296	Prbe.g_00624	Syai.g_00672
OG0001297	Prbe.g_00619	Syai.g_00676
OG0001298	Prbe.g_00558	Syai.g_00773
OG0001299	Prbe.g_01452	Syai.g_01236
OG0001300	Prbe.g_01199	Syai.g_01982
OG0001301	Prbe.g_01204	Syai.g_01995
OG0001302	Prbe.g_01317	Syai.g_01142
OG0001303	Prbe.g_01023	Syai.g_01559
OG0001304	Prbe.g_01405	Syai.g_01418
OG0001305	Prbe.g_01293	Syai.g_02001
OG0001306	Prbe.g_01564	Syai.g_02160
OG0001307	Prbe.g_00398	Syai.g_01717
OG0001308	Prbe.g_00301	Syai.g_00943
OG0001309	Prbe.g_00194	Syai.g_00682
OG0001311	Prbe.g_01394	Syai.g_01429
OG0001312	Prbe.g_01330	Syai.g_01549
OG0001315	Prbe.g_01602	Syai.g_00427
OG0001316	Prbe.g_01684	Syai.g_02593
OG0001317	Prbe.g_01786	Syai.g_00534
OG0001318	Prbe.g_01810	Syai.g_00293
OG0001319	Prbe.g_01827	Syai.g_00270
OG0001321	Prbe.g_01949	Syai.g_02195
OG0001322	Prbe.g_01950	Syai.g_02194
OG0001323	Prbe.g_00614	Syai.g_00685
OG0001324	Prbe.g_01200	Syai.g_01983
OG0001325	Prbe.g_01435	Syai.g_01392
OG0001327	Prbe.g_00405	Syai.g_01250
OG0001328	Prbe.g_00912	Syai.g_01278
OG0001330	Prbe.g_00205	Syai.g_02167
OG0001331	Prbe.g_00367	Syai.g_00622
OG0001332	Prbe.g_00265	Syai.g_02293
OG0001333	Prbe.g_00948	Syai.g_02255
OG0001334	Prbe.g_00810	Syai.g_00438
OG0001335	Prbe.g_00809	Syai.g_00439
OG0001337	Prbe.g_01884	Syai.g_00434, Syai.g_00452
OG0001338	Prbe.g_01887	Syai.g_00448, Syai.g_01658, Syai.g_00456
OG0001339	Prbe.g_01645	Syai.g_02539
OG0001340	Prbe.g_01885	Syai.g_00453
OG0001343	Prbe.g_00103	Syai.g_02842
OG0001344	Prbe.g_01545	Syai.g_02139
OG0001345	Prbe.g_01529	Syai.g_02110
OG0001346	Prbe.g_00892	Syai.g_02180
OG0001348	Prbe.g_00003	Syai.g_02033
OG0001350	Prbe.g_01789	Syai.g_00539
OG0001351	Prbe.g_00675	Syai.g_00843
OG0001352	Prbe.g_00454	Syai.g_00700
OG0001353	Prbe.g_01255	Syai.g_02042
OG0001354	Prbe.g_01360	Syai.g_01477
OG0001355	Prbe.g_01414	Syai.g_01698
OG0001356	Prbe.g_00997	Syai.g_02032
OG0001357	Prbe.g_01628	Syai.g_00918, Syai.g_01612
OG0001359	Prbe.g_00104	Syai.g_02841
OG0001362	Prbe.g_00297	Syai.g_00938
OG0001363	Prbe.g_00295	Syai.g_00936
OG0001364	Prbe.g_00807	Syai.g_00173
OG0001368	Prbe.g_01629, Prbe.g_00084, Prbe.g_00686	Syai.g_00313
OG0001370	Prbe.g_00670	Syai.g_02317, Syai.g_02865
OG0001375	Prbe.g_00102	Syai.g_02843
OG0001379	Prbe.g_00899	Syai.g_02169
OG0001380	Prbe.g_01614	Syai.g_01168
OG0001381	Prbe.g_01574	Syai.g_02819, Syai.g_01723
OG0001394	Prbe.g_00432	Syai.g_01290
OG0001397	Prbe.g_00296	Syai.g_00937
OG0001398	Prbe.g_00028	Syai.g_01587
OG0001401	Prbe.g_01260	Syai.g_02046, Syai.g_02047
OG0001402	Prbe.g_00509	Syai.g_01070
OG0001404	Prbe.g_00173	Syai.g_02473
OG0001407	Prbe.g_01621	Syai.g_00701
OG0001414	Prbe.g_01781	Syai.g_01722
OG0001419	Prbe.g_01620	Syai.g_00702
OG0001421	Prbe.g_00221	Syai.g_01621
OG0001422	Prbe.g_01624	Syai.g_02171
OG0001423	Prbe.g_00698	Syai.g_02446, Syai.g_02822, Syai.g_02466
OG0001425	Prbe.g_01165	Syai.g_02792
OG0001428	Prbe.g_01720	Syai.g_02637
OG0001430	Prbe.g_01613	Syai.g_02768
OG0001433	Prbe.g_00998	Syai.g_02031
OG0001435	Prbe.g_00413	Syai.g_01256
OG0001443	Prbe.g_01610	Syai.g_02800
OG0001446	Prbe.g_00066	Syai.g_00832
OG0001448	Prbe.g_00677	Syai.g_02808
OG0001460	Prbe.g_00999	Syai.g_02030
OG0001461	Prbe.g_00157	Syai.g_01730
OG0001465	Prbe.g_01211	Syai.g_01384
OG0001467	Prbe.g_00378	Syai.g_01141
OG0001468	Prbe.g_00094	Syai.g_01144
OG0001472	Prbe.g_00486	Syai.g_01931
OG0001476	Prbe.g_01542	Syai.g_02131
OG0001477	Prbe.g_00744	Syai.g_01992
OG0001484	Prbe.g_00206	Syai.g_02864
OG0001487	Prbe.g_00271	Syai.g_00894
OG0001488	Prbe.g_01536	Syai.g_02121
OG0001489	Prbe.g_00821	Syai.g_00419
OG0001496	Prbe.g_00742	Syai.g_01990
OG0001497	Prbe.g_00743	Syai.g_01991
OG0001498	Prbe.g_01916	Syai.g_00518
OG0001510	Prbe.g_00768	Syai.g_00105
OG0001511	Prbe.g_01654	Syai.g_02549
OG0001512	Prbe.g_01606	Syai.g_00541
OG0001514	Prbe.g_00741	Syai.g_01989
OG0001515	Prbe.g_00467	Syai.g_01978
OG0001516	Prbe.g_01455	Syai.g_01233
OG0001517	Prbe.g_01893	Syai.g_00487
OG0001518	Prbe.g_01164	Syai.g_02791
OG0001519	Prbe.g_01169	Syai.g_02802
OG0001527	Prbe.g_00572	Syai.g_00749
OG0001529	Prbe.g_00141	Syai.g_00054
OG0001530	Prbe.g_01653	Syai.g_02547
OG0001531	Prbe.g_01791	Syai.g_00542
OG0001532	Prbe.g_01518	Syai.g_01764
OG0001534	Prbe.g_01406	Syai.g_01417
OG0001535	Prbe.g_01390	Syai.g_01433
OG0001536	Prbe.g_01346	Syai.g_01508
OG0001537	Prbe.g_00429	Syai.g_01285
OG0001538	Prbe.g_01227	Syai.g_01326
OG0001539	Prbe.g_00407	Syai.g_01252
OG0001540	Prbe.g_01674	Syai.g_02578
OG0001541	Prbe.g_01728	Syai.g_02646
OG0001542	Prbe.g_01734	Syai.g_02655
OG0001543	Prbe.g_00907	Syai.g_02692
OG0001544	Prbe.g_01168	Syai.g_02801
OG0001545	Prbe.g_01183	Syai.g_02898
OG0001549	Prbe.g_01287	Syai.g_02106
OG0001552	Prbe.g_00218	Syai.g_01018
OG0001557	Prbe.g_00433	Syai.g_01291
OG0001559	Prbe.g_01652	Syai.g_02546
OG0001560	Prbe.g_01641	Syai.g_02535
OG0001561	Prbe.g_01396	Syai.g_01427
OG0001562	Prbe.g_01383	Syai.g_01441
OG0001563	Prbe.g_00837	Syai.g_00403
OG0001564	Prbe.g_00160	Syai.g_02869
OG0001572	Prbe.g_00722	Syai.g_00564
OG0001574	Prbe.g_00574	Syai.g_00747
OG0001575	Prbe.g_00569	Syai.g_00752
OG0001576	Prbe.g_00879	Syai.g_00817
OG0001577	Prbe.g_01554	Syai.g_02148
OG0001579	Prbe.g_01882	Syai.g_00447
OG0001580	Prbe.g_00148	Syai.g_02758
OG0001588	Prbe.g_01923	Syai.g_00170
OG0001589	Prbe.g_00940	Syai.g_02263
OG0001591	Prbe.g_00446	Syai.g_01244
OG0001592	Prbe.g_00147	Syai.g_02760
OG0001614	Prbe.g_00780	Syai.g_00119
OG0001616	Prbe.g_01526	Syai.g_01751
OG0001617	Prbe.g_01201	Syai.g_01985
OG0001619	Prbe.g_01339	Syai.g_01519
OG0001620	Prbe.g_01901	Syai.g_00499
OG0001621	Prbe.g_01806	Syai.g_00297
OG0001622	Prbe.g_01192	Syai.g_02907
OG0001638	Prbe.g_00974	Syai.g_02390
OG0001639	Prbe.g_00262	Syai.g_02297
OG0001640	Prbe.g_01309	Syai.g_02022
OG0001641	Prbe.g_01371	Syai.g_01457
OG0001642	Prbe.g_01276	Syai.g_02085
OG0001643	Prbe.g_01480	Syai.g_01109
OG0001644	Prbe.g_01425	Syai.g_01406
OG0001654	Prbe.g_00264	Syai.g_02295
OG0001656	Prbe.g_01881	Syai.g_00445
OG0001657	Prbe.g_01703	Syai.g_02619
OG0001658	Prbe.g_00143	Syai.g_02775
OG0001659	Prbe.g_00008	Syai.g_01759
OG0001676	Prbe.g_01883	Syai.g_00444
OG0001678	Prbe.g_00918	Syai.g_00322
OG0001679	Prbe.g_01888	Syai.g_00756
OG0001691	Prbe.g_01311	Syai.g_01064
OG0001717	Prbe.g_00737	Syai.g_02632
OG0001733	Prbe.g_01001	Syai.g_01247
OG0001747	Prbe.g_01924	Syai.g_02600
OG0001758	Prbe.g_01007	Syai.g_01708
OG0001769	Prbe.g_01601	Syai.g_01123
OG0001771	Prbe.g_01129	Syai.g_01697, Syai.g_01134
OG0001807	Prbe.g_00159	Syai.g_00177
OG0001842	Prbe.g_00069	Syai.g_02289
OG0001875	Prbe.g_01008	Syai.g_01707
OG0001876	Prbe.g_01009	Syai.g_01706
OG0001916	Prbe.g_00637	Syai.g_00655
OG0001917	Prbe.g_01391	Syai.g_01432
OG0001930	Prbe.g_00068	Syai.g_02290
OG0001931	Prbe.g_00067	Syai.g_02291
OG0001965	Prbe.g_01051	Syai.g_01131
OG0001996	Prbe.g_00129	Syai.g_00036
OG0002106	Prbe.g_01626	Syai.g_00555
OG0002177	Prbe.g_00498	Syai.g_01182
OG0002293	Prbe.g_00727	Syai.g_00879
OG0002348	Prbe.g_00002	Syai.g_01637
OG0002384	Prbe.g_01014	Syai.g_00598
OG0002389	Prbe.g_00817	Syai.g_00424
OG0002436	Prbe.g_01132	Syai.g_00606
OG0002487	Prbe.g_00910	Syai.g_01842
OG0002518	Prbe.g_00479	Syai.g_01532, Syai.g_01662
OG0002663	Prbe.g_01006	Syai.g_02098
OG0002927	Prbe.g_01318	Syai.g_00581
