Orthogroup	Prbe	Syam
OG0001120	Prbe.g_01367	Syam.g_01156
OG0001122	Prbe.g_01387	Syam.g_01184
OG0001123	Prbe.g_01393	Syam.g_01191
OG0001124	Prbe.g_01395	Syam.g_01194
OG0001125	Prbe.g_01397	Syam.g_01196
OG0001126	Prbe.g_01308	Syam.g_00757
OG0001127	Prbe.g_01307	Syam.g_00758
OG0001128	Prbe.g_01305	Syam.g_00764
OG0001129	Prbe.g_01304	Syam.g_00766
OG0001130	Prbe.g_01303	Syam.g_00767
OG0001131	Prbe.g_01919	Syam.g_01337
OG0001132	Prbe.g_00071	Syam.g_01020
OG0001134	Prbe.g_00041	Syam.g_00915
OG0001135	Prbe.g_00044	Syam.g_00917
OG0001136	Prbe.g_01552	Syam.g_01797
OG0001137	Prbe.g_01540	Syam.g_01780
OG0001138	Prbe.g_01519	Syam.g_00898
OG0001139	Prbe.g_01517	Syam.g_00896
OG0001140	Prbe.g_01516	Syam.g_00895
OG0001141	Prbe.g_01515	Syam.g_00894
OG0001142	Prbe.g_01514	Syam.g_00892
OG0001143	Prbe.g_01507	Syam.g_00883
OG0001144	Prbe.g_01502	Syam.g_00873
OG0001145	Prbe.g_00901	Syam.g_01817
OG0001146	Prbe.g_00889	Syam.g_01836
OG0001147	Prbe.g_00869	Syam.g_01665
OG0001148	Prbe.g_00371	Syam.g_00573
OG0001149	Prbe.g_00370	Syam.g_00572
OG0001150	Prbe.g_00369	Syam.g_00571
OG0001151	Prbe.g_00358	Syam.g_00558
OG0001152	Prbe.g_00357	Syam.g_00557
OG0001153	Prbe.g_00279	Syam.g_01652
OG0001154	Prbe.g_00278	Syam.g_01654
OG0001155	Prbe.g_00261	Syam.g_01925
OG0001156	Prbe.g_00258	Syam.g_01928
OG0001157	Prbe.g_00257	Syam.g_01929
OG0001158	Prbe.g_00256	Syam.g_01930
OG0001159	Prbe.g_00255	Syam.g_01931
OG0001160	Prbe.g_00229	Syam.g_01969
OG0001161	Prbe.g_01042	Syam.g_02338
OG0001162	Prbe.g_00017	Syam.g_01257
OG0001163	Prbe.g_00994	Syam.g_01977
OG0001164	Prbe.g_00990	Syam.g_01983
OG0001165	Prbe.g_00987	Syam.g_01988
OG0001166	Prbe.g_00966	Syam.g_02011
OG0001167	Prbe.g_00949	Syam.g_01888
OG0001168	Prbe.g_00947	Syam.g_01890
OG0001169	Prbe.g_00945	Syam.g_01892
OG0001170	Prbe.g_00943	Syam.g_01894
OG0001171	Prbe.g_00933	Syam.g_01904
OG0001172	Prbe.g_01113	Syam.g_00292
OG0001173	Prbe.g_01112	Syam.g_00293
OG0001174	Prbe.g_01104	Syam.g_00301
OG0001175	Prbe.g_01103	Syam.g_00302
OG0001176	Prbe.g_01095	Syam.g_00321
OG0001177	Prbe.g_01093	Syam.g_00319
OG0001178	Prbe.g_00980	Syam.g_01995
OG0001179	Prbe.g_00853	Syam.g_00351
OG0001180	Prbe.g_00830	Syam.g_00378
OG0001181	Prbe.g_00826	Syam.g_00382
OG0001182	Prbe.g_00818	Syam.g_00391
OG0001183	Prbe.g_00813	Syam.g_00396
OG0001184	Prbe.g_00795	Syam.g_00143
OG0001185	Prbe.g_00779	Syam.g_00121
OG0001186	Prbe.g_00747	Syam.g_00076
OG0001187	Prbe.g_00750	Syam.g_00073
OG0001188	Prbe.g_00752	Syam.g_00070
OG0001189	Prbe.g_01146	Syam.g_00054
OG0001190	Prbe.g_01151	Syam.g_02313
OG0001191	Prbe.g_01161	Syam.g_02324
OG0001192	Prbe.g_01166	Syam.g_02330
OG0001193	Prbe.g_01178	Syam.g_02355
OG0001194	Prbe.g_01179	Syam.g_02357
OG0001195	Prbe.g_01180	Syam.g_02358
OG0001196	Prbe.g_01196	Syam.g_02429
OG0001197	Prbe.g_01198	Syam.g_02431
OG0001198	Prbe.g_01062	Syam.g_02443
OG0001199	Prbe.g_00179	Syam.g_02068
OG0001200	Prbe.g_00181	Syam.g_02070
OG0001201	Prbe.g_01650	Syam.g_02122
OG0001202	Prbe.g_01748	Syam.g_02255
OG0001203	Prbe.g_01790	Syam.g_00511
OG0001204	Prbe.g_01796	Syam.g_00282
OG0001205	Prbe.g_01943	Syam.g_01852
OG0001206	Prbe.g_00667	Syam.g_01680
OG0001208	Prbe.g_00651	Syam.g_00585
OG0001209	Prbe.g_00600	Syam.g_00654
OG0001210	Prbe.g_00595	Syam.g_00663
OG0001211	Prbe.g_00585	Syam.g_00678
OG0001212	Prbe.g_00538	Syam.g_01717
OG0001213	Prbe.g_00503	Syam.g_01479
OG0001214	Prbe.g_01483	Syam.g_01466
OG0001215	Prbe.g_00465	Syam.g_00808
OG0001216	Prbe.g_01216	Syam.g_01245
OG0001217	Prbe.g_00055	Syam.g_01403
OG0001218	Prbe.g_01612	Syam.g_01662
OG0001219	Prbe.g_01321	Syam.g_01080
OG0001220	Prbe.g_01278	Syam.g_01754
OG0001221	Prbe.g_00428	Syam.g_01334
OG0001222	Prbe.g_01400	Syam.g_01111
OG0001224	Prbe.g_01301	Syam.g_00770
OG0001225	Prbe.g_01299	Syam.g_00772
OG0001226	Prbe.g_00495	Syam.g_01425
OG0001227	Prbe.g_01597	Syam.g_02340
OG0001228	Prbe.g_01499	Syam.g_01858
OG0001229	Prbe.g_01611	Syam.g_00796
OG0001230	Prbe.g_00318	Syam.g_01603
OG0001231	Prbe.g_01920	Syam.g_00017
OG0001232	Prbe.g_00962	Syam.g_02022
OG0001233	Prbe.g_00942	Syam.g_01895
OG0001234	Prbe.g_01101	Syam.g_00306
OG0001235	Prbe.g_01097	Syam.g_00313
OG0001236	Prbe.g_00798	Syam.g_00146
OG0001237	Prbe.g_00794	Syam.g_00141
OG0001238	Prbe.g_01162	Syam.g_02326
OG0001239	Prbe.g_00176	Syam.g_02065
OG0001240	Prbe.g_01633	Syam.g_02105
OG0001241	Prbe.g_01643	Syam.g_02115
OG0001242	Prbe.g_01663	Syam.g_02145
OG0001244	Prbe.g_01685	Syam.g_02188
OG0001245	Prbe.g_01588	Syam.g_01057
OG0001247	Prbe.g_00458	Syam.g_01253
OG0001248	Prbe.g_00460	Syam.g_01256
OG0001249	Prbe.g_01889	Syam.g_00436
OG0001250	Prbe.g_01265	Syam.g_00731
OG0001251	Prbe.g_00106	Syam.g_02365
OG0001252	Prbe.g_01306	Syam.g_00763
OG0001253	Prbe.g_00492	Syam.g_01021
OG0001254	Prbe.g_00043	Syam.g_00916
OG0001255	Prbe.g_01567	Syam.g_01056
OG0001256	Prbe.g_00222	Syam.g_01976
OG0001258	Prbe.g_00989	Syam.g_01986
OG0001259	Prbe.g_00944	Syam.g_01893
OG0001260	Prbe.g_00927	Syam.g_01912
OG0001261	Prbe.g_00845	Syam.g_00360
OG0001262	Prbe.g_01144	Syam.g_00056
OG0001263	Prbe.g_01672	Syam.g_02159
OG0001265	Prbe.g_01662	Syam.g_02143
OG0001266	Prbe.g_01752	Syam.g_02259
OG0001267	Prbe.g_01834	Syam.g_00230
OG0001268	Prbe.g_01897	Syam.g_00463
OG0001269	Prbe.g_01277	Syam.g_00956
OG0001270	Prbe.g_01932	Syam.g_01871
OG0001271	Prbe.g_00661	Syam.g_01671
OG0001272	Prbe.g_00647	Syam.g_00589
OG0001273	Prbe.g_01489	Syam.g_01472
OG0001274	Prbe.g_01776	Syam.g_02285
OG0001275	Prbe.g_01378	Syam.g_01174
OG0001276	Prbe.g_01392	Syam.g_01190
OG0001277	Prbe.g_01184	Syam.g_02415
OG0001278	Prbe.g_01495	Syam.g_00862
OG0001279	Prbe.g_00721	Syam.g_01590
OG0001280	Prbe.g_00894	Syam.g_01827
OG0001281	Prbe.g_00888	Syam.g_01837
OG0001282	Prbe.g_00372	Syam.g_00574
OG0001283	Prbe.g_01193	Syam.g_02424
OG0001284	Prbe.g_00236	Syam.g_01960
OG0001285	Prbe.g_00959	Syam.g_02380
OG0001286	Prbe.g_00832	Syam.g_00376
OG0001287	Prbe.g_00772	Syam.g_00113
OG0001288	Prbe.g_00762	Syam.g_00102
OG0001289	Prbe.g_00191	Syam.g_02089
OG0001290	Prbe.g_01642	Syam.g_02114
OG0001291	Prbe.g_01680	Syam.g_02170
OG0001292	Prbe.g_01801	Syam.g_00276
OG0001293	Prbe.g_01814	Syam.g_00256
OG0001295	Prbe.g_00005	Syam.g_00665
OG0001296	Prbe.g_00624	Syam.g_00617
OG0001297	Prbe.g_00619	Syam.g_00621
OG0001298	Prbe.g_00558	Syam.g_01738
OG0001299	Prbe.g_01452	Syam.g_01371
OG0001300	Prbe.g_01199	Syam.g_00800
OG0001301	Prbe.g_01204	Syam.g_00786
OG0001302	Prbe.g_01317	Syam.g_01437
OG0001303	Prbe.g_01023	Syam.g_01082
OG0001304	Prbe.g_01405	Syam.g_01204
OG0001305	Prbe.g_01293	Syam.g_00780
OG0001306	Prbe.g_01564	Syam.g_01811
OG0001307	Prbe.g_00398	Syam.g_00945
OG0001308	Prbe.g_00301	Syam.g_01623
OG0001309	Prbe.g_00194	Syam.g_00628
OG0001311	Prbe.g_01394	Syam.g_01192
OG0001312	Prbe.g_01330	Syam.g_01092
OG0001314	Prbe.g_00688	Syam.g_01445
OG0001315	Prbe.g_01602	Syam.g_00394
OG0001316	Prbe.g_01684	Syam.g_02176
OG0001317	Prbe.g_01786	Syam.g_00505
OG0001319	Prbe.g_01827	Syam.g_00241
OG0001321	Prbe.g_01949	Syam.g_01846
OG0001322	Prbe.g_01950	Syam.g_01845
OG0001323	Prbe.g_00614	Syam.g_00631
OG0001324	Prbe.g_01200	Syam.g_00799
OG0001325	Prbe.g_01435	Syam.g_01241
OG0001327	Prbe.g_00405	Syam.g_01359
OG0001328	Prbe.g_00912	Syam.g_01340
OG0001330	Prbe.g_00205	Syam.g_01819
OG0001331	Prbe.g_00367	Syam.g_00569
OG0001332	Prbe.g_00265	Syam.g_01919
OG0001333	Prbe.g_00948	Syam.g_01889
OG0001334	Prbe.g_00810	Syam.g_00405
OG0001335	Prbe.g_00809	Syam.g_00406
OG0001337	Prbe.g_01884	Syam.g_00402, Syam.g_00424
OG0001338	Prbe.g_01887	Syam.g_00419, Syam.g_00985, Syam.g_01533, Syam.g_00428
OG0001339	Prbe.g_01645	Syam.g_02117
OG0001340	Prbe.g_01885	Syam.g_00425
OG0001341	Prbe.g_01604	Syam.g_00795
OG0001343	Prbe.g_00103	Syam.g_02361
OG0001344	Prbe.g_01545	Syam.g_01790
OG0001345	Prbe.g_01529	Syam.g_01764
OG0001346	Prbe.g_00892	Syam.g_01831
OG0001348	Prbe.g_00003	Syam.g_00750
OG0001350	Prbe.g_01789	Syam.g_00510
OG0001351	Prbe.g_00675	Syam.g_01695
OG0001352	Prbe.g_00454	Syam.g_00644
OG0001353	Prbe.g_01255	Syam.g_00742
OG0001354	Prbe.g_01360	Syam.g_01145
OG0001355	Prbe.g_01414	Syam.g_00957
OG0001356	Prbe.g_00997	Syam.g_00751
OG0001357	Prbe.g_01628	Syam.g_00449
OG0001359	Prbe.g_00104	Syam.g_02360
OG0001362	Prbe.g_00297	Syam.g_01628
OG0001363	Prbe.g_00295	Syam.g_01630
OG0001364	Prbe.g_00807	Syam.g_00158
OG0001368	Prbe.g_01629, Prbe.g_00084, Prbe.g_00686	Syam.g_00283
OG0001370	Prbe.g_00670	Syam.g_01536, Syam.g_01942, Syam.g_02033, Syam.g_02379
OG0001372	Prbe.g_00494	Syam.g_00450, Syam.g_00984
OG0001375	Prbe.g_00102	Syam.g_02362
OG0001379	Prbe.g_00899	Syam.g_01821
OG0001380	Prbe.g_01614	Syam.g_01409
OG0001381	Prbe.g_01574	Syam.g_00939
OG0001382	Prbe.g_01617	Syam.g_01557
OG0001394	Prbe.g_00432	Syam.g_01321
OG0001397	Prbe.g_00296	Syam.g_01629
OG0001398	Prbe.g_00028	Syam.g_01052
OG0001401	Prbe.g_01260	Syam.g_00738, Syam.g_00737
OG0001402	Prbe.g_00509	Syam.g_01490
OG0001404	Prbe.g_00173	Syam.g_02061
OG0001407	Prbe.g_01621	Syam.g_00645
OG0001414	Prbe.g_01781	Syam.g_00940
OG0001419	Prbe.g_01620	Syam.g_00646
OG0001421	Prbe.g_00221	Syam.g_01019
OG0001422	Prbe.g_01624	Syam.g_01822
OG0001423	Prbe.g_00698	Syam.g_00534, Syam.g_00553, Syam.g_00548
OG0001425	Prbe.g_01165	Syam.g_02329
OG0001428	Prbe.g_01720	Syam.g_02220
OG0001429	Prbe.g_01322	Syam.g_01083
OG0001430	Prbe.g_01613	Syam.g_02305
OG0001433	Prbe.g_00998	Syam.g_00752
OG0001434	Prbe.g_00437	Syam.g_01316
OG0001435	Prbe.g_00413	Syam.g_01353
OG0001443	Prbe.g_01610	Syam.g_02335
OG0001448	Prbe.g_00677	Syam.g_02342
OG0001460	Prbe.g_00999	Syam.g_00753
OG0001461	Prbe.g_00157	Syam.g_00928
OG0001465	Prbe.g_01211	Syam.g_01250
OG0001467	Prbe.g_00378	Syam.g_01438
OG0001468	Prbe.g_00094	Syam.g_01435
OG0001472	Prbe.g_00486	Syam.g_00833
OG0001476	Prbe.g_01542	Syam.g_01784
OG0001477	Prbe.g_00744	Syam.g_00789
OG0001484	Prbe.g_00206	Syam.g_02378
OG0001487	Prbe.g_00271	Syam.g_01661
OG0001488	Prbe.g_01536	Syam.g_01774
OG0001489	Prbe.g_00821	Syam.g_00387
OG0001496	Prbe.g_00742	Syam.g_00791
OG0001497	Prbe.g_00743	Syam.g_00790
OG0001498	Prbe.g_01916	Syam.g_00490
OG0001510	Prbe.g_00768	Syam.g_00109
OG0001511	Prbe.g_01654	Syam.g_02129
OG0001512	Prbe.g_01606	Syam.g_00512
OG0001514	Prbe.g_00741	Syam.g_00792
OG0001515	Prbe.g_00467	Syam.g_00804
OG0001516	Prbe.g_01455	Syam.g_01374
OG0001517	Prbe.g_01893	Syam.g_00458
OG0001518	Prbe.g_01164	Syam.g_02328
OG0001519	Prbe.g_01169	Syam.g_02337
OG0001526	Prbe.g_00161	Syam.g_02183
OG0001527	Prbe.g_00572	Syam.g_00693
OG0001529	Prbe.g_00141	Syam.g_00047
OG0001530	Prbe.g_01653	Syam.g_02127
OG0001531	Prbe.g_01791	Syam.g_00513
OG0001532	Prbe.g_01518	Syam.g_00897
OG0001534	Prbe.g_01406	Syam.g_01205
OG0001535	Prbe.g_01390	Syam.g_01188
OG0001536	Prbe.g_01346	Syam.g_01119
OG0001537	Prbe.g_00429	Syam.g_01333
OG0001538	Prbe.g_01227	Syam.g_01285
OG0001539	Prbe.g_00407	Syam.g_01357
OG0001540	Prbe.g_01674	Syam.g_02161
OG0001541	Prbe.g_01728	Syam.g_02229
OG0001542	Prbe.g_01734	Syam.g_02238
OG0001543	Prbe.g_00907	Syam.g_02271
OG0001544	Prbe.g_01168	Syam.g_02336
OG0001545	Prbe.g_01183	Syam.g_02414
OG0001549	Prbe.g_01287	Syam.g_01761
OG0001557	Prbe.g_00433	Syam.g_01320
OG0001559	Prbe.g_01652	Syam.g_02126
OG0001560	Prbe.g_01641	Syam.g_02113
OG0001561	Prbe.g_01396	Syam.g_01195
OG0001562	Prbe.g_01383	Syam.g_01180
OG0001563	Prbe.g_00837	Syam.g_00370
OG0001564	Prbe.g_00160	Syam.g_02383
OG0001572	Prbe.g_00722	Syam.g_00531
OG0001574	Prbe.g_00574	Syam.g_00691
OG0001575	Prbe.g_00569	Syam.g_00696
OG0001576	Prbe.g_00879	Syam.g_01699
OG0001577	Prbe.g_01554	Syam.g_01799
OG0001579	Prbe.g_01882	Syam.g_00418
OG0001580	Prbe.g_00148	Syam.g_02300
OG0001589	Prbe.g_00940	Syam.g_01897
OG0001591	Prbe.g_00446	Syam.g_01363
OG0001592	Prbe.g_00147	Syam.g_02301
OG0001614	Prbe.g_00780	Syam.g_00123
OG0001616	Prbe.g_01526	Syam.g_00909
OG0001617	Prbe.g_01201	Syam.g_00797
OG0001619	Prbe.g_01339	Syam.g_01108
OG0001620	Prbe.g_01901	Syam.g_00470
OG0001621	Prbe.g_01806	Syam.g_00267
OG0001622	Prbe.g_01192	Syam.g_02423
OG0001636	Prbe.g_00135	Syam.g_00040
OG0001638	Prbe.g_00974	Syam.g_02001
OG0001639	Prbe.g_00262	Syam.g_01924
OG0001640	Prbe.g_01309	Syam.g_00756
OG0001641	Prbe.g_01371	Syam.g_01164
OG0001643	Prbe.g_01480	Syam.g_01463
OG0001644	Prbe.g_01425	Syam.g_01229
OG0001654	Prbe.g_00264	Syam.g_01922
OG0001656	Prbe.g_01881	Syam.g_00413
OG0001657	Prbe.g_01703	Syam.g_02202
OG0001658	Prbe.g_00143	Syam.g_02312
OG0001659	Prbe.g_00008	Syam.g_00901
OG0001676	Prbe.g_01883	Syam.g_00412
OG0001678	Prbe.g_00918	Syam.g_00291
OG0001691	Prbe.g_01311	Syam.g_01497
OG0001693	Prbe.g_01041	Syam.g_00775
OG0001717	Prbe.g_00737	Syam.g_02215
OG0001733	Prbe.g_01001	Syam.g_01219
OG0001758	Prbe.g_01007	Syam.g_00551
OG0001769	Prbe.g_01601	Syam.g_01449
OG0001771	Prbe.g_01129	Syam.g_00958
OG0001795	Prbe.g_01018, Prbe.g_00092	Syam.g_01940
OG0001836	Prbe.g_00376	Syam.g_00760
OG0001875	Prbe.g_01008	Syam.g_00550
OG0001876	Prbe.g_01009	Syam.g_00549
OG0001916	Prbe.g_00637	Syam.g_00600
OG0001917	Prbe.g_01391	Syam.g_01189
OG0001965	Prbe.g_01051	Syam.g_01439
OG0002106	Prbe.g_01626	Syam.g_00522
OG0002177	Prbe.g_00498	Syam.g_01406
OG0002377	Prbe.g_00375	Syam.g_00761
