Orthogroup	Praz	Syap
OG0001382	Praz.g_00930	Syap.g_00677
OG0001385	Praz.g_01439	Syap.g_02650
OG0001386	Praz.g_01438	Syap.g_02649
OG0001387	Praz.g_01437	Syap.g_02648
OG0001388	Praz.g_01434	Syap.g_02645
OG0001389	Praz.g_01433	Syap.g_02644
OG0001390	Praz.g_01432	Syap.g_02643
OG0001391	Praz.g_01431	Syap.g_01833
OG0001392	Praz.g_01430	Syap.g_01832
OG0001393	Praz.g_01429	Syap.g_01831
OG0001395	Praz.g_01289	Syap.g_00531
OG0001398	Praz.g_00917	Syap.g_02356
OG0001406	Praz.g_00075	Syap.g_01989
OG0001408	Praz.g_00093	Syap.g_01862
OG0001415	Praz.g_00591	Syap.g_00447, Syap.g_00446
OG0001418	Praz.g_01646	Syap.g_00221
OG0001420	Praz.g_00052	Syap.g_02736
OG0001422	Praz.g_00925, Praz.g_00924	Syap.g_01682
OG0001425	Praz.g_00145	Syap.g_01024
OG0001428	Praz.g_00532	Syap.g_01196
OG0001432	Praz.g_00958	Syap.g_01967
OG0001433	Praz.g_01549	Syap.g_00790
OG0001434	Praz.g_01389	Syap.g_00167
OG0001437	Praz.g_00590	Syap.g_00448
OG0001439	Praz.g_00664	Syap.g_01674
OG0001441	Praz.g_01807	Syap.g_02749
OG0001447	Praz.g_00486	Syap.g_02218
OG0001452	Praz.g_01421	Syap.g_01590
OG0001453	Praz.g_01328	Syap.g_02687
OG0001456	Praz.g_00015	Syap.g_01828
OG0001457	Praz.g_00014	Syap.g_01826
OG0001458	Praz.g_00013	Syap.g_01825
OG0001459	Praz.g_01222	Syap.g_00351
OG0001460	Praz.g_01550	Syap.g_00789
OG0001474	Praz.g_00342	Syap.g_00562
OG0001475	Praz.g_01105	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463
OG0001479	Praz.g_01934	Syap.g_00565
OG0001492	Praz.g_00707	Syap.g_02441
OG0001493	Praz.g_00699	Syap.g_02433
OG0001502	Praz.g_01542	Syap.g_00833
OG0001504	Praz.g_01221	Syap.g_00350
OG0001507	Praz.g_00902	Syap.g_00227
OG0001508	Praz.g_01117	Syap.g_01139, Syap.g_00808
OG0001546	Praz.g_01804	Syap.g_02745
OG0001547	Praz.g_01540	Syap.g_00840, Syap.g_00839
OG0001553	Praz.g_01044	Syap.g_02121
OG0001564	Praz.g_01077	Syap.g_00876
OG0001567	Praz.g_01541	Syap.g_00838
OG0001568	Praz.g_01539	Syap.g_00842
OG0001570	Praz.g_00049	Syap.g_00438
OG0001584	Praz.g_01377	Syap.g_00183
OG0001587	Praz.g_00339	Syap.g_02669
OG0001613	Praz.g_00243	Syap.g_00597
OG0001632	Praz.g_01233	Syap.g_02524
OG0001635	Praz.g_00895	Syap.g_01127
OG0001745	Praz.g_00959	Syap.g_02401
OG0001919	Praz.g_00775	Syap.g_01968
OG0002026	Praz.g_00776	Syap.g_00821
OG0002029	Praz.g_01224	Syap.g_00356
OG0002098	Praz.g_01090	Syap.g_02161
OG0002349	Praz.g_00832	Syap.g_01515
OG0002495	Praz.g_01160	Syap.g_00398
OG0002588	Praz.g_01063	Syap.g_02162
OG0002628	Praz.g_01099	Syap.g_01081
OG0002651	Praz.g_01093	Syap.g_00854
OG0002666	Praz.g_01265	Syap.g_02425
OG0002699	Praz.g_01112	Syap.g_01710
OG0002733	Praz.g_01264	Syap.g_01679
OG0003223	Praz.g_01113	Syap.g_01709
