Orthogroup	Praz	Syaa
OG0001116	Praz.g_01338	Syaa.g_01335
OG0001117	Praz.g_01337	Syaa.g_01334
OG0001118	Praz.g_01336	Syaa.g_01333
OG0001119	Praz.g_01335	Syaa.g_01331
OG0001120	Praz.g_01333	Syaa.g_01328
OG0001121	Praz.g_00027, Praz.g_01330	Syaa.g_01125
OG0001122	Praz.g_01305	Syaa.g_01301
OG0001123	Praz.g_01301	Syaa.g_01294
OG0001124	Praz.g_01299	Syaa.g_01292
OG0001125	Praz.g_01298	Syaa.g_01290
OG0001126	Praz.g_01287	Syaa.g_00864
OG0001127	Praz.g_01286	Syaa.g_00865
OG0001128	Praz.g_01284	Syaa.g_00868
OG0001129	Praz.g_01283	Syaa.g_00870
OG0001130	Praz.g_01282	Syaa.g_00871
OG0001131	Praz.g_00096	Syaa.g_01108
OG0001132	Praz.g_00105	Syaa.g_01468
OG0001133	Praz.g_00040	Syaa.g_01656
OG0001134	Praz.g_00025	Syaa.g_01028
OG0001135	Praz.g_00022	Syaa.g_01030
OG0001136	Praz.g_00758	Syaa.g_00767
OG0001137	Praz.g_00746	Syaa.g_00786
OG0001138	Praz.g_00728	Syaa.g_01002
OG0001139	Praz.g_00727	Syaa.g_01000
OG0001140	Praz.g_00726	Syaa.g_00999
OG0001141	Praz.g_00725	Syaa.g_00998
OG0001142	Praz.g_00724	Syaa.g_00997
OG0001143	Praz.g_00717	Syaa.g_00987
OG0001144	Praz.g_00712	Syaa.g_00978
OG0001145	Praz.g_01188	Syaa.g_00748
OG0001146	Praz.g_01176	Syaa.g_00729
OG0001147	Praz.g_01153	Syaa.g_01837
OG0001148	Praz.g_01137	Syaa.g_02061
OG0001149	Praz.g_01136	Syaa.g_02062
OG0001150	Praz.g_01135	Syaa.g_02063
OG0001151	Praz.g_01124	Syaa.g_02076
OG0001152	Praz.g_01123	Syaa.g_02077
OG0001153	Praz.g_01009	Syaa.g_01811
OG0001154	Praz.g_01008	Syaa.g_01812
OG0001156	Praz.g_00993	Syaa.g_00623
OG0001157	Praz.g_00992	Syaa.g_00622
OG0001158	Praz.g_00991	Syaa.g_00619
OG0001159	Praz.g_00990	Syaa.g_00618
OG0001160	Praz.g_00966	Syaa.g_00574
OG0001161	Praz.g_00953	Syaa.g_02620
OG0001162	Praz.g_00942	Syaa.g_01203
OG0001163	Praz.g_00885	Syaa.g_00566
OG0001164	Praz.g_00881	Syaa.g_00560
OG0001165	Praz.g_00878	Syaa.g_00555
OG0001166	Praz.g_00858	Syaa.g_00527
OG0001167	Praz.g_00841	Syaa.g_00673
OG0001168	Praz.g_00839	Syaa.g_00672
OG0001169	Praz.g_00837	Syaa.g_00670
OG0001170	Praz.g_00835	Syaa.g_00668
OG0001171	Praz.g_00826	Syaa.g_00655
OG0001172	Praz.g_00332	Syaa.g_02347
OG0001173	Praz.g_00331	Syaa.g_02346
OG0001174	Praz.g_00323	Syaa.g_02338
OG0001175	Praz.g_00322	Syaa.g_02337
OG0001176	Praz.g_00315	Syaa.g_02314
OG0001177	Praz.g_00312	Syaa.g_02316
OG0001178	Praz.g_00307	Syaa.g_00546
OG0001179	Praz.g_00279	Syaa.g_02268
OG0001180	Praz.g_00257	Syaa.g_02243
OG0001181	Praz.g_00253	Syaa.g_02239
OG0001182	Praz.g_00246	Syaa.g_02230
OG0001183	Praz.g_00241	Syaa.g_02224
OG0001184	Praz.g_00225	Syaa.g_00151
OG0001186	Praz.g_00187	Syaa.g_00081
OG0001187	Praz.g_00183	Syaa.g_00082
OG0001188	Praz.g_00180	Syaa.g_00075
OG0001189	Praz.g_00163	Syaa.g_00057
OG0001190	Praz.g_00159	Syaa.g_02592
OG0001191	Praz.g_00149	Syaa.g_02605
OG0001192	Praz.g_00144	Syaa.g_02612
OG0001193	Praz.g_00134	Syaa.g_02658
OG0001194	Praz.g_00133	Syaa.g_02660
OG0001195	Praz.g_00132	Syaa.g_02661
OG0001196	Praz.g_00119	Syaa.g_02741
OG0001197	Praz.g_00118	Syaa.g_02743
OG0001198	Praz.g_00362	Syaa.g_02755
OG0001199	Praz.g_00434	Syaa.g_00347
OG0001200	Praz.g_00436	Syaa.g_00345
OG0001201	Praz.g_00468	Syaa.g_02381
OG0001202	Praz.g_00559	Syaa.g_02528
OG0001203	Praz.g_00598	Syaa.g_02106
OG0001204	Praz.g_00603	Syaa.g_00316
OG0001205	Praz.g_01883	Syaa.g_00713
OG0001206	Praz.g_01866	Syaa.g_01855
OG0001207	Praz.g_01851	Syaa.g_02058
OG0001208	Praz.g_01846	Syaa.g_02049
OG0001209	Praz.g_01793	Syaa.g_01977
OG0001210	Praz.g_01788	Syaa.g_01967
OG0001211	Praz.g_01778	Syaa.g_01950
OG0001212	Praz.g_01734	Syaa.g_01892
OG0001213	Praz.g_01701	Syaa.g_01646
OG0001214	Praz.g_01693	Syaa.g_01631
OG0001215	Praz.g_01640	Syaa.g_00914
OG0001216	Praz.g_01605	Syaa.g_01238
OG0001217	Praz.g_01567	Syaa.g_01559
OG0001218	Praz.g_01560	Syaa.g_01820
OG0001219	Praz.g_01523	Syaa.g_01404
OG0001220	Praz.g_01460	Syaa.g_00812
OG0001221	Praz.g_01397	Syaa.g_01111
OG0001222	Praz.g_01358	Syaa.g_01371
OG0001223	Praz.g_01332	Syaa.g_01326
OG0001224	Praz.g_01280	Syaa.g_00874
OG0001225	Praz.g_00064	Syaa.g_00876
OG0001226	Praz.g_00090	Syaa.g_01579
OG0001227	Praz.g_00108	Syaa.g_02622
OG0001228	Praz.g_00709	Syaa.g_00695
OG0001229	Praz.g_01141	Syaa.g_00899
OG0001230	Praz.g_01049	Syaa.g_01764
OG0001231	Praz.g_00944	Syaa.g_00017
OG0001232	Praz.g_00854	Syaa.g_00508
OG0001233	Praz.g_00834	Syaa.g_00667
OG0001234	Praz.g_00320	Syaa.g_02333
OG0001235	Praz.g_00310	Syaa.g_02323
OG0001236	Praz.g_00228	Syaa.g_00154
OG0001238	Praz.g_00148	Syaa.g_02607
OG0001239	Praz.g_00431	Syaa.g_00350
OG0001240	Praz.g_00453	Syaa.g_02364
OG0001241	Praz.g_00461	Syaa.g_02374
OG0001242	Praz.g_00479	Syaa.g_02407
OG0001243	Praz.g_00485	Syaa.g_02415
OG0001244	Praz.g_00501	Syaa.g_02445
OG0001245	Praz.g_00794	Syaa.g_01492
OG0001246	Praz.g_01824	Syaa.g_02023
OG0001247	Praz.g_01647	Syaa.g_01207
OG0001248	Praz.g_01645	Syaa.g_01204
OG0001250	Praz.g_01471	Syaa.g_00832
OG0001251	Praz.g_01423	Syaa.g_02667
OG0001252	Praz.g_01285	Syaa.g_00867
OG0001253	Praz.g_00109	Syaa.g_01467
OG0001254	Praz.g_00023	Syaa.g_01029
OG0001255	Praz.g_00008	Syaa.g_01696
OG0001256	Praz.g_00951	Syaa.g_00567
OG0001257	Praz.g_00945	Syaa.g_01418, Syaa.g_00405
OG0001258	Praz.g_00880	Syaa.g_00557
OG0001259	Praz.g_00836	Syaa.g_00669
OG0001260	Praz.g_00820	Syaa.g_00642
OG0001261	Praz.g_00271	Syaa.g_02259
OG0001262	Praz.g_00165	Syaa.g_00059
OG0001263	Praz.g_00488	Syaa.g_02418
OG0001265	Praz.g_00478	Syaa.g_02405
OG0001266	Praz.g_00563	Syaa.g_02532
OG0001267	Praz.g_00638	Syaa.g_00262
OG0001268	Praz.g_00341	Syaa.g_02176
OG0001269	Praz.g_00815	Syaa.g_01499
OG0001270	Praz.g_01894	Syaa.g_00701
OG0001271	Praz.g_01856	Syaa.g_01845
OG0001272	Praz.g_01842	Syaa.g_02045
OG0001273	Praz.g_01699	Syaa.g_01639
OG0001274	Praz.g_01627	Syaa.g_02563
OG0001275	Praz.g_01322	Syaa.g_01311
OG0001276	Praz.g_01302	Syaa.g_01295
OG0001277	Praz.g_00098	Syaa.g_02724
OG0001278	Praz.g_00704	Syaa.g_00966
OG0001279	Praz.g_01236	Syaa.g_01749
OG0001280	Praz.g_01181	Syaa.g_00738
OG0001281	Praz.g_01175	Syaa.g_00728
OG0001282	Praz.g_01138	Syaa.g_02060
OG0001283	Praz.g_01119	Syaa.g_02734
OG0001284	Praz.g_00971	Syaa.g_00583
OG0001286	Praz.g_00259	Syaa.g_02245
OG0001287	Praz.g_00203	Syaa.g_00121
OG0001289	Praz.g_00447	Syaa.g_00327
OG0001290	Praz.g_00460	Syaa.g_02373
OG0001291	Praz.g_00495	Syaa.g_02428
OG0001292	Praz.g_00608	Syaa.g_00310
OG0001293	Praz.g_00620	Syaa.g_00288
OG0001294	Praz.g_00796	Syaa.g_01076
OG0001295	Praz.g_01861	Syaa.g_01964
OG0001296	Praz.g_01819	Syaa.g_02017
OG0001297	Praz.g_01814	Syaa.g_02013
OG0001298	Praz.g_01752	Syaa.g_01913
OG0001299	Praz.g_01664	Syaa.g_01070
OG0001300	Praz.g_01637	Syaa.g_00905
OG0001301	Praz.g_01634	Syaa.g_00891
OG0001302	Praz.g_01525	Syaa.g_01600
OG0001303	Praz.g_01318	Syaa.g_01402
OG0001304	Praz.g_01291	Syaa.g_01281
OG0001305	Praz.g_00070	Syaa.g_00885
OG0001306	Praz.g_00006	Syaa.g_00753
OG0001309	Praz.g_00947	Syaa.g_02005
OG0001310	Praz.g_00865	Syaa.g_00535
OG0001311	Praz.g_01300	Syaa.g_01293
OG0001312	Praz.g_01369	Syaa.g_01391
OG0001314	Praz.g_01575	Syaa.g_01225
OG0001315	Praz.g_00422	Syaa.g_02226
OG0001316	Praz.g_00500	Syaa.g_02434
OG0001317	Praz.g_00594	Syaa.g_02112
OG0001318	Praz.g_00616	Syaa.g_00296
OG0001319	Praz.g_00631	Syaa.g_00273
OG0001321	Praz.g_01877	Syaa.g_00719
OG0001322	Praz.g_01876	Syaa.g_00720
OG0001323	Praz.g_01809	Syaa.g_02002
OG0001324	Praz.g_01636	Syaa.g_00904
OG0001325	Praz.g_01602	Syaa.g_01243
OG0001326	Praz.g_01435	Syaa.g_00396, Syaa.g_02672
OG0001327	Praz.g_00082	Syaa.g_01083
OG0001328	Praz.g_00107	Syaa.g_01104
OG0001330	Praz.g_01206	Syaa.g_00746
OG0001331	Praz.g_01133	Syaa.g_02065
OG0001334	Praz.g_00238	Syaa.g_02216
OG0001335	Praz.g_00237	Syaa.g_02215
OG0001336	Praz.g_00122	Syaa.g_02735
OG0001339	Praz.g_00463	Syaa.g_02376
OG0001340	Praz.g_00685	Syaa.g_02199
OG0001341	Praz.g_01569	Syaa.g_00897
OG0001343	Praz.g_01426	Syaa.g_02664
OG0001344	Praz.g_00750	Syaa.g_00775
OG0001345	Praz.g_00735	Syaa.g_00803
OG0001346	Praz.g_01179	Syaa.g_00734
OG0001349	Praz.g_01060	Syaa.g_00454
OG0001351	Praz.g_01874	Syaa.g_01863
OG0001352	Praz.g_01650	Syaa.g_01987
OG0001353	Praz.g_01480	Syaa.g_00841
OG0001354	Praz.g_01340	Syaa.g_01338
OG0001355	Praz.g_00914	Syaa.g_01524
OG0001356	Praz.g_01548	Syaa.g_00848
OG0001358	Praz.g_01710	Syaa.g_01663
OG0001359	Praz.g_01425	Syaa.g_02663
OG0001360	Praz.g_00110	Syaa.g_00805
OG0001361	Praz.g_00738	Syaa.g_00800
OG0001362	Praz.g_01027	Syaa.g_01789
OG0001363	Praz.g_01025	Syaa.g_01791
OG0001364	Praz.g_00235	Syaa.g_00171
OG0001369	Praz.g_00452	Syaa.g_02363
OG0001373	Praz.g_01436	Syaa.g_02671
OG0001374	Praz.g_01428	Syaa.g_02679
OG0001375	Praz.g_01427	Syaa.g_02665
OG0001376	Praz.g_00076	Syaa.g_02614
OG0001377	Praz.g_00077	Syaa.g_02613
OG0001378	Praz.g_00061	Syaa.g_00700
OG0001379	Praz.g_01186	Syaa.g_00744
OG0001382	Praz.g_00930	Syaa.g_01866
OG0001385	Praz.g_01439	Syaa.g_02668
OG0001386	Praz.g_01438	Syaa.g_02669
OG0001387	Praz.g_01437	Syaa.g_02670
OG0001388	Praz.g_01434	Syaa.g_02673
OG0001389	Praz.g_01433	Syaa.g_02674
OG0001390	Praz.g_01432	Syaa.g_02675
OG0001391	Praz.g_01431	Syaa.g_02676
OG0001392	Praz.g_01430	Syaa.g_02677
OG0001393	Praz.g_01429	Syaa.g_02678
OG0001395	Praz.g_01289	Syaa.g_01267
OG0001398	Praz.g_00917	Syaa.g_01424
OG0001402	Praz.g_01553	Syaa.g_01658
OG0001404	Praz.g_00428	Syaa.g_00355
OG0001405	Praz.g_00683	Syaa.g_02213
OG0001406	Praz.g_00075	Syaa.g_02615
OG0001407	Praz.g_00088	Syaa.g_01986
OG0001408	Praz.g_00093	Syaa.g_00953
OG0001413	Praz.g_00956	Syaa.g_01590
OG0001416	Praz.g_01869	Syaa.g_00731
OG0001417	Praz.g_01859	Syaa.g_01339
OG0001419	Praz.g_00089	Syaa.g_01985
OG0001420	Praz.g_00052	Syaa.g_01991
OG0001421	Praz.g_00950	Syaa.g_01583, Syaa.g_01469
OG0001422	Praz.g_00925, Praz.g_00924	Syaa.g_00743
OG0001428	Praz.g_00532	Syaa.g_02481
OG0001430	Praz.g_01211	Syaa.g_02584
OG0001432	Praz.g_00958	Syaa.g_00930
OG0001433	Praz.g_01549	Syaa.g_00849
OG0001434	Praz.g_01389	Syaa.g_01123
OG0001439	Praz.g_00664	Syaa.g_00221
OG0001441	Praz.g_01807	Syaa.g_02000
OG0001442	Praz.g_01577	Syaa.g_01138
OG0001447	Praz.g_00486	Syaa.g_02416
OG0001448	Praz.g_00808	Syaa.g_00423
OG0001449	Praz.g_00772	Syaa.g_02098, Syaa.g_01042
OG0001452	Praz.g_01421	Syaa.g_00301
OG0001453	Praz.g_01328	Syaa.g_01319
OG0001454	Praz.g_00103	Syaa.g_01580
OG0001456	Praz.g_00015	Syaa.g_02687
OG0001457	Praz.g_00014	Syaa.g_02688
OG0001458	Praz.g_00013	Syaa.g_02689
OG0001459	Praz.g_01222	Syaa.g_01040
OG0001460	Praz.g_01550	Syaa.g_00850
OG0001465	Praz.g_01628	Syaa.g_01211
OG0001467	Praz.g_01533	Syaa.g_01601
OG0001468	Praz.g_00080	Syaa.g_01597
OG0001471	Praz.g_00955	Syaa.g_00226
OG0001473	Praz.g_00186	Syaa.g_01603
OG0001474	Praz.g_00342	Syaa.g_02175
OG0001475	Praz.g_01105	Syaa.g_00691
OG0001479	Praz.g_01934	Syaa.g_02178
OG0001480	Praz.g_00806	Syaa.g_00810
OG0001482	Praz.g_01871	Syaa.g_01329
OG0001486	Praz.g_00757	Syaa.g_00768
OG0001492	Praz.g_00707	Syaa.g_00969
OG0001493	Praz.g_00699	Syaa.g_00961
OG0001499	Praz.g_00421	Syaa.g_01698
OG0001502	Praz.g_01542	Syaa.g_00819
OG0001504	Praz.g_01221	Syaa.g_01039
OG0001505	Praz.g_01106	Syaa.g_00495
OG0001507	Praz.g_00902	Syaa.g_02137
OG0001508	Praz.g_01117	Syaa.g_00694
OG0001520	Praz.g_00780	Syaa.g_01929
OG0001523	Praz.g_00021	Syaa.g_02713
OG0001524	Praz.g_00020	Syaa.g_02714
OG0001546	Praz.g_01804	Syaa.g_01997
OG0001547	Praz.g_01540	Syaa.g_01420
OG0001548	Praz.g_01536	Syaa.g_01573
OG0001549	Praz.g_01453	Syaa.g_00806
OG0001551	Praz.g_00016	Syaa.g_00853
OG0001552	Praz.g_01938	Syaa.g_01229
OG0001554	Praz.g_00949	Syaa.g_02590
OG0001564	Praz.g_01077	Syaa.g_02683
OG0001567	Praz.g_01541	Syaa.g_01421
OG0001568	Praz.g_01539	Syaa.g_01416
OG0001570	Praz.g_00049	Syaa.g_01693
OG0001582	Praz.g_01860	Syaa.g_01746
OG0001602	Praz.g_01629	Syaa.g_01210
OG0001607	Praz.g_00019	Syaa.g_01519
OG0001613	Praz.g_00243	Syaa.g_02227
OG0001627	Praz.g_01563	Syaa.g_00629
OG0001633	Praz.g_01142	Syaa.g_00855
OG0001635	Praz.g_00895	Syaa.g_00094
OG0001666	Praz.g_01223	Syaa.g_01506, Syaa.g_00399
OG0001667	Praz.g_01203	Syaa.g_01129
OG0001709	Praz.g_01061	Syaa.g_00453
OG0001712	Praz.g_01917	Syaa.g_01487
OG0001718	Praz.g_00812	Syaa.g_00941
OG0002063	Praz.g_00765	Syaa.g_00949
OG0002108	Praz.g_01262	Syaa.g_02636, Syaa.g_01736, Syaa.g_01274, Syaa.g_01721, Syaa.g_00382, Syaa.g_00410, Syaa.g_01703, Syaa.g_00361, Syaa.g_01709, Syaa.g_00398
OG0002112	Praz.g_01926	Syaa.g_00234, Syaa.g_00233
OG0002157	Praz.g_01925	Syaa.g_00232
OG0002158	Praz.g_01927	Syaa.g_00235
OG0002249	Praz.g_01263	Syaa.g_00374, Syaa.g_01171
OG0002562	Praz.g_01259	Syaa.g_00378, Syaa.g_01741, Syaa.g_01270, Syaa.g_02631
OG0002733	Praz.g_01264	Syaa.g_01732, Syaa.g_01731, Syaa.g_01276
