Orthogroup	Pram	Prae
OG0001172	Pram.g_01700	Prae.g_01689
OG0001173	Pram.g_01701	Prae.g_01690
OG0001174	Pram.g_01709	Prae.g_01698
OG0001175	Pram.g_01710	Prae.g_01699
OG0001176	Pram.g_01718	Prae.g_01706
OG0001177	Pram.g_01720	Prae.g_01709
OG0001178	Pram.g_01637	Prae.g_01714
OG0001179	Pram.g_01753	Prae.g_01742
OG0001180	Pram.g_01776	Prae.g_01765
OG0001181	Pram.g_01780	Prae.g_01769
OG0001182	Pram.g_01788	Prae.g_01776
OG0001183	Pram.g_01794	Prae.g_01780
OG0001184	Pram.g_01812	Prae.g_01796
OG0001185	Pram.g_01828	Prae.g_01810
OG0001186	Pram.g_01852	Prae.g_01833
OG0001187	Pram.g_01855	Prae.g_01837
OG0001188	Pram.g_01857	Prae.g_01839
OG0001189	Pram.g_01874	Prae.g_01856
OG0001190	Pram.g_01879	Prae.g_01860
OG0001191	Pram.g_01889	Prae.g_01870
OG0001192	Pram.g_01894	Prae.g_01875
OG0001193	Pram.g_01907	Prae.g_01885
OG0001194	Pram.g_01908	Prae.g_01886
OG0001195	Pram.g_01909	Prae.g_01887
OG0001196	Pram.g_01926	Prae.g_01900
OG0001197	Pram.g_01928	Prae.g_01901
OG0001198	Pram.g_01935	Prae.g_01908
OG0001199	Pram.g_00059	Prae.g_00074
OG0001200	Pram.g_00061	Prae.g_00076
OG0001201	Pram.g_00092	Prae.g_00107
OG0001202	Pram.g_00184	Prae.g_00202
OG0001203	Pram.g_00225	Prae.g_00241
OG0001204	Pram.g_00231	Prae.g_00246
OG0001205	Pram.g_00380	Prae.g_00419
OG0001206	Pram.g_00401	Prae.g_00436
OG0001207	Pram.g_00413	Prae.g_00451
OG0001208	Pram.g_00418	Prae.g_00456
OG0001209	Pram.g_00473	Prae.g_00510
OG0001210	Pram.g_00477	Prae.g_00515
OG0001211	Pram.g_00487	Prae.g_00525
OG0001212	Pram.g_00533	Prae.g_00570
OG0001213	Pram.g_00569	Prae.g_00603
OG0001215	Pram.g_00781	Prae.g_00664
OG0001216	Pram.g_00803	Prae.g_00713
OG0001217	Pram.g_01539	Prae.g_00752
OG0001218	Pram.g_01196	Prae.g_00759
OG0001219	Pram.g_00911	Prae.g_00794
OG0001220	Pram.g_00865	Prae.g_00857
OG0001221	Pram.g_00745	Prae.g_00919
OG0001222	Pram.g_00988	Prae.g_00956
OG0001223	Pram.g_00960	Prae.g_00982
OG0001224	Pram.g_00892	Prae.g_01036
OG0001225	Pram.g_00890	Prae.g_01038
OG0001226	Pram.g_00577	Prae.g_01066
OG0001227	Pram.g_01188	Prae.g_01084
OG0001228	Pram.g_01089	Prae.g_01208
OG0001229	Pram.g_01542	Prae.g_01366
OG0001230	Pram.g_01388	Prae.g_01451
OG0001231	Pram.g_00357	Prae.g_01556
OG0001232	Pram.g_01655	Prae.g_01646
OG0001233	Pram.g_01676	Prae.g_01666
OG0001234	Pram.g_01712	Prae.g_01701
OG0001235	Pram.g_01716	Prae.g_01711
OG0001236	Pram.g_01809	Prae.g_01793
OG0001237	Pram.g_01813	Prae.g_01797
OG0001238	Pram.g_01890	Prae.g_01871
OG0001239	Pram.g_00056	Prae.g_00071
OG0001240	Pram.g_00077	Prae.g_00093
OG0001241	Pram.g_00086	Prae.g_00101
OG0001242	Pram.g_00105	Prae.g_00119
OG0001243	Pram.g_00112	Prae.g_00125
OG0001244	Pram.g_00127	Prae.g_00141
OG0001245	Pram.g_01177	Prae.g_00380
OG0001246	Pram.g_00680	Prae.g_00478
OG0001247	Pram.g_00774	Prae.g_00657
OG0001248	Pram.g_00776	Prae.g_00659
OG0001249	Pram.g_00325	Prae.g_00784
OG0001250	Pram.g_00851	Prae.g_00846
OG0001251	Pram.g_00714	Prae.g_00893
OG0001252	Pram.g_00897	Prae.g_01031
OG0001253	Pram.g_00579	Prae.g_01085
OG0001254	Pram.g_01548	Prae.g_01132
OG0001255	Pram.g_01157	Prae.g_01147
OG0001256	Pram.g_01289	Prae.g_01549
OG0001258	Pram.g_01628	Prae.g_01620
OG0001259	Pram.g_01674	Prae.g_01664
OG0001261	Pram.g_01761	Prae.g_01750
OG0001262	Pram.g_01872	Prae.g_01854
OG0001263	Pram.g_00114	Prae.g_00128
OG0001265	Pram.g_00104	Prae.g_00118
OG0001266	Pram.g_00188	Prae.g_00206
OG0001267	Pram.g_00268	Prae.g_00281
OG0001268	Pram.g_00334	Prae.g_00339
OG0001269	Pram.g_00864	Prae.g_00358
OG0001270	Pram.g_00369	Prae.g_00408
OG0001271	Pram.g_00408	Prae.g_00446
OG0001272	Pram.g_00422	Prae.g_00460
OG0001273	Pram.g_01079	Prae.g_00605
OG0001274	Pram.g_00211	Prae.g_00677
OG0001275	Pram.g_00969	Prae.g_00992
OG0001276	Pram.g_00980	Prae.g_01015
OG0001278	Pram.g_01085	Prae.g_01213
OG0001279	Pram.g_01253	Prae.g_01265
OG0001280	Pram.g_01229	Prae.g_01328
OG0001281	Pram.g_01235	Prae.g_01334
OG0001282	Pram.g_01467	Prae.g_01369
OG0001283	Pram.g_01922	Prae.g_01388
OG0001284	Pram.g_01302	Prae.g_01529
OG0001285	Pram.g_01658	Prae.g_01649
OG0001286	Pram.g_01774	Prae.g_01762
OG0001287	Pram.g_01835	Prae.g_01817
OG0001288	Pram.g_01845	Prae.g_01826
OG0001289	Pram.g_00071	Prae.g_00087
OG0001290	Pram.g_00085	Prae.g_00100
OG0001291	Pram.g_00122	Prae.g_00135
OG0001292	Pram.g_00236	Prae.g_00251
OG0001293	Pram.g_00249	Prae.g_00264
OG0001296	Pram.g_00446	Prae.g_00483
OG0001297	Pram.g_00451	Prae.g_00488
OG0001298	Pram.g_00515	Prae.g_00551
OG0001299	Pram.g_01043	Prae.g_00640
OG0001300	Pram.g_00785	Prae.g_00667
OG0001301	Pram.g_00790	Prae.g_00670
OG0001302	Pram.g_00908	Prae.g_00793
OG0001304	Pram.g_00993	Prae.g_01025
OG0001305	Pram.g_00884	Prae.g_01044
OG0001306	Pram.g_01155	Prae.g_01149
OG0001307	Pram.g_01477	Prae.g_01351
OG0001308	Pram.g_01368	Prae.g_01469
OG0001309	Pram.g_01272	Prae.g_01553
OG0001310	Pram.g_01645	Prae.g_01635
OG0001311	Pram.g_00982	Prae.g_01017
OG0001315	Pram.g_01553	Prae.g_00061
OG0001316	Pram.g_00126	Prae.g_00140
OG0001317	Pram.g_00221	Prae.g_00237
OG0001318	Pram.g_00245	Prae.g_00259
OG0001319	Pram.g_00261	Prae.g_00275
OG0001320	Pram.g_01597, Pram.g_00618, Pram.g_00662	Prae.g_00381
OG0001321	Pram.g_00386	Prae.g_00425
OG0001322	Pram.g_00387	Prae.g_00426
OG0001323	Pram.g_00457	Prae.g_00493
OG0001324	Pram.g_00786	Prae.g_00668
OG0001325	Pram.g_01025	Prae.g_00716
OG0001327	Pram.g_00723	Prae.g_01057
OG0001328	Pram.g_01214	Prae.g_01083
OG0001329	Pram.g_01598	Prae.g_01122
OG0001330	Pram.g_01276	Prae.g_01292
OG0001331	Pram.g_01462	Prae.g_01374
OG0001332	Pram.g_01331	Prae.g_01502
OG0001333	Pram.g_01670	Prae.g_01660
OG0001334	Pram.g_01797	Prae.g_01783
OG0001335	Pram.g_01798	Prae.g_01784
OG0001336	Pram.g_01923	Prae.g_01897
OG0001339	Pram.g_00088	Prae.g_00103
OG0001340	Pram.g_00321	Prae.g_00329
OG0001341	Pram.g_01533	Prae.g_00750
OG0001342	Pram.g_01544, Pram.g_00644	Prae.g_00788
OG0001343	Pram.g_00711	Prae.g_00890
OG0001344	Pram.g_01135	Prae.g_01167
OG0001346	Pram.g_01231	Prae.g_01330
OG0001348	Pram.g_01526	Prae.g_01578
OG0001351	Pram.g_00394	Prae.g_00428
OG0001352	Pram.g_00770	Prae.g_00654
OG0001353	Pram.g_00841	Prae.g_00838
OG0001354	Pram.g_00953	Prae.g_00974
OG0001358	Pram.g_00558	Prae.g_00594
OG0001359	Pram.g_00712	Prae.g_00891
OG0001361	Pram.g_01121	Prae.g_01179
OG0001362	Pram.g_01364	Prae.g_01473
OG0001363	Pram.g_01362	Prae.g_01475
OG0001364	Pram.g_01800	Prae.g_01786
OG0001365	Pram.g_01883	Prae.g_01864
OG0001369	Pram.g_00076	Prae.g_00092
OG0001371	Pram.g_00769	Prae.g_00653
OG0001372	Pram.g_01517	Prae.g_00758
OG0001375	Pram.g_00710	Prae.g_00889
OG0001379	Pram.g_01224	Prae.g_01323
OG0001380	Pram.g_01198	Prae.g_01356
OG0001381	Pram.g_01165	Prae.g_01362
OG0001382	Pram.g_01200	Prae.g_01570
OG0001397	Pram.g_01363	Prae.g_01474
OG0001398	Pram.g_01256	Prae.g_01583
OG0001401	Pram.g_00846	Prae.g_00687
OG0001402	Pram.g_00563	Prae.g_00767
OG0001403	Pram.g_00017	Prae.g_00030
OG0001404	Pram.g_00053	Prae.g_00068
OG0001405	Pram.g_00314	Prae.g_00327
OG0001407	Pram.g_01202	Prae.g_01064
OG0001409	Pram.g_01131	Prae.g_01170
OG0001410	Pram.g_01476	Prae.g_01352
OG0001411	Pram.g_01422	Prae.g_01439
OG0001414	Pram.g_00216	Prae.g_00232
OG0001415	Pram.g_00218	Prae.g_00234
OG0001418	Pram.g_00775	Prae.g_00658
OG0001421	Pram.g_01288	Prae.g_01550
OG0001424	Pram.g_00681	Prae.g_00894
OG0001425	Pram.g_01893	Prae.g_01874
OG0001429	Pram.g_00912	Prae.g_00795
OG0001430	Pram.g_01197	Prae.g_01287
OG0001431	Pram.g_00629, Pram.g_01186	Prae.g_01290
OG0001437	Pram.g_00217	Prae.g_00233
OG0001440	Pram.g_01587	Prae.g_00402
OG0001441	Pram.g_00459	Prae.g_00495
OG0001446	Pram.g_01536	Prae.g_00079
OG0001448	Pram.g_00392	Prae.g_00366
OG0001450	Pram.g_00778	Prae.g_00661
OG0001451	Pram.g_00877	Prae.g_00866
OG0001453	Pram.g_01487	Prae.g_00986
OG0001455	Pram.g_01191	Prae.g_01322
OG0001460	Pram.g_01623	Prae.g_01233
OG0001461	Pram.g_01575	Prae.g_01228
OG0001463	Pram.g_00275	Prae.g_00287
OG0001464	Pram.g_00322	Prae.g_00330
OG0001465	Pram.g_00797	Prae.g_00676
OG0001466	Pram.g_00631	Prae.g_00740
OG0001467	Pram.g_01470	Prae.g_00785
OG0001468	Pram.g_00702	Prae.g_01054
OG0001472	Pram.g_00658	Prae.g_01552
OG0001481	Pram.g_01213	Prae.g_00373
OG0001484	Pram.g_01277	Prae.g_01299
OG0001485	Pram.g_01554	Prae.g_01588
OG0001486	Pram.g_01142	Prae.g_01161
OG0001491	Pram.g_00905	Prae.g_00791
OG0001494	Pram.g_01409	Prae.g_01399
OG0001495	Pram.g_01721	Prae.g_01708
OG0001500	Pram.g_00251	Prae.g_00266
OG0001501	Pram.g_00720	Prae.g_00679
OG0001503	Pram.g_00690	Prae.g_01137
OG0001506	Pram.g_01333	Prae.g_01500
OG0001521	Pram.g_00903	Prae.g_00751
OG0001523	Pram.g_01551	Prae.g_01134
OG0001524	Pram.g_01552	Prae.g_01135
OG0001526	Pram.g_00041	Prae.g_01684, Prae.g_01425
OG0001549	Pram.g_00875	Prae.g_00864
OG0001552	Pram.g_01286	Prae.g_01225
OG0001566	Pram.g_00766	Prae.g_00650
OG0001569	Pram.g_00625	Prae.g_01091
OG0001571	Pram.g_00648	Prae.g_01113
OG0001581	Pram.g_01246	Prae.g_00147
OG0001583	Pram.g_00904	Prae.g_00790
OG0001587	Pram.g_01692	Prae.g_01682
OG0001595	Pram.g_00051	Prae.g_00067
OG0001596	Pram.g_00060	Prae.g_00075
OG0001597	Pram.g_01337	Prae.g_00361
OG0001598	Pram.g_00788	Prae.g_00399
OG0001599	Pram.g_00399	Prae.g_00434
OG0001600	Pram.g_00448	Prae.g_00485
OG0001601	Pram.g_00764	Prae.g_00648
OG0001603	Pram.g_00907	Prae.g_00792
OG0001604	Pram.g_00742	Prae.g_00916
OG0001606	Pram.g_00698	Prae.g_01071
OG0001607	Pram.g_01509	Prae.g_01136
OG0001608	Pram.g_00996	Prae.g_01359
OG0001609	Pram.g_01335	Prae.g_01498
OG0001610	Pram.g_01332	Prae.g_01501
OG0001611	Pram.g_01563	Prae.g_01564
OG0001613	Pram.g_01792	Prae.g_01778
OG0001629	Pram.g_00660	Prae.g_00762
OG0001630	Pram.g_00718	Prae.g_00898
OG0001631	Pram.g_00650	Prae.g_01060
OG0001649	Pram.g_00695	Prae.g_01062
OG0001662	Pram.g_01508	Prae.g_01101
OG0001663	Pram.g_01158	Prae.g_01146
OG0001685	Pram.g_00581	Prae.g_00868
OG0001686	Pram.g_01179	Prae.g_01007
OG0001687	Pram.g_00398	Prae.g_01053
OG0001689	Pram.g_01843	Prae.g_01824
OG0001696	Pram.g_00878	Prae.g_00867
OG0001701	Pram.g_00042	Prae.g_01685
OG0001705	Pram.g_01694	Prae.g_00395
OG0001706	Pram.g_00641	Prae.g_00999
OG0001707	Pram.g_01187	Prae.g_01078
OG0001708	Pram.g_01159	Prae.g_01145
OG0001722	Pram.g_00716	Prae.g_00896
OG0001743	Pram.g_01515	Prae.g_01099
OG0001778	Pram.g_00666	Prae.g_01289
OG0001987	Pram.g_01593	Prae.g_01243
OG0001989	Pram.g_01205	Prae.g_01357
OG0001992	Pram.g_01251	Prae.g_00765
OG0002030	Pram.g_01532	Prae.g_01347
OG0002420	Pram.g_01609	Prae.g_01298
OG0002425	Pram.g_01406	Prae.g_01403
OG0003167	Pram.g_01473	Prae.g_01258
