Orthogroup	Pram	Syaj
OG0001115	Pram.g_00954	Syaj.g_00856
OG0001116	Pram.g_00955	Syaj.g_00854
OG0001117	Pram.g_00956	Syaj.g_00853
OG0001118	Pram.g_00957	Syaj.g_00852
OG0001119	Pram.g_00958	Syaj.g_00850
OG0001120	Pram.g_00959	Syaj.g_00846
OG0001122	Pram.g_00976	Syaj.g_00817
OG0001123	Pram.g_00981	Syaj.g_00810
OG0001124	Pram.g_00983	Syaj.g_00808
OG0001125	Pram.g_00985	Syaj.g_00806
OG0001126	Pram.g_00899	Syaj.g_00413
OG0001127	Pram.g_00898	Syaj.g_00414
OG0001128	Pram.g_00896	Syaj.g_00417
OG0001129	Pram.g_00895	Syaj.g_00419
OG0001130	Pram.g_00894	Syaj.g_00420
OG0001131	Pram.g_00356	Syaj.g_01070
OG0001132	Pram.g_00683	Syaj.g_01166
OG0001133	Pram.g_01469	Syaj.g_01302
OG0001134	Pram.g_01546	Syaj.g_00645
OG0001135	Pram.g_01549	Syaj.g_00647
OG0001136	Pram.g_01143	Syaj.g_00300
OG0001137	Pram.g_01130	Syaj.g_00318
OG0001138	Pram.g_01109	Syaj.g_00620
OG0001139	Pram.g_01107	Syaj.g_00618
OG0001140	Pram.g_01106	Syaj.g_00617
OG0001141	Pram.g_01105	Syaj.g_00616
OG0001142	Pram.g_01104	Syaj.g_00615
OG0001143	Pram.g_01097	Syaj.g_00602
OG0001144	Pram.g_01092	Syaj.g_00588
OG0001145	Pram.g_01222	Syaj.g_00276
OG0001146	Pram.g_01234	Syaj.g_01518
OG0001147	Pram.g_01475	Syaj.g_01438
OG0001148	Pram.g_01466	Syaj.g_00057
OG0001149	Pram.g_01465	Syaj.g_00056
OG0001150	Pram.g_01464	Syaj.g_00055
OG0001151	Pram.g_01452	Syaj.g_00043
OG0001152	Pram.g_01451	Syaj.g_00040
OG0001153	Pram.g_01346	Syaj.g_01425
OG0001154	Pram.g_01345	Syaj.g_01426
OG0001155	Pram.g_01328	Syaj.g_01637
OG0001156	Pram.g_01325	Syaj.g_01640
OG0001157	Pram.g_01324	Syaj.g_01641
OG0001158	Pram.g_01323	Syaj.g_01643
OG0001159	Pram.g_01322	Syaj.g_01644
OG0001160	Pram.g_01296	Syaj.g_01697
OG0001161	Pram.g_01577	Syaj.g_02148
OG0001162	Pram.g_01590	Syaj.g_00979
OG0001163	Pram.g_01624	Syaj.g_01705
OG0001164	Pram.g_01627	Syaj.g_01711
OG0001165	Pram.g_01630	Syaj.g_01716
OG0001166	Pram.g_01651	Syaj.g_01746
OG0001167	Pram.g_01669	Syaj.g_01592
OG0001168	Pram.g_01671	Syaj.g_01594
OG0001169	Pram.g_01673	Syaj.g_01596
OG0001170	Pram.g_01675	Syaj.g_01597
OG0001171	Pram.g_01685	Syaj.g_01607
OG0001172	Pram.g_01700	Syaj.g_02641
OG0001173	Pram.g_01701	Syaj.g_02642
OG0001174	Pram.g_01709	Syaj.g_02650
OG0001175	Pram.g_01710	Syaj.g_02651
OG0001176	Pram.g_01718	Syaj.g_02688
OG0001177	Pram.g_01720	Syaj.g_02685
OG0001178	Pram.g_01637	Syaj.g_01726
OG0001179	Pram.g_01753	Syaj.g_02719
OG0001180	Pram.g_01776	Syaj.g_02744
OG0001181	Pram.g_01780	Syaj.g_02748
OG0001182	Pram.g_01788	Syaj.g_02757
OG0001183	Pram.g_01794	Syaj.g_02762
OG0001184	Pram.g_01812	Syaj.g_02449
OG0001185	Pram.g_01828	Syaj.g_02423
OG0001186	Pram.g_01852	Syaj.g_02339
OG0001187	Pram.g_01855	Syaj.g_02369
OG0001188	Pram.g_01857	Syaj.g_02336
OG0001189	Pram.g_01874	Syaj.g_02318
OG0001190	Pram.g_01879	Syaj.g_02111
OG0001191	Pram.g_01889	Syaj.g_02128
OG0001192	Pram.g_01894	Syaj.g_02138
OG0001193	Pram.g_01907	Syaj.g_02178
OG0001194	Pram.g_01908	Syaj.g_02180
OG0001195	Pram.g_01909	Syaj.g_02181
OG0001196	Pram.g_01926	Syaj.g_02244
OG0001197	Pram.g_01928	Syaj.g_02246
OG0001198	Pram.g_01935	Syaj.g_02259
OG0001199	Pram.g_00059	Syaj.g_01825
OG0001200	Pram.g_00061	Syaj.g_01827
OG0001201	Pram.g_00092	Syaj.g_01888
OG0001202	Pram.g_00184	Syaj.g_02032
OG0001203	Pram.g_00225	Syaj.g_02877
OG0001204	Pram.g_00231	Syaj.g_02621
OG0001205	Pram.g_00380	Syaj.g_01545
OG0001206	Pram.g_00401	Syaj.g_01484
OG0001207	Pram.g_00413	Syaj.g_00061
OG0001208	Pram.g_00418	Syaj.g_00074
OG0001209	Pram.g_00473	Syaj.g_00147
OG0001210	Pram.g_00477	Syaj.g_00158
OG0001211	Pram.g_00487	Syaj.g_00184
OG0001212	Pram.g_00533	Syaj.g_00246
OG0001215	Pram.g_00781	Syaj.g_00492
OG0001216	Pram.g_00803	Syaj.g_00958
OG0001218	Pram.g_01196	Syaj.g_01434
OG0001219	Pram.g_00911	Syaj.g_00782
OG0001220	Pram.g_00865	Syaj.g_00345
OG0001221	Pram.g_00745	Syaj.g_01067
OG0001222	Pram.g_00988	Syaj.g_00911
OG0001223	Pram.g_00960	Syaj.g_00844
OG0001224	Pram.g_00892	Syaj.g_00423
OG0001225	Pram.g_00890	Syaj.g_00425
OG0001227	Pram.g_01188	Syaj.g_02152
OG0001228	Pram.g_01089	Syaj.g_01565
OG0001229	Pram.g_01542	Syaj.g_00451
OG0001231	Pram.g_00357	Syaj.g_02279
OG0001232	Pram.g_01655	Syaj.g_01757
OG0001233	Pram.g_01676	Syaj.g_01598
OG0001234	Pram.g_01712	Syaj.g_02655
OG0001235	Pram.g_01716	Syaj.g_02679
OG0001236	Pram.g_01809	Syaj.g_02453
OG0001237	Pram.g_01813	Syaj.g_02447
OG0001239	Pram.g_00056	Syaj.g_01822
OG0001240	Pram.g_00077	Syaj.g_01871
OG0001242	Pram.g_00105	Syaj.g_01913
OG0001243	Pram.g_00112	Syaj.g_01926
OG0001244	Pram.g_00127	Syaj.g_01960
OG0001246	Pram.g_00680	Syaj.g_00100
OG0001247	Pram.g_00774	Syaj.g_00973
OG0001248	Pram.g_00776	Syaj.g_00978
OG0001250	Pram.g_00851	Syaj.g_00375
OG0001251	Pram.g_00714	Syaj.g_02187
OG0001252	Pram.g_00897	Syaj.g_00416
OG0001253	Pram.g_00579	Syaj.g_01165
OG0001254	Pram.g_01548	Syaj.g_00646
OG0001256	Pram.g_01289	Syaj.g_01704
OG0001258	Pram.g_01628	Syaj.g_01714
OG0001261	Pram.g_01761	Syaj.g_02728
OG0001262	Pram.g_01872	Syaj.g_02320
OG0001263	Pram.g_00114	Syaj.g_01929
OG0001265	Pram.g_00104	Syaj.g_01911
OG0001266	Pram.g_00188	Syaj.g_02036
OG0001267	Pram.g_00268	Syaj.g_02565
OG0001268	Pram.g_00334	Syaj.g_02811
OG0001270	Pram.g_00369	Syaj.g_01558
OG0001271	Pram.g_00408	Syaj.g_01447
OG0001272	Pram.g_00422	Syaj.g_00078
OG0001273	Pram.g_01079	Syaj.g_01288
OG0001274	Pram.g_00211	Syaj.g_02077
OG0001275	Pram.g_00969	Syaj.g_00827
OG0001276	Pram.g_00980	Syaj.g_00811
OG0001278	Pram.g_01085	Syaj.g_00575
OG0001279	Pram.g_01253	Syaj.g_01356
OG0001280	Pram.g_01229	Syaj.g_01508
OG0001281	Pram.g_01235	Syaj.g_01519
OG0001282	Pram.g_01467	Syaj.g_00058
OG0001283	Pram.g_01922	Syaj.g_02238
OG0001284	Pram.g_01302	Syaj.g_01688
OG0001285	Pram.g_01658	Syaj.g_01170
OG0001286	Pram.g_01774	Syaj.g_02742
OG0001287	Pram.g_01835	Syaj.g_02415
OG0001288	Pram.g_01845	Syaj.g_02394
OG0001289	Pram.g_00071	Syaj.g_01845
OG0001290	Pram.g_00085	Syaj.g_01880
OG0001291	Pram.g_00122	Syaj.g_01939
OG0001292	Pram.g_00236	Syaj.g_02616
OG0001293	Pram.g_00249	Syaj.g_02594
OG0001296	Pram.g_00446	Syaj.g_00106
OG0001297	Pram.g_00451	Syaj.g_00110
OG0001298	Pram.g_00515	Syaj.g_00221
OG0001299	Pram.g_01043	Syaj.g_00716
OG0001300	Pram.g_00785	Syaj.g_00479
OG0001301	Pram.g_00790	Syaj.g_00440
OG0001302	Pram.g_00908	Syaj.g_01251
OG0001304	Pram.g_00993	Syaj.g_00795
OG0001305	Pram.g_00884	Syaj.g_00433
OG0001306	Pram.g_01155	Syaj.g_00285
OG0001307	Pram.g_01477	Syaj.g_02672
OG0001309	Pram.g_01272	Syaj.g_00116
OG0001310	Pram.g_01645	Syaj.g_01735
OG0001311	Pram.g_00982	Syaj.g_00809
OG0001312	Pram.g_00920	Syaj.g_00931
OG0001314	Pram.g_00622, Pram.g_00647	Syaj.g_01258
OG0001315	Pram.g_01553	Syaj.g_02760
OG0001316	Pram.g_00126	Syaj.g_01946
OG0001317	Pram.g_00221	Syaj.g_02857
OG0001319	Pram.g_00261	Syaj.g_02576
OG0001321	Pram.g_00386	Syaj.g_01528
OG0001322	Pram.g_00387	Syaj.g_01527
OG0001323	Pram.g_00457	Syaj.g_00119
OG0001324	Pram.g_00786	Syaj.g_00478
OG0001325	Pram.g_01025	Syaj.g_00953
OG0001327	Pram.g_00723	Syaj.g_00729
OG0001328	Pram.g_01214	Syaj.g_00764
OG0001329	Pram.g_01598	Syaj.g_00028
OG0001330	Pram.g_01276	Syaj.g_01501
OG0001332	Pram.g_01331	Syaj.g_01631
OG0001333	Pram.g_01670	Syaj.g_01593
OG0001334	Pram.g_01797	Syaj.g_02770
OG0001335	Pram.g_01798	Syaj.g_02771
OG0001336	Pram.g_01923	Syaj.g_02239
OG0001337	Pram.g_00320	Syaj.g_02795, Syaj.g_02786
OG0001338	Pram.g_00323	Syaj.g_02780, Syaj.g_02767, Syaj.g_00584, Syaj.g_02790
OG0001339	Pram.g_00088	Syaj.g_01883
OG0001340	Pram.g_00321	Syaj.g_02787
OG0001341	Pram.g_01533	Syaj.g_00449
OG0001343	Pram.g_00711	Syaj.g_02184
OG0001344	Pram.g_01135	Syaj.g_00307
OG0001346	Pram.g_01231	Syaj.g_01512
OG0001348	Pram.g_01526	Syaj.g_00393
OG0001350	Pram.g_00224	Syaj.g_02876
OG0001351	Pram.g_00394	Syaj.g_00272
OG0001352	Pram.g_00770	Syaj.g_00136
OG0001353	Pram.g_00841	Syaj.g_00386
OG0001354	Pram.g_00953	Syaj.g_00857
OG0001355	Pram.g_01003	Syaj.g_01244
OG0001357	Pram.g_01207	Syaj.g_00629
OG0001358	Pram.g_00558	Syaj.g_01309
OG0001359	Pram.g_00712	Syaj.g_02183
OG0001361	Pram.g_01121	Syaj.g_00334
OG0001362	Pram.g_01364	Syaj.g_01396
OG0001363	Pram.g_01362	Syaj.g_01398
OG0001364	Pram.g_01800	Syaj.g_02473
OG0001368	Pram.g_00649, Pram.g_00610, Pram.g_00624	Syaj.g_02622
OG0001369	Pram.g_00076	Syaj.g_01870
OG0001375	Pram.g_00710	Syaj.g_02185
OG0001379	Pram.g_01224	Syaj.g_01503
OG0001381	Pram.g_01165	Syaj.g_00405, Syaj.g_02663
OG0001382	Pram.g_01200	Syaj.g_00685
OG0001394	Pram.g_00749	Syaj.g_01059
OG0001397	Pram.g_01363	Syaj.g_01397
OG0001398	Pram.g_01256	Syaj.g_01116
OG0001401	Pram.g_00846	Syaj.g_00381
OG0001402	Pram.g_00563	Syaj.g_01304
OG0001403	Pram.g_00017	Syaj.g_02297
OG0001404	Pram.g_00053	Syaj.g_01817
OG0001405	Pram.g_00314	Syaj.g_02773
OG0001407	Pram.g_01202	Syaj.g_00137
OG0001410	Pram.g_01476	Syaj.g_02673
OG0001414	Pram.g_00216	Syaj.g_02664
OG0001421	Pram.g_01288	Syaj.g_01235, Syaj.g_01167
OG0001425	Pram.g_01893	Syaj.g_02137
OG0001430	Pram.g_01197	Syaj.g_02104
OG0001435	Pram.g_00730	Syaj.g_00736
OG0001443	Pram.g_01543	Syaj.g_02145
OG0001446	Pram.g_01536	Syaj.g_00527
OG0001448	Pram.g_00392	Syaj.g_01813
OG0001453	Pram.g_01487	Syaj.g_00838
OG0001463	Pram.g_00275	Syaj.g_00403
OG0001464	Pram.g_00322	Syaj.g_02788
OG0001465	Pram.g_00797	Syaj.g_00968
OG0001477	Pram.g_01521	Syaj.g_00444
OG0001487	Pram.g_01338	Syaj.g_01433
OG0001488	Pram.g_01126	Syaj.g_00324
OG0001489	Pram.g_01785	Syaj.g_02753
OG0001494	Pram.g_01409	Syaj.g_02353
OG0001494	Pram.g_01502	Syaj.g_01773
OG0001496	Pram.g_01519	Syaj.g_00446
OG0001497	Pram.g_01520	Syaj.g_00445
OG0001498	Pram.g_00353	Syaj.g_02830
OG0001510	Pram.g_01839	Syaj.g_02410
OG0001511	Pram.g_00096	Syaj.g_01896
OG0001512	Pram.g_01192	Syaj.g_02878
OG0001514	Pram.g_01518	Syaj.g_00447
OG0001515	Pram.g_00783	Syaj.g_00483
OG0001516	Pram.g_01046	Syaj.g_00713
OG0001517	Pram.g_00329	Syaj.g_02806
OG0001518	Pram.g_01892	Syaj.g_02132
OG0001519	Pram.g_01897	Syaj.g_02147
OG0001522	Pram.g_00842	Syaj.g_00385
OG0001523	Pram.g_01551	Syaj.g_00673
OG0001524	Pram.g_01552	Syaj.g_00672
OG0001527	Pram.g_00501	Syaj.g_00198
OG0001529	Pram.g_00025	Syaj.g_02311
OG0001530	Pram.g_00095	Syaj.g_01894
OG0001531	Pram.g_00226	Syaj.g_02879
OG0001532	Pram.g_01108	Syaj.g_00619
OG0001534	Pram.g_00994	Syaj.g_00794
OG0001535	Pram.g_00979	Syaj.g_00813
OG0001536	Pram.g_00939	Syaj.g_00903
OG0001537	Pram.g_00746	Syaj.g_01066
OG0001538	Pram.g_00814	Syaj.g_01018
OG0001539	Pram.g_00725	Syaj.g_00731
OG0001540	Pram.g_00116	Syaj.g_01931
OG0001541	Pram.g_00164	Syaj.g_02002
OG0001542	Pram.g_00170	Syaj.g_02011
OG0001543	Pram.g_01538	Syaj.g_02057
OG0001544	Pram.g_01896	Syaj.g_02146
OG0001545	Pram.g_01912	Syaj.g_02226
OG0001557	Pram.g_00750	Syaj.g_01058
OG0001559	Pram.g_00094	Syaj.g_01893
OG0001560	Pram.g_00084	Syaj.g_01879
OG0001561	Pram.g_00984	Syaj.g_00807
OG0001563	Pram.g_01769	Syaj.g_02737
OG0001574	Pram.g_00499	Syaj.g_00196
OG0001575	Pram.g_00504	Syaj.g_00201
OG0001576	Pram.g_01243	Syaj.g_00266
OG0001579	Pram.g_00318	Syaj.g_02777
OG0001580	Pram.g_00032	Syaj.g_02100
OG0001586	Pram.g_01501	Syaj.g_01769
OG0001589	Pram.g_01678	Syaj.g_01600
OG0001592	Pram.g_00031	Syaj.g_02101
OG0001614	Pram.g_01827	Syaj.g_02425
OG0001616	Pram.g_01116	Syaj.g_00642
OG0001617	Pram.g_00787	Syaj.g_00475
OG0001619	Pram.g_00929	Syaj.g_00914
OG0001620	Pram.g_00338	Syaj.g_02818
OG0001621	Pram.g_00241	Syaj.g_02606
OG0001622	Pram.g_01921	Syaj.g_02237
OG0001634	Pram.g_01040	Syaj.g_00719
OG0001636	Pram.g_00020	Syaj.g_02303
OG0001638	Pram.g_01643	Syaj.g_01733
OG0001639	Pram.g_01329	Syaj.g_01636
OG0001640	Pram.g_00900	Syaj.g_00411
OG0001641	Pram.g_00962	Syaj.g_00840
OG0001642	Pram.g_00863	Syaj.g_00347
OG0001643	Pram.g_01071	Syaj.g_01278
OG0001644	Pram.g_01015	Syaj.g_00941
OG0001656	Pram.g_00317	Syaj.g_02776
OG0001658	Pram.g_00027	Syaj.g_02110
OG0001659	Pram.g_01264	Syaj.g_00634
OG0001676	Pram.g_00319	Syaj.g_02779
OG0001678	Pram.g_01699	Syaj.g_02640
OG0001679	Pram.g_00324	Syaj.g_00205
OG0001691	Pram.g_00902	Syaj.g_01312
OG0001693	Pram.g_00661	Syaj.g_00428
OG0001713	Pram.g_01217	Syaj.g_00314
OG0001717	Pram.g_00678	Syaj.g_01988
OG0001731	Pram.g_01316	Syaj.g_01663
OG0001758	Pram.g_01615	Syaj.g_00665
OG0001762	Pram.g_00967	Syaj.g_00833
OG0001764	Pram.g_01009	Syaj.g_00767
OG0001770	Pram.g_01612	Syaj.g_02409
OG0001771	Pram.g_01571	Syaj.g_00669
OG0001782	Pram.g_01497	Syaj.g_02355
OG0001795	Pram.g_00700	Syaj.g_02873
OG0001916	Pram.g_00432	Syaj.g_00089
OG0001956	Pram.g_00871	Syaj.g_02662
OG0002019	Pram.g_01951	Syaj.g_01105
OG0002097	Pram.g_01431	Syaj.g_02340
OG0002274	Pram.g_01430	Syaj.g_02341
OG0002347	Pram.g_01661	Syaj.g_01755
OG0002397	Pram.g_00668	Syaj.g_01136
OG0002582	Pram.g_01492	Syaj.g_02468
OG0002663	Pram.g_01592	Syaj.g_00130
OG0002837	Pram.g_00601	Syaj.g_00696
