Orthogroup	Pram	Syas
OG0001181	Pram.g_01780	Syas.g_01579
OG0001182	Pram.g_01788	Syas.g_01571
OG0001183	Pram.g_01794	Syas.g_01564
OG0001184	Pram.g_01812	Syas.g_02188
OG0001185	Pram.g_01828	Syas.g_02162
OG0001186	Pram.g_01852	Syas.g_02113
OG0001187	Pram.g_01855	Syas.g_02111
OG0001189	Pram.g_01874	Syas.g_02089
OG0001190	Pram.g_01879	Syas.g_01881
OG0001191	Pram.g_01889	Syas.g_01900
OG0001193	Pram.g_01907	Syas.g_01952
OG0001194	Pram.g_01908	Syas.g_01953
OG0001195	Pram.g_01909	Syas.g_01954
OG0001196	Pram.g_01926	Syas.g_02010
OG0001197	Pram.g_01928	Syas.g_02012
OG0001198	Pram.g_01935	Syas.g_02031
OG0001199	Pram.g_00059	Syas.g_02516
OG0001200	Pram.g_00061	Syas.g_02514
OG0001201	Pram.g_00092	Syas.g_02419
OG0001202	Pram.g_00184	Syas.g_02270
OG0001203	Pram.g_00225	Syas.g_02557
OG0001204	Pram.g_00231	Syas.g_01687
OG0001205	Pram.g_00380	Syas.g_02745
OG0001207	Pram.g_00413	Syas.g_01260
OG0001208	Pram.g_00418	Syas.g_01251
OG0001209	Pram.g_00473	Syas.g_00065
OG0001210	Pram.g_00477	Syas.g_00761
OG0001211	Pram.g_00487	Syas.g_00788
OG0001212	Pram.g_00533	Syas.g_00847
OG0001213	Pram.g_00569	Syas.g_00100
OG0001215	Pram.g_00781	Syas.g_02245
OG0001217	Pram.g_01539	Syas.g_01397, Syas.g_02493
OG0001218	Pram.g_01196	Syas.g_01309
OG0001219	Pram.g_00911	Syas.g_00399
OG0001220	Pram.g_00865	Syas.g_02447
OG0001221	Pram.g_00745	Syas.g_02669
OG0001222	Pram.g_00988	Syas.g_00448
OG0001223	Pram.g_00960	Syas.g_00541
OG0001224	Pram.g_00892	Syas.g_01015
OG0001225	Pram.g_00890	Syas.g_01017
OG0001226	Pram.g_00577	Syas.g_02506
OG0001227	Pram.g_01188	Syas.g_00824
OG0001228	Pram.g_01089	Syas.g_02195
OG0001229	Pram.g_01542	Syas.g_00285
OG0001230	Pram.g_01388	Syas.g_02806
OG0001231	Pram.g_00357	Syas.g_02050
OG0001232	Pram.g_01655	Syas.g_02649
OG0001233	Pram.g_01676	Syas.g_02592
OG0001234	Pram.g_01712	Syas.g_01310
OG0001235	Pram.g_01716	Syas.g_01646
OG0001236	Pram.g_01809	Syas.g_02191
OG0001237	Pram.g_01813	Syas.g_02187
OG0001238	Pram.g_01890	Syas.g_01901
OG0001239	Pram.g_00056	Syas.g_02519
OG0001240	Pram.g_00077	Syas.g_02435
OG0001241	Pram.g_00086	Syas.g_02427
OG0001242	Pram.g_00105	Syas.g_02398
OG0001243	Pram.g_00112	Syas.g_02391
OG0001244	Pram.g_00127	Syas.g_02370
OG0001245	Pram.g_01177	Syas.g_00524
OG0001246	Pram.g_00680	Syas.g_01224
OG0001249	Pram.g_00325	Syas.g_01547
OG0001250	Pram.g_00851	Syas.g_00239
OG0001251	Pram.g_00714	Syas.g_00516, Syas.g_00408
OG0001252	Pram.g_00897	Syas.g_00994
OG0001253	Pram.g_00579	Syas.g_00143
OG0001255	Pram.g_01157	Syas.g_00492
OG0001256	Pram.g_01289	Syas.g_02698
OG0001258	Pram.g_01628	Syas.g_02688
OG0001259	Pram.g_01674	Syas.g_02594
OG0001261	Pram.g_01761	Syas.g_01599
OG0001262	Pram.g_01872	Syas.g_02091
OG0001263	Pram.g_00114	Syas.g_02388
OG0001265	Pram.g_00104	Syas.g_02399
OG0001266	Pram.g_00188	Syas.g_02266
OG0001267	Pram.g_00268	Syas.g_01753
OG0001268	Pram.g_00334	Syas.g_01535
OG0001269	Pram.g_00864	Syas.g_00510
OG0001270	Pram.g_00369	Syas.g_01499
OG0001271	Pram.g_00408	Syas.g_01336
OG0001272	Pram.g_00422	Syas.g_01247
OG0001273	Pram.g_01079	Syas.g_00751
OG0001274	Pram.g_00211	Syas.g_01849
OG0001275	Pram.g_00969	Syas.g_00554
OG0001276	Pram.g_00980	Syas.g_00215
OG0001278	Pram.g_01085	Syas.g_01074
OG0001279	Pram.g_01253	Syas.g_02792
OG0001280	Pram.g_01229	Syas.g_01095
OG0001281	Pram.g_01235	Syas.g_02845
OG0001282	Pram.g_01467	Syas.g_01262
OG0001284	Pram.g_01302	Syas.g_02124, Syas.g_02713
OG0001286	Pram.g_01774	Syas.g_01585
OG0001287	Pram.g_01835	Syas.g_00136
OG0001288	Pram.g_01845	Syas.g_02144
OG0001289	Pram.g_00071	Syas.g_02474
OG0001290	Pram.g_00085	Syas.g_02428
OG0001291	Pram.g_00122	Syas.g_02378
OG0001292	Pram.g_00236	Syas.g_01693
OG0001293	Pram.g_00249	Syas.g_01720
OG0001296	Pram.g_00446	Syas.g_01217
OG0001297	Pram.g_00451	Syas.g_01213
OG0001298	Pram.g_00515	Syas.g_00829
OG0001299	Pram.g_01043	Syas.g_00700
OG0001304	Pram.g_00993	Syas.g_00199
OG0001305	Pram.g_00884	Syas.g_01027
OG0001306	Pram.g_01155	Syas.g_01202
OG0001307	Pram.g_01477	Syas.g_01923
OG0001308	Pram.g_01368	Syas.g_02830
OG0001309	Pram.g_01272	Syas.g_00003
OG0001310	Pram.g_01645	Syas.g_02666
OG0001311	Pram.g_00982	Syas.g_00213
OG0001312	Pram.g_00920	Syas.g_00414
OG0001314	Pram.g_00622, Pram.g_00647	Syas.g_01925
OG0001315	Pram.g_01553	Syas.g_01566
OG0001317	Pram.g_00221	Syas.g_02553
OG0001318	Pram.g_00245	Syas.g_01706
OG0001319	Pram.g_00261	Syas.g_01736
OG0001323	Pram.g_00457	Syas.g_00006
OG0001325	Pram.g_01025	Syas.g_00179
OG0001327	Pram.g_00723	Syas.g_00687
OG0001329	Pram.g_01598	Syas.g_00773
OG0001330	Pram.g_01276	Syas.g_02865
OG0001331	Pram.g_01462	Syas.g_01267
OG0001333	Pram.g_01670	Syas.g_02598
OG0001336	Pram.g_01923	Syas.g_02003
OG0001337	Pram.g_00320	Syas.g_01548
OG0001339	Pram.g_00088	Syas.g_02425
OG0001346	Pram.g_01231	Syas.g_02853
OG0001348	Pram.g_01526	Syas.g_00119
OG0001351	Pram.g_00394	Syas.g_01280
OG0001353	Pram.g_00841	Syas.g_00228
OG0001354	Pram.g_00953	Syas.g_00526
OG0001355	Pram.g_01003	Syas.g_01057
OG0001357	Pram.g_01207	Syas.g_00764
OG0001358	Pram.g_00558	Syas.g_00122
OG0001361	Pram.g_01121	Syas.g_01135
OG0001364	Pram.g_01800	Syas.g_02212
OG0001365	Pram.g_01883	Syas.g_01886
OG0001371	Pram.g_00769	Syas.g_02499
OG0001379	Pram.g_01224	Syas.g_02861
OG0001380	Pram.g_01198	Syas.g_00126
OG0001394	Pram.g_00749	Syas.g_00627
OG0001398	Pram.g_01256	Syas.g_02481
OG0001401	Pram.g_00846	Syas.g_00233
OG0001402	Pram.g_00563	Syas.g_00112
OG0001403	Pram.g_00017	Syas.g_02069
OG0001409	Pram.g_01131	Syas.g_00154
OG0001411	Pram.g_00046	Syas.g_01156
OG0001418	Pram.g_00775	Syas.g_01177
OG0001423	Pram.g_00613	Syas.g_02532
OG0001429	Pram.g_00912	Syas.g_00401
OG0001435	Pram.g_00730	Syas.g_00678
OG0001441	Pram.g_00459	Syas.g_00008
OG0001443	Pram.g_01543	Syas.g_01910
OG0001450	Pram.g_00778	Syas.g_02208, Syas.g_00474
OG0001451	Pram.g_00877	Syas.g_02342, Syas.g_02343
OG0001453	Pram.g_01487	Syas.g_00547
OG0001460	Pram.g_01623	Syas.g_01399
OG0001461	Pram.g_01575	Syas.g_00566
OG0001476	Pram.g_01132	Syas.g_00155
OG0001477	Pram.g_01521	Syas.g_00934
OG0001484	Pram.g_01277	Syas.g_00166, Syas.g_00167
OG0001486	Pram.g_01142	Syas.g_01186
OG0001488	Pram.g_01126	Syas.g_01142
OG0001489	Pram.g_01785	Syas.g_01574
OG0001494	Pram.g_01502	Syas.g_02633
OG0001495	Pram.g_01721	Syas.g_01641
OG0001496	Pram.g_01519	Syas.g_00936
OG0001497	Pram.g_01520	Syas.g_00935
OG0001498	Pram.g_00353	Syas.g_01511
OG0001505	Pram.g_01414	Syas.g_02135
OG0001510	Pram.g_01839	Syas.g_02151
OG0001511	Pram.g_00096	Syas.g_02413
OG0001512	Pram.g_01192	Syas.g_02559
OG0001514	Pram.g_01518	Syas.g_00937
OG0001515	Pram.g_00783	Syas.g_00734
OG0001516	Pram.g_01046	Syas.g_00703
OG0001517	Pram.g_00329	Syas.g_01540
OG0001518	Pram.g_01892	Syas.g_01903
OG0001519	Pram.g_01897	Syas.g_01912
OG0001522	Pram.g_00842	Syas.g_00369
OG0001527	Pram.g_00501	Syas.g_00803
OG0001529	Pram.g_00025	Syas.g_02082
OG0001530	Pram.g_00095	Syas.g_02415
OG0001531	Pram.g_00226	Syas.g_02560
OG0001532	Pram.g_01108	Syas.g_01113
OG0001534	Pram.g_00994	Syas.g_00198
OG0001535	Pram.g_00979	Syas.g_00218
OG0001536	Pram.g_00939	Syas.g_00456
OG0001537	Pram.g_00746	Syas.g_00651
OG0001538	Pram.g_00814	Syas.g_00591
OG0001539	Pram.g_00725	Syas.g_00683
OG0001540	Pram.g_00116	Syas.g_02386
OG0001541	Pram.g_00164	Syas.g_02316
OG0001542	Pram.g_00170	Syas.g_02294
OG0001543	Pram.g_01538	Syas.g_02230
OG0001544	Pram.g_01896	Syas.g_01911
OG0001545	Pram.g_01912	Syas.g_01982
OG0001549	Pram.g_00875	Syas.g_00482
OG0001557	Pram.g_00750	Syas.g_00626
OG0001559	Pram.g_00094	Syas.g_02416
OG0001560	Pram.g_00084	Syas.g_02429
OG0001561	Pram.g_00984	Syas.g_00211
OG0001563	Pram.g_01769	Syas.g_01590
OG0001565	Pram.g_01576	Syas.g_00351
OG0001574	Pram.g_00499	Syas.g_00801
OG0001575	Pram.g_00504	Syas.g_00806
OG0001576	Pram.g_01243	Syas.g_02834
OG0001580	Pram.g_00032	Syas.g_01875
OG0001584	Pram.g_01032	Syas.g_00607
OG0001586	Pram.g_01501	Syas.g_02637
OG0001587	Pram.g_01692	Syas.g_02569
OG0001589	Pram.g_01678	Syas.g_02589
OG0001591	Pram.g_00762	Syas.g_00690
OG0001592	Pram.g_00031	Syas.g_01877
OG0001614	Pram.g_01827	Syas.g_02165
OG0001616	Pram.g_01116	Syas.g_01127
OG0001617	Pram.g_00787	Syas.g_00076
OG0001619	Pram.g_00929	Syas.g_00445
OG0001620	Pram.g_00338	Syas.g_01528
OG0001621	Pram.g_00241	Syas.g_01702
OG0001622	Pram.g_01921	Syas.g_02002
OG0001634	Pram.g_01040	Syas.g_00697
OG0001636	Pram.g_00020	Syas.g_02075
OG0001638	Pram.g_01643	Syas.g_02670
OG0001639	Pram.g_01329	Syas.g_01477
OG0001640	Pram.g_00900	Syas.g_00989
OG0001641	Pram.g_00962	Syas.g_00545
OG0001643	Pram.g_01071	Syas.g_00741
OG0001644	Pram.g_01015	Syas.g_00921, Syas.g_00767
OG0001659	Pram.g_01264	Syas.g_01118
OG0001678	Pram.g_01699	Syas.g_01666
OG0001679	Pram.g_00324	Syas.g_02407
OG0001693	Pram.g_00661	Syas.g_01022
OG0001717	Pram.g_00678	Syas.g_02330
OG0001731	Pram.g_01316	Syas.g_02729
OG0001762	Pram.g_00967	Syas.g_00552
OG0001764	Pram.g_01009	Syas.g_00374
OG0001771	Pram.g_01571	Syas.g_00034
OG0001955	Pram.g_01541	Syas.g_00480
OG0001956	Pram.g_00871	Syas.g_00971
OG0001977	Pram.g_01903	Syas.g_01942
OG0002003	Pram.g_00688	Syas.g_00491
OG0002019	Pram.g_01951	Syas.g_02163
OG0002097	Pram.g_01431	Syas.g_02623
OG0002098	Pram.g_01493	Syas.g_02608
OG0002109	Pram.g_00692	Syas.g_02770
OG0002274	Pram.g_01430	Syas.g_02624
OG0002348	Pram.g_01527	Syas.g_00879
OG0002389	Pram.g_01789	Syas.g_01570
OG0002559	Pram.g_00592	Syas.g_00898, Syas.g_00899
OG0002730	Pram.g_00614	Syas.g_02772
OG0003490	Pram.g_00609	Syas.g_00149
OG0003491	Pram.g_00585	Syas.g_00044
OG0003493	Pram.g_01433	Syas.g_02179
OG0004659	Pram.g_01724	Syas.g_01464
