Orthogroup	Syaa	Prac
OG0001138	Syaa.g_01002	Prac.g_00959
OG0001139	Syaa.g_01000	Prac.g_00958
OG0001140	Syaa.g_00999	Prac.g_00957
OG0001141	Syaa.g_00998	Prac.g_00956
OG0001142	Syaa.g_00997	Prac.g_00955
OG0001143	Syaa.g_00987	Prac.g_00948
OG0001144	Syaa.g_00978	Prac.g_00943
OG0001145	Syaa.g_00748	Prac.g_00167
OG0001146	Syaa.g_00729	Prac.g_00179
OG0001147	Syaa.g_01837	Prac.g_00203
OG0001148	Syaa.g_02061	Prac.g_00219
OG0001149	Syaa.g_02062	Prac.g_00220
OG0001150	Syaa.g_02063	Prac.g_00221
OG0001151	Syaa.g_02076	Prac.g_00232
OG0001152	Syaa.g_02077	Prac.g_00233
OG0001153	Syaa.g_01811	Prac.g_00379
OG0001154	Syaa.g_01812	Prac.g_00378
OG0001156	Syaa.g_00623	Prac.g_00363
OG0001157	Syaa.g_00622	Prac.g_00362
OG0001158	Syaa.g_00619	Prac.g_00361
OG0001159	Syaa.g_00618	Prac.g_00360
OG0001160	Syaa.g_00574	Prac.g_00336
OG0001161	Syaa.g_02620	Prac.g_00324
OG0001162	Syaa.g_01203	Prac.g_00313
OG0001163	Syaa.g_00566	Prac.g_00633
OG0001164	Syaa.g_00560	Prac.g_00629
OG0001165	Syaa.g_00555	Prac.g_00626
OG0001166	Syaa.g_00527	Prac.g_00606
OG0001167	Syaa.g_00673	Prac.g_00589
OG0001168	Syaa.g_00672	Prac.g_00587
OG0001169	Syaa.g_00670	Prac.g_00585
OG0001170	Syaa.g_00668	Prac.g_00583
OG0001171	Syaa.g_00655	Prac.g_00574
OG0001172	Syaa.g_02347	Prac.g_00479
OG0001173	Syaa.g_02346	Prac.g_00480
OG0001174	Syaa.g_02338	Prac.g_00488
OG0001175	Syaa.g_02337	Prac.g_00489
OG0001176	Syaa.g_02314	Prac.g_00496
OG0001177	Syaa.g_02316	Prac.g_00499
OG0001178	Syaa.g_00546	Prac.g_00504
OG0001179	Syaa.g_02268	Prac.g_00532
OG0001180	Syaa.g_02243	Prac.g_00553
OG0001181	Syaa.g_02239	Prac.g_00557
OG0001182	Syaa.g_02230	Prac.g_00564
OG0001183	Syaa.g_02224	Prac.g_00006
OG0001184	Syaa.g_00151	Prac.g_00022
OG0001186	Syaa.g_00081	Prac.g_00058
OG0001187	Syaa.g_00082	Prac.g_00062
OG0001188	Syaa.g_00075	Prac.g_00064
OG0001189	Syaa.g_00057	Prac.g_00081
OG0001190	Syaa.g_02592	Prac.g_00085
OG0001191	Syaa.g_02605	Prac.g_00095
OG0001192	Syaa.g_02612	Prac.g_00099
OG0001193	Syaa.g_02658	Prac.g_00109
OG0001194	Syaa.g_02660	Prac.g_00110
OG0001195	Syaa.g_02661	Prac.g_00111
OG0001196	Syaa.g_02741	Prac.g_00124
OG0001197	Syaa.g_02743	Prac.g_00125
OG0001198	Syaa.g_02755	Prac.g_01950
OG0001199	Syaa.g_00347	Prac.g_01857
OG0001200	Syaa.g_00345	Prac.g_01855
OG0001201	Syaa.g_02381	Prac.g_01823
OG0001202	Syaa.g_02528	Prac.g_01731
OG0001203	Syaa.g_02106	Prac.g_01692
OG0001204	Syaa.g_00316	Prac.g_01687
OG0001205	Syaa.g_00713	Prac.g_01102
OG0001206	Syaa.g_01855	Prac.g_01083
OG0001207	Syaa.g_02058	Prac.g_01067
OG0001208	Syaa.g_02049	Prac.g_01062
OG0001209	Syaa.g_01977	Prac.g_00837
OG0001210	Syaa.g_01967	Prac.g_00832
OG0001211	Syaa.g_01950	Prac.g_00822
OG0001212	Syaa.g_01892	Prac.g_00776
OG0001213	Syaa.g_01646	Prac.g_00742
OG0001214	Syaa.g_01631	Prac.g_00734
OG0001215	Syaa.g_00914	Prac.g_00681
OG0001216	Syaa.g_01238	Prac.g_01558
OG0001217	Syaa.g_01559	Prac.g_01521
OG0001219	Syaa.g_01404	Prac.g_01487
OG0001220	Syaa.g_00812	Prac.g_01424
OG0001221	Syaa.g_01111	Prac.g_01373
OG0001222	Syaa.g_01371	Prac.g_01335
OG0001223	Syaa.g_01326	Prac.g_01309
OG0001224	Syaa.g_00874	Prac.g_01260
OG0001225	Syaa.g_00876	Prac.g_01258
OG0001226	Syaa.g_01579	Prac.g_01232
OG0001227	Syaa.g_02622	Prac.g_01213
OG0001228	Syaa.g_00695	Prac.g_00940
OG0001229	Syaa.g_00899	Prac.g_00215
OG0001230	Syaa.g_01764	Prac.g_00419
OG0001231	Syaa.g_00017	Prac.g_00315
OG0001232	Syaa.g_00508	Prac.g_00602
OG0001233	Syaa.g_00667	Prac.g_00582
OG0001234	Syaa.g_02333	Prac.g_00491
OG0001235	Syaa.g_02323	Prac.g_00501
OG0001236	Syaa.g_00154	Prac.g_00019
OG0001238	Syaa.g_02607	Prac.g_00096
OG0001239	Syaa.g_00350	Prac.g_01860
OG0001240	Syaa.g_02364	Prac.g_01838
OG0001241	Syaa.g_02374	Prac.g_01830
OG0001242	Syaa.g_02407	Prac.g_01812
OG0001243	Syaa.g_02415	Prac.g_01806
OG0001244	Syaa.g_02445	Prac.g_01790
OG0001245	Syaa.g_01492	Prac.g_01153
OG0001246	Syaa.g_02023	Prac.g_00867
OG0001247	Syaa.g_01207	Prac.g_00688
OG0001248	Syaa.g_01204	Prac.g_00686
OG0001250	Syaa.g_00832	Prac.g_01435
OG0001251	Syaa.g_02667	Prac.g_01400
OG0001252	Syaa.g_00867	Prac.g_01265
OG0001253	Syaa.g_01467	Prac.g_01212
OG0001254	Syaa.g_01029	Prac.g_01016
OG0001255	Syaa.g_01696	Prac.g_01001
OG0001256	Syaa.g_00567	Prac.g_00322
OG0001257	Syaa.g_00405, Syaa.g_01418	Prac.g_00316
OG0001258	Syaa.g_00557	Prac.g_00628
OG0001259	Syaa.g_00669	Prac.g_00584
OG0001260	Syaa.g_00642	Prac.g_00568
OG0001261	Syaa.g_02259	Prac.g_00540
OG0001262	Syaa.g_00059	Prac.g_00079
OG0001263	Syaa.g_02418	Prac.g_01803
OG0001265	Syaa.g_02405	Prac.g_01813
OG0001266	Syaa.g_02532	Prac.g_01727
OG0001267	Syaa.g_00262	Prac.g_01651
OG0001268	Syaa.g_02176	Prac.g_01195
OG0001269	Syaa.g_01499	Prac.g_01175
OG0001270	Syaa.g_00701	Prac.g_01113
OG0001271	Syaa.g_01845	Prac.g_01072
OG0001272	Syaa.g_02045	Prac.g_01058
OG0001273	Syaa.g_01639	Prac.g_00740
OG0001274	Syaa.g_02563	Prac.g_00668
OG0001275	Syaa.g_01311	Prac.g_01300
OG0001276	Syaa.g_01295	Prac.g_01281
OG0001277	Syaa.g_02724	Prac.g_01223
OG0001278	Syaa.g_00966	Prac.g_00935
OG0001280	Syaa.g_00738	Prac.g_00174
OG0001281	Syaa.g_00728	Prac.g_00180
OG0001282	Syaa.g_02060	Prac.g_00218
OG0001283	Syaa.g_02734	Prac.g_00237
OG0001284	Syaa.g_00583	Prac.g_00341
OG0001287	Syaa.g_00121	Prac.g_00043
OG0001289	Syaa.g_00327	Prac.g_01844
OG0001290	Syaa.g_02373	Prac.g_01831
OG0001291	Syaa.g_02428	Prac.g_01796
OG0001292	Syaa.g_00310	Prac.g_01682
OG0001293	Syaa.g_00288	Prac.g_01670
OG0001294	Syaa.g_01076	Prac.g_01155
OG0001295	Syaa.g_01964	Prac.g_01078
OG0001296	Syaa.g_02017	Prac.g_00862
OG0001298	Syaa.g_01913	Prac.g_00796
OG0001299	Syaa.g_01070	Prac.g_00705
OG0001300	Syaa.g_00905	Prac.g_00678
OG0001301	Syaa.g_00891	Prac.g_00675
OG0001302	Syaa.g_01600	Prac.g_01489
OG0001303	Syaa.g_01402	Prac.g_01296
OG0001304	Syaa.g_01281	Prac.g_01271
OG0001305	Syaa.g_00885	Prac.g_01252
OG0001306	Syaa.g_00753	Prac.g_00999
OG0001309	Syaa.g_02005	Prac.g_00318
OG0001310	Syaa.g_00535	Prac.g_00613
OG0001311	Syaa.g_01293	Prac.g_01279
OG0001312	Syaa.g_01391	Prac.g_01346
OG0001315	Syaa.g_02226	Prac.g_01869
OG0001316	Syaa.g_02434	Prac.g_01791
OG0001317	Syaa.g_02112	Prac.g_01696
OG0001318	Syaa.g_00296	Prac.g_01675
OG0001319	Syaa.g_00273	Prac.g_01659
OG0001321	Syaa.g_00719	Prac.g_01096
OG0001322	Syaa.g_00720	Prac.g_01095
OG0001323	Syaa.g_02002	Prac.g_00853
OG0001324	Syaa.g_00904	Prac.g_00677
OG0001325	Syaa.g_01243	Prac.g_01555
OG0001326	Syaa.g_00396, Syaa.g_02672	Prac.g_00647
OG0001327	Syaa.g_01083	Prac.g_01240
OG0001328	Syaa.g_01104	Prac.g_01214
OG0001330	Syaa.g_00746	Prac.g_00153
OG0001331	Syaa.g_02065	Prac.g_00223
OG0001334	Syaa.g_02216	Prac.g_00009
OG0001335	Syaa.g_02215	Prac.g_00010
OG0001336	Syaa.g_02735	Prac.g_00121
OG0001339	Syaa.g_02376	Prac.g_01828
OG0001340	Syaa.g_02199	Prac.g_01603
OG0001341	Syaa.g_00897	Prac.g_01523
OG0001343	Syaa.g_02664	Prac.g_01403
OG0001344	Syaa.g_00775	Prac.g_00981
OG0001345	Syaa.g_00803	Prac.g_00966
OG0001346	Syaa.g_00734	Prac.g_00176
OG0001348	Syaa.g_00847	Prac.g_00295
OG0001349	Syaa.g_00437	Prac.g_00261
OG0001351	Syaa.g_01863	Prac.g_01093
OG0001352	Syaa.g_01987	Prac.g_00691
OG0001355	Syaa.g_01524	Prac.g_00285, Prac.g_00878
OG0001356	Syaa.g_00848	Prac.g_00900
OG0001358	Syaa.g_01663	Prac.g_00751
OG0001359	Syaa.g_02663	Prac.g_01402
OG0001360	Syaa.g_00805	Prac.g_01211
OG0001361	Syaa.g_00800	Prac.g_00969
OG0001362	Syaa.g_01789	Prac.g_00397
OG0001363	Syaa.g_01791	Prac.g_00395
OG0001364	Syaa.g_00171	Prac.g_00012
OG0001369	Syaa.g_02363	Prac.g_01839
OG0001370	Syaa.g_02140, Syaa.g_01218	Prac.g_01086
OG0001373	Syaa.g_02671	Prac.g_00646
OG0001374	Syaa.g_02679	Prac.g_00654
OG0001375	Syaa.g_02665	Prac.g_01404
OG0001376	Syaa.g_02614	Prac.g_01246
OG0001377	Syaa.g_02613	Prac.g_01245
OG0001378	Syaa.g_00700	Prac.g_01047
OG0001382	Syaa.g_01866	Prac.g_00302
OG0001385	Syaa.g_02668	Prac.g_00643
OG0001386	Syaa.g_02669	Prac.g_00644
OG0001387	Syaa.g_02670	Prac.g_00645
OG0001388	Syaa.g_02673	Prac.g_00648
OG0001389	Syaa.g_02674	Prac.g_00649
OG0001390	Syaa.g_02675	Prac.g_00650
OG0001391	Syaa.g_02676	Prac.g_00651
OG0001392	Syaa.g_02677	Prac.g_00652
OG0001393	Syaa.g_02678	Prac.g_00653
OG0001395	Syaa.g_01267	Prac.g_01269
OG0001404	Syaa.g_00355	Prac.g_01863
OG0001405	Syaa.g_02213	Prac.g_01605
OG0001406	Syaa.g_02615	Prac.g_01247
OG0001407	Syaa.g_01986	Prac.g_01234
OG0001408	Syaa.g_00953	Prac.g_01228, Prac.g_01229
OG0001411	Syaa.g_00457	Prac.g_00259
OG0001413	Syaa.g_01590	Prac.g_00327
OG0001416	Syaa.g_00731	Prac.g_01088, Prac.g_01087
OG0001417	Syaa.g_01339	Prac.g_01076, Prac.g_01075
OG0001419	Syaa.g_01985	Prac.g_01233
OG0001420	Syaa.g_01991	Prac.g_01038
OG0001421	Syaa.g_01583, Syaa.g_01469	Prac.g_00321
OG0001422	Syaa.g_00743	Prac.g_00297
OG0001423	Syaa.g_00365	Prac.g_00634
OG0001428	Syaa.g_02481	Prac.g_01758
OG0001430	Syaa.g_02584	Prac.g_00148
OG0001432	Syaa.g_00930	Prac.g_00328
OG0001433	Syaa.g_00849	Prac.g_00899
OG0001435	Syaa.g_01090	Prac.g_01388
OG0001438	Syaa.g_00247	Prac.g_01638
OG0001439	Syaa.g_00221	Prac.g_01624
OG0001441	Syaa.g_02000	Prac.g_00851
OG0001442	Syaa.g_01138	Prac.g_01530
OG0001447	Syaa.g_02416	Prac.g_01805
OG0001448	Syaa.g_00423	Prac.g_01167
OG0001452	Syaa.g_00301	Prac.g_01398
OG0001453	Syaa.g_01319	Prac.g_01306
OG0001454	Syaa.g_01580	Prac.g_01218
OG0001456	Syaa.g_02687	Prac.g_01008
OG0001457	Syaa.g_02688	Prac.g_01007
OG0001458	Syaa.g_02689	Prac.g_01006
OG0001459	Syaa.g_01040	Prac.g_00134
OG0001465	Syaa.g_01211	Prac.g_00669
OG0001467	Syaa.g_01601	Prac.g_01497
OG0001468	Syaa.g_01597	Prac.g_01242
OG0001470	Syaa.g_00693	Prac.g_00239
OG0001471	Syaa.g_00226	Prac.g_00326
OG0001473	Syaa.g_01603	Prac.g_00059
OG0001474	Syaa.g_02175	Prac.g_01194
OG0001475	Syaa.g_00691	Prac.g_00241
OG0001479	Syaa.g_02178	Prac.g_01197
OG0001480	Syaa.g_00810	Prac.g_01165
OG0001482	Syaa.g_01329	Prac.g_01090
OG0001486	Syaa.g_00768	Prac.g_00987
OG0001492	Syaa.g_00969	Prac.g_00938
OG0001493	Syaa.g_00961	Prac.g_00930
OG0001499	Syaa.g_01698	Prac.g_01870
OG0001502	Syaa.g_00819	Prac.g_01502
OG0001504	Syaa.g_01039	Prac.g_00135
OG0001507	Syaa.g_02137	Prac.g_00278
OG0001508	Syaa.g_00694	Prac.g_00238
OG0001520	Syaa.g_01929	Prac.g_01141, Prac.g_01140
OG0001523	Syaa.g_02713	Prac.g_01014
OG0001524	Syaa.g_02714	Prac.g_01013
OG0001528	Syaa.g_00692	Prac.g_00240
OG0001546	Syaa.g_01997	Prac.g_00848
OG0001548	Syaa.g_01573	Prac.g_01500
OG0001551	Syaa.g_00853	Prac.g_01009
OG0001552	Syaa.g_01229	Prac.g_00923
OG0001554	Syaa.g_02590	Prac.g_00320
OG0001572	Syaa.g_01180	Prac.g_00911
OG0001582	Syaa.g_01746	Prac.g_01077
OG0001588	Syaa.g_00168	Prac.g_00435
OG0001602	Syaa.g_01210	Prac.g_00670
OG0001607	Syaa.g_01519	Prac.g_01012
OG0001613	Syaa.g_02227	Prac.g_00004
OG0001625	Syaa.g_00294	Prac.g_01673
OG0001627	Syaa.g_00629	Prac.g_01516
OG0001633	Syaa.g_00855	Prac.g_00214
OG0001647	Syaa.g_00271	Prac.g_01658
OG0001667	Syaa.g_01129	Prac.g_00155
OG0001709	Syaa.g_00453	Prac.g_00260
OG0001712	Syaa.g_01487	Prac.g_01123
OG0001713	Syaa.g_00783	Prac.g_01873
OG0001718	Syaa.g_00941	Prac.g_01171
OG0001924	Syaa.g_01671	Prac.g_01585
OG0001925	Syaa.g_01672	Prac.g_01586
OG0001926	Syaa.g_01673	Prac.g_01587
OG0001927	Syaa.g_01674	Prac.g_01588
OG0001993	Syaa.g_01669	Prac.g_01583
OG0001994	Syaa.g_01670	Prac.g_01584
OG0002063	Syaa.g_00949	Prac.g_01962
OG0002425	Syaa.g_00466	Prac.g_00451
OG0002488	Syaa.g_00170	Prac.g_00449
OG0002695	Syaa.g_00478	Prac.g_00450
OG0002899	Syaa.g_01824	Prac.g_00660
OG0003026	Syaa.g_00490	Prac.g_00272
OG0003169	Syaa.g_01829	Prac.g_00877
