Orthogroup	Syaa	Prbf
OG0001081	Syaa.g_01056	Prbf.g_01003
OG0001082	Syaa.g_01057	Prbf.g_01004
OG0001083	Syaa.g_01064	Prbf.g_01009
OG0001084	Syaa.g_01065	Prbf.g_01010
OG0001085	Syaa.g_01075	Prbf.g_01293
OG0001086	Syaa.g_01077	Prbf.g_01292
OG0001087	Syaa.g_00920	Prbf.g_01274
OG0001088	Syaa.g_00916	Prbf.g_01273
OG0001089	Syaa.g_00890	Prbf.g_01262
OG0001090	Syaa.g_01237	Prbf.g_01252
OG0001091	Syaa.g_01239	Prbf.g_01030
OG0001092	Syaa.g_01242	Prbf.g_01031
OG0001093	Syaa.g_01248	Prbf.g_01036
OG0001094	Syaa.g_01148	Prbf.g_01029
OG0001095	Syaa.g_01185	Prbf.g_01232
OG0001096	Syaa.g_01200	Prbf.g_01218
OG0001097	Syaa.g_00828	Prbf.g_01198
OG0001098	Syaa.g_01441	Prbf.g_01179
OG0001099	Syaa.g_02400	Prbf.g_00833
OG0001100	Syaa.g_01086	Prbf.g_01329
OG0001101	Syaa.g_01088	Prbf.g_01326
OG0001102	Syaa.g_01091	Prbf.g_01323
OG0001103	Syaa.g_01093	Prbf.g_01321
OG0001104	Syaa.g_01133	Prbf.g_01298
OG0001105	Syaa.g_01137	Prbf.g_01294
OG0001106	Syaa.g_01372	Prbf.g_01126
OG0001107	Syaa.g_01359	Prbf.g_01119
OG0001108	Syaa.g_01350	Prbf.g_01115
OG0001109	Syaa.g_01349	Prbf.g_01114
OG0001110	Syaa.g_01347	Prbf.g_01112
OG0001111	Syaa.g_01345	Prbf.g_01111
OG0001112	Syaa.g_01343	Prbf.g_01110
OG0001113	Syaa.g_01342	Prbf.g_01109
OG0001114	Syaa.g_01341	Prbf.g_01108
OG0001115	Syaa.g_01337	Prbf.g_01106
OG0001116	Syaa.g_01335	Prbf.g_01105
OG0001117	Syaa.g_01334	Prbf.g_01104
OG0001118	Syaa.g_01333	Prbf.g_01103
OG0001119	Syaa.g_01331	Prbf.g_01102
OG0001120	Syaa.g_01328	Prbf.g_01100
OG0001122	Syaa.g_01301	Prbf.g_01080
OG0001123	Syaa.g_01294	Prbf.g_01074
OG0001124	Syaa.g_01292	Prbf.g_01072
OG0001125	Syaa.g_01290	Prbf.g_01070
OG0001126	Syaa.g_00864	Prbf.g_01159
OG0001127	Syaa.g_00865	Prbf.g_01160
OG0001128	Syaa.g_00868	Prbf.g_01162
OG0001129	Syaa.g_00870	Prbf.g_01163
OG0001130	Syaa.g_00871	Prbf.g_01164
OG0001131	Syaa.g_01108	Prbf.g_01705
OG0001132	Syaa.g_01468	Prbf.g_00296
OG0001133	Syaa.g_01656	Prbf.g_00094
OG0001134	Syaa.g_01028	Prbf.g_00788
OG0001136	Syaa.g_00767	Prbf.g_00915
OG0001137	Syaa.g_00786	Prbf.g_00927
OG0001138	Syaa.g_01002	Prbf.g_00948
OG0001139	Syaa.g_01000	Prbf.g_00950
OG0001140	Syaa.g_00999	Prbf.g_00951
OG0001141	Syaa.g_00998	Prbf.g_00952
OG0001142	Syaa.g_00997	Prbf.g_00953
OG0001143	Syaa.g_00987	Prbf.g_00960
OG0001144	Syaa.g_00978	Prbf.g_00965
OG0001145	Syaa.g_00748	Prbf.g_00034
OG0001146	Syaa.g_00729	Prbf.g_00022
OG0001147	Syaa.g_01837	Prbf.g_00002
OG0001148	Syaa.g_02061	Prbf.g_00097
OG0001149	Syaa.g_02062	Prbf.g_00098
OG0001150	Syaa.g_02063	Prbf.g_00099
OG0001151	Syaa.g_02076	Prbf.g_00110
OG0001152	Syaa.g_02077	Prbf.g_00111
OG0001153	Syaa.g_01811	Prbf.g_00189
OG0001154	Syaa.g_01812	Prbf.g_00190
OG0001156	Syaa.g_00623	Prbf.g_00210
OG0001157	Syaa.g_00622	Prbf.g_00211
OG0001158	Syaa.g_00619	Prbf.g_00212
OG0001159	Syaa.g_00618	Prbf.g_00213
OG0001160	Syaa.g_00574	Prbf.g_00239
OG0001161	Syaa.g_02620	Prbf.g_00750
OG0001162	Syaa.g_01203	Prbf.g_00812
OG0001163	Syaa.g_00566	Prbf.g_00702
OG0001164	Syaa.g_00560	Prbf.g_00698
OG0001165	Syaa.g_00555	Prbf.g_00695
OG0001166	Syaa.g_00527	Prbf.g_00674
OG0001167	Syaa.g_00673	Prbf.g_00657
OG0001168	Syaa.g_00672	Prbf.g_00655
OG0001169	Syaa.g_00670	Prbf.g_00653
OG0001170	Syaa.g_00668	Prbf.g_00651
OG0001171	Syaa.g_00655	Prbf.g_00641
OG0001172	Syaa.g_02347	Prbf.g_00625
OG0001173	Syaa.g_02346	Prbf.g_00624
OG0001174	Syaa.g_02338	Prbf.g_00616
OG0001175	Syaa.g_02337	Prbf.g_00615
OG0001176	Syaa.g_02314	Prbf.g_00607
OG0001177	Syaa.g_02316	Prbf.g_00605
OG0001178	Syaa.g_00546	Prbf.g_00688
OG0001179	Syaa.g_02268	Prbf.g_00575
OG0001180	Syaa.g_02243	Prbf.g_00552
OG0001181	Syaa.g_02239	Prbf.g_00548
OG0001182	Syaa.g_02230	Prbf.g_00540
OG0001183	Syaa.g_02224	Prbf.g_00535
OG0001184	Syaa.g_00151	Prbf.g_00517
OG0001186	Syaa.g_00081	Prbf.g_00476
OG0001187	Syaa.g_00082	Prbf.g_00473
OG0001188	Syaa.g_00075	Prbf.g_00471
OG0001189	Syaa.g_00057	Prbf.g_00455
OG0001190	Syaa.g_02592	Prbf.g_00450
OG0001191	Syaa.g_02605	Prbf.g_00440
OG0001192	Syaa.g_02612	Prbf.g_00435
OG0001193	Syaa.g_02658	Prbf.g_00423
OG0001194	Syaa.g_02660	Prbf.g_00422
OG0001195	Syaa.g_02661	Prbf.g_00421
OG0001196	Syaa.g_02741	Prbf.g_00405
OG0001197	Syaa.g_02743	Prbf.g_00403
OG0001198	Syaa.g_02755	Prbf.g_00396
OG0001199	Syaa.g_00347	Prbf.g_01401
OG0001200	Syaa.g_00345	Prbf.g_01403
OG0001201	Syaa.g_02381	Prbf.g_01436
OG0001202	Syaa.g_02528	Prbf.g_01534
OG0001203	Syaa.g_02106	Prbf.g_01576
OG0001204	Syaa.g_00316	Prbf.g_01582
OG0001205	Syaa.g_00713	Prbf.g_01729
OG0001206	Syaa.g_01855	Prbf.g_01749
OG0001207	Syaa.g_02058	Prbf.g_01760
OG0001208	Syaa.g_02049	Prbf.g_01765
OG0001209	Syaa.g_01977	Prbf.g_01816
OG0001210	Syaa.g_01967	Prbf.g_01821
OG0001211	Syaa.g_01950	Prbf.g_01831
OG0001212	Syaa.g_01892	Prbf.g_01878
OG0001213	Syaa.g_01646	Prbf.g_01913
OG0001214	Syaa.g_01631	Prbf.g_00984
OG0001215	Syaa.g_00914	Prbf.g_01272
OG0001216	Syaa.g_01238	Prbf.g_01251
OG0001217	Syaa.g_01559	Prbf.g_00280
OG0001218	Syaa.g_01820	Prbf.g_00855
OG0001219	Syaa.g_01404	Prbf.g_01146
OG0001220	Syaa.g_00812	Prbf.g_01189
OG0001221	Syaa.g_01111	Prbf.g_01309
OG0001222	Syaa.g_01371	Prbf.g_01067
OG0001223	Syaa.g_01326	Prbf.g_01099
OG0001224	Syaa.g_00874	Prbf.g_01166
OG0001225	Syaa.g_00876	Prbf.g_01168
OG0001226	Syaa.g_01579	Prbf.g_01921
OG0001227	Syaa.g_02622	Prbf.g_00870
OG0001228	Syaa.g_00695	Prbf.g_00968
OG0001229	Syaa.g_00899	Prbf.g_00856
OG0001230	Syaa.g_01764	Prbf.g_00150
OG0001231	Syaa.g_00017	Prbf.g_01706
OG0001232	Syaa.g_00508	Prbf.g_00670
OG0001233	Syaa.g_00667	Prbf.g_00650
OG0001234	Syaa.g_02333	Prbf.g_00613
OG0001235	Syaa.g_02323	Prbf.g_00609
OG0001236	Syaa.g_00154	Prbf.g_00520
OG0001238	Syaa.g_02607	Prbf.g_00439
OG0001239	Syaa.g_00350	Prbf.g_01398
OG0001240	Syaa.g_02364	Prbf.g_01419
OG0001241	Syaa.g_02374	Prbf.g_01429
OG0001242	Syaa.g_02407	Prbf.g_01449
OG0001243	Syaa.g_02415	Prbf.g_01456
OG0001244	Syaa.g_02445	Prbf.g_01471
OG0001245	Syaa.g_01492	Prbf.g_00879
OG0001247	Syaa.g_01207	Prbf.g_01279
OG0001248	Syaa.g_01204	Prbf.g_01277
OG0001250	Syaa.g_00832	Prbf.g_01202
OG0001251	Syaa.g_02667	Prbf.g_00837
OG0001252	Syaa.g_00867	Prbf.g_01161
OG0001253	Syaa.g_01467	Prbf.g_01924
OG0001254	Syaa.g_01029	Prbf.g_00786
OG0001255	Syaa.g_01696	Prbf.g_00900
OG0001256	Syaa.g_00567	Prbf.g_00246
OG0001258	Syaa.g_00557	Prbf.g_00697
OG0001259	Syaa.g_00669	Prbf.g_00652
OG0001260	Syaa.g_00642	Prbf.g_00635
OG0001261	Syaa.g_02259	Prbf.g_00567
OG0001263	Syaa.g_02418	Prbf.g_01458
OG0001265	Syaa.g_02405	Prbf.g_01448
OG0001266	Syaa.g_02532	Prbf.g_01538
OG0001267	Syaa.g_00262	Prbf.g_01620
OG0001268	Syaa.g_02176	Prbf.g_01683
OG0001269	Syaa.g_01499	Prbf.g_01190
OG0001270	Syaa.g_00701	Prbf.g_01718
OG0001271	Syaa.g_01845	Prbf.g_01755
OG0001272	Syaa.g_02045	Prbf.g_01769
OG0001273	Syaa.g_01639	Prbf.g_00978
OG0001274	Syaa.g_02563	Prbf.g_01562
OG0001275	Syaa.g_01311	Prbf.g_01089
OG0001276	Syaa.g_01295	Prbf.g_01075
OG0001277	Syaa.g_02724	Prbf.g_00417
OG0001278	Syaa.g_00966	Prbf.g_00972
OG0001279	Syaa.g_01749	Prbf.g_00339
OG0001280	Syaa.g_00738	Prbf.g_00027
OG0001281	Syaa.g_00728	Prbf.g_00021
OG0001282	Syaa.g_02060	Prbf.g_00096
OG0001283	Syaa.g_02734	Prbf.g_00408
OG0001284	Syaa.g_00583	Prbf.g_00232
OG0001286	Syaa.g_02245	Prbf.g_00554
OG0001287	Syaa.g_00121	Prbf.g_00494
OG0001289	Syaa.g_00327	Prbf.g_01413
OG0001290	Syaa.g_02373	Prbf.g_01428
OG0001291	Syaa.g_02428	Prbf.g_01466
OG0001292	Syaa.g_00310	Prbf.g_01587
OG0001293	Syaa.g_00288	Prbf.g_01600
OG0001295	Syaa.g_01964	Prbf.g_00824
OG0001296	Syaa.g_02017	Prbf.g_01792
OG0001297	Syaa.g_02013	Prbf.g_01797
OG0001298	Syaa.g_01913	Prbf.g_01858
OG0001299	Syaa.g_01070	Prbf.g_01015
OG0001300	Syaa.g_00905	Prbf.g_01268
OG0001301	Syaa.g_00891	Prbf.g_01263
OG0001302	Syaa.g_01600	Prbf.g_01150
OG0001303	Syaa.g_01402	Prbf.g_00731
OG0001304	Syaa.g_01281	Prbf.g_01062
OG0001305	Syaa.g_00885	Prbf.g_01174
OG0001306	Syaa.g_00753	Prbf.g_00903
OG0001309	Syaa.g_02005	Prbf.g_00274
OG0001310	Syaa.g_00535	Prbf.g_00680
OG0001311	Syaa.g_01293	Prbf.g_01073
OG0001312	Syaa.g_01391	Prbf.g_01137
OG0001314	Syaa.g_01225	Prbf.g_00372
OG0001315	Syaa.g_02226	Prbf.g_00865
OG0001316	Syaa.g_02434	Prbf.g_01470
OG0001317	Syaa.g_02112	Prbf.g_01572
OG0001318	Syaa.g_00296	Prbf.g_01596
OG0001319	Syaa.g_00273	Prbf.g_01613
OG0001321	Syaa.g_00719	Prbf.g_01735
OG0001322	Syaa.g_00720	Prbf.g_01736
OG0001323	Syaa.g_02002	Prbf.g_01802
OG0001324	Syaa.g_00904	Prbf.g_01267
OG0001325	Syaa.g_01243	Prbf.g_01032
OG0001327	Syaa.g_01083	Prbf.g_01332
OG0001328	Syaa.g_01104	Prbf.g_00045
OG0001330	Syaa.g_00746	Prbf.g_00263
OG0001331	Syaa.g_02065	Prbf.g_00101
OG0001334	Syaa.g_02216	Prbf.g_00532
OG0001335	Syaa.g_02215	Prbf.g_00531
OG0001337	Syaa.g_02219, Syaa.g_02200	Prbf.g_01670
OG0001338	Syaa.g_02206, Syaa.g_02184, Syaa.g_02195	Prbf.g_01673
OG0001339	Syaa.g_02376	Prbf.g_01431
OG0001340	Syaa.g_02199	Prbf.g_01671
OG0001341	Syaa.g_00897	Prbf.g_00863
OG0001343	Syaa.g_02664	Prbf.g_00840
OG0001344	Syaa.g_00775	Prbf.g_00922
OG0001345	Syaa.g_00803	Prbf.g_00938
OG0001346	Syaa.g_00734	Prbf.g_00025
OG0001348	Syaa.g_00847	Prbf.g_00826
OG0001349	Syaa.g_00437	Prbf.g_00119
OG0001350	Syaa.g_02107	Prbf.g_01575
OG0001351	Syaa.g_01863	Prbf.g_01741
OG0001352	Syaa.g_01987	Prbf.g_01283
OG0001353	Syaa.g_00841	Prbf.g_01212
OG0001354	Syaa.g_01338	Prbf.g_01107
OG0001355	Syaa.g_01524	Prbf.g_01053
OG0001356	Syaa.g_00848	Prbf.g_00705
OG0001357	Syaa.g_02307	Prbf.g_00052
OG0001359	Syaa.g_02663	Prbf.g_00839
OG0001362	Syaa.g_01789	Prbf.g_00171
OG0001363	Syaa.g_01791	Prbf.g_00173
OG0001364	Syaa.g_00171	Prbf.g_00529
OG0001368	Syaa.g_00317	Prbf.g_00051, Prbf.g_00309, Prbf.g_00374
OG0001369	Syaa.g_02363	Prbf.g_01418
OG0001370	Syaa.g_02140, Syaa.g_01218	Prbf.g_01746
OG0001375	Syaa.g_02665	Prbf.g_00841
OG0001379	Syaa.g_00744	Prbf.g_00032
OG0001382	Syaa.g_01866	Prbf.g_00063
OG0001394	Syaa.g_01118	Prbf.g_01305
OG0001398	Syaa.g_01424	Prbf.g_00801
OG0001401	Syaa.g_00837	Prbf.g_01207
OG0001402	Syaa.g_01658	Prbf.g_01907
OG0001404	Syaa.g_00355	Prbf.g_01395
OG0001407	Syaa.g_01986	Prbf.g_00059
OG0001411	Syaa.g_00457	Prbf.g_01388
OG0001419	Syaa.g_01985	Prbf.g_00060
OG0001421	Syaa.g_01583, Syaa.g_01469	Prbf.g_00247
OG0001422	Syaa.g_00743	Prbf.g_00056
OG0001423	Syaa.g_00365	Prbf.g_00361
OG0001428	Syaa.g_02481	Prbf.g_01506
OG0001430	Syaa.g_02584	Prbf.g_00854
OG0001433	Syaa.g_00849	Prbf.g_00706
OG0001434	Syaa.g_01123	Prbf.g_01300
OG0001435	Syaa.g_01090	Prbf.g_01324
OG0001443	Syaa.g_02617	Prbf.g_00857
OG0001448	Syaa.g_00423	Prbf.g_01739
OG0001460	Syaa.g_00850	Prbf.g_00707
OG0001461	Syaa.g_02328	Prbf.g_01379
OG0001465	Syaa.g_01211	Prbf.g_01256
OG0001467	Syaa.g_01601	Prbf.g_00090
OG0001468	Syaa.g_01597	Prbf.g_00849
OG0001477	Syaa.g_00893	Prbf.g_00316
OG0001486	Syaa.g_00768	Prbf.g_00916
OG0001487	Syaa.g_01819	Prbf.g_00197
OG0001488	Syaa.g_00791	Prbf.g_00931
OG0001489	Syaa.g_02234	Prbf.g_00543
OG0001496	Syaa.g_00895	Prbf.g_00318
OG0001497	Syaa.g_00894	Prbf.g_00317
OG0001498	Syaa.g_02148	Prbf.g_01702
OG0001505	Syaa.g_00495	Prbf.g_00313
OG0001510	Syaa.g_00116	Prbf.g_00490, Prbf.g_00489
OG0001511	Syaa.g_02389	Prbf.g_01440
OG0001512	Syaa.g_02105	Prbf.g_00861
OG0001514	Syaa.g_00896	Prbf.g_00319
OG0001515	Syaa.g_00909	Prbf.g_01270
OG0001516	Syaa.g_01067	Prbf.g_01012
OG0001517	Syaa.g_02181	Prbf.g_01679
OG0001518	Syaa.g_02609	Prbf.g_00437
OG0001519	Syaa.g_02619	Prbf.g_00432
OG0001523	Syaa.g_02713	Prbf.g_00783
OG0001524	Syaa.g_02714	Prbf.g_00782
OG0001527	Syaa.g_01936	Prbf.g_01844
OG0001529	Syaa.g_00050	Prbf.g_01363
OG0001530	Syaa.g_02387	Prbf.g_01439
OG0001531	Syaa.g_02104	Prbf.g_01577
OG0001532	Syaa.g_01001	Prbf.g_00949
OG0001534	Syaa.g_01280	Prbf.g_01061
OG0001535	Syaa.g_01297	Prbf.g_01077
OG0001536	Syaa.g_01362	Prbf.g_01121
OG0001537	Syaa.g_01112	Prbf.g_01308
OG0001538	Syaa.g_01159	Prbf.g_01240
OG0001539	Syaa.g_01085	Prbf.g_01330
OG0001540	Syaa.g_02420	Prbf.g_01460
OG0001541	Syaa.g_02490	Prbf.g_01514
OG0001542	Syaa.g_02499	Prbf.g_01520
OG0001543	Syaa.g_02547	Prbf.g_00040
OG0001544	Syaa.g_02618	Prbf.g_00433
OG0001545	Syaa.g_02723	Prbf.g_00418
OG0001549	Syaa.g_00806	Prbf.g_01180
OG0001552	Syaa.g_01229	Prbf.g_00250
OG0001557	Syaa.g_01119	Prbf.g_01304
OG0001559	Syaa.g_02386	Prbf.g_01438
OG0001560	Syaa.g_02372	Prbf.g_01427
OG0001561	Syaa.g_01291	Prbf.g_01071
OG0001562	Syaa.g_01305	Prbf.g_01084
OG0001563	Syaa.g_02250	Prbf.g_00559
OG0001564	Syaa.g_02683	Prbf.g_01382
OG0001572	Syaa.g_01180	Prbf.g_00338
OG0001574	Syaa.g_01938	Prbf.g_01842
OG0001575	Syaa.g_01933	Prbf.g_01847
OG0001577	Syaa.g_00765	Prbf.g_00913
OG0001579	Syaa.g_02207	Prbf.g_01668
OG0001580	Syaa.g_02580	Prbf.g_01370
OG0001588	Syaa.g_00168	Prbf.g_01709
OG0001589	Syaa.g_00664	Prbf.g_00648
OG0001591	Syaa.g_01078	Prbf.g_01291
OG0001592	Syaa.g_02581	Prbf.g_01369
OG0001607	Syaa.g_01519	Prbf.g_00348
OG0001614	Syaa.g_00130	Prbf.g_00502
OG0001616	Syaa.g_01024	Prbf.g_00941
OG0001617	Syaa.g_00901	Prbf.g_01266
OG0001619	Syaa.g_01374	Prbf.g_01128
OG0001620	Syaa.g_02169	Prbf.g_01687
OG0001621	Syaa.g_00300	Prbf.g_01592
OG0001622	Syaa.g_02733	Prbf.g_00409
OG0001636	Syaa.g_00043	Prbf.g_01357
OG0001638	Syaa.g_00538	Prbf.g_00682
OG0001639	Syaa.g_00626	Prbf.g_00206
OG0001640	Syaa.g_00862	Prbf.g_01158
OG0001641	Syaa.g_01321	Prbf.g_01096
OG0001642	Syaa.g_00814	Prbf.g_01191
OG0001643	Syaa.g_01628	Prbf.g_00987
OG0001644	Syaa.g_01263	Prbf.g_01042
OG0001654	Syaa.g_00628	Prbf.g_00204
OG0001656	Syaa.g_02209	Prbf.g_01667
OG0001657	Syaa.g_02464	Prbf.g_01489
OG0001658	Syaa.g_02591	Prbf.g_01365
OG0001659	Syaa.g_01006	Prbf.g_00821
OG0001678	Syaa.g_02348	Prbf.g_00626
OG0001691	Syaa.g_01665	Prbf.g_01156
OG0001693	Syaa.g_00880	Prbf.g_00749
OG0001709	Syaa.g_00453	Prbf.g_00133
OG0001717	Syaa.g_02476	Prbf.g_00323
OG0001733	Syaa.g_01080	Prbf.g_00709
OG0001747	Syaa.g_02442	Prbf.g_01710
OG0001769	Syaa.g_01614	Prbf.g_00866
OG0001770	Syaa.g_00115	Prbf.g_00778
OG0001771	Syaa.g_01514	Prbf.g_00766
OG0001807	Syaa.g_00176	Prbf.g_01381
OG0001842	Syaa.g_00634	Prbf.g_00294
OG0001916	Syaa.g_02034	Prbf.g_01779
OG0001917	Syaa.g_01296	Prbf.g_01076
OG0001930	Syaa.g_00633	Prbf.g_00293
OG0001931	Syaa.g_00632	Prbf.g_00292
OG0001965	Syaa.g_01602	Prbf.g_00759
OG0001996	Syaa.g_00036	Prbf.g_01351
OG0002019	Syaa.g_01419	Prbf.g_00818
OG0002096	Syaa.g_00492	Prbf.g_00310, Prbf.g_00130
OG0002106	Syaa.g_02085	Prbf.g_00054
OG0002344	Syaa.g_02159, Syaa.g_02396	Prbf.g_01697
