Orthogroup	Syaa	Prbn
OG0001080	Syaa.g_01443	Prbn.g_00445
OG0001081	Syaa.g_01056	Prbn.g_00447
OG0001082	Syaa.g_01057	Prbn.g_00448
OG0001083	Syaa.g_01064	Prbn.g_00836
OG0001084	Syaa.g_01065	Prbn.g_00837
OG0001085	Syaa.g_01075	Prbn.g_01594
OG0001086	Syaa.g_01077	Prbn.g_01593
OG0001087	Syaa.g_00920	Prbn.g_01575
OG0001088	Syaa.g_00916	Prbn.g_01574
OG0001089	Syaa.g_00890	Prbn.g_01563
OG0001090	Syaa.g_01237	Prbn.g_01553
OG0001091	Syaa.g_01239	Prbn.g_00857
OG0001092	Syaa.g_01242	Prbn.g_00858
OG0001093	Syaa.g_01248	Prbn.g_00863
OG0001094	Syaa.g_01148	Prbn.g_00856
OG0001095	Syaa.g_01185	Prbn.g_01533
OG0001096	Syaa.g_01200	Prbn.g_01519
OG0001097	Syaa.g_00828	Prbn.g_01499
OG0001098	Syaa.g_01441	Prbn.g_01480
OG0001099	Syaa.g_02400	Prbn.g_01925
OG0001100	Syaa.g_01086	Prbn.g_01630
OG0001101	Syaa.g_01088	Prbn.g_01627
OG0001102	Syaa.g_01091	Prbn.g_01624
OG0001103	Syaa.g_01093	Prbn.g_01622
OG0001104	Syaa.g_01133	Prbn.g_01599
OG0001105	Syaa.g_01137	Prbn.g_01595
OG0001106	Syaa.g_01372	Prbn.g_01427
OG0001107	Syaa.g_01359	Prbn.g_01420
OG0001108	Syaa.g_01350	Prbn.g_01416
OG0001109	Syaa.g_01349	Prbn.g_01415
OG0001110	Syaa.g_01347	Prbn.g_01413
OG0001111	Syaa.g_01345	Prbn.g_01412
OG0001112	Syaa.g_01343	Prbn.g_01411
OG0001113	Syaa.g_01342	Prbn.g_01410
OG0001114	Syaa.g_01341	Prbn.g_01409
OG0001115	Syaa.g_01337	Prbn.g_01407
OG0001116	Syaa.g_01335	Prbn.g_01406
OG0001117	Syaa.g_01334	Prbn.g_01405
OG0001118	Syaa.g_01333	Prbn.g_01404
OG0001119	Syaa.g_01331	Prbn.g_01403
OG0001120	Syaa.g_01328	Prbn.g_01401
OG0001122	Syaa.g_01301	Prbn.g_01381
OG0001123	Syaa.g_01294	Prbn.g_01375
OG0001124	Syaa.g_01292	Prbn.g_01373
OG0001125	Syaa.g_01290	Prbn.g_01371
OG0001126	Syaa.g_00864	Prbn.g_01460
OG0001127	Syaa.g_00865	Prbn.g_01461
OG0001128	Syaa.g_00868	Prbn.g_01463
OG0001129	Syaa.g_00870	Prbn.g_01464
OG0001130	Syaa.g_00871	Prbn.g_01465
OG0001131	Syaa.g_01108	Prbn.g_00692
OG0001132	Syaa.g_01468	Prbn.g_01039
OG0001133	Syaa.g_01656	Prbn.g_01239
OG0001134	Syaa.g_01028	Prbn.g_01650
OG0001136	Syaa.g_00767	Prbn.g_01186
OG0001137	Syaa.g_00786	Prbn.g_01198
OG0001138	Syaa.g_01002	Prbn.g_00392
OG0001139	Syaa.g_01000	Prbn.g_00394
OG0001140	Syaa.g_00999	Prbn.g_00395
OG0001141	Syaa.g_00998	Prbn.g_00396
OG0001142	Syaa.g_00997	Prbn.g_00397
OG0001143	Syaa.g_00987	Prbn.g_00404
OG0001144	Syaa.g_00978	Prbn.g_00409
OG0001145	Syaa.g_00748	Prbn.g_01092
OG0001146	Syaa.g_00729	Prbn.g_01080
OG0001147	Syaa.g_01837	Prbn.g_01060
OG0001148	Syaa.g_02061	Prbn.g_01242
OG0001149	Syaa.g_02062	Prbn.g_00153
OG0001150	Syaa.g_02063	Prbn.g_00154
OG0001151	Syaa.g_02076	Prbn.g_00165
OG0001152	Syaa.g_02077	Prbn.g_00166
OG0001153	Syaa.g_01811	Prbn.g_00244
OG0001154	Syaa.g_01812	Prbn.g_00245
OG0001156	Syaa.g_00623	Prbn.g_00265
OG0001157	Syaa.g_00622	Prbn.g_00266
OG0001158	Syaa.g_00619	Prbn.g_00267
OG0001159	Syaa.g_00618	Prbn.g_00268
OG0001160	Syaa.g_00574	Prbn.g_00900
OG0001161	Syaa.g_02620	Prbn.g_01688
OG0001162	Syaa.g_01203	Prbn.g_00134
OG0001163	Syaa.g_00566	Prbn.g_01736
OG0001164	Syaa.g_00560	Prbn.g_01740
OG0001165	Syaa.g_00555	Prbn.g_01743
OG0001166	Syaa.g_00527	Prbn.g_01764
OG0001167	Syaa.g_00673	Prbn.g_01782
OG0001168	Syaa.g_00672	Prbn.g_01784
OG0001169	Syaa.g_00670	Prbn.g_01786
OG0001170	Syaa.g_00668	Prbn.g_01788
OG0001171	Syaa.g_00655	Prbn.g_01798
OG0001172	Syaa.g_02347	Prbn.g_01814
OG0001173	Syaa.g_02346	Prbn.g_01815
OG0001174	Syaa.g_02338	Prbn.g_01823
OG0001175	Syaa.g_02337	Prbn.g_01824
OG0001176	Syaa.g_02314	Prbn.g_01832
OG0001177	Syaa.g_02316	Prbn.g_01834
OG0001178	Syaa.g_00546	Prbn.g_01750
OG0001179	Syaa.g_02268	Prbn.g_01864
OG0001180	Syaa.g_02243	Prbn.g_01887
OG0001181	Syaa.g_02239	Prbn.g_01891
OG0001182	Syaa.g_02230	Prbn.g_01899
OG0001183	Syaa.g_02224	Prbn.g_01904
OG0001184	Syaa.g_00151	Prbn.g_01017
OG0001186	Syaa.g_00081	Prbn.g_00977
OG0001187	Syaa.g_00082	Prbn.g_00974
OG0001188	Syaa.g_00075	Prbn.g_00972
OG0001189	Syaa.g_00057	Prbn.g_00956
OG0001190	Syaa.g_02592	Prbn.g_00951
OG0001191	Syaa.g_02605	Prbn.g_00941
OG0001192	Syaa.g_02612	Prbn.g_00936
OG0001193	Syaa.g_02658	Prbn.g_00924
OG0001194	Syaa.g_02660	Prbn.g_00923
OG0001195	Syaa.g_02661	Prbn.g_00922
OG0001196	Syaa.g_02741	Prbn.g_00906
OG0001198	Syaa.g_02755	Prbn.g_00297
OG0001199	Syaa.g_00347	Prbn.g_00703
OG0001201	Syaa.g_02381	Prbn.g_01311
OG0001202	Syaa.g_02528	Prbn.g_00354
OG0001203	Syaa.g_02106	Prbn.g_00312
OG0001204	Syaa.g_00316	Prbn.g_00306
OG0001205	Syaa.g_00713	Prbn.g_00668
OG0001206	Syaa.g_01855	Prbn.g_00648
OG0001207	Syaa.g_02058	Prbn.g_00637
OG0001208	Syaa.g_02049	Prbn.g_00632
OG0001209	Syaa.g_01977	Prbn.g_00581
OG0001210	Syaa.g_01967	Prbn.g_00576
OG0001211	Syaa.g_01950	Prbn.g_00566
OG0001212	Syaa.g_01892	Prbn.g_00519
OG0001213	Syaa.g_01646	Prbn.g_00484
OG0001214	Syaa.g_01631	Prbn.g_00428
OG0001215	Syaa.g_00914	Prbn.g_01573
OG0001216	Syaa.g_01238	Prbn.g_01552
OG0001217	Syaa.g_01559	Prbn.g_01023
OG0001218	Syaa.g_01820	Prbn.g_01126
OG0001219	Syaa.g_01404	Prbn.g_01447
OG0001220	Syaa.g_00812	Prbn.g_01490
OG0001221	Syaa.g_01111	Prbn.g_01610
OG0001222	Syaa.g_01371	Prbn.g_01368
OG0001223	Syaa.g_01326	Prbn.g_01400
OG0001224	Syaa.g_00874	Prbn.g_01467
OG0001225	Syaa.g_00876	Prbn.g_01469
OG0001226	Syaa.g_01579	Prbn.g_00476
OG0001227	Syaa.g_02622	Prbn.g_01141
OG0001228	Syaa.g_00695	Prbn.g_00412
OG0001229	Syaa.g_00899	Prbn.g_01127
OG0001230	Syaa.g_01764	Prbn.g_00205
OG0001231	Syaa.g_00017	Prbn.g_00691
OG0001233	Syaa.g_00667	Prbn.g_01789
OG0001234	Syaa.g_02333	Prbn.g_01826
OG0001235	Syaa.g_02323	Prbn.g_01830
OG0001236	Syaa.g_00154	Prbn.g_01919
OG0001238	Syaa.g_02607	Prbn.g_00940
OG0001239	Syaa.g_00350	Prbn.g_00706
OG0001240	Syaa.g_02364	Prbn.g_01328
OG0001241	Syaa.g_02374	Prbn.g_01318
OG0001242	Syaa.g_02407	Prbn.g_01298
OG0001243	Syaa.g_02415	Prbn.g_01291
OG0001244	Syaa.g_02445	Prbn.g_01276
OG0001245	Syaa.g_01492	Prbn.g_01150
OG0001247	Syaa.g_01207	Prbn.g_01580
OG0001248	Syaa.g_01204	Prbn.g_01578
OG0001250	Syaa.g_00832	Prbn.g_01503
OG0001251	Syaa.g_02667	Prbn.g_01929
OG0001252	Syaa.g_00867	Prbn.g_01462
OG0001253	Syaa.g_01467	Prbn.g_00473
OG0001254	Syaa.g_01029	Prbn.g_01652
OG0001255	Syaa.g_01696	Prbn.g_01171
OG0001256	Syaa.g_00567	Prbn.g_00893
OG0001258	Syaa.g_00557	Prbn.g_01741
OG0001259	Syaa.g_00669	Prbn.g_01787
OG0001260	Syaa.g_00642	Prbn.g_01804
OG0001261	Syaa.g_02259	Prbn.g_01872
OG0001263	Syaa.g_02418	Prbn.g_01289
OG0001265	Syaa.g_02405	Prbn.g_01299
OG0001266	Syaa.g_02532	Prbn.g_00350
OG0001267	Syaa.g_00262	Prbn.g_00047
OG0001268	Syaa.g_02176	Prbn.g_00110
OG0001269	Syaa.g_01499	Prbn.g_01491
OG0001270	Syaa.g_00701	Prbn.g_00679
OG0001271	Syaa.g_01845	Prbn.g_00642
OG0001272	Syaa.g_02045	Prbn.g_00628
OG0001273	Syaa.g_01639	Prbn.g_00422
OG0001274	Syaa.g_02563	Prbn.g_00326
OG0001275	Syaa.g_01311	Prbn.g_01390
OG0001276	Syaa.g_01295	Prbn.g_01376
OG0001277	Syaa.g_02724	Prbn.g_00918
OG0001278	Syaa.g_00966	Prbn.g_00416
OG0001279	Syaa.g_01749	Prbn.g_00810
OG0001280	Syaa.g_00738	Prbn.g_01085
OG0001281	Syaa.g_00728	Prbn.g_01079
OG0001282	Syaa.g_02060	Prbn.g_01241
OG0001283	Syaa.g_02734	Prbn.g_00909
OG0001284	Syaa.g_00583	Prbn.g_00287
OG0001286	Syaa.g_02245	Prbn.g_01885
OG0001287	Syaa.g_00121	Prbn.g_00994
OG0001289	Syaa.g_00327	Prbn.g_01334
OG0001290	Syaa.g_02373	Prbn.g_01319
OG0001291	Syaa.g_02428	Prbn.g_01281
OG0001292	Syaa.g_00310	Prbn.g_00014
OG0001293	Syaa.g_00288	Prbn.g_00027
OG0001295	Syaa.g_01964	Prbn.g_00146
OG0001296	Syaa.g_02017	Prbn.g_00605
OG0001297	Syaa.g_02013	Prbn.g_00600
OG0001298	Syaa.g_01913	Prbn.g_00539
OG0001299	Syaa.g_01070	Prbn.g_00842
OG0001300	Syaa.g_00905	Prbn.g_01569
OG0001301	Syaa.g_00891	Prbn.g_01564
OG0001302	Syaa.g_01600	Prbn.g_01451
OG0001303	Syaa.g_01402	Prbn.g_01707
OG0001304	Syaa.g_01281	Prbn.g_01363
OG0001305	Syaa.g_00885	Prbn.g_01475
OG0001306	Syaa.g_00753	Prbn.g_01174
OG0001309	Syaa.g_02005	Prbn.g_00865
OG0001310	Syaa.g_00535	Prbn.g_01758
OG0001311	Syaa.g_01293	Prbn.g_01374
OG0001312	Syaa.g_01391	Prbn.g_01438
OG0001314	Syaa.g_01225	Prbn.g_00777
OG0001315	Syaa.g_02226	Prbn.g_01136
OG0001316	Syaa.g_02434	Prbn.g_01277
OG0001317	Syaa.g_02112	Prbn.g_00316
OG0001318	Syaa.g_00296	Prbn.g_00023
OG0001319	Syaa.g_00273	Prbn.g_00040
OG0001321	Syaa.g_00719	Prbn.g_00662
OG0001322	Syaa.g_00720	Prbn.g_00661
OG0001323	Syaa.g_02002	Prbn.g_00595
OG0001324	Syaa.g_00904	Prbn.g_01568
OG0001325	Syaa.g_01243	Prbn.g_00859
OG0001327	Syaa.g_01083	Prbn.g_01633
OG0001328	Syaa.g_01104	Prbn.g_01103
OG0001330	Syaa.g_00746	Prbn.g_00876
OG0001331	Syaa.g_02065	Prbn.g_00156
OG0001334	Syaa.g_02216	Prbn.g_01907
OG0001335	Syaa.g_02215	Prbn.g_01908
OG0001337	Syaa.g_02219, Syaa.g_02200	Prbn.g_00097
OG0001338	Syaa.g_02206, Syaa.g_02184, Syaa.g_02195	Prbn.g_00100
OG0001339	Syaa.g_02376	Prbn.g_01316
OG0001340	Syaa.g_02199	Prbn.g_00098
OG0001341	Syaa.g_00897	Prbn.g_01134
OG0001343	Syaa.g_02664	Prbn.g_01932
OG0001344	Syaa.g_00775	Prbn.g_01193
OG0001345	Syaa.g_00803	Prbn.g_01209
OG0001346	Syaa.g_00734	Prbn.g_01083
OG0001348	Syaa.g_00847	Prbn.g_00148
OG0001349	Syaa.g_00437	Prbn.g_00174
OG0001350	Syaa.g_02107	Prbn.g_00313
OG0001351	Syaa.g_01863	Prbn.g_00656
OG0001352	Syaa.g_01987	Prbn.g_01584
OG0001353	Syaa.g_00841	Prbn.g_01513
OG0001354	Syaa.g_01338	Prbn.g_01408
OG0001355	Syaa.g_01524	Prbn.g_01354
OG0001356	Syaa.g_00848	Prbn.g_01733
OG0001357	Syaa.g_02307	Prbn.g_01110
OG0001359	Syaa.g_02663	Prbn.g_01931
OG0001362	Syaa.g_01789	Prbn.g_00226
OG0001363	Syaa.g_01791	Prbn.g_00228
OG0001364	Syaa.g_00171	Prbn.g_01910
OG0001368	Syaa.g_00317	Prbn.g_01109, Prbn.g_01052, Prbn.g_00775
OG0001369	Syaa.g_02363	Prbn.g_01329
OG0001370	Syaa.g_02140, Syaa.g_01218	Prbn.g_00651
OG0001375	Syaa.g_02665	Prbn.g_01933
OG0001379	Syaa.g_00744	Prbn.g_01090
OG0001382	Syaa.g_01866	Prbn.g_01121
OG0001394	Syaa.g_01118	Prbn.g_01606
OG0001398	Syaa.g_01424	Prbn.g_01637
OG0001401	Syaa.g_00837	Prbn.g_01508
OG0001402	Syaa.g_01658	Prbn.g_00490
OG0001404	Syaa.g_00355	Prbn.g_00709
OG0001407	Syaa.g_01986	Prbn.g_01117
OG0001411	Syaa.g_00457	Prbn.g_00716
OG0001419	Syaa.g_01985	Prbn.g_01118
OG0001421	Syaa.g_01583, Syaa.g_01469	Prbn.g_00892
OG0001422	Syaa.g_00743	Prbn.g_01114
OG0001423	Syaa.g_00365	Prbn.g_00787
OG0001428	Syaa.g_02481	Prbn.g_00382
OG0001430	Syaa.g_02584	Prbn.g_01125
OG0001433	Syaa.g_00849	Prbn.g_01732
OG0001434	Syaa.g_01123	Prbn.g_01601
OG0001435	Syaa.g_01090	Prbn.g_01625
OG0001443	Syaa.g_02617	Prbn.g_01128
OG0001448	Syaa.g_00423	Prbn.g_00658
OG0001460	Syaa.g_00850	Prbn.g_01731
OG0001461	Syaa.g_02328	Prbn.g_00725
OG0001465	Syaa.g_01211	Prbn.g_01557
OG0001467	Syaa.g_01601	Prbn.g_01235
OG0001468	Syaa.g_01597	Prbn.g_01941
OG0001477	Syaa.g_00893	Prbn.g_00833
OG0001486	Syaa.g_00768	Prbn.g_01187
OG0001487	Syaa.g_01819	Prbn.g_00252
OG0001488	Syaa.g_00791	Prbn.g_01202
OG0001489	Syaa.g_02234	Prbn.g_01896
OG0001496	Syaa.g_00895	Prbn.g_00831
OG0001497	Syaa.g_00894	Prbn.g_00832
OG0001498	Syaa.g_02148	Prbn.g_00695
OG0001505	Syaa.g_00495	Prbn.g_01056
OG0001510	Syaa.g_00116	Prbn.g_00990
OG0001511	Syaa.g_02389	Prbn.g_01307
OG0001512	Syaa.g_02105	Prbn.g_01132
OG0001514	Syaa.g_00896	Prbn.g_00830
OG0001515	Syaa.g_00909	Prbn.g_01571
OG0001516	Syaa.g_01067	Prbn.g_00839
OG0001517	Syaa.g_02181	Prbn.g_00106
OG0001518	Syaa.g_02609	Prbn.g_00938
OG0001519	Syaa.g_02619	Prbn.g_00933
OG0001523	Syaa.g_02713	Prbn.g_01655
OG0001524	Syaa.g_02714	Prbn.g_01656
OG0001527	Syaa.g_01936	Prbn.g_00553
OG0001529	Syaa.g_00050	Prbn.g_00741
OG0001530	Syaa.g_02387	Prbn.g_01308
OG0001531	Syaa.g_02104	Prbn.g_00311
OG0001532	Syaa.g_01001	Prbn.g_00393
OG0001534	Syaa.g_01280	Prbn.g_01362
OG0001535	Syaa.g_01297	Prbn.g_01378
OG0001536	Syaa.g_01362	Prbn.g_01422
OG0001537	Syaa.g_01112	Prbn.g_01609
OG0001538	Syaa.g_01159	Prbn.g_01541
OG0001539	Syaa.g_01085	Prbn.g_01631
OG0001540	Syaa.g_02420	Prbn.g_01287
OG0001541	Syaa.g_02490	Prbn.g_00374
OG0001542	Syaa.g_02499	Prbn.g_00368
OG0001543	Syaa.g_02547	Prbn.g_01098
OG0001544	Syaa.g_02618	Prbn.g_00934
OG0001545	Syaa.g_02723	Prbn.g_00919
OG0001549	Syaa.g_00806	Prbn.g_01481
OG0001552	Syaa.g_01229	Prbn.g_00889
OG0001557	Syaa.g_01119	Prbn.g_01605
OG0001559	Syaa.g_02386	Prbn.g_01309
OG0001560	Syaa.g_02372	Prbn.g_01320
OG0001561	Syaa.g_01291	Prbn.g_01372
OG0001562	Syaa.g_01305	Prbn.g_01385
OG0001563	Syaa.g_02250	Prbn.g_01880
OG0001564	Syaa.g_02683	Prbn.g_00722
OG0001572	Syaa.g_01180	Prbn.g_00811
OG0001574	Syaa.g_01938	Prbn.g_00555
OG0001575	Syaa.g_01933	Prbn.g_00550
OG0001577	Syaa.g_00765	Prbn.g_01184
OG0001579	Syaa.g_02207	Prbn.g_00095
OG0001580	Syaa.g_02580	Prbn.g_00734
OG0001588	Syaa.g_00168	Prbn.g_00688
OG0001589	Syaa.g_00664	Prbn.g_01791
OG0001591	Syaa.g_01078	Prbn.g_01592
OG0001592	Syaa.g_02581	Prbn.g_00735
OG0001607	Syaa.g_01519	Prbn.g_00801
OG0001614	Syaa.g_00130	Prbn.g_01002
OG0001616	Syaa.g_01024	Prbn.g_00385
OG0001617	Syaa.g_00901	Prbn.g_01567
OG0001619	Syaa.g_01374	Prbn.g_01429
OG0001620	Syaa.g_02169	Prbn.g_00114
OG0001621	Syaa.g_00300	Prbn.g_00019
OG0001622	Syaa.g_02733	Prbn.g_00910
OG0001636	Syaa.g_00043	Prbn.g_00747
OG0001638	Syaa.g_00538	Prbn.g_01756
OG0001639	Syaa.g_00626	Prbn.g_00261
OG0001640	Syaa.g_00862	Prbn.g_01459
OG0001641	Syaa.g_01321	Prbn.g_01397
OG0001642	Syaa.g_00814	Prbn.g_01492
OG0001643	Syaa.g_01628	Prbn.g_00431
OG0001644	Syaa.g_01263	Prbn.g_01951
OG0001654	Syaa.g_00628	Prbn.g_00259
OG0001656	Syaa.g_02209	Prbn.g_00094
OG0001657	Syaa.g_02464	Prbn.g_01258
OG0001658	Syaa.g_02591	Prbn.g_00739
OG0001659	Syaa.g_01006	Prbn.g_00143
OG0001678	Syaa.g_02348	Prbn.g_01813
OG0001691	Syaa.g_01665	Prbn.g_01457
OG0001693	Syaa.g_00880	Prbn.g_01689
OG0001709	Syaa.g_00453	Prbn.g_00188
OG0001717	Syaa.g_02476	Prbn.g_00826
OG0001733	Syaa.g_01080	Prbn.g_01729
OG0001747	Syaa.g_02442	Prbn.g_00687
OG0001769	Syaa.g_01614	Prbn.g_01137
OG0001770	Syaa.g_00115	Prbn.g_01660
OG0001771	Syaa.g_01514	Prbn.g_01672
OG0001807	Syaa.g_00176	Prbn.g_00723
OG0001842	Syaa.g_00634	Prbn.g_01037
OG0001916	Syaa.g_02034	Prbn.g_00618
OG0001917	Syaa.g_01296	Prbn.g_01377
OG0001930	Syaa.g_00633	Prbn.g_01036
OG0001931	Syaa.g_00632	Prbn.g_01035
OG0001965	Syaa.g_01602	Prbn.g_01679
OG0001996	Syaa.g_00036	Prbn.g_00753
OG0002019	Syaa.g_01419	Prbn.g_00140
OG0002096	Syaa.g_00492	Prbn.g_01053, Prbn.g_00185
OG0002106	Syaa.g_02085	Prbn.g_01112
OG0002344	Syaa.g_02159, Syaa.g_02396	Prbn.g_00700
