Orthogroup	Syaa	Prbl
OG0001086	Syaa.g_01077	Prbl.g_01392
OG0001087	Syaa.g_00920	Prbl.g_01853
OG0001088	Syaa.g_00916	Prbl.g_01857
OG0001089	Syaa.g_00890	Prbl.g_00024
OG0001090	Syaa.g_01237	Prbl.g_02565
OG0001091	Syaa.g_01239	Prbl.g_02563
OG0001092	Syaa.g_01242	Prbl.g_02562
OG0001093	Syaa.g_01248	Prbl.g_02558
OG0001094	Syaa.g_01148	Prbl.g_02341
OG0001095	Syaa.g_01185	Prbl.g_02322
OG0001096	Syaa.g_01200	Prbl.g_02306
OG0001097	Syaa.g_00828	Prbl.g_01550
OG0001098	Syaa.g_01441	Prbl.g_02423
OG0001099	Syaa.g_02400	Prbl.g_01329
OG0001100	Syaa.g_01086	Prbl.g_02414
OG0001101	Syaa.g_01088	Prbl.g_02413
OG0001102	Syaa.g_01091	Prbl.g_02410
OG0001103	Syaa.g_01093	Prbl.g_02408
OG0001104	Syaa.g_01133	Prbl.g_02351
OG0001105	Syaa.g_01137	Prbl.g_02356
OG0001106	Syaa.g_01372	Prbl.g_02466
OG0001107	Syaa.g_01359	Prbl.g_02476
OG0001108	Syaa.g_01350	Prbl.g_02483
OG0001109	Syaa.g_01349	Prbl.g_02485
OG0001110	Syaa.g_01347	Prbl.g_02487
OG0001111	Syaa.g_01345	Prbl.g_02489
OG0001112	Syaa.g_01343	Prbl.g_02491
OG0001113	Syaa.g_01342	Prbl.g_02492
OG0001114	Syaa.g_01341	Prbl.g_02493
OG0001115	Syaa.g_01337	Prbl.g_02495
OG0001116	Syaa.g_01335	Prbl.g_02496
OG0001117	Syaa.g_01334	Prbl.g_02497
OG0001118	Syaa.g_01333	Prbl.g_02498
OG0001119	Syaa.g_01331	Prbl.g_02499
OG0001120	Syaa.g_01328	Prbl.g_02501
OG0001122	Syaa.g_01301	Prbl.g_02529
OG0001123	Syaa.g_01294	Prbl.g_02536
OG0001124	Syaa.g_01292	Prbl.g_02538
OG0001125	Syaa.g_01290	Prbl.g_02540
OG0001126	Syaa.g_00864	Prbl.g_00939
OG0001127	Syaa.g_00865	Prbl.g_00938
OG0001128	Syaa.g_00868	Prbl.g_00935
OG0001129	Syaa.g_00870	Prbl.g_00934
OG0001130	Syaa.g_00871	Prbl.g_00933
OG0001131	Syaa.g_01108	Prbl.g_02575
OG0001132	Syaa.g_01468	Prbl.g_01603
OG0001133	Syaa.g_01656	Prbl.g_01621
OG0001134	Syaa.g_01028	Prbl.g_02204
OG0001135	Syaa.g_01030	Prbl.g_02202
OG0001136	Syaa.g_00767	Prbl.g_02082
OG0001137	Syaa.g_00786	Prbl.g_02102
OG0001138	Syaa.g_01002	Prbl.g_01118
OG0001139	Syaa.g_01000	Prbl.g_01116
OG0001140	Syaa.g_00999	Prbl.g_01115
OG0001141	Syaa.g_00998	Prbl.g_01114
OG0001142	Syaa.g_00997	Prbl.g_01113
OG0001143	Syaa.g_00987	Prbl.g_01376
OG0001144	Syaa.g_00978	Prbl.g_02580
OG0001145	Syaa.g_00748	Prbl.g_01711
OG0001146	Syaa.g_00729	Prbl.g_01727
OG0001147	Syaa.g_01837	Prbl.g_01333
OG0001148	Syaa.g_02061	Prbl.g_00501
OG0001149	Syaa.g_02062	Prbl.g_00500
OG0001150	Syaa.g_02063	Prbl.g_00499
OG0001151	Syaa.g_02076	Prbl.g_00487
OG0001152	Syaa.g_02077	Prbl.g_00486
OG0001153	Syaa.g_01811	Prbl.g_00704
OG0001154	Syaa.g_01812	Prbl.g_00705
OG0001156	Syaa.g_00623	Prbl.g_00451
OG0001157	Syaa.g_00622	Prbl.g_01604
OG0001158	Syaa.g_00619	Prbl.g_00450
OG0001159	Syaa.g_00618	Prbl.g_00449
OG0001160	Syaa.g_00574	Prbl.g_00420
OG0001161	Syaa.g_02620	Prbl.g_01601
OG0001162	Syaa.g_01203	Prbl.g_00048
OG0001163	Syaa.g_00566	Prbl.g_00406
OG0001164	Syaa.g_00560	Prbl.g_00401
OG0001165	Syaa.g_00555	Prbl.g_00398
OG0001166	Syaa.g_00527	Prbl.g_00371
OG0001167	Syaa.g_00673	Prbl.g_00350
OG0001168	Syaa.g_00672	Prbl.g_00348
OG0001169	Syaa.g_00670	Prbl.g_00346
OG0001170	Syaa.g_00668	Prbl.g_00344
OG0001171	Syaa.g_00655	Prbl.g_00334
OG0001173	Syaa.g_02346	Prbl.g_01062
OG0001174	Syaa.g_02338	Prbl.g_01054
OG0001175	Syaa.g_02337	Prbl.g_01053
OG0001176	Syaa.g_02314	Prbl.g_00953
OG0001177	Syaa.g_02316	Prbl.g_00951
OG0001179	Syaa.g_02268	Prbl.g_00982
OG0001180	Syaa.g_02243	Prbl.g_01134
OG0001181	Syaa.g_02239	Prbl.g_01138
OG0001182	Syaa.g_02230	Prbl.g_01147
OG0001183	Syaa.g_02224	Prbl.g_01175
OG0001184	Syaa.g_00151	Prbl.g_00848
OG0001186	Syaa.g_00081	Prbl.g_02026
OG0001187	Syaa.g_00082	Prbl.g_02022
OG0001188	Syaa.g_00075	Prbl.g_02018
OG0001189	Syaa.g_00057	Prbl.g_01996
OG0001190	Syaa.g_02592	Prbl.g_02239
OG0001191	Syaa.g_02605	Prbl.g_02226
OG0001192	Syaa.g_02612	Prbl.g_02219
OG0001193	Syaa.g_02658	Prbl.g_02181
OG0001194	Syaa.g_02660	Prbl.g_02175
OG0001195	Syaa.g_02661	Prbl.g_02174
OG0001196	Syaa.g_02741	Prbl.g_02138
OG0001197	Syaa.g_02743	Prbl.g_02136
OG0001198	Syaa.g_02755	Prbl.g_02124
OG0001199	Syaa.g_00347	Prbl.g_00602
OG0001200	Syaa.g_00345	Prbl.g_00600
OG0001201	Syaa.g_02381	Prbl.g_00551
OG0001202	Syaa.g_02528	Prbl.g_00095
OG0001203	Syaa.g_02106	Prbl.g_00197
OG0001204	Syaa.g_00316	Prbl.g_02667
OG0001205	Syaa.g_00713	Prbl.g_00642
OG0001206	Syaa.g_01855	Prbl.g_01363
OG0001207	Syaa.g_02058	Prbl.g_00503
OG0001208	Syaa.g_02049	Prbl.g_00513
OG0001209	Syaa.g_01977	Prbl.g_00763
OG0001210	Syaa.g_01967	Prbl.g_00751
OG0001211	Syaa.g_01950	Prbl.g_01884
OG0001212	Syaa.g_01892	Prbl.g_01765
OG0001213	Syaa.g_01646	Prbl.g_01631
OG0001214	Syaa.g_01631	Prbl.g_01641
OG0001215	Syaa.g_00914	Prbl.g_01858
OG0001216	Syaa.g_01238	Prbl.g_02564
OG0001217	Syaa.g_01559	Prbl.g_01904
OG0001218	Syaa.g_01820	Prbl.g_00716
OG0001219	Syaa.g_01404	Prbl.g_02435
OG0001220	Syaa.g_00812	Prbl.g_01567
OG0001221	Syaa.g_01111	Prbl.g_02383
OG0001222	Syaa.g_01371	Prbl.g_02210
OG0001223	Syaa.g_01326	Prbl.g_02503
OG0001224	Syaa.g_00874	Prbl.g_00931
OG0001225	Syaa.g_00876	Prbl.g_00929
OG0001226	Syaa.g_01579	Prbl.g_01704
OG0001227	Syaa.g_02622	Prbl.g_00472
OG0001228	Syaa.g_00695	Prbl.g_02585
OG0001229	Syaa.g_00899	Prbl.g_00409
OG0001230	Syaa.g_01764	Prbl.g_00252
OG0001231	Syaa.g_00017	Prbl.g_01957
OG0001232	Syaa.g_00508	Prbl.g_00366
OG0001233	Syaa.g_00667	Prbl.g_00343
OG0001234	Syaa.g_02333	Prbl.g_01050
OG0001235	Syaa.g_02323	Prbl.g_00948
OG0001236	Syaa.g_00154	Prbl.g_00852
OG0001238	Syaa.g_02607	Prbl.g_02225
OG0001239	Syaa.g_00350	Prbl.g_00605
OG0001240	Syaa.g_02364	Prbl.g_00568
OG0001241	Syaa.g_02374	Prbl.g_00558
OG0001242	Syaa.g_02407	Prbl.g_01322
OG0001243	Syaa.g_02415	Prbl.g_00828
OG0001245	Syaa.g_01492	Prbl.g_01693
OG0001246	Syaa.g_02023	Prbl.g_00803
OG0001247	Syaa.g_01207	Prbl.g_02295
OG0001248	Syaa.g_01204	Prbl.g_01869
OG0001250	Syaa.g_00832	Prbl.g_01546
OG0001252	Syaa.g_00867	Prbl.g_00936
OG0001253	Syaa.g_01467	Prbl.g_01686
OG0001254	Syaa.g_01029	Prbl.g_02203
OG0001255	Syaa.g_01696	Prbl.g_00036
OG0001258	Syaa.g_00557	Prbl.g_00400
OG0001259	Syaa.g_00669	Prbl.g_00345
OG0001260	Syaa.g_00642	Prbl.g_00315
OG0001261	Syaa.g_02259	Prbl.g_00991
OG0001262	Syaa.g_00059	Prbl.g_01999
OG0001263	Syaa.g_02418	Prbl.g_00826
OG0001265	Syaa.g_02405	Prbl.g_01324
OG0001266	Syaa.g_02532	Prbl.g_00099
OG0001267	Syaa.g_00262	Prbl.g_01453
OG0001268	Syaa.g_02176	Prbl.g_01207
OG0001269	Syaa.g_01499	Prbl.g_01564
OG0001270	Syaa.g_00701	Prbl.g_00654
OG0001271	Syaa.g_01845	Prbl.g_01343
OG0001272	Syaa.g_02045	Prbl.g_00517
OG0001273	Syaa.g_01639	Prbl.g_01634
OG0001274	Syaa.g_02563	Prbl.g_01263
OG0001275	Syaa.g_01311	Prbl.g_02518
OG0001276	Syaa.g_01295	Prbl.g_02535
OG0001277	Syaa.g_02724	Prbl.g_02152
OG0001278	Syaa.g_00966	Prbl.g_02592
OG0001279	Syaa.g_01749	Prbl.g_00156
OG0001280	Syaa.g_00738	Prbl.g_01719
OG0001281	Syaa.g_00728	Prbl.g_01728
OG0001283	Syaa.g_02734	Prbl.g_02143
OG0001286	Syaa.g_02245	Prbl.g_01132
OG0001290	Syaa.g_02373	Prbl.g_00559
OG0001291	Syaa.g_02428	Prbl.g_00816
OG0001292	Syaa.g_00310	Prbl.g_01512
OG0001293	Syaa.g_00288	Prbl.g_01489
OG0001294	Syaa.g_01076	Prbl.g_01393
OG0001295	Syaa.g_01964	Prbl.g_00748
OG0001297	Syaa.g_02013	Prbl.g_00793
OG0001298	Syaa.g_01913	Prbl.g_01791
OG0001300	Syaa.g_00905	Prbl.g_01873
OG0001301	Syaa.g_00891	Prbl.g_00022
OG0001302	Syaa.g_01600	Prbl.g_01930
OG0001303	Syaa.g_01402	Prbl.g_02437
OG0001309	Syaa.g_02005	Prbl.g_00787
OG0001310	Syaa.g_00535	Prbl.g_00377
OG0001311	Syaa.g_01293	Prbl.g_02537
OG0001312	Syaa.g_01391	Prbl.g_02448
OG0001316	Syaa.g_02434	Prbl.g_00809
OG0001319	Syaa.g_00273	Prbl.g_01463
OG0001321	Syaa.g_00719	Prbl.g_00633
OG0001322	Syaa.g_00720	Prbl.g_00632
OG0001323	Syaa.g_02002	Prbl.g_00784
OG0001324	Syaa.g_00904	Prbl.g_01874
OG0001326	Syaa.g_00396, Syaa.g_02672	Prbl.g_02168
OG0001328	Syaa.g_01104	Prbl.g_02390
OG0001330	Syaa.g_00746	Prbl.g_01712
OG0001331	Syaa.g_02065	Prbl.g_00497
OG0001334	Syaa.g_02216	Prbl.g_01179
OG0001335	Syaa.g_02215	Prbl.g_01180
OG0001336	Syaa.g_02735	Prbl.g_02142
OG0001337	Syaa.g_02219, Syaa.g_02200	Prbl.g_01189
OG0001339	Syaa.g_02376	Prbl.g_00556
OG0001340	Syaa.g_02199	Prbl.g_01190
OG0001341	Syaa.g_00897	Prbl.g_02285
OG0001344	Syaa.g_00775	Prbl.g_02089
OG0001347	Syaa.g_00195	Prbl.g_02051
OG0001347	Syaa.g_00445, Syaa.g_01019	Prbl.g_01002
OG0001348	Syaa.g_00847	Prbl.g_01243
OG0001351	Syaa.g_01863	Prbl.g_00624
OG0001352	Syaa.g_01987	Prbl.g_00027
OG0001353	Syaa.g_00841	Prbl.g_01537
OG0001354	Syaa.g_01338	Prbl.g_02494
OG0001355	Syaa.g_01524	Prbl.g_02379
OG0001356	Syaa.g_00848	Prbl.g_02208
OG0001357	Syaa.g_02307	Prbl.g_00628, Prbl.g_00679, Prbl.g_01685
OG0001358	Syaa.g_01663	Prbl.g_01615
OG0001360	Syaa.g_00805	Prbl.g_01104
OG0001361	Syaa.g_00800	Prbl.g_00182
OG0001362	Syaa.g_01789	Prbl.g_00220
OG0001363	Syaa.g_01791	Prbl.g_00218
OG0001366	Syaa.g_01369	Prbl.g_01335
OG0001369	Syaa.g_02363	Prbl.g_00569
OG0001370	Syaa.g_02140, Syaa.g_01218	Prbl.g_02288
OG0001373	Syaa.g_02671	Prbl.g_02169
OG0001374	Syaa.g_02679	Prbl.g_02161
OG0001376	Syaa.g_02614	Prbl.g_02216
OG0001377	Syaa.g_02613	Prbl.g_02217
OG0001378	Syaa.g_00700	Prbl.g_00661
OG0001379	Syaa.g_00744	Prbl.g_01714
OG0001382	Syaa.g_01866	Prbl.g_02571
OG0001383	Syaa.g_02101	Prbl.g_00190
OG0001385	Syaa.g_02668	Prbl.g_02172
OG0001386	Syaa.g_02669	Prbl.g_02171
OG0001387	Syaa.g_02670	Prbl.g_02170
OG0001388	Syaa.g_02673	Prbl.g_02167
OG0001389	Syaa.g_02674	Prbl.g_02166
OG0001390	Syaa.g_02675	Prbl.g_02165
OG0001391	Syaa.g_02676	Prbl.g_02164
OG0001392	Syaa.g_02677	Prbl.g_02163
OG0001393	Syaa.g_02678	Prbl.g_02162
OG0001394	Syaa.g_01118	Prbl.g_02366
OG0001395	Syaa.g_01267	Prbl.g_02548
OG0001396	Syaa.g_00196, Syaa.g_01018, Syaa.g_00444	Prbl.g_02050
OG0001398	Syaa.g_01424	Prbl.g_01692
OG0001401	Syaa.g_00837	Prbl.g_01541
OG0001402	Syaa.g_01658	Prbl.g_01620
OG0001405	Syaa.g_02213	Prbl.g_01182
OG0001406	Syaa.g_02615	Prbl.g_02215
OG0001412	Syaa.g_00442	Prbl.g_01003
OG0001412	Syaa.g_00194	Prbl.g_02052
OG0001416	Syaa.g_00731	Prbl.g_01725
OG0001422	Syaa.g_00743	Prbl.g_01370
OG0001423	Syaa.g_00365	Prbl.g_02629, Prbl.g_00738
OG0001426	Syaa.g_01744	Prbl.g_00480
OG0001434	Syaa.g_01123	Prbl.g_02362
OG0001435	Syaa.g_01090	Prbl.g_02411
OG0001438	Syaa.g_00247	Prbl.g_01438
OG0001441	Syaa.g_02000	Prbl.g_00782
OG0001442	Syaa.g_01138	Prbl.g_02358
OG0001443	Syaa.g_02617	Prbl.g_00408
OG0001444	Syaa.g_02357	Prbl.g_00574
OG0001449	Syaa.g_02098, Syaa.g_01042	Prbl.g_01940
OG0001461	Syaa.g_02328	Prbl.g_00620
OG0001470	Syaa.g_00693	Prbl.g_02028
OG0001475	Syaa.g_00691	Prbl.g_02030
OG0001477	Syaa.g_00893	Prbl.g_00017
OG0001479	Syaa.g_02178	Prbl.g_01205
OG0001487	Syaa.g_01819	Prbl.g_00715, Prbl.g_00714, Prbl.g_00713
OG0001488	Syaa.g_00791	Prbl.g_02106
OG0001489	Syaa.g_02234	Prbl.g_01143
OG0001495	Syaa.g_02317	Prbl.g_00950
OG0001496	Syaa.g_00895	Prbl.g_00013
OG0001497	Syaa.g_00894	Prbl.g_00016
OG0001498	Syaa.g_02148	Prbl.g_02675
OG0001508	Syaa.g_00694	Prbl.g_02027
OG0001509	Syaa.g_00085	Prbl.g_02046
OG0001509	Syaa.g_00197	Prbl.g_02048, Prbl.g_01299
OG0001510	Syaa.g_00116	Prbl.g_02635
OG0001511	Syaa.g_02389	Prbl.g_00544
OG0001512	Syaa.g_02105	Prbl.g_00195
OG0001514	Syaa.g_00896	Prbl.g_00012
OG0001515	Syaa.g_00909	Prbl.g_01865
OG0001516	Syaa.g_01067	Prbl.g_01402
OG0001517	Syaa.g_02181	Prbl.g_01202
OG0001518	Syaa.g_02609	Prbl.g_02223
OG0001519	Syaa.g_02619	Prbl.g_02212
OG0001527	Syaa.g_01936	Prbl.g_01898
OG0001528	Syaa.g_00692	Prbl.g_02024
OG0001529	Syaa.g_00050	Prbl.g_01989
OG0001530	Syaa.g_02387	Prbl.g_00546
OG0001531	Syaa.g_02104	Prbl.g_00194
OG0001532	Syaa.g_01001	Prbl.g_01117
OG0001533	Syaa.g_01868	Prbl.g_00662
OG0001533	Syaa.g_01857	Prbl.g_01699
OG0001534	Syaa.g_01280	Prbl.g_02545
OG0001535	Syaa.g_01297	Prbl.g_02533
OG0001536	Syaa.g_01362	Prbl.g_02474
OG0001537	Syaa.g_01112	Prbl.g_02374
OG0001538	Syaa.g_01159	Prbl.g_02330
OG0001539	Syaa.g_01085	Prbl.g_01587
OG0001540	Syaa.g_02420	Prbl.g_00824
OG0001541	Syaa.g_02490	Prbl.g_00267
OG0001542	Syaa.g_02499	Prbl.g_00073
OG0001543	Syaa.g_02547	Prbl.g_01241
OG0001544	Syaa.g_02618	Prbl.g_02213
OG0001545	Syaa.g_02723	Prbl.g_02153
OG0001558	Syaa.g_00022	Prbl.g_01960
OG0001559	Syaa.g_02386	Prbl.g_00547
OG0001560	Syaa.g_02372	Prbl.g_00560
OG0001561	Syaa.g_01291	Prbl.g_02539
OG0001562	Syaa.g_01305	Prbl.g_02525
OG0001563	Syaa.g_02250	Prbl.g_00999
OG0001572	Syaa.g_01180	Prbl.g_01025
OG0001574	Syaa.g_01938	Prbl.g_01896
OG0001575	Syaa.g_01933	Prbl.g_01901
OG0001577	Syaa.g_00765	Prbl.g_02080
OG0001579	Syaa.g_02207	Prbl.g_01186
OG0001580	Syaa.g_02580	Prbl.g_02250
OG0001588	Syaa.g_00168	Prbl.g_00865
OG0001589	Syaa.g_00664	Prbl.g_00341
OG0001591	Syaa.g_01078	Prbl.g_01591
OG0001592	Syaa.g_02581	Prbl.g_02249
OG0001614	Syaa.g_00130	Prbl.g_01293
OG0001616	Syaa.g_01024	Prbl.g_01380
OG0001617	Syaa.g_00901	Prbl.g_00728
OG0001618	Syaa.g_01254	Prbl.g_02557
OG0001619	Syaa.g_01374	Prbl.g_02464
OG0001620	Syaa.g_02169	Prbl.g_01215
OG0001621	Syaa.g_00300	Prbl.g_01500
OG0001622	Syaa.g_02733	Prbl.g_02144
OG0001627	Syaa.g_00629	Prbl.g_00458
OG0001634	Syaa.g_01073	Prbl.g_01396
OG0001635	Syaa.g_00094	Prbl.g_01814
OG0001636	Syaa.g_00043	Prbl.g_01982
OG0001637	Syaa.g_00650, Syaa.g_00649, Syaa.g_00651	Prbl.g_00325
OG0001638	Syaa.g_00538	Prbl.g_00379
OG0001639	Syaa.g_00626	Prbl.g_00455
OG0001640	Syaa.g_00862	Prbl.g_00940
OG0001641	Syaa.g_01321	Prbl.g_02507
OG0001642	Syaa.g_00814	Prbl.g_01563
OG0001643	Syaa.g_01628	Prbl.g_01644
OG0001652	Syaa.g_00018	Prbl.g_01958
OG0001653	Syaa.g_02360	Prbl.g_00571
OG0001654	Syaa.g_00628	Prbl.g_00457
OG0001655	Syaa.g_01723, Syaa.g_01223	Prbl.g_00136, Prbl.g_00680
OG0001656	Syaa.g_02209	Prbl.g_01185
OG0001657	Syaa.g_02464	Prbl.g_00292
OG0001658	Syaa.g_02591	Prbl.g_02240
OG0001671	Syaa.g_02552	Prbl.g_01248
OG0001672	Syaa.g_00339	Prbl.g_00594
OG0001673	Syaa.g_02114	Prbl.g_01921
OG0001675	Syaa.g_01307	Prbl.g_02522, Prbl.g_02524
OG0001677	Syaa.g_02223, Syaa.g_01003	Prbl.g_01176
OG0001680	Syaa.g_00788	Prbl.g_01485
OG0001691	Syaa.g_01665	Prbl.g_02422
OG0001692	Syaa.g_01769	Prbl.g_00247
OG0001693	Syaa.g_00880	Prbl.g_00682
OG0001694	Syaa.g_00260	Prbl.g_01451
OG0001695	Syaa.g_02708	Prbl.g_02158
OG0001702	Syaa.g_00322	Prbl.g_00581
OG0001703	Syaa.g_02057	Prbl.g_00504
OG0001712	Syaa.g_01487	Prbl.g_02283
OG0001714	Syaa.g_00084	Prbl.g_02038
OG0001715	Syaa.g_01563	Prbl.g_01675
OG0001716	Syaa.g_00817	Prbl.g_01559
OG0001729	Syaa.g_02100	Prbl.g_00189
OG0001730	Syaa.g_02090, Syaa.g_02091, Syaa.g_02092	Prbl.g_02624
OG0001731	Syaa.g_00599	Prbl.g_00442
OG0001732	Syaa.g_00984	Prbl.g_01373
OG0001734	Syaa.g_00816	Prbl.g_01561
OG0001735	Syaa.g_01060	Prbl.g_01410
OG0001736	Syaa.g_00191	Prbl.g_00887
OG0001737	Syaa.g_00241	Prbl.g_01433
OG0001738	Syaa.g_00204	Prbl.g_00899
OG0001740	Syaa.g_02720	Prbl.g_02155
OG0001747	Syaa.g_02442	Prbl.g_00309
OG0001749	Syaa.g_00186	Prbl.g_00882
OG0001750	Syaa.g_02358	Prbl.g_00573
OG0001751	Syaa.g_02115	Prbl.g_01920
OG0001752	Syaa.g_00639	Prbl.g_02621
OG0001753	Syaa.g_00646	Prbl.g_00319
OG0001754	Syaa.g_00647	Prbl.g_00322
OG0001755	Syaa.g_02006	Prbl.g_00788
OG0001759	Syaa.g_01505	Prbl.g_01518
OG0001761	Syaa.g_01679	Prbl.g_01826
OG0001762	Syaa.g_01314	Prbl.g_02515
OG0001763	Syaa.g_01327	Prbl.g_02502
OG0001764	Syaa.g_01412	Prbl.g_02428
OG0001765	Syaa.g_01041	Prbl.g_01598
OG0001766	Syaa.g_00230	Prbl.g_01423
OG0001767	Syaa.g_00179	Prbl.g_00874
OG0001783	Syaa.g_00126	Prbl.g_01288
OG0001784	Syaa.g_02354	Prbl.g_00578
OG0001785	Syaa.g_00648	Prbl.g_00323
OG0001786	Syaa.g_00581	Prbl.g_00426
OG0001787	Syaa.g_01981	Prbl.g_00767
OG0001788	Syaa.g_01978	Prbl.g_00764
OG0001789	Syaa.g_00736	Prbl.g_01721
OG0001790	Syaa.g_00760	Prbl.g_02073
OG0001792	Syaa.g_00977	Prbl.g_02581
OG0001794	Syaa.g_01283	Prbl.g_02604
OG0001796	Syaa.g_01303	Prbl.g_02527
OG0001797	Syaa.g_01382	Prbl.g_02457
OG0001798	Syaa.g_01655	Prbl.g_01622
OG0001799	Syaa.g_01617	Prbl.g_01661
OG0001800	Syaa.g_01750	Prbl.g_00159
OG0001801	Syaa.g_01759	Prbl.g_00256
OG0001803	Syaa.g_00709	Prbl.g_00646
OG0001804	Syaa.g_02147	Prbl.g_02676
OG0001805	Syaa.g_00305	Prbl.g_01507
OG0001806	Syaa.g_00272	Prbl.g_01462
OG0001807	Syaa.g_00176	Prbl.g_00871
OG0001808	Syaa.g_00163	Prbl.g_00860
OG0001810	Syaa.g_02432	Prbl.g_00811
OG0001811	Syaa.g_02497	Prbl.g_00070
OG0001812	Syaa.g_02582	Prbl.g_02248
OG0001813	Syaa.g_02646	Prbl.g_02193
OG0001814	Syaa.g_02744	Prbl.g_02135
OG0001815	Syaa.g_02753	Prbl.g_02126
OG0001838	Syaa.g_00008	Prbl.g_02113
OG0001839	Syaa.g_00039	Prbl.g_01978
OG0001840	Syaa.g_00056	Prbl.g_01995
OG0001841	Syaa.g_00063	Prbl.g_02003
OG0001842	Syaa.g_00634	Prbl.g_01232
OG0001843	Syaa.g_00131	Prbl.g_01294
OG0001844	Syaa.g_00132	Prbl.g_01295
OG0001845	Syaa.g_00133	Prbl.g_01301
OG0001846	Syaa.g_02408	Prbl.g_01321
OG0001847	Syaa.g_02406	Prbl.g_01323
OG0001848	Syaa.g_02402	Prbl.g_01327
OG0001849	Syaa.g_00328	Prbl.g_00586
OG0001850	Syaa.g_00337	Prbl.g_00593
OG0001851	Syaa.g_00343	Prbl.g_00598
OG0001852	Syaa.g_00344	Prbl.g_00599
OG0001853	Syaa.g_00351	Prbl.g_00606
OG0001854	Syaa.g_02109	Prbl.g_01924
OG0001856	Syaa.g_00575	Prbl.g_00421
OG0001857	Syaa.g_00578	Prbl.g_00424
OG0001858	Syaa.g_00606	Prbl.g_00445
OG0001859	Syaa.g_02069	Prbl.g_00493
OG0001860	Syaa.g_02055	Prbl.g_00505
OG0001861	Syaa.g_02044	Prbl.g_00518
OG0001862	Syaa.g_02033	Prbl.g_00530
OG0001863	Syaa.g_02028	Prbl.g_00535
OG0001864	Syaa.g_01969	Prbl.g_00753
OG0001865	Syaa.g_01901	Prbl.g_01778
OG0001866	Syaa.g_01878	Prbl.g_01753
OG0001867	Syaa.g_01681	Prbl.g_01743
OG0001868	Syaa.g_00732	Prbl.g_01724
OG0001869	Syaa.g_00764	Prbl.g_02079
OG0001870	Syaa.g_00773	Prbl.g_02087
OG0001871	Syaa.g_00778	Prbl.g_02092
OG0001872	Syaa.g_00970	Prbl.g_02588
OG0001873	Syaa.g_01023	Prbl.g_01381
OG0001874	Syaa.g_01026	Prbl.g_01105
OG0001877	Syaa.g_00908	Prbl.g_01866
OG0001878	Syaa.g_01310	Prbl.g_02519
OG0001879	Syaa.g_01316	Prbl.g_02511
OG0001880	Syaa.g_01352	Prbl.g_02481
OG0001881	Syaa.g_01354	Prbl.g_02480
OG0001882	Syaa.g_01379	Prbl.g_02460
OG0001883	Syaa.g_01384	Prbl.g_02455
OG0001884	Syaa.g_01393	Prbl.g_02446
OG0001885	Syaa.g_01407	Prbl.g_02433
OG0001886	Syaa.g_01411	Prbl.g_02429
OG0001887	Syaa.g_01103	Prbl.g_02391
OG0001888	Syaa.g_01131	Prbl.g_02349
OG0001889	Syaa.g_01186	Prbl.g_02321
OG0001890	Syaa.g_00825	Prbl.g_01553
OG0001891	Syaa.g_00821	Prbl.g_01557
OG0001892	Syaa.g_00809	Prbl.g_01570
OG0001893	Syaa.g_01654	Prbl.g_01623
OG0001894	Syaa.g_01634, Syaa.g_01635	Prbl.g_01638
OG0001895	Syaa.g_01756	Prbl.g_00162
OG0001896	Syaa.g_00697	Prbl.g_00664
OG0001897	Syaa.g_02172	Prbl.g_01209
OG0001898	Syaa.g_02188	Prbl.g_01193
OG0001899	Syaa.g_02261	Prbl.g_00989
OG0001900	Syaa.g_00287	Prbl.g_01488
OG0001901	Syaa.g_00286	Prbl.g_01487
OG0001902	Syaa.g_00255	Prbl.g_01446
OG0001903	Syaa.g_00246	Prbl.g_01437
OG0001904	Syaa.g_00173	Prbl.g_00868
OG0001905	Syaa.g_00161	Prbl.g_00858
OG0001906	Syaa.g_02421	Prbl.g_00823
OG0001907	Syaa.g_02441	Prbl.g_00311
OG0001908	Syaa.g_02492	Prbl.g_00266
OG0001909	Syaa.g_02503	Prbl.g_00078
OG0001910	Syaa.g_02555	Prbl.g_01254
OG0001912	Syaa.g_02602	Prbl.g_02229
OG0001913	Syaa.g_02604	Prbl.g_02227
OG0001914	Syaa.g_01033	Prbl.g_02199
OG0001929	Syaa.g_00070	Prbl.g_02010
OG0001930	Syaa.g_00633	Prbl.g_01231
OG0001931	Syaa.g_00632	Prbl.g_01230
OG0001933	Syaa.g_02383	Prbl.g_00549
OG0001934	Syaa.g_02368	Prbl.g_00564
OG0001935	Syaa.g_00346	Prbl.g_00601
OG0001936	Syaa.g_01533	Prbl.g_01944
OG0001937	Syaa.g_00591	Prbl.g_00434
OG0001939	Syaa.g_00912	Prbl.g_02648
OG0001940	Syaa.g_01914	Prbl.g_01792
OG0001941	Syaa.g_00727	Prbl.g_01729
OG0001943	Syaa.g_01465	Prbl.g_02098
OG0001944	Syaa.g_01433	Prbl.g_01070
OG0001946	Syaa.g_00907	Prbl.g_01871
OG0001947	Syaa.g_00859	Prbl.g_00942
OG0001948	Syaa.g_01325	Prbl.g_02504
OG0001949	Syaa.g_01344	Prbl.g_02490
OG0001950	Syaa.g_01346	Prbl.g_02488
OG0001951	Syaa.g_01355	Prbl.g_02479
OG0001952	Syaa.g_01380	Prbl.g_02459
OG0001953	Syaa.g_01381	Prbl.g_02458
OG0001957	Syaa.g_01649	Prbl.g_01628
