Orthogroup	Syaa	Pral
OG0001131	Syaa.g_01108	Pral.g_01321
OG0001132	Syaa.g_01468	Pral.g_01033
OG0001133	Syaa.g_01656	Pral.g_01314
OG0001134	Syaa.g_01028	Pral.g_00056, Pral.g_00078
OG0001136	Syaa.g_00767	Pral.g_01364
OG0001137	Syaa.g_00786	Pral.g_01377
OG0001138	Syaa.g_01002	Pral.g_01401
OG0001139	Syaa.g_01000	Pral.g_01403
OG0001141	Syaa.g_00998	Pral.g_01404
OG0001142	Syaa.g_00997	Pral.g_01405
OG0001143	Syaa.g_00987	Pral.g_01412
OG0001144	Syaa.g_00978	Pral.g_01417
OG0001145	Syaa.g_00748	Pral.g_01289
OG0001146	Syaa.g_00729	Pral.g_01277
OG0001147	Syaa.g_01837	Pral.g_01235
OG0001148	Syaa.g_02061	Pral.g_01220
OG0001149	Syaa.g_02062	Pral.g_01219
OG0001150	Syaa.g_02063	Pral.g_01218
OG0001151	Syaa.g_02076	Pral.g_01207
OG0001152	Syaa.g_02077	Pral.g_01206
OG0001153	Syaa.g_01811	Pral.g_01128
OG0001154	Syaa.g_01812	Pral.g_01127
OG0001156	Syaa.g_00623	Pral.g_01105
OG0001157	Syaa.g_00622	Pral.g_01104
OG0001158	Syaa.g_00619	Pral.g_01103
OG0001159	Syaa.g_00618	Pral.g_01102
OG0001160	Syaa.g_00574	Pral.g_01076
OG0001161	Syaa.g_02620	Pral.g_00045
OG0001163	Syaa.g_00566	Pral.g_00098
OG0001164	Syaa.g_00560	Pral.g_00102
OG0001165	Syaa.g_00555	Pral.g_00105
OG0001166	Syaa.g_00527	Pral.g_00126
OG0001167	Syaa.g_00673	Pral.g_00143
OG0001168	Syaa.g_00672	Pral.g_00145
OG0001169	Syaa.g_00670	Pral.g_00147
OG0001170	Syaa.g_00668	Pral.g_00149
OG0001171	Syaa.g_00655	Pral.g_00160
OG0001172	Syaa.g_02347	Pral.g_00175
OG0001173	Syaa.g_02346	Pral.g_00176
OG0001174	Syaa.g_02338	Pral.g_00184
OG0001175	Syaa.g_02337	Pral.g_00185
OG0001176	Syaa.g_02314	Pral.g_00194
OG0001177	Syaa.g_02316	Pral.g_00196
OG0001178	Syaa.g_00546	Pral.g_00112
OG0001179	Syaa.g_02268	Pral.g_00226
OG0001180	Syaa.g_02243	Pral.g_00249
OG0001181	Syaa.g_02239	Pral.g_00253
OG0001182	Syaa.g_02230	Pral.g_00261
OG0001183	Syaa.g_02224	Pral.g_00267
OG0001184	Syaa.g_00151	Pral.g_00284
OG0001186	Syaa.g_00081	Pral.g_00324
OG0001187	Syaa.g_00082	Pral.g_00327
OG0001188	Syaa.g_00075	Pral.g_00329
OG0001189	Syaa.g_00057	Pral.g_00346
OG0001190	Syaa.g_02592	Pral.g_00351
OG0001191	Syaa.g_02605	Pral.g_00361
OG0001192	Syaa.g_02612	Pral.g_00366
OG0001193	Syaa.g_02658	Pral.g_00380
OG0001194	Syaa.g_02660	Pral.g_00381
OG0001195	Syaa.g_02661	Pral.g_00382
OG0001196	Syaa.g_02741	Pral.g_00398
OG0001197	Syaa.g_02743	Pral.g_00400
OG0001198	Syaa.g_02755	Pral.g_00407
OG0001200	Syaa.g_00345	Pral.g_00971
OG0001201	Syaa.g_02381	Pral.g_00939
OG0001203	Syaa.g_02106	Pral.g_00802
OG0001205	Syaa.g_00713	Pral.g_00648
OG0001206	Syaa.g_01855	Pral.g_00626
OG0001207	Syaa.g_02058	Pral.g_00615
OG0001208	Syaa.g_02049	Pral.g_00609
OG0001209	Syaa.g_01977	Pral.g_00555
OG0001210	Syaa.g_01967	Pral.g_00550
OG0001211	Syaa.g_01950	Pral.g_00540
OG0001212	Syaa.g_01892	Pral.g_00493
OG0001213	Syaa.g_01646	Pral.g_00458
OG0001214	Syaa.g_01631	Pral.g_01438
OG0001215	Syaa.g_00914	Pral.g_01751
OG0001216	Syaa.g_01238	Pral.g_01727
OG0001217	Syaa.g_01559	Pral.g_00023
OG0001218	Syaa.g_01820	Pral.g_01308
OG0001219	Syaa.g_01404	Pral.g_01660
OG0001220	Syaa.g_00812	Pral.g_01542
OG0001221	Syaa.g_01111	Pral.g_01788
OG0001222	Syaa.g_01371	Pral.g_01605
OG0001223	Syaa.g_01326	Pral.g_01610
OG0001224	Syaa.g_00874	Pral.g_01565
OG0001225	Syaa.g_00876	Pral.g_01563
OG0001226	Syaa.g_01579	Pral.g_01320
OG0001227	Syaa.g_02622	Pral.g_01327
OG0001228	Syaa.g_00695	Pral.g_01421
OG0001229	Syaa.g_00899	Pral.g_01299
OG0001230	Syaa.g_01764	Pral.g_01174
OG0001232	Syaa.g_00508	Pral.g_00130
OG0001233	Syaa.g_00667	Pral.g_00150
OG0001234	Syaa.g_02333	Pral.g_00188
OG0001235	Syaa.g_02323	Pral.g_00192
OG0001236	Syaa.g_00154	Pral.g_00281
OG0001238	Syaa.g_02607	Pral.g_00362
OG0001239	Syaa.g_00350	Pral.g_00976
OG0001240	Syaa.g_02364	Pral.g_00954
OG0001241	Syaa.g_02374	Pral.g_00945
OG0001242	Syaa.g_02407	Pral.g_00926
OG0001243	Syaa.g_02415	Pral.g_00919
OG0001244	Syaa.g_02445	Pral.g_00904
OG0001245	Syaa.g_01492	Pral.g_01840
OG0001246	Syaa.g_02023	Pral.g_00016, Pral.g_00586
OG0001247	Syaa.g_01207	Pral.g_01758
OG0001248	Syaa.g_01204	Pral.g_01756
OG0001250	Syaa.g_00832	Pral.g_01529
OG0001251	Syaa.g_02667	Pral.g_01819
OG0001253	Syaa.g_01467	Pral.g_01032
OG0001254	Syaa.g_01029	Pral.g_00076
OG0001256	Syaa.g_00567	Pral.g_01069
OG0001258	Syaa.g_00557	Pral.g_00103
OG0001259	Syaa.g_00669	Pral.g_00148
OG0001260	Syaa.g_00642	Pral.g_00166
OG0001261	Syaa.g_02259	Pral.g_00234
OG0001262	Syaa.g_00059	Pral.g_00344
OG0001263	Syaa.g_02418	Pral.g_00917
OG0001265	Syaa.g_02405	Pral.g_00927
OG0001266	Syaa.g_02532	Pral.g_00841
OG0001267	Syaa.g_00262	Pral.g_00759
OG0001268	Syaa.g_02176	Pral.g_00693
OG0001269	Syaa.g_01499	Pral.g_01541
OG0001270	Syaa.g_00701	Pral.g_00660
OG0001271	Syaa.g_01845	Pral.g_00620
OG0001272	Syaa.g_02045	Pral.g_00605
OG0001273	Syaa.g_01639	Pral.g_01432
OG0001274	Syaa.g_02563	Pral.g_00818
OG0001275	Syaa.g_01311	Pral.g_01585
OG0001276	Syaa.g_01295	Pral.g_01597
OG0001277	Syaa.g_02724	Pral.g_01703
OG0001278	Syaa.g_00966	Pral.g_01425
OG0001279	Syaa.g_01749	Pral.g_00024
OG0001280	Syaa.g_00738	Pral.g_01282
OG0001281	Syaa.g_00728	Pral.g_01276
OG0001282	Syaa.g_02060	Pral.g_01221
OG0001283	Syaa.g_02734	Pral.g_00394
OG0001284	Syaa.g_00583	Pral.g_01082
OG0001286	Syaa.g_02245	Pral.g_00247
OG0001287	Syaa.g_00121	Pral.g_00307
OG0001289	Syaa.g_00327	Pral.g_00960
OG0001290	Syaa.g_02373	Pral.g_00946
OG0001291	Syaa.g_02428	Pral.g_00909
OG0001292	Syaa.g_00310	Pral.g_00791
OG0001293	Syaa.g_00288	Pral.g_00778
OG0001294	Syaa.g_01076	Pral.g_00025
OG0001296	Syaa.g_02017	Pral.g_00581
OG0001297	Syaa.g_02013	Pral.g_00576
OG0001298	Syaa.g_01913	Pral.g_00511
OG0001299	Syaa.g_01070	Pral.g_01468
OG0001300	Syaa.g_00905	Pral.g_01747
OG0001301	Syaa.g_00891	Pral.g_01742
OG0001302	Syaa.g_01600	Pral.g_01663
OG0001304	Syaa.g_01281	Pral.g_01577
OG0001305	Syaa.g_00885	Pral.g_01557
OG0001306	Syaa.g_00753	Pral.g_01352
OG0001309	Syaa.g_02005	Pral.g_00572
OG0001310	Syaa.g_00535	Pral.g_00120
OG0001311	Syaa.g_01293	Pral.g_01599
OG0001312	Syaa.g_01391	Pral.g_01651
OG0001315	Syaa.g_02226	Pral.g_01326
OG0001316	Syaa.g_02434	Pral.g_00905
OG0001317	Syaa.g_02112	Pral.g_00806
OG0001318	Syaa.g_00296	Pral.g_00782
OG0001319	Syaa.g_00273	Pral.g_00766
OG0001321	Syaa.g_00719	Pral.g_00642
OG0001322	Syaa.g_00720	Pral.g_00641
OG0001323	Syaa.g_02002	Pral.g_00570
OG0001324	Syaa.g_00904	Pral.g_01746
OG0001325	Syaa.g_01243	Pral.g_01724
OG0001327	Syaa.g_01083	Pral.g_01810
OG0001330	Syaa.g_00746	Pral.g_01047
OG0001331	Syaa.g_02065	Pral.g_01216
OG0001334	Syaa.g_02216	Pral.g_00270
OG0001335	Syaa.g_02215	Pral.g_00271
OG0001336	Syaa.g_02735	Pral.g_00395
OG0001337	Syaa.g_02219, Syaa.g_02200	Pral.g_00707
OG0001338	Syaa.g_02206, Syaa.g_02184, Syaa.g_02195	Pral.g_00704
OG0001339	Syaa.g_02376	Pral.g_00943
OG0001340	Syaa.g_02199	Pral.g_00706
OG0001341	Syaa.g_00897	Pral.g_01304
OG0001343	Syaa.g_02664	Pral.g_01822
OG0001344	Syaa.g_00775	Pral.g_01371
OG0001345	Syaa.g_00803	Pral.g_01389
OG0001346	Syaa.g_00734	Pral.g_01280
OG0001348	Syaa.g_00847	Pral.g_01303
OG0001351	Syaa.g_01863	Pral.g_00634
OG0001352	Syaa.g_01987	Pral.g_01762
OG0001353	Syaa.g_00841	Pral.g_01520
OG0001354	Syaa.g_01338	Pral.g_01617
OG0001355	Syaa.g_01524	Pral.g_01040
OG0001358	Syaa.g_01663	Pral.g_00467
OG0001359	Syaa.g_02663	Pral.g_01821
OG0001361	Syaa.g_00800	Pral.g_01386
OG0001362	Syaa.g_01789	Pral.g_01147
OG0001363	Syaa.g_01791	Pral.g_01145
OG0001364	Syaa.g_00171	Pral.g_00273
OG0001368	Syaa.g_00317	Pral.g_01899, Pral.g_01702
OG0001369	Syaa.g_02363	Pral.g_00955
OG0001375	Syaa.g_02665	Pral.g_01823
OG0001379	Syaa.g_00744	Pral.g_01287
OG0001394	Syaa.g_01118	Pral.g_01784
OG0001398	Syaa.g_01424	Pral.g_01710
OG0001401	Syaa.g_00837	Pral.g_01672
OG0001402	Syaa.g_01658	Pral.g_00463
OG0001404	Syaa.g_00355	Pral.g_00979
OG0001405	Syaa.g_02213	Pral.g_00713
OG0001407	Syaa.g_01986	Pral.g_00051
OG0001411	Syaa.g_00457	Pral.g_01264
OG0001419	Syaa.g_01985	Pral.g_00052
OG0001421	Syaa.g_01583, Syaa.g_01469	Pral.g_01068
OG0001430	Syaa.g_02584	Pral.g_01309
OG0001434	Syaa.g_01123	Pral.g_01779
OG0001435	Syaa.g_01090	Pral.g_01803
OG0001438	Syaa.g_00247	Pral.g_00745
OG0001441	Syaa.g_02000	Pral.g_00568
OG0001443	Syaa.g_02617	Pral.g_01300
OG0001448	Syaa.g_00423	Pral.g_01851
OG0001452	Syaa.g_00301	Pral.g_01817
OG0001453	Syaa.g_01319	Pral.g_00989
OG0001461	Syaa.g_02328	Pral.g_00457
OG0001465	Syaa.g_01211	Pral.g_01735
OG0001467	Syaa.g_01601	Pral.g_01223
OG0001468	Syaa.g_01597	Pral.g_01834
OG0001486	Syaa.g_00768	Pral.g_01365
OG0001487	Syaa.g_01819	Pral.g_01120
OG0001488	Syaa.g_00791	Pral.g_01381
OG0001489	Syaa.g_02234	Pral.g_00258
OG0001494	Syaa.g_00483	Pral.g_01255, Pral.g_01252
OG0001495	Syaa.g_02317	Pral.g_00197
OG0001498	Syaa.g_02148	Pral.g_00675
OG0001499	Syaa.g_01698	Pral.g_01846
OG0001510	Syaa.g_00116	Pral.g_00311
OG0001511	Syaa.g_02389	Pral.g_00935
OG0001512	Syaa.g_02105	Pral.g_01297
OG0001515	Syaa.g_00909	Pral.g_01749
OG0001516	Syaa.g_01067	Pral.g_01465
OG0001517	Syaa.g_02181	Pral.g_00697
OG0001518	Syaa.g_02609	Pral.g_00364
OG0001519	Syaa.g_02619	Pral.g_00369
OG0001523	Syaa.g_02713	Pral.g_00073
OG0001524	Syaa.g_02714	Pral.g_00072
OG0001527	Syaa.g_01936	Pral.g_00526
OG0001529	Syaa.g_00050	Pral.g_01004
OG0001530	Syaa.g_02387	Pral.g_00936
OG0001531	Syaa.g_02104	Pral.g_00801
OG0001532	Syaa.g_01001	Pral.g_01402
OG0001534	Syaa.g_01280	Pral.g_01576
OG0001535	Syaa.g_01297	Pral.g_01596
OG0001536	Syaa.g_01362	Pral.g_01631
OG0001537	Syaa.g_01112	Pral.g_01787
OG0001538	Syaa.g_01159	Pral.g_01493
OG0001539	Syaa.g_01085	Pral.g_01808
OG0001540	Syaa.g_02420	Pral.g_00915
OG0001541	Syaa.g_02490	Pral.g_00864
OG0001542	Syaa.g_02499	Pral.g_00858
OG0001543	Syaa.g_02547	Pral.g_01305
OG0001544	Syaa.g_02618	Pral.g_00368
OG0001545	Syaa.g_02723	Pral.g_00385
OG0001548	Syaa.g_01573	Pral.g_01858
OG0001552	Syaa.g_01229	Pral.g_01067
OG0001557	Syaa.g_01119	Pral.g_01783
OG0001558	Syaa.g_00022	Pral.g_00667, Pral.g_01676
OG0001559	Syaa.g_02386	Pral.g_00937
OG0001560	Syaa.g_02372	Pral.g_00947
OG0001561	Syaa.g_01291	Pral.g_01601
OG0001562	Syaa.g_01305	Pral.g_01589
OG0001563	Syaa.g_02250	Pral.g_00242
OG0001574	Syaa.g_01938	Pral.g_00528
OG0001575	Syaa.g_01933	Pral.g_00523
OG0001577	Syaa.g_00765	Pral.g_01362
OG0001579	Syaa.g_02207	Pral.g_00709
OG0001580	Syaa.g_02580	Pral.g_00997
OG0001586	Syaa.g_00479	Pral.g_01260
OG0001588	Syaa.g_00168	Pral.g_01229
OG0001589	Syaa.g_00664	Pral.g_00153
OG0001591	Syaa.g_01078	Pral.g_01770
OG0001592	Syaa.g_02581	Pral.g_00998
OG0001602	Syaa.g_01210	Pral.g_01736
OG0001607	Syaa.g_01519	Pral.g_01892
OG0001613	Syaa.g_02227	Pral.g_00265
OG0001614	Syaa.g_00130	Pral.g_00299
OG0001616	Syaa.g_01024	Pral.g_01392
OG0001617	Syaa.g_00901	Pral.g_01745
OG0001619	Syaa.g_01374	Pral.g_01641
OG0001620	Syaa.g_02169	Pral.g_00689
OG0001621	Syaa.g_00300	Pral.g_00786
OG0001622	Syaa.g_02733	Pral.g_00393
OG0001636	Syaa.g_00043	Pral.g_01010
OG0001638	Syaa.g_00538	Pral.g_00118
OG0001639	Syaa.g_00626	Pral.g_01109
OG0001640	Syaa.g_00862	Pral.g_01572
OG0001642	Syaa.g_00814	Pral.g_01540
OG0001644	Syaa.g_01263	Pral.g_01714
OG0001652	Syaa.g_00018	Pral.g_01678
OG0001654	Syaa.g_00628	Pral.g_01111
OG0001655	Syaa.g_01723, Syaa.g_01223	Pral.g_01302
OG0001656	Syaa.g_02209	Pral.g_00710
OG0001657	Syaa.g_02464	Pral.g_00889
OG0001658	Syaa.g_02591	Pral.g_01002
OG0001659	Syaa.g_01006	Pral.g_00433
OG0001671	Syaa.g_02552	Pral.g_01685
OG0001673	Syaa.g_02114	Pral.g_00808
OG0001678	Syaa.g_02348	Pral.g_00174
OG0001691	Syaa.g_01665	Pral.g_01574
OG0001692	Syaa.g_01769	Pral.g_01170
OG0001694	Syaa.g_00260	Pral.g_00757
OG0001703	Syaa.g_02057	Pral.g_00614
OG0001713	Syaa.g_00783	Pral.g_01375
OG0001717	Syaa.g_02476	Pral.g_00876
OG0001729	Syaa.g_02100	Pral.g_00798
OG0001731	Syaa.g_00599	Pral.g_01096
OG0001737	Syaa.g_00241	Pral.g_01686
OG0001749	Syaa.g_00459	Pral.g_01188
OG0001761	Syaa.g_01679	Pral.g_00473
OG0001770	Syaa.g_00115	Pral.g_00028, Pral.g_00027, Pral.g_00001
OG0001803	Syaa.g_00709	Pral.g_00652
OG0001810	Syaa.g_02432	Pral.g_01688
OG0001813	Syaa.g_02646	Pral.g_00372
OG0001816	Syaa.g_01082	Pral.g_01811
OG0001907	Syaa.g_02441	Pral.g_01056
OG0001916	Syaa.g_02034	Pral.g_00594
OG0001936	Syaa.g_01533	Pral.g_00069
OG0001974	Syaa.g_02587	Pral.g_00014
OG0002096	Syaa.g_00492	Pral.g_01733
OG0002237	Syaa.g_01641	Pral.g_01431
OG0002247	Syaa.g_01923	Pral.g_00517
OG0002285	Syaa.g_01388	Pral.g_01648
OG0002445	Syaa.g_02306	Pral.g_01242
OG0002490	Syaa.g_00468	Pral.g_00640
OG0003034	Syaa.g_00460	Pral.g_01189
OG0004645	Syaa.g_00458	Pral.g_01187
