Orthogroup	Prar	Syak
OG0001181	Prar.g_01018	Syak.g_01296
OG0001182	Prar.g_01011	Syak.g_01287
OG0001183	Prar.g_00618	Syak.g_01282
OG0001184	Prar.g_00634	Syak.g_01571
OG0001185	Prar.g_00648	Syak.g_01643
OG0001186	Prar.g_00670	Syak.g_01709
OG0001187	Prar.g_00674	Syak.g_01712
OG0001188	Prar.g_00676	Syak.g_01714
OG0001189	Prar.g_00693	Syak.g_01736
OG0001190	Prar.g_00697	Syak.g_01942
OG0001191	Prar.g_00707	Syak.g_01928
OG0001192	Prar.g_00074	Syak.g_01921
OG0001193	Prar.g_00064	Syak.g_01888
OG0001194	Prar.g_00063	Syak.g_01882
OG0001195	Prar.g_00062	Syak.g_01881
OG0001196	Prar.g_00049	Syak.g_01811
OG0001197	Prar.g_00048	Syak.g_01809
OG0001198	Prar.g_00041	Syak.g_01798
OG0001199	Prar.g_00254	Syak.g_02249
OG0001200	Prar.g_00252	Syak.g_02247
OG0001201	Prar.g_00220	Syak.g_02191
OG0001202	Prar.g_00128	Syak.g_02061
OG0001203	Prar.g_00089	Syak.g_02307
OG0001204	Prar.g_00084	Syak.g_01404
OG0001205	Prar.g_00493	Syak.g_01181
OG0001206	Prar.g_00511	Syak.g_01148
OG0001207	Prar.g_00527	Syak.g_02566
OG0001208	Prar.g_00532	Syak.g_02576
OG0001209	Prar.g_01365	Syak.g_02643
OG0001210	Prar.g_01370	Syak.g_02654
OG0001211	Prar.g_01380	Syak.g_02669
OG0001212	Prar.g_01426	Syak.g_02728
OG0001213	Prar.g_01459	Syak.g_00025
OG0001214	Prar.g_01467	Syak.g_00037
OG0001215	Prar.g_01520	Syak.g_00697
OG0001216	Prar.g_01601	Syak.g_00805
OG0001217	Prar.g_01638	Syak.g_00138
OG0001219	Prar.g_01672	Syak.g_00551
OG0001220	Prar.g_01735	Syak.g_00580
OG0001221	Prar.g_01787	Syak.g_00390
OG0001222	Prar.g_01825	Syak.g_00517
OG0001223	Prar.g_01851	Syak.g_00472
OG0001224	Prar.g_01900	Syak.g_00739
OG0001226	Prar.g_01928	Syak.g_02239
OG0001227	Prar.g_01947	Syak.g_00963
OG0001228	Prar.g_01218	Syak.g_00619
OG0001229	Prar.g_00913	Syak.g_00711
OG0001230	Prar.g_00347	Syak.g_01030
OG0001231	Prar.g_00751	Syak.g_01777
OG0001232	Prar.g_01120	Syak.g_02385
OG0001233	Prar.g_00599	Syak.g_02359
OG0001234	Prar.g_01099	Syak.g_01374
OG0001235	Prar.g_01089	Syak.g_01362
OG0001236	Prar.g_00631	Syak.g_01568
OG0001237	Prar.g_00635	Syak.g_01573
OG0001238	Prar.g_00708	Syak.g_01926
OG0001239	Prar.g_00547	Syak.g_02252
OG0001240	Prar.g_00235	Syak.g_02206
OG0001241	Prar.g_00227	Syak.g_02197
OG0001242	Prar.g_00209	Syak.g_02168
OG0001243	Prar.g_00203	Syak.g_02160
OG0001244	Prar.g_00187	Syak.g_02132
OG0001245	Prar.g_00441	Syak.g_00248
OG0001246	Prar.g_01335	Syak.g_02604
OG0001247	Prar.g_01513	Syak.g_00618
OG0001248	Prar.g_01515	Syak.g_00147
OG0001249	Prar.g_01661	Syak.g_01251
OG0001250	Prar.g_01724	Syak.g_00602
OG0001251	Prar.g_01760	Syak.g_01875
OG0001252	Prar.g_01895	Syak.g_00754
OG0001253	Prar.g_01948	Syak.g_00250
OG0001254	Prar.g_01294	Syak.g_00272
OG0001255	Prar.g_01279	Syak.g_00066
OG0001256	Prar.g_00758	Syak.g_02430
OG0001257	Prar.g_00752	Syak.g_02502
OG0001258	Prar.g_01146	Syak.g_02420
OG0001259	Prar.g_00597	Syak.g_02361
OG0001260	Prar.g_00613	Syak.g_02332
OG0001261	Prar.g_01035	Syak.g_01315
OG0001262	Prar.g_00691	Syak.g_01734
OG0001263	Prar.g_00200	Syak.g_02157
OG0001265	Prar.g_00210	Syak.g_02170
OG0001266	Prar.g_00124	Syak.g_02057
OG0001267	Prar.g_00307	Syak.g_01459
OG0001268	Prar.g_00399	Syak.g_01240
OG0001269	Prar.g_00419	Syak.g_02323
OG0001270	Prar.g_00482	Syak.g_01194
OG0001271	Prar.g_00522	Syak.g_01121
OG0001272	Prar.g_00536	Syak.g_02580
OG0001273	Prar.g_01461	Syak.g_00030
OG0001274	Prar.g_01533	Syak.g_01988
OG0001275	Prar.g_01860	Syak.g_00633
OG0001276	Prar.g_01879	Syak.g_00649
OG0001277	Prar.g_01937	Syak.g_01829
OG0001278	Prar.g_01213	Syak.g_00671
OG0001280	Prar.g_00956	Syak.g_00933
OG0001281	Prar.g_00950	Syak.g_00944
OG0001282	Prar.g_00910	Syak.g_02564
OG0001283	Prar.g_00891	Syak.g_01818
OG0001284	Prar.g_00777	Syak.g_02446
OG0001285	Prar.g_01966	Syak.g_02381
OG0001287	Prar.g_00655	Syak.g_01652
OG0001288	Prar.g_00663	Syak.g_01686
OG0001289	Prar.g_00241	Syak.g_02222
OG0001290	Prar.g_00228	Syak.g_02198
OG0001291	Prar.g_00193	Syak.g_02147
OG0001292	Prar.g_00079	Syak.g_01410
OG0001293	Prar.g_00326	Syak.g_01432
OG0001294	Prar.g_00439	Syak.g_00355
OG0001295	Prar.g_00516	Syak.g_00740
OG0001296	Prar.g_01340	Syak.g_02610
OG0001298	Prar.g_01406	Syak.g_02703
OG0001299	Prar.g_01496	Syak.g_00349
OG0001300	Prar.g_01523	Syak.g_00706
OG0001301	Prar.g_01526	Syak.g_00721
OG0001302	Prar.g_01670	Syak.g_00068
OG0001303	Prar.g_01864	Syak.g_00548
OG0001304	Prar.g_01889	Syak.g_00664
OG0001305	Prar.g_01908	Syak.g_00728
OG0001306	Prar.g_01277	Syak.g_00915
OG0001307	Prar.g_00928	Syak.g_00344
OG0001308	Prar.g_00837	Syak.g_01054
OG0001309	Prar.g_00754	Syak.g_02620
OG0001311	Prar.g_01881	Syak.g_00651
OG0001312	Prar.g_01814	Syak.g_00537
OG0001315	Prar.g_00556	Syak.g_01284
OG0001316	Prar.g_00188	Syak.g_02140
OG0001317	Prar.g_00093	Syak.g_02302
OG0001318	Prar.g_00331	Syak.g_01424
OG0001319	Prar.g_00315	Syak.g_01448
OG0001321	Prar.g_00499	Syak.g_01172
OG0001322	Prar.g_00500	Syak.g_01171
OG0001323	Prar.g_01349	Syak.g_02623
OG0001324	Prar.g_01524	Syak.g_00707
OG0001325	Prar.g_01604	Syak.g_00800
OG0001326	Prar.g_01547	Syak.g_01870
OG0001327	Prar.g_01920	Syak.g_00362
OG0001328	Prar.g_01946	Syak.g_00383
OG0001329	Prar.g_01302	Syak.g_00280
OG0001330	Prar.g_00977	Syak.g_00925
OG0001331	Prar.g_00905	Syak.g_02559
OG0001332	Prar.g_00804	Syak.g_02485
OG0001333	Prar.g_01958	Syak.g_02365
OG0001334	Prar.g_00621	Syak.g_01274
OG0001335	Prar.g_00622	Syak.g_01273
OG0001336	Prar.g_00052	Syak.g_01817
OG0001340	Prar.g_00259	Syak.g_01261
OG0001343	Prar.g_01757	Syak.g_01877
OG0001344	Prar.g_01259	Syak.g_00893
OG0001345	Prar.g_01244	Syak.g_00856
OG0001346	Prar.g_00954	Syak.g_00937
OG0001348	Prar.g_00732	Syak.g_00774
OG0001350	Prar.g_00090	Syak.g_02306
OG0001351	Prar.g_00502	Syak.g_01164
OG0001352	Prar.g_01510	Syak.g_00764
OG0001355	Prar.g_00722, Prar.g_01158	Syak.g_00144
OG0001356	Prar.g_01181	Syak.g_00773
OG0001358	Prar.g_01450	Syak.g_00007
OG0001359	Prar.g_01758	Syak.g_01878
OG0001360	Prar.g_01949	Syak.g_00854
OG0001361	Prar.g_01247	Syak.g_00859
OG0001364	Prar.g_00624	Syak.g_01552
OG0001365	Prar.g_00701	Syak.g_01937
OG0001369	Prar.g_00236	Syak.g_02207
OG0001371	Prar.g_01509	Syak.g_02231
OG0001373	Prar.g_01548	Syak.g_01871
OG0001374	Prar.g_01540	Syak.g_01863
OG0001375	Prar.g_01756	Syak.g_01876
OG0001376	Prar.g_01914	Syak.g_01916
OG0001377	Prar.g_01915	Syak.g_01917
OG0001378	Prar.g_01325	Syak.g_01196
OG0001380	Prar.g_00923	Syak.g_00237
OG0001382	Prar.g_00738	Syak.g_01169
OG0001385	Prar.g_01551	Syak.g_01874
OG0001386	Prar.g_01550	Syak.g_01873
OG0001387	Prar.g_01549	Syak.g_01872
OG0001388	Prar.g_01546	Syak.g_01869
OG0001389	Prar.g_01545	Syak.g_01868
OG0001390	Prar.g_01544	Syak.g_01867
OG0001391	Prar.g_01543	Syak.g_01866
OG0001392	Prar.g_01542	Syak.g_01865
OG0001393	Prar.g_01541	Syak.g_01864
OG0001395	Prar.g_01891	Syak.g_00789
OG0001399	Prar.g_01097	Syak.g_01977, Syak.g_01103
OG0001405	Prar.g_00261	Syak.g_01271
OG0001406	Prar.g_01913	Syak.g_01915
OG0001408	Prar.g_01932, Prar.g_01931	Syak.g_00087
OG0001409	Prar.g_01256	Syak.g_00878
OG0001410	Prar.g_00927	Syak.g_00343
OG0001411	Prar.g_00869	Syak.g_01581
OG0001413	Prar.g_00763	Syak.g_00103
OG0001416	Prar.g_00507	Syak.g_00941
OG0001417	Prar.g_00518, Prar.g_00519	Syak.g_00486
OG0001420	Prar.g_01316	Syak.g_00997, Syak.g_02635
OG0001422	Prar.g_00734	Syak.g_00928
OG0001429	Prar.g_01673	Syak.g_00547
OG0001430	Prar.g_00982	Syak.g_01949, Syak.g_00314
OG0001432	Prar.g_00764	Syak.g_00095
OG0001433	Prar.g_01180	Syak.g_00771
OG0001435	Prar.g_01772	Syak.g_00369
OG0001438	Prar.g_00294	Syak.g_01475
OG0001439	Prar.g_00280	Syak.g_01506
OG0001442	Prar.g_01629	Syak.g_00415
OG0001447	Prar.g_00202	Syak.g_02159
OG0001448	Prar.g_00427	Syak.g_00121
OG0001452	Prar.g_01762	Syak.g_01419
OG0001453	Prar.g_01854	Syak.g_00465
OG0001454	Prar.g_01942	Syak.g_00249
OG0001456	Prar.g_01286	Syak.g_01855
OG0001457	Prar.g_01285	Syak.g_01854
OG0001458	Prar.g_01284	Syak.g_01853
OG0001459	Prar.g_00996	Syak.g_00311
OG0001462	Prar.g_00003	Syak.g_01750
OG0001464	Prar.g_00258	Syak.g_01260
OG0001465	Prar.g_01532	Syak.g_00775
OG0001467	Prar.g_01662	Syak.g_01022
OG0001470	Prar.g_00889	Syak.g_01592
OG0001471	Prar.g_00762	Syak.g_01501
OG0001473	Prar.g_00671	Syak.g_00102
OG0001474	Prar.g_00400	Syak.g_01239
OG0001475	Prar.g_00887	Syak.g_01594
OG0001479	Prar.g_00397	Syak.g_01242
OG0001480	Prar.g_00429	Syak.g_00084
OG0001482	Prar.g_00505	Syak.g_00476
OG0001486	Prar.g_01265	Syak.g_00900
OG0001492	Prar.g_01216	Syak.g_00668
OG0001493	Prar.g_01208	Syak.g_00676
OG0001502	Prar.g_01657	Syak.g_00586
OG0001504	Prar.g_00995	Syak.g_00310
OG0001508	Prar.g_00890	Syak.g_01591
OG0001520	Prar.g_00454, Prar.g_00455	Syak.g_02689
OG0001528	Prar.g_00888	Syak.g_01593
OG0001546	Prar.g_01354	Syak.g_02627
OG0001551	Prar.g_01287	Syak.g_00689
OG0001553	Prar.g_00342	Syak.g_01037
OG0001554	Prar.g_00756	Syak.g_01945
OG0001565	Prar.g_00475	Syak.g_00083
OG0001572	Prar.g_01192	Syak.g_00097
OG0001582	Prar.g_00517	Syak.g_00231
OG0001588	Prar.g_00363	Syak.g_01554
OG0001602	Prar.g_01531	Syak.g_00776
OG0001625	Prar.g_00329	Syak.g_01426
OG0001633	Prar.g_00914	Syak.g_00662
OG0001647	Prar.g_00314	Syak.g_01450
OG0001712	Prar.g_00472	Syak.g_00225
OG0001713	Prar.g_00560	Syak.g_00881
OG0001726	Prar.g_00469	Syak.g_00572
OG0001745	Prar.g_00765	Syak.g_00281
OG0001924	Prar.g_01574	Syak.g_02769
OG0001925	Prar.g_01573	Syak.g_02768
OG0001926	Prar.g_01572	Syak.g_02767
OG0001927	Prar.g_01571	Syak.g_02766
OG0001993	Prar.g_01576	Syak.g_02771
OG0001994	Prar.g_01575	Syak.g_02770
OG0002109	Prar.g_00937	Syak.g_01102
OG0002111	Prar.g_01421	Syak.g_00568
OG0002125	Prar.g_01080	Syak.g_01111
OG0002156	Prar.g_00583, Prar.g_00582	Syak.g_01003
