Orthogroup	Prar	Syat
OG0001196	Prar.g_00049	Syat.g_02398
OG0001197	Prar.g_00048	Syat.g_02396
OG0001199	Prar.g_00254	Syat.g_01475
OG0001200	Prar.g_00252	Syat.g_01477
OG0001201	Prar.g_00220	Syat.g_01572
OG0001202	Prar.g_00128	Syat.g_02812
OG0001203	Prar.g_00089	Syat.g_01447
OG0001204	Prar.g_00084	Syat.g_01867
OG0001205	Prar.g_00493	Syat.g_01287
OG0001206	Prar.g_00511	Syat.g_03268
OG0001207	Prar.g_00527	Syat.g_03162
OG0001208	Prar.g_00532	Syat.g_03172
OG0001209	Prar.g_01365	Syat.g_03273
OG0001210	Prar.g_01370	Syat.g_00103
OG0001211	Prar.g_01380	Syat.g_00078
OG0001213	Prar.g_01459	Syat.g_03289
OG0001214	Prar.g_01467	Syat.g_00128
OG0001216	Prar.g_01601	Syat.g_00660
OG0001217	Prar.g_01638	Syat.g_02587
OG0001219	Prar.g_01672	Syat.g_00629
OG0001220	Prar.g_01735	Syat.g_01534
OG0001222	Prar.g_01825	Syat.g_00597
OG0001223	Prar.g_01851	Syat.g_00544
OG0001224	Prar.g_01900	Syat.g_00804
OG0001225	Prar.g_01902	Syat.g_00806
OG0001226	Prar.g_01928	Syat.g_01485
OG0001228	Prar.g_01218	Syat.g_00938
OG0001229	Prar.g_00913	Syat.g_00981
OG0001230	Prar.g_00347	Syat.g_01235
OG0001231	Prar.g_00751	Syat.g_02327
OG0001232	Prar.g_01120	Syat.g_03041
OG0001233	Prar.g_00599	Syat.g_03012
OG0001234	Prar.g_01099	Syat.g_02092
OG0001235	Prar.g_01089	Syat.g_01838
OG0001236	Prar.g_00631	Syat.g_02156
OG0001237	Prar.g_00635	Syat.g_02161
OG0001238	Prar.g_00708	Syat.g_02673
OG0001239	Prar.g_00547	Syat.g_01472
OG0001240	Prar.g_00235	Syat.g_01554
OG0001241	Prar.g_00227	Syat.g_01564
OG0001242	Prar.g_00209	Syat.g_02936
OG0001243	Prar.g_00203	Syat.g_02928
OG0001244	Prar.g_00187	Syat.g_02901
OG0001245	Prar.g_00441	Syat.g_00212
OG0001246	Prar.g_01335	Syat.g_03209
OG0001247	Prar.g_01513	Syat.g_01019
OG0001248	Prar.g_01515	Syat.g_03159
OG0001249	Prar.g_01661	Syat.g_01620
OG0001250	Prar.g_01724	Syat.g_00739
OG0001251	Prar.g_01760	Syat.g_00963, Syat.g_00621
OG0001252	Prar.g_01895	Syat.g_00787
OG0001255	Prar.g_01279	Syat.g_00843
OG0001256	Prar.g_00758	Syat.g_03111
OG0001257	Prar.g_00752	Syat.g_01716
OG0001258	Prar.g_01146	Syat.g_03119
OG0001259	Prar.g_00597	Syat.g_03014
OG0001261	Prar.g_01035	Syat.g_01791
OG0001262	Prar.g_00691	Syat.g_02285
OG0001263	Prar.g_00200	Syat.g_02926
OG0001265	Prar.g_00210	Syat.g_02938
OG0001266	Prar.g_00124	Syat.g_02808
OG0001267	Prar.g_00307	Syat.g_02060
OG0001268	Prar.g_00399	Syat.g_01608
OG0001269	Prar.g_00419	Syat.g_02369
OG0001270	Prar.g_00482	Syat.g_02968
OG0001271	Prar.g_00522	Syat.g_01374
OG0001272	Prar.g_00536	Syat.g_03176
OG0001274	Prar.g_01533	Syat.g_02727
OG0001275	Prar.g_01860	Syat.g_00529
OG0001276	Prar.g_01879	Syat.g_00705
OG0001277	Prar.g_01937	Syat.g_03312
OG0001278	Prar.g_01213	Syat.g_00895
OG0001281	Prar.g_00950	Syat.g_01159
OG0001282	Prar.g_00910	Syat.g_02780
OG0001283	Prar.g_00891	Syat.g_02403
OG0001287	Prar.g_00655	Syat.g_02208
OG0001288	Prar.g_00663	Syat.g_02225
OG0001289	Prar.g_00241	Syat.g_01527
OG0001290	Prar.g_00228	Syat.g_01563
OG0001291	Prar.g_00193	Syat.g_02916
OG0001292	Prar.g_00079	Syat.g_01873
OG0001293	Prar.g_00326	Syat.g_01995
OG0001294	Prar.g_00439	Syat.g_00409
OG0001295	Prar.g_00516	Syat.g_00945
OG0001296	Prar.g_01340	Syat.g_03217
OG0001298	Prar.g_01406	Syat.g_00043
OG0001299	Prar.g_01496	Syat.g_00401
OG0001300	Prar.g_01523	Syat.g_01025
OG0001303	Prar.g_01864	Syat.g_00628
OG0001304	Prar.g_01889	Syat.g_00690
OG0001305	Prar.g_01908	Syat.g_00813
OG0001306	Prar.g_01277	Syat.g_03234
OG0001307	Prar.g_00928	Syat.g_02082
OG0001308	Prar.g_00837	Syat.g_01176
OG0001309	Prar.g_00754	Syat.g_01113
OG0001310	Prar.g_01131	Syat.g_03066
OG0001311	Prar.g_01881	Syat.g_00703
OG0001312	Prar.g_01814	Syat.g_00615
OG0001315	Prar.g_00556	Syat.g_01634
OG0001317	Prar.g_00093	Syat.g_01451
OG0001318	Prar.g_00331	Syat.g_01888
OG0001319	Prar.g_00315	Syat.g_02048
OG0001323	Prar.g_01349	Syat.g_01111
OG0001325	Prar.g_01604	Syat.g_00664
OG0001326	Prar.g_01547	Syat.g_02525
OG0001327	Prar.g_01920	Syat.g_00414
OG0001329	Prar.g_01302	Syat.g_00097
OG0001331	Prar.g_00905	Syat.g_01301
OG0001333	Prar.g_01958	Syat.g_03018
OG0001336	Prar.g_00052	Syat.g_02402
OG0001345	Prar.g_01244	Syat.g_00290
OG0001348	Prar.g_00732	Syat.g_03316
OG0001349	Prar.g_00867	Syat.g_01220
OG0001351	Prar.g_00502	Syat.g_01318
OG0001355	Prar.g_00722, Prar.g_01158	Syat.g_02589
OG0001356	Prar.g_01181	Syat.g_01035
OG0001358	Prar.g_01450	Syat.g_03319
OG0001360	Prar.g_01949	Syat.g_00256
OG0001361	Prar.g_01247	Syat.g_00293
OG0001364	Prar.g_00624	Syat.g_02143
OG0001365	Prar.g_00701	Syat.g_02687
OG0001371	Prar.g_01509	Syat.g_01490
OG0001373	Prar.g_01548	Syat.g_02524
OG0001374	Prar.g_01540	Syat.g_02541
OG0001376	Prar.g_01914	Syat.g_00841
OG0001377	Prar.g_01915	Syat.g_00842
OG0001378	Prar.g_01325	Syat.g_02967
OG0001382	Prar.g_00738	Syat.g_00101
OG0001385	Prar.g_01551	Syat.g_02521
OG0001386	Prar.g_01550	Syat.g_02522
OG0001387	Prar.g_01549	Syat.g_02523
OG0001388	Prar.g_01546	Syat.g_02526
OG0001389	Prar.g_01545	Syat.g_02531
OG0001390	Prar.g_01544	Syat.g_02532
OG0001391	Prar.g_01543	Syat.g_02533
OG0001392	Prar.g_01542	Syat.g_02539
OG0001393	Prar.g_01541	Syat.g_02540
OG0001403	Prar.g_00008	Syat.g_02307
OG0001406	Prar.g_01913	Syat.g_00840
OG0001408	Prar.g_01932, Prar.g_01931	Syat.g_00211
OG0001409	Prar.g_01256	Syat.g_01007
OG0001411	Prar.g_00869	Syat.g_01188
OG0001413	Prar.g_00763	Syat.g_00853
OG0001415	Prar.g_00096	Syat.g_00017
OG0001416	Prar.g_00507	Syat.g_02491
OG0001417	Prar.g_00518, Prar.g_00519	Syat.g_01705
OG0001418	Prar.g_01514	Syat.g_03267
OG0001420	Prar.g_01316	Syat.g_01099
OG0001421	Prar.g_00757	Syat.g_03056
OG0001429	Prar.g_01673	Syat.g_00627
OG0001430	Prar.g_00982	Syat.g_03343
OG0001432	Prar.g_00764	Syat.g_00846
OG0001433	Prar.g_01180	Syat.g_01429
OG0001435	Prar.g_01772	Syat.g_00422
OG0001437	Prar.g_00097	Syat.g_00016
OG0001438	Prar.g_00294	Syat.g_02076
OG0001439	Prar.g_00280	Syat.g_02105
OG0001441	Prar.g_01351	Syat.g_01109
OG0001451	Prar.g_01745	Syat.g_02877
OG0001452	Prar.g_01762	Syat.g_01881
OG0001453	Prar.g_01854	Syat.g_00538
OG0001454	Prar.g_01942	Syat.g_00189
OG0001456	Prar.g_01286	Syat.g_02545
OG0001457	Prar.g_01285	Syat.g_02546
OG0001458	Prar.g_01284	Syat.g_02547
OG0001459	Prar.g_00996	Syat.g_03357, Syat.g_03358
OG0001462	Prar.g_00003	Syat.g_02301
OG0001467	Prar.g_01662	Syat.g_02457
OG0001470	Prar.g_00889	Syat.g_02257
OG0001473	Prar.g_00671	Syat.g_00190
OG0001474	Prar.g_00400	Syat.g_01607
OG0001475	Prar.g_00887	Syat.g_01116
OG0001479	Prar.g_00397	Syat.g_01610
OG0001480	Prar.g_00429	Syat.g_00100
OG0001482	Prar.g_00505	Syat.g_00549
OG0001486	Prar.g_01265	Syat.g_03258
OG0001492	Prar.g_01216	Syat.g_00898
OG0001493	Prar.g_01208	Syat.g_00890
OG0001502	Prar.g_01657	Syat.g_00757
OG0001504	Prar.g_00995	Syat.g_03356
OG0001507	Prar.g_00714	Syat.g_03261
OG0001508	Prar.g_00890	Syat.g_02258
OG0001520	Prar.g_00454, Prar.g_00455	Syat.g_00852
OG0001522	Prar.g_01716	Syat.g_00642
OG0001523	Prar.g_01292	Syat.g_01089
OG0001524	Prar.g_01291	Syat.g_01088
OG0001526	Prar.g_01116	Syat.g_02907
OG0001528	Prar.g_00888	Syat.g_01115
OG0001546	Prar.g_01354	Syat.g_01106
OG0001553	Prar.g_00342	Syat.g_01230
OG0001554	Prar.g_00756	Syat.g_01005
OG0001584	Prar.g_01806	Syat.g_00468
OG0001587	Prar.g_01118	Syat.g_02990
OG0001588	Prar.g_00363	Syat.g_03195, Syat.g_02169
OG0001613	Prar.g_00616	Syat.g_01635
OG0001625	Prar.g_00329	Syat.g_01938
OG0001647	Prar.g_00314	Syat.g_02051
OG0001701	Prar.g_01115	Syat.g_02905
OG0001726	Prar.g_00469	Syat.g_02003
OG0001745	Prar.g_00765	Syat.g_00971
OG0001924	Prar.g_01574	Syat.g_02767
OG0001925	Prar.g_01573	Syat.g_02766
OG0001926	Prar.g_01572	Syat.g_02765
OG0001927	Prar.g_01571	Syat.g_02764
OG0001993	Prar.g_01576	Syat.g_02769
OG0002109	Prar.g_00937	Syat.g_01923, Syat.g_01752
OG0002110	Prar.g_01553, Prar.g_01556	Syat.g_02552
OG0002155	Prar.g_00845, Prar.g_00861	Syat.g_02174
OG0002274	Prar.g_00853	Syat.g_02175
OG0002364	Prar.g_01674	Syat.g_00626
OG0002628	Prar.g_01538	Syat.g_02210
OG0002895	Prar.g_00938	Syat.g_01751
OG0002896	Prar.g_00878	Syat.g_02239, Syat.g_02244
OG0003024	Prar.g_00873	Syat.g_02172, Syat.g_01207
OG0003351	Prar.g_00881	Syat.g_02659
