Orthogroup	Prar	Prbn
OG0001120	Prar.g_01850	Prbn.g_01401
OG0001122	Prar.g_01876	Prbn.g_01381
OG0001123	Prar.g_01880	Prbn.g_01375
OG0001124	Prar.g_01882	Prbn.g_01373
OG0001125	Prar.g_01883	Prbn.g_01371
OG0001126	Prar.g_01893	Prbn.g_01460
OG0001127	Prar.g_01894	Prbn.g_01461
OG0001128	Prar.g_01896	Prbn.g_01463
OG0001129	Prar.g_01897	Prbn.g_01464
OG0001130	Prar.g_01898	Prbn.g_01465
OG0001131	Prar.g_01935	Prbn.g_00692
OG0001132	Prar.g_01944	Prbn.g_01039
OG0001133	Prar.g_01309	Prbn.g_01239
OG0001134	Prar.g_01296	Prbn.g_01650
OG0001135	Prar.g_01293	Prbn.g_01653
OG0001136	Prar.g_01266	Prbn.g_01186
OG0001137	Prar.g_01255	Prbn.g_01198
OG0001138	Prar.g_01237	Prbn.g_00392
OG0001139	Prar.g_01236	Prbn.g_00394
OG0001140	Prar.g_01235	Prbn.g_00395
OG0001141	Prar.g_01234	Prbn.g_00396
OG0001142	Prar.g_01233	Prbn.g_00397
OG0001143	Prar.g_01226	Prbn.g_00404
OG0001144	Prar.g_01221	Prbn.g_00409
OG0001145	Prar.g_00963	Prbn.g_01092
OG0001146	Prar.g_00951	Prbn.g_01080
OG0001147	Prar.g_00925	Prbn.g_01060
OG0001148	Prar.g_00909	Prbn.g_01242
OG0001149	Prar.g_00908	Prbn.g_00153
OG0001150	Prar.g_00907	Prbn.g_00154
OG0001151	Prar.g_00896	Prbn.g_00165
OG0001152	Prar.g_00895	Prbn.g_00166
OG0001153	Prar.g_00815	Prbn.g_00244
OG0001154	Prar.g_00814	Prbn.g_00245
OG0001155	Prar.g_00802	Prbn.g_00262
OG0001156	Prar.g_00799	Prbn.g_00265
OG0001157	Prar.g_00798	Prbn.g_00266
OG0001158	Prar.g_00797	Prbn.g_00267
OG0001159	Prar.g_00796	Prbn.g_00268
OG0001160	Prar.g_00772	Prbn.g_00900
OG0001161	Prar.g_00760	Prbn.g_01688
OG0001162	Prar.g_00749	Prbn.g_00134
OG0001163	Prar.g_01151	Prbn.g_01736
OG0001164	Prar.g_01147	Prbn.g_01740
OG0001165	Prar.g_01144	Prbn.g_01743
OG0001166	Prar.g_01124	Prbn.g_01764
OG0001167	Prar.g_01959	Prbn.g_01782
OG0001168	Prar.g_01957	Prbn.g_01784
OG0001169	Prar.g_00596	Prbn.g_01786
OG0001170	Prar.g_00598	Prbn.g_01788
OG0001171	Prar.g_00607	Prbn.g_01798
OG0001172	Prar.g_01111	Prbn.g_01814
OG0001173	Prar.g_01110	Prbn.g_01815
OG0001174	Prar.g_01102	Prbn.g_01823
OG0001175	Prar.g_01101	Prbn.g_01824
OG0001176	Prar.g_01094	Prbn.g_01832
OG0001177	Prar.g_01091	Prbn.g_01834
OG0001178	Prar.g_01086	Prbn.g_01750
OG0001179	Prar.g_01043	Prbn.g_01864
OG0001180	Prar.g_01022	Prbn.g_01887
OG0001181	Prar.g_01018	Prbn.g_01891
OG0001182	Prar.g_01011	Prbn.g_01899
OG0001183	Prar.g_00618	Prbn.g_01904
OG0001184	Prar.g_00634	Prbn.g_01017
OG0001185	Prar.g_00648	Prbn.g_01001
OG0001186	Prar.g_00670	Prbn.g_00977
OG0001187	Prar.g_00674	Prbn.g_00974
OG0001188	Prar.g_00676	Prbn.g_00972
OG0001189	Prar.g_00693	Prbn.g_00956
OG0001190	Prar.g_00697	Prbn.g_00951
OG0001191	Prar.g_00707	Prbn.g_00941
OG0001192	Prar.g_00074	Prbn.g_00936
OG0001193	Prar.g_00064	Prbn.g_00924
OG0001194	Prar.g_00063	Prbn.g_00923
OG0001195	Prar.g_00062	Prbn.g_00922
OG0001196	Prar.g_00049	Prbn.g_00906
OG0001198	Prar.g_00041	Prbn.g_00297
OG0001199	Prar.g_00254	Prbn.g_00703
OG0001201	Prar.g_00220	Prbn.g_01311
OG0001202	Prar.g_00128	Prbn.g_00354
OG0001203	Prar.g_00089	Prbn.g_00312
OG0001204	Prar.g_00084	Prbn.g_00306
OG0001205	Prar.g_00493	Prbn.g_00668
OG0001206	Prar.g_00511	Prbn.g_00648
OG0001207	Prar.g_00527	Prbn.g_00637
OG0001208	Prar.g_00532	Prbn.g_00632
OG0001209	Prar.g_01365	Prbn.g_00581
OG0001210	Prar.g_01370	Prbn.g_00576
OG0001211	Prar.g_01380	Prbn.g_00566
OG0001212	Prar.g_01426	Prbn.g_00519
OG0001213	Prar.g_01459	Prbn.g_00484
OG0001214	Prar.g_01467	Prbn.g_00428
OG0001215	Prar.g_01520	Prbn.g_01573
OG0001216	Prar.g_01601	Prbn.g_01552
OG0001217	Prar.g_01638	Prbn.g_01023
OG0001219	Prar.g_01672	Prbn.g_01447
OG0001220	Prar.g_01735	Prbn.g_01490
OG0001221	Prar.g_01787	Prbn.g_01610
OG0001222	Prar.g_01825	Prbn.g_01368
OG0001223	Prar.g_01851	Prbn.g_01400
OG0001224	Prar.g_01900	Prbn.g_01467
OG0001225	Prar.g_01902	Prbn.g_01469
OG0001226	Prar.g_01928	Prbn.g_00476
OG0001227	Prar.g_01947	Prbn.g_01141
OG0001228	Prar.g_01218	Prbn.g_00412
OG0001229	Prar.g_00913	Prbn.g_01127
OG0001230	Prar.g_00347	Prbn.g_00205
OG0001231	Prar.g_00751	Prbn.g_00691
OG0001233	Prar.g_00599	Prbn.g_01789
OG0001234	Prar.g_01099	Prbn.g_01826
OG0001235	Prar.g_01089	Prbn.g_01830
OG0001236	Prar.g_00631	Prbn.g_01919
OG0001237	Prar.g_00635	Prbn.g_01016
OG0001238	Prar.g_00708	Prbn.g_00940
OG0001239	Prar.g_00547	Prbn.g_00706
OG0001240	Prar.g_00235	Prbn.g_01328
OG0001241	Prar.g_00227	Prbn.g_01318
OG0001242	Prar.g_00209	Prbn.g_01298
OG0001243	Prar.g_00203	Prbn.g_01291
OG0001244	Prar.g_00187	Prbn.g_01276
OG0001245	Prar.g_00441	Prbn.g_01150
OG0001247	Prar.g_01513	Prbn.g_01580
OG0001248	Prar.g_01515	Prbn.g_01578
OG0001249	Prar.g_01661	Prbn.g_00102
OG0001250	Prar.g_01724	Prbn.g_01503
OG0001251	Prar.g_01760	Prbn.g_01929
OG0001252	Prar.g_01895	Prbn.g_01462
OG0001253	Prar.g_01948	Prbn.g_00473
OG0001254	Prar.g_01294	Prbn.g_01652
OG0001255	Prar.g_01279	Prbn.g_01171
OG0001256	Prar.g_00758	Prbn.g_00893
OG0001258	Prar.g_01146	Prbn.g_01741
OG0001259	Prar.g_00597	Prbn.g_01787
OG0001260	Prar.g_00613	Prbn.g_01804
OG0001261	Prar.g_01035	Prbn.g_01872
OG0001263	Prar.g_00200	Prbn.g_01289
OG0001265	Prar.g_00210	Prbn.g_01299
OG0001266	Prar.g_00124	Prbn.g_00350
OG0001267	Prar.g_00307	Prbn.g_00047
OG0001268	Prar.g_00399	Prbn.g_00110
OG0001269	Prar.g_00419	Prbn.g_01491
OG0001270	Prar.g_00482	Prbn.g_00679
OG0001271	Prar.g_00522	Prbn.g_00642
OG0001272	Prar.g_00536	Prbn.g_00628
OG0001273	Prar.g_01461	Prbn.g_00422
OG0001274	Prar.g_01533	Prbn.g_00326
OG0001275	Prar.g_01860	Prbn.g_01390
OG0001276	Prar.g_01879	Prbn.g_01376
OG0001277	Prar.g_01937	Prbn.g_00918
OG0001278	Prar.g_01213	Prbn.g_00416
OG0001280	Prar.g_00956	Prbn.g_01085
OG0001281	Prar.g_00950	Prbn.g_01079
OG0001282	Prar.g_00910	Prbn.g_01241
OG0001283	Prar.g_00891	Prbn.g_00909
OG0001284	Prar.g_00777	Prbn.g_00287
OG0001285	Prar.g_01966	Prbn.g_01772
OG0001287	Prar.g_00655	Prbn.g_00994
OG0001288	Prar.g_00663	Prbn.g_00984
OG0001289	Prar.g_00241	Prbn.g_01334
OG0001290	Prar.g_00228	Prbn.g_01319
OG0001291	Prar.g_00193	Prbn.g_01281
OG0001292	Prar.g_00079	Prbn.g_00014
OG0001293	Prar.g_00326	Prbn.g_00027
OG0001295	Prar.g_00516	Prbn.g_00146
OG0001296	Prar.g_01340	Prbn.g_00605
OG0001298	Prar.g_01406	Prbn.g_00539
OG0001299	Prar.g_01496	Prbn.g_00842
OG0001300	Prar.g_01523	Prbn.g_01569
OG0001301	Prar.g_01526	Prbn.g_01564
OG0001302	Prar.g_01670	Prbn.g_01451
OG0001303	Prar.g_01864	Prbn.g_01707
OG0001304	Prar.g_01889	Prbn.g_01363
OG0001305	Prar.g_01908	Prbn.g_01475
OG0001306	Prar.g_01277	Prbn.g_01174
OG0001307	Prar.g_00928	Prbn.g_01215
OG0001308	Prar.g_00837	Prbn.g_00222
OG0001309	Prar.g_00754	Prbn.g_00865
OG0001310	Prar.g_01131	Prbn.g_01758
OG0001311	Prar.g_01881	Prbn.g_01374
OG0001312	Prar.g_01814	Prbn.g_01438
OG0001315	Prar.g_00556	Prbn.g_01136
OG0001316	Prar.g_00188	Prbn.g_01277
OG0001317	Prar.g_00093	Prbn.g_00316
OG0001318	Prar.g_00331	Prbn.g_00023
OG0001319	Prar.g_00315	Prbn.g_00040
OG0001320	Prar.g_00443	Prbn.g_01673, Prbn.g_01706
OG0001321	Prar.g_00499	Prbn.g_00662
OG0001322	Prar.g_00500	Prbn.g_00661
OG0001323	Prar.g_01349	Prbn.g_00595
OG0001324	Prar.g_01524	Prbn.g_01568
OG0001325	Prar.g_01604	Prbn.g_00859
OG0001327	Prar.g_01920	Prbn.g_01633
OG0001328	Prar.g_01946	Prbn.g_01103
OG0001329	Prar.g_01302	Prbn.g_01704
OG0001330	Prar.g_00977	Prbn.g_00876
OG0001331	Prar.g_00905	Prbn.g_00156
OG0001332	Prar.g_00804	Prbn.g_00258
OG0001333	Prar.g_01958	Prbn.g_01783
OG0001334	Prar.g_00621	Prbn.g_01907
OG0001335	Prar.g_00622	Prbn.g_01908
OG0001339	Prar.g_00225	Prbn.g_01316
OG0001340	Prar.g_00259	Prbn.g_00098
OG0001341	Prar.g_01636	Prbn.g_01134
OG0001342	Prar.g_01665	Prbn.g_01727
OG0001343	Prar.g_01757	Prbn.g_01932
OG0001344	Prar.g_01259	Prbn.g_01193
OG0001345	Prar.g_01244	Prbn.g_01209
OG0001346	Prar.g_00954	Prbn.g_01083
OG0001348	Prar.g_00732	Prbn.g_00148
OG0001349	Prar.g_00867	Prbn.g_00174
OG0001350	Prar.g_00090	Prbn.g_00313
OG0001351	Prar.g_00502	Prbn.g_00656
OG0001352	Prar.g_01510	Prbn.g_01584
OG0001355	Prar.g_00722, Prar.g_01158	Prbn.g_01354
OG0001356	Prar.g_01181	Prbn.g_01733
OG0001359	Prar.g_01758	Prbn.g_01931
OG0001362	Prar.g_00833	Prbn.g_00226
OG0001363	Prar.g_00831	Prbn.g_00228
OG0001364	Prar.g_00624	Prbn.g_01910
OG0001365	Prar.g_00701	Prbn.g_00947
OG0001369	Prar.g_00236	Prbn.g_01329
OG0001370	Prar.g_00508	Prbn.g_00651
OG0001371	Prar.g_01509	Prbn.g_01585
OG0001372	Prar.g_01644	Prbn.g_00475
OG0001375	Prar.g_01756	Prbn.g_01933
OG0001380	Prar.g_00923	Prbn.g_01124
OG0001381	Prar.g_00917	Prbn.g_01164
OG0001382	Prar.g_00738	Prbn.g_01121
OG0001397	Prar.g_00832	Prbn.g_00227
OG0001403	Prar.g_00008	Prbn.g_00751
OG0001404	Prar.g_00550	Prbn.g_00709
OG0001407	Prar.g_01926	Prbn.g_01117
OG0001409	Prar.g_01256	Prbn.g_01197
OG0001410	Prar.g_00927	Prbn.g_01214
OG0001411	Prar.g_00869	Prbn.g_00716
OG0001414	Prar.g_00098	Prbn.g_00321
OG0001415	Prar.g_00096	Prbn.g_00319
OG0001418	Prar.g_01514	Prbn.g_01579
OG0001419	Prar.g_01927	Prbn.g_01118
OG0001421	Prar.g_00757	Prbn.g_00892
OG0001422	Prar.g_00734	Prbn.g_01114
OG0001423	Prar.g_01560	Prbn.g_00787
OG0001424	Prar.g_01943, Prar.g_01761	Prbn.g_01042
OG0001428	Prar.g_00155	Prbn.g_00382
OG0001429	Prar.g_01673	Prbn.g_01446
OG0001430	Prar.g_00982	Prbn.g_01125
OG0001431	Prar.g_00979	Prbn.g_01143, Prbn.g_00138
OG0001433	Prar.g_01180	Prbn.g_01732
OG0001435	Prar.g_01772	Prbn.g_01625
OG0001437	Prar.g_00097	Prbn.g_00320
OG0001440	Prar.g_00476	Prbn.g_01709, Prbn.g_01703
OG0001446	Prar.g_00249	Prbn.g_01034
OG0001448	Prar.g_00427	Prbn.g_00658
OG0001450	Prar.g_01517	Prbn.g_01576
OG0001451	Prar.g_01745	Prbn.g_01479
OG0001455	Prar.g_01307	Prbn.g_01133
OG0001463	Prar.g_00301	Prbn.g_00054
OG0001464	Prar.g_00258	Prbn.g_00099
OG0001465	Prar.g_01532	Prbn.g_01557
OG0001467	Prar.g_01662	Prbn.g_01235
OG0001468	Prar.g_01918	Prbn.g_01941
OG0001472	Prar.g_00755	Prbn.g_00467
OG0001481	Prar.g_00434	Prbn.g_01104
OG0001483	Prar.g_00712	Prbn.g_01661
OG0001485	Prar.g_01166	Prbn.g_00803
OG0001486	Prar.g_01265	Prbn.g_01187
OG0001491	Prar.g_01668	Prbn.g_01454
OG0001500	Prar.g_00324	Prbn.g_00029
OG0001501	Prar.g_01535	Prbn.g_01635
OG0001503	Prar.g_01289	Prbn.g_01028
OG0001506	Prar.g_00806	Prbn.g_00256
OG0001521	Prar.g_01637	Prbn.g_01456
OG0001522	Prar.g_01716	Prbn.g_01512
OG0001523	Prar.g_01292	Prbn.g_01655
OG0001524	Prar.g_01291	Prbn.g_01656
OG0001526	Prar.g_01116	Prbn.g_00721
OG0001550	Prar.g_01304	Prbn.g_01024
OG0001552	Prar.g_01201	Prbn.g_00889
OG0001565	Prar.g_00475	Prbn.g_00784
OG0001566	Prar.g_01506	Prbn.g_01588
OG0001569	Prar.g_01954	Prbn.g_00774
OG0001571	Prar.g_01311	Prbn.g_00813
OG0001572	Prar.g_01192	Prbn.g_00811
OG0001581	Prar.g_00183	Prbn.g_01065
OG0001583	Prar.g_01667, Prar.g_00591	Prbn.g_01455
OG0001584	Prar.g_01806	Prbn.g_00852
OG0001587	Prar.g_01118	Prbn.g_01806
OG0001588	Prar.g_00363	Prbn.g_00688
OG0001595	Prar.g_00551	Prbn.g_00711
OG0001596	Prar.g_00253	Prbn.g_00702
OG0001597	Prar.g_00422	Prbn.g_00253
OG0001599	Prar.g_00509	Prbn.g_00650
OG0001600	Prar.g_01342	Prbn.g_00603
OG0001601	Prar.g_01504	Prbn.g_01590
OG0001603	Prar.g_01669	Prbn.g_01452
OG0001604	Prar.g_01784	Prbn.g_01613
OG0001605	Prar.g_01872	Prbn.g_01029
OG0001606	Prar.g_01934	Prbn.g_01019
OG0001607	Prar.g_01290	Prbn.g_00801
OG0001608	Prar.g_00920	Prbn.g_01360
OG0001609	Prar.g_00808	Prbn.g_00254
OG0001610	Prar.g_00805	Prbn.g_00257
OG0001611	Prar.g_00744	Prbn.g_01666
OG0001626	Prar.g_01635	Prbn.g_00796
OG0001628	Prar.g_01646	Prbn.g_00477
OG0001629	Prar.g_01647	Prbn.g_00822
OG0001630	Prar.g_01765	Prbn.g_01924
OG0001631	Prar.g_01923	Prbn.g_00805
OG0001648	Prar.g_00433	Prbn.g_01681
OG0001649	Prar.g_01924	Prbn.g_01021
OG0001650	Prar.g_00934	Prbn.g_00141
OG0001651	Prar.g_00746	Prbn.g_01153
OG0001662	Prar.g_01319	Prbn.g_01639
OG0001663	Prar.g_01280	Prbn.g_01170
OG0001664	Prar.g_00987	Prbn.g_01643
OG0001665	Prar.g_00984	Prbn.g_01163
OG0001670	Prar.g_01169, Prar.g_01194, Prar.g_01161, Prar.g_00718	Prbn.g_00790
OG0001684	Prar.g_01418	Prbn.g_00526
OG0001685	Prar.g_01747	Prbn.g_00472
OG0001686	Prar.g_01871	Prbn.g_01149
OG0001687	Prar.g_01917	Prbn.g_00652
OG0001697	Prar.g_01754	Prbn.g_01453
OG0001699	Prar.g_01582, Prar.g_00711	Prbn.g_01649
OG0001701	Prar.g_01115	Prbn.g_00720
OG0001705	Prar.g_00463	Prbn.g_01808
OG0001706	Prar.g_01196	Prbn.g_00128
OG0001707	Prar.g_01941	Prbn.g_01142
OG0001709	Prar.g_00868	Prbn.g_00188
OG0001710	Prar.g_01096	Prbn.g_00459
OG0001722	Prar.g_01763	Prbn.g_01926
OG0001725	Prar.g_00449	Prbn.g_00132
OG0001746	Prar.g_01188	Prbn.g_00129
OG0001780	Prar.g_00860	Prbn.g_00179
OG0001834	Prar.g_00864	Prbn.g_00176
OG0001836	Prar.g_01167	Prbn.g_01236, Prbn.g_01237
OG0001922	Prar.g_00940	Prbn.g_00194
OG0002109	Prar.g_00937	Prbn.g_01026
OG0002275	Prar.g_01152	Prbn.g_01715
OG0002326	Prar.g_01176	Prbn.g_01682
OG0002377	Prar.g_01168	Prbn.g_01238
OG0002379	Prar.g_00587	Prbn.g_01692
OG0002421	Prar.g_00857	Prbn.g_00181
OG0002480	Prar.g_00863	Prbn.g_00177
OG0002556	Prar.g_00364	Prbn.g_01062
OG0002557	Prar.g_00365	Prbn.g_01063
OG0002558	Prar.g_00366	Prbn.g_01064
