Orthogroup	Prar	Syaq
OG0001147	Prar.g_00925	Syaq.g_00438
OG0001148	Prar.g_00909	Syaq.g_01761
OG0001149	Prar.g_00908	Syaq.g_01760
OG0001150	Prar.g_00907	Syaq.g_01759
OG0001151	Prar.g_00896	Syaq.g_01746
OG0001152	Prar.g_00895	Syaq.g_01745
OG0001153	Prar.g_00815	Syaq.g_00413
OG0001154	Prar.g_00814	Syaq.g_00414
OG0001155	Prar.g_00802	Syaq.g_01739
OG0001156	Prar.g_00799	Syaq.g_01729
OG0001157	Prar.g_00798	Syaq.g_01728
OG0001158	Prar.g_00797	Syaq.g_01727
OG0001159	Prar.g_00796	Syaq.g_01726
OG0001160	Prar.g_00772	Syaq.g_01693
OG0001161	Prar.g_00760	Syaq.g_01233
OG0001162	Prar.g_00749	Syaq.g_00331
OG0001163	Prar.g_01151	Syaq.g_01685
OG0001164	Prar.g_01147	Syaq.g_01679
OG0001165	Prar.g_01144	Syaq.g_01674
OG0001166	Prar.g_01124	Syaq.g_01652
OG0001167	Prar.g_01959	Syaq.g_01039
OG0001169	Prar.g_00596	Syaq.g_01620
OG0001170	Prar.g_00598	Syaq.g_01618
OG0001171	Prar.g_00607	Syaq.g_01607
OG0001172	Prar.g_01111	Syaq.g_00690
OG0001173	Prar.g_01110	Syaq.g_00689
OG0001174	Prar.g_01102	Syaq.g_00681
OG0001175	Prar.g_01101	Syaq.g_00680
OG0001176	Prar.g_01094	Syaq.g_00656
OG0001177	Prar.g_01091	Syaq.g_00658
OG0001178	Prar.g_01086	Syaq.g_01667
OG0001179	Prar.g_01043	Syaq.g_00626
OG0001180	Prar.g_01022	Syaq.g_00600
OG0001181	Prar.g_01018	Syaq.g_00596
OG0001182	Prar.g_01011	Syaq.g_00587
OG0001183	Prar.g_00618	Syaq.g_00579
OG0001184	Prar.g_00634	Syaq.g_00995
OG0001185	Prar.g_00648	Syaq.g_01022
OG0001186	Prar.g_00670	Syaq.g_01058
OG0001187	Prar.g_00674	Syaq.g_01061
OG0001188	Prar.g_00676	Syaq.g_01065
OG0001189	Prar.g_00693	Syaq.g_01095
OG0001190	Prar.g_00697	Syaq.g_01264
OG0001191	Prar.g_00707	Syaq.g_01248
OG0001192	Prar.g_00074	Syaq.g_01242
OG0001193	Prar.g_00064	Syaq.g_01217
OG0001194	Prar.g_00063	Syaq.g_01214
OG0001195	Prar.g_00062	Syaq.g_01213
OG0001196	Prar.g_00049	Syaq.g_01169
OG0001197	Prar.g_00048	Syaq.g_01167
OG0001198	Prar.g_00041	Syaq.g_01153
OG0001199	Prar.g_00254	Syaq.g_01553
OG0001200	Prar.g_00252	Syaq.g_01551
OG0001201	Prar.g_00220	Syaq.g_01486
OG0001202	Prar.g_00128	Syaq.g_01358
OG0001203	Prar.g_00089	Syaq.g_01581
OG0001204	Prar.g_00084	Syaq.g_00709
OG0001205	Prar.g_00493	Syaq.g_00491
OG0001206	Prar.g_00511	Syaq.g_00468
OG0001207	Prar.g_00527	Syaq.g_01764
OG0001208	Prar.g_00532	Syaq.g_01774
OG0001209	Prar.g_01365	Syaq.g_01841
OG0001210	Prar.g_01370	Syaq.g_01852
OG0001211	Prar.g_01380	Syaq.g_01932
OG0001212	Prar.g_01426	Syaq.g_01990
OG0001213	Prar.g_01459	Syaq.g_02072
OG0001214	Prar.g_01467	Syaq.g_02084
OG0001215	Prar.g_01520	Syaq.g_02580
OG0001216	Prar.g_01601	Syaq.g_00026
OG0001217	Prar.g_01638	Syaq.g_01885
OG0001219	Prar.g_01672	Syaq.g_02434
OG0001220	Prar.g_01735	Syaq.g_02412
OG0001221	Prar.g_01787	Syaq.g_02300
OG0001222	Prar.g_01825	Syaq.g_02472
OG0001223	Prar.g_01851	Syaq.g_02516
OG0001224	Prar.g_01900	Syaq.g_02683
OG0001225	Prar.g_01902	Syaq.g_02681
OG0001226	Prar.g_01928	Syaq.g_01543
OG0001227	Prar.g_01947	Syaq.g_00333
OG0001230	Prar.g_00347	Syaq.g_00361
OG0001231	Prar.g_00751	Syaq.g_01133
OG0001232	Prar.g_01120	Syaq.g_01643
OG0001233	Prar.g_00599	Syaq.g_01617
OG0001234	Prar.g_01099	Syaq.g_00676
OG0001235	Prar.g_01089	Syaq.g_00665
OG0001236	Prar.g_00631	Syaq.g_00990
OG0001237	Prar.g_00635	Syaq.g_00999
OG0001238	Prar.g_00708	Syaq.g_01246
OG0001239	Prar.g_00547	Syaq.g_01556
OG0001240	Prar.g_00235	Syaq.g_01502
OG0001241	Prar.g_00227	Syaq.g_01492
OG0001243	Prar.g_00203	Syaq.g_01457
OG0001244	Prar.g_00187	Syaq.g_01430
OG0001245	Prar.g_00441	Syaq.g_01916
OG0001246	Prar.g_01335	Syaq.g_01802
OG0001248	Prar.g_01515	Syaq.g_01891
OG0001249	Prar.g_01661	Syaq.g_00563
OG0001250	Prar.g_01724	Syaq.g_02389
OG0001251	Prar.g_01760	Syaq.g_02135
OG0001252	Prar.g_01895	Syaq.g_02690
OG0001253	Prar.g_01948	Syaq.g_01918
OG0001254	Prar.g_01294	Syaq.g_02214
OG0001255	Prar.g_01279	Syaq.g_02111
OG0001256	Prar.g_00758	Syaq.g_01686
OG0001258	Prar.g_01146	Syaq.g_01676
OG0001259	Prar.g_00597	Syaq.g_01619
OG0001260	Prar.g_00613	Syaq.g_01595
OG0001261	Prar.g_01035	Syaq.g_00617
OG0001262	Prar.g_00691	Syaq.g_01093
OG0001263	Prar.g_00200	Syaq.g_01454
OG0001265	Prar.g_00210	Syaq.g_01466
OG0001266	Prar.g_00124	Syaq.g_01354
OG0001267	Prar.g_00307	Syaq.g_00763
OG0001268	Prar.g_00399	Syaq.g_00553
OG0001269	Prar.g_00419	Syaq.g_01866
OG0001270	Prar.g_00482	Syaq.g_00504
OG0001271	Prar.g_00522	Syaq.g_00445
OG0001272	Prar.g_00536	Syaq.g_01778
OG0001273	Prar.g_01461	Syaq.g_02077
OG0001274	Prar.g_01533	Syaq.g_01303
OG0001275	Prar.g_01860	Syaq.g_02531
OG0001276	Prar.g_01879	Syaq.g_00062
OG0001278	Prar.g_01213	Syaq.g_00155
OG0001280	Prar.g_00956	Syaq.g_00294
OG0001281	Prar.g_00950	Syaq.g_00306
OG0001282	Prar.g_00910	Syaq.g_01762
OG0001283	Prar.g_00891	Syaq.g_01175
OG0001284	Prar.g_00777	Syaq.g_01700
OG0001285	Prar.g_01966	Syaq.g_01639
OG0001287	Prar.g_00655	Syaq.g_01030
OG0001289	Prar.g_00241	Syaq.g_01528
OG0001290	Prar.g_00228	Syaq.g_01493
OG0001291	Prar.g_00193	Syaq.g_01444
OG0001293	Prar.g_00326	Syaq.g_00736
OG0001294	Prar.g_00439	Syaq.g_02252
OG0001296	Prar.g_01340	Syaq.g_01808
OG0001298	Prar.g_01406	Syaq.g_01967
OG0001299	Prar.g_01496	Syaq.g_02246
OG0001300	Prar.g_01523	Syaq.g_02589
OG0001301	Prar.g_01526	Syaq.g_02602
OG0001302	Prar.g_01670	Syaq.g_02115
OG0001303	Prar.g_01864	Syaq.g_02437
OG0001304	Prar.g_01889	Syaq.g_00049
OG0001305	Prar.g_01908	Syaq.g_02673
OG0001306	Prar.g_01277	Syaq.g_00267
OG0001308	Prar.g_00837	Syaq.g_00385
OG0001312	Prar.g_01814	Syaq.g_02449
OG0001315	Prar.g_00556	Syaq.g_00581
OG0001316	Prar.g_00188	Syaq.g_01437
OG0001317	Prar.g_00093	Syaq.g_01576
OG0001318	Prar.g_00331	Syaq.g_00728
OG0001319	Prar.g_00315	Syaq.g_00751
OG0001321	Prar.g_00499	Syaq.g_00483
OG0001322	Prar.g_00500	Syaq.g_00482
OG0001323	Prar.g_01349	Syaq.g_01820
OG0001324	Prar.g_01524	Syaq.g_02590
OG0001325	Prar.g_01604	Syaq.g_00030
OG0001326	Prar.g_01547	Syaq.g_01205
OG0001327	Prar.g_01920	Syaq.g_02259
OG0001328	Prar.g_01946	Syaq.g_02280
OG0001329	Prar.g_01302	Syaq.g_02113
OG0001330	Prar.g_00977	Syaq.g_00287
OG0001331	Prar.g_00905	Syaq.g_01757
OG0001333	Prar.g_01958	Syaq.g_01622
OG0001336	Prar.g_00052	Syaq.g_01174
OG0001343	Prar.g_01757	Syaq.g_00700
OG0001345	Prar.g_01244	Syaq.g_00213
OG0001346	Prar.g_00954	Syaq.g_00298
OG0001348	Prar.g_00732	Syaq.g_02703
OG0001349	Prar.g_00867	Syaq.g_00942
OG0001350	Prar.g_00090	Syaq.g_01580
OG0001351	Prar.g_00502	Syaq.g_00476
OG0001352	Prar.g_01510	Syaq.g_01904
OG0001355	Prar.g_00722, Prar.g_01158	Syaq.g_00797
OG0001356	Prar.g_01181	Syaq.g_02555
OG0001358	Prar.g_01450	Syaq.g_02056
OG0001359	Prar.g_01758	Syaq.g_00699
OG0001360	Prar.g_01949	Syaq.g_00211
OG0001361	Prar.g_01247	Syaq.g_00216
OG0001364	Prar.g_00624	Syaq.g_00972
OG0001365	Prar.g_00701	Syaq.g_01259
OG0001369	Prar.g_00236	Syaq.g_01503
OG0001373	Prar.g_01548	Syaq.g_01206
OG0001374	Prar.g_01540	Syaq.g_01198
OG0001375	Prar.g_01756	Syaq.g_00701
OG0001378	Prar.g_01325	Syaq.g_00506
OG0001380	Prar.g_00923	Syaq.g_01915
OG0001382	Prar.g_00738	Syaq.g_00662
OG0001385	Prar.g_01551	Syaq.g_01209
OG0001386	Prar.g_01550	Syaq.g_01208
OG0001387	Prar.g_01549	Syaq.g_01207
OG0001388	Prar.g_01546	Syaq.g_01204
OG0001389	Prar.g_01545	Syaq.g_01203
OG0001390	Prar.g_01544	Syaq.g_01202
OG0001391	Prar.g_01543	Syaq.g_01201
OG0001392	Prar.g_01542	Syaq.g_01200
OG0001393	Prar.g_01541	Syaq.g_01199
OG0001395	Prar.g_01891	Syaq.g_00045
OG0001408	Prar.g_01932, Prar.g_01931	Syaq.g_02125
OG0001409	Prar.g_01256	Syaq.g_00229
OG0001413	Prar.g_00763	Syaq.g_00139
OG0001416	Prar.g_00507	Syaq.g_00303
OG0001417	Prar.g_00518, Prar.g_00519	Syaq.g_02502
OG0001418	Prar.g_01514	Syaq.g_00243
OG0001420	Prar.g_01316	Syaq.g_01833
OG0001428	Prar.g_00155	Syaq.g_01396
OG0001429	Prar.g_01673	Syaq.g_02438
OG0001430	Prar.g_00982	Syaq.g_01271
OG0001432	Prar.g_00764	Syaq.g_01862
OG0001433	Prar.g_01180	Syaq.g_00128
OG0001435	Prar.g_01772	Syaq.g_02265
OG0001438	Prar.g_00294	Syaq.g_00778
OG0001439	Prar.g_00280	Syaq.g_00863
OG0001441	Prar.g_01351	Syaq.g_01822
OG0001442	Prar.g_01629	Syaq.g_02322
OG0001447	Prar.g_00202	Syaq.g_01456
OG0001448	Prar.g_00427	Syaq.g_01873
OG0001452	Prar.g_01762	Syaq.g_00723
OG0001453	Prar.g_01854	Syaq.g_02522
OG0001454	Prar.g_01942	Syaq.g_01917
OG0001456	Prar.g_01286	Syaq.g_01196
OG0001457	Prar.g_01285	Syaq.g_01195
OG0001458	Prar.g_01284	Syaq.g_01194
OG0001462	Prar.g_00003	Syaq.g_01108
OG0001465	Prar.g_01532	Syaq.g_02704
OG0001467	Prar.g_01662	Syaq.g_00354
OG0001470	Prar.g_00889	Syaq.g_00903
OG0001471	Prar.g_00762	Syaq.g_00859
OG0001473	Prar.g_00671	Syaq.g_02134
OG0001474	Prar.g_00400	Syaq.g_00552
OG0001475	Prar.g_00887	Syaq.g_00905
OG0001479	Prar.g_00397	Syaq.g_00555
OG0001480	Prar.g_00429	Syaq.g_02121
OG0001482	Prar.g_00505	Syaq.g_02512
OG0001486	Prar.g_01265	Syaq.g_00251
OG0001492	Prar.g_01216	Syaq.g_00158
OG0001493	Prar.g_01208	Syaq.g_00150
OG0001502	Prar.g_01657	Syaq.g_02407
OG0001508	Prar.g_00890	Syaq.g_00902
OG0001520	Prar.g_00454, Prar.g_00455	Syaq.g_01953
OG0001528	Prar.g_00888	Syaq.g_00904
OG0001546	Prar.g_01354	Syaq.g_01825
OG0001551	Prar.g_01287	Syaq.g_02572
OG0001553	Prar.g_00342	Syaq.g_00368
OG0001554	Prar.g_00756	Syaq.g_01266
OG0001565	Prar.g_00475	Syaq.g_02120
OG0001588	Prar.g_00363	Syaq.g_00974
OG0001602	Prar.g_01531	Syaq.g_02705
OG0001605	Prar.g_01872	Syaq.g_01892
OG0001613	Prar.g_00616	Syaq.g_00582
OG0001625	Prar.g_00329	Syaq.g_00730
OG0001627	Prar.g_01643	Syaq.g_01735
OG0001647	Prar.g_00314	Syaq.g_00753
OG0001709	Prar.g_00868	Syaq.g_00943
OG0001713	Prar.g_00560	Syaq.g_00232
OG0001726	Prar.g_00469	Syaq.g_02419
OG0001924	Prar.g_01574	Syaq.g_02038
OG0001925	Prar.g_01573	Syaq.g_02037
OG0001926	Prar.g_01572	Syaq.g_02036
OG0001927	Prar.g_01571	Syaq.g_02035
OG0001993	Prar.g_01576	Syaq.g_02040
OG0001994	Prar.g_01575	Syaq.g_02039
OG0002125	Prar.g_01080	Syaq.g_00022
OG0002364	Prar.g_01674	Syaq.g_02439
OG0002445	Prar.g_01085	Syaq.g_00021
OG0002771	Prar.g_00858	Syaq.g_00910
