Orthogroup	Prar	Syas
OG0001200	Prar.g_00252	Syas.g_02514
OG0001201	Prar.g_00220	Syas.g_02419
OG0001202	Prar.g_00128	Syas.g_02270
OG0001203	Prar.g_00089	Syas.g_02557
OG0001204	Prar.g_00084	Syas.g_01687
OG0001205	Prar.g_00493	Syas.g_02745
OG0001207	Prar.g_00527	Syas.g_01260
OG0001208	Prar.g_00532	Syas.g_01251
OG0001209	Prar.g_01365	Syas.g_00065
OG0001210	Prar.g_01370	Syas.g_00761
OG0001211	Prar.g_01380	Syas.g_00788
OG0001212	Prar.g_01426	Syas.g_00847
OG0001213	Prar.g_01459	Syas.g_00100
OG0001214	Prar.g_01467	Syas.g_00744
OG0001215	Prar.g_01520	Syas.g_02245
OG0001217	Prar.g_01638	Syas.g_01397, Syas.g_02493
OG0001219	Prar.g_01672	Syas.g_00399
OG0001220	Prar.g_01735	Syas.g_02447
OG0001221	Prar.g_01787	Syas.g_02669
OG0001222	Prar.g_01825	Syas.g_00448
OG0001223	Prar.g_01851	Syas.g_00541
OG0001224	Prar.g_01900	Syas.g_01015
OG0001225	Prar.g_01902	Syas.g_01017
OG0001226	Prar.g_01928	Syas.g_02506
OG0001227	Prar.g_01947	Syas.g_00824
OG0001228	Prar.g_01218	Syas.g_02195
OG0001229	Prar.g_00913	Syas.g_00285
OG0001230	Prar.g_00347	Syas.g_02806
OG0001231	Prar.g_00751	Syas.g_02050
OG0001232	Prar.g_01120	Syas.g_02649
OG0001233	Prar.g_00599	Syas.g_02592
OG0001234	Prar.g_01099	Syas.g_01310
OG0001235	Prar.g_01089	Syas.g_01646
OG0001236	Prar.g_00631	Syas.g_02191
OG0001237	Prar.g_00635	Syas.g_02187
OG0001238	Prar.g_00708	Syas.g_01901
OG0001239	Prar.g_00547	Syas.g_02519
OG0001240	Prar.g_00235	Syas.g_02435
OG0001241	Prar.g_00227	Syas.g_02427
OG0001242	Prar.g_00209	Syas.g_02398
OG0001243	Prar.g_00203	Syas.g_02391
OG0001244	Prar.g_00187	Syas.g_02370
OG0001245	Prar.g_00441	Syas.g_00524
OG0001246	Prar.g_01335	Syas.g_01224, Syas.g_01829
OG0001249	Prar.g_01661	Syas.g_01547
OG0001250	Prar.g_01724	Syas.g_00239
OG0001251	Prar.g_01760	Syas.g_00516, Syas.g_00408
OG0001252	Prar.g_01895	Syas.g_00994
OG0001253	Prar.g_01948	Syas.g_00143
OG0001255	Prar.g_01279	Syas.g_00492
OG0001256	Prar.g_00758	Syas.g_02698
OG0001257	Prar.g_00752	Syas.g_01407
OG0001258	Prar.g_01146	Syas.g_02688
OG0001259	Prar.g_00597	Syas.g_02594
OG0001260	Prar.g_00613	Syas.g_02572
OG0001261	Prar.g_01035	Syas.g_01599
OG0001262	Prar.g_00691	Syas.g_02091
OG0001263	Prar.g_00200	Syas.g_02388
OG0001265	Prar.g_00210	Syas.g_02399
OG0001266	Prar.g_00124	Syas.g_02266
OG0001267	Prar.g_00307	Syas.g_01753
OG0001268	Prar.g_00399	Syas.g_01535
OG0001269	Prar.g_00419	Syas.g_00510
OG0001270	Prar.g_00482	Syas.g_01499
OG0001271	Prar.g_00522	Syas.g_01336
OG0001272	Prar.g_00536	Syas.g_01247
OG0001273	Prar.g_01461	Syas.g_00751
OG0001274	Prar.g_01533	Syas.g_01849
OG0001275	Prar.g_01860	Syas.g_00554
OG0001276	Prar.g_01879	Syas.g_00215
OG0001277	Prar.g_01937	Syas.g_00110
OG0001278	Prar.g_01213	Syas.g_01074
OG0001280	Prar.g_00956	Syas.g_01095
OG0001281	Prar.g_00950	Syas.g_02845
OG0001282	Prar.g_00910	Syas.g_01262
OG0001284	Prar.g_00777	Syas.g_02713
OG0001287	Prar.g_00655	Syas.g_00136
OG0001288	Prar.g_00663	Syas.g_02144
OG0001289	Prar.g_00241	Syas.g_02474
OG0001290	Prar.g_00228	Syas.g_02428
OG0001291	Prar.g_00193	Syas.g_02378
OG0001292	Prar.g_00079	Syas.g_01693
OG0001293	Prar.g_00326	Syas.g_01720
OG0001294	Prar.g_00439	Syas.g_00692
OG0001295	Prar.g_00516	Syas.g_00770
OG0001296	Prar.g_01340	Syas.g_01217
OG0001298	Prar.g_01406	Syas.g_00829
OG0001299	Prar.g_01496	Syas.g_00700
OG0001303	Prar.g_01864	Syas.g_00400
OG0001304	Prar.g_01889	Syas.g_00199
OG0001305	Prar.g_01908	Syas.g_01027
OG0001306	Prar.g_01277	Syas.g_01202
OG0001307	Prar.g_00928	Syas.g_01923
OG0001308	Prar.g_00837	Syas.g_02830
OG0001309	Prar.g_00754	Syas.g_00003
OG0001310	Prar.g_01131	Syas.g_02666
OG0001311	Prar.g_01881	Syas.g_00213
OG0001312	Prar.g_01814	Syas.g_00414
OG0001315	Prar.g_00556	Syas.g_01566
OG0001317	Prar.g_00093	Syas.g_02553
OG0001318	Prar.g_00331	Syas.g_01706
OG0001319	Prar.g_00315	Syas.g_01736
OG0001323	Prar.g_01349	Syas.g_00006
OG0001325	Prar.g_01604	Syas.g_00179
OG0001326	Prar.g_01547	Syas.g_01960, Syas.g_01961
OG0001327	Prar.g_01920	Syas.g_00687
OG0001329	Prar.g_01302	Syas.g_00773
OG0001330	Prar.g_00977	Syas.g_02865
OG0001331	Prar.g_00905	Syas.g_01267
OG0001333	Prar.g_01958	Syas.g_02598
OG0001336	Prar.g_00052	Syas.g_02003
OG0001339	Prar.g_00225	Syas.g_02425
OG0001345	Prar.g_01244	Syas.g_01132
OG0001346	Prar.g_00954	Syas.g_02853
OG0001348	Prar.g_00732	Syas.g_00119
OG0001349	Prar.g_00867	Syas.g_02643
OG0001351	Prar.g_00502	Syas.g_01280
OG0001355	Prar.g_00722, Prar.g_01158	Syas.g_01057
OG0001356	Prar.g_01181	Syas.g_01715
OG0001358	Prar.g_01450	Syas.g_00122
OG0001360	Prar.g_01949	Syas.g_01130
OG0001361	Prar.g_01247	Syas.g_01135
OG0001364	Prar.g_00624	Syas.g_02212
OG0001365	Prar.g_00701	Syas.g_01886
OG0001371	Prar.g_01509	Syas.g_02499
OG0001373	Prar.g_01548	Syas.g_01959
OG0001374	Prar.g_01540	Syas.g_01968
OG0001376	Prar.g_01914	Syas.g_00468
OG0001377	Prar.g_01915	Syas.g_00467
OG0001378	Prar.g_01325	Syas.g_01500
OG0001380	Prar.g_00923	Syas.g_00126
OG0001385	Prar.g_01551	Syas.g_01956
OG0001386	Prar.g_01550	Syas.g_01957
OG0001387	Prar.g_01549	Syas.g_01958
OG0001388	Prar.g_01546	Syas.g_01962
OG0001389	Prar.g_01545	Syas.g_01963
OG0001390	Prar.g_01544	Syas.g_01964
OG0001391	Prar.g_01543	Syas.g_01965
OG0001392	Prar.g_01542	Syas.g_01966
OG0001393	Prar.g_01541	Syas.g_01967
OG0001395	Prar.g_01891	Syas.g_00195
OG0001399	Prar.g_01097	Syas.g_02459
OG0001403	Prar.g_00008	Syas.g_02069
OG0001406	Prar.g_01913	Syas.g_00469
OG0001408	Prar.g_01932, Prar.g_01931	Syas.g_00142
OG0001409	Prar.g_01256	Syas.g_00154
OG0001411	Prar.g_00869	Syas.g_01156
OG0001413	Prar.g_00763	Syas.g_01481
OG0001416	Prar.g_00507	Syas.g_01061
OG0001417	Prar.g_00518, Prar.g_00519	Syas.g_00507
OG0001418	Prar.g_01514	Syas.g_01177
OG0001420	Prar.g_01316	Syas.g_00017
OG0001423	Prar.g_01560	Syas.g_02532
OG0001428	Prar.g_00155	Syas.g_02325
OG0001429	Prar.g_01673	Syas.g_00401
OG0001432	Prar.g_00764	Syas.g_01484
OG0001433	Prar.g_01180	Syas.g_01398
OG0001435	Prar.g_01772	Syas.g_00678
OG0001438	Prar.g_00294	Syas.g_01767
OG0001439	Prar.g_00280	Syas.g_01809
OG0001441	Prar.g_01351	Syas.g_00008
OG0001447	Prar.g_00202	Syas.g_02390
OG0001450	Prar.g_01517	Syas.g_02208, Syas.g_00474
OG0001451	Prar.g_01745	Syas.g_02342, Syas.g_02343
OG0001452	Prar.g_01762	Syas.g_01700
OG0001453	Prar.g_01854	Syas.g_00547
OG0001454	Prar.g_01942	Syas.g_01483
OG0001456	Prar.g_01286	Syas.g_01969
OG0001457	Prar.g_01285	Syas.g_01970
OG0001458	Prar.g_01284	Syas.g_01971
OG0001459	Prar.g_00996	Syas.g_02778
OG0001471	Prar.g_00762	Syas.g_01819
OG0001473	Prar.g_00671	Syas.g_00323
OG0001474	Prar.g_00400	Syas.g_01534
OG0001475	Prar.g_00887	Syas.g_02120
OG0001479	Prar.g_00397	Syas.g_01537
OG0001480	Prar.g_00429	Syas.g_00771
OG0001482	Prar.g_00505	Syas.g_00535
OG0001486	Prar.g_01265	Syas.g_01186
OG0001492	Prar.g_01216	Syas.g_01077
OG0001493	Prar.g_01208	Syas.g_01069
OG0001494	Prar.g_00381	Syas.g_02633
OG0001502	Prar.g_01657	Syas.g_00290
OG0001504	Prar.g_00995	Syas.g_02777
OG0001507	Prar.g_00714	Syas.g_01183
OG0001508	Prar.g_00890	Syas.g_02114
OG0001520	Prar.g_00454, Prar.g_00455	Syas.g_00828
OG0001522	Prar.g_01716	Syas.g_00369
OG0001528	Prar.g_00888	Syas.g_02116
OG0001546	Prar.g_01354	Syas.g_00011
OG0001554	Prar.g_00756	Syas.g_00153
OG0001555	Prar.g_00742	Syas.g_00654
OG0001565	Prar.g_00475	Syas.g_00351
OG0001584	Prar.g_01806	Syas.g_00607
OG0001587	Prar.g_01118	Syas.g_02569
OG0001625	Prar.g_00329	Syas.g_01708
OG0001627	Prar.g_01643	Syas.g_01474
OG0001647	Prar.g_00314	Syas.g_01738
OG0001704	Prar.g_00562, Prar.g_00566, Prar.g_01198	Syas.g_00425, Syas.g_00426
OG0001726	Prar.g_00469	Syas.g_00337
OG0001924	Prar.g_01574	Syas.g_00040
OG0001925	Prar.g_01573	Syas.g_00041
OG0001926	Prar.g_01572	Syas.g_00042
OG0001927	Prar.g_01571	Syas.g_00043
OG0001993	Prar.g_01576	Syas.g_00038
OG0001994	Prar.g_01575	Syas.g_00039
OG0002109	Prar.g_00937	Syas.g_02770
OG0002274	Prar.g_00853	Syas.g_02624
OG0002364	Prar.g_01674	Syas.g_00402
OG0002478	Prar.g_00474	Syas.g_01099
OG0002895	Prar.g_00938	Syas.g_02769
