Orthogroup	Prar	Pral
OG0001166	Prar.g_00622	Pral.g_00271
OG0001167	Prar.g_00623	Pral.g_00272
OG0001168	Prar.g_00625	Pral.g_00274
OG0001169	Prar.g_00626	Pral.g_00275
OG0001170	Prar.g_00628	Pral.g_00278
OG0001171	Prar.g_00629	Pral.g_00279
OG0001172	Prar.g_00630	Pral.g_00280
OG0001173	Prar.g_00632	Pral.g_00282
OG0001174	Prar.g_00634	Pral.g_00284
OG0001175	Prar.g_00636	Pral.g_00286
OG0001176	Prar.g_00637	Pral.g_00288
OG0001177	Prar.g_00639	Pral.g_00290
OG0001178	Prar.g_00640	Pral.g_00291
OG0001179	Prar.g_00641	Pral.g_00292
OG0001180	Prar.g_00642	Pral.g_00293
OG0001181	Prar.g_00643	Pral.g_00294
OG0001182	Prar.g_00644	Pral.g_00295
OG0001183	Prar.g_00645	Pral.g_00296
OG0001184	Prar.g_00646	Pral.g_00297
OG0001185	Prar.g_00647	Pral.g_00298
OG0001186	Prar.g_00648	Pral.g_00300
OG0001187	Prar.g_00649	Pral.g_00301
OG0001188	Prar.g_00650	Pral.g_00302
OG0001189	Prar.g_00651	Pral.g_00303
OG0001190	Prar.g_00652	Pral.g_00304
OG0001191	Prar.g_00654	Pral.g_00306
OG0001192	Prar.g_00656	Pral.g_00308
OG0001193	Prar.g_00657	Pral.g_00309
OG0001194	Prar.g_00658	Pral.g_00310
OG0001195	Prar.g_00659	Pral.g_00312
OG0001196	Prar.g_00661	Pral.g_00314
OG0001197	Prar.g_00663	Pral.g_00317
OG0001198	Prar.g_00664	Pral.g_00318
OG0001199	Prar.g_00665	Pral.g_00319
OG0001200	Prar.g_00666	Pral.g_00320
OG0001201	Prar.g_00667	Pral.g_00321
OG0001202	Prar.g_00668	Pral.g_00322
OG0001203	Prar.g_00670	Pral.g_00324
OG0001204	Prar.g_00673	Pral.g_00326
OG0001205	Prar.g_00674	Pral.g_00327
OG0001206	Prar.g_00675	Pral.g_00328
OG0001207	Prar.g_00676	Pral.g_00329
OG0001208	Prar.g_00677	Pral.g_00330
OG0001209	Prar.g_00678	Pral.g_00331
OG0001210	Prar.g_00679	Pral.g_00332
OG0001211	Prar.g_00680	Pral.g_00333
OG0001212	Prar.g_00681	Pral.g_00334
OG0001213	Prar.g_00682	Pral.g_00335
OG0001214	Prar.g_00683	Pral.g_00336
OG0001215	Prar.g_00684	Pral.g_00337
OG0001216	Prar.g_00685	Pral.g_00338
OG0001217	Prar.g_00686	Pral.g_00339
OG0001218	Prar.g_00687	Pral.g_00340
OG0001219	Prar.g_00688	Pral.g_00341
OG0001220	Prar.g_00689	Pral.g_00342
OG0001221	Prar.g_00690	Pral.g_00343
OG0001222	Prar.g_00692	Pral.g_00345
OG0001223	Prar.g_00694	Pral.g_00347
OG0001224	Prar.g_00695	Pral.g_00349
OG0001225	Prar.g_00697	Pral.g_00351
OG0001226	Prar.g_00698	Pral.g_00352
OG0001227	Prar.g_00699	Pral.g_00353
OG0001228	Prar.g_00700	Pral.g_00354
OG0001229	Prar.g_00701	Pral.g_00355
OG0001230	Prar.g_00702	Pral.g_00356
OG0001231	Prar.g_00703	Pral.g_00357
OG0001232	Prar.g_00705	Pral.g_00359
OG0001233	Prar.g_00706	Pral.g_00360
OG0001234	Prar.g_00707	Pral.g_00361
OG0001235	Prar.g_00708	Pral.g_00362
OG0001236	Prar.g_00709	Pral.g_00363
OG0001237	Prar.g_00074	Pral.g_00366
OG0001238	Prar.g_00073	Pral.g_00367
OG0001239	Prar.g_00070	Pral.g_00373
OG0001240	Prar.g_00069	Pral.g_00374
OG0001241	Prar.g_00068	Pral.g_00375
OG0001242	Prar.g_00067	Pral.g_00377
OG0001243	Prar.g_00066	Pral.g_00378
OG0001244	Prar.g_00065	Pral.g_00379
OG0001245	Prar.g_00064	Pral.g_00380
OG0001246	Prar.g_00063	Pral.g_00381
OG0001247	Prar.g_00062	Pral.g_00382
OG0001248	Prar.g_00061	Pral.g_00383
OG0001249	Prar.g_00060	Pral.g_00384
OG0001250	Prar.g_00059	Pral.g_00386
OG0001251	Prar.g_00058	Pral.g_00387
OG0001252	Prar.g_00057	Pral.g_00388
OG0001253	Prar.g_00056	Pral.g_00389
OG0001254	Prar.g_00054	Pral.g_00391
OG0001255	Prar.g_00053	Pral.g_00392
OG0001256	Prar.g_00051	Pral.g_00396
OG0001257	Prar.g_00050	Pral.g_00397
OG0001258	Prar.g_00049	Pral.g_00398
OG0001259	Prar.g_00047	Pral.g_00401
OG0001260	Prar.g_00046	Pral.g_00402
OG0001261	Prar.g_00045	Pral.g_00403
OG0001262	Prar.g_00044	Pral.g_00404
OG0001263	Prar.g_00043	Pral.g_00405
OG0001264	Prar.g_00042	Pral.g_00406
OG0001265	Prar.g_00041	Pral.g_00407
OG0001266	Prar.g_00040	Pral.g_00408
OG0001267	Prar.g_00039	Pral.g_00409
OG0001268	Prar.g_00038	Pral.g_00410
OG0001269	Prar.g_00236	Pral.g_00955
OG0001270	Prar.g_00190	Pral.g_00907
OG0001271	Prar.g_00177	Pral.g_00895
OG0001272	Prar.g_00306	Pral.g_00758
OG0001273	Prar.g_00393	Pral.g_00699
OG0001274	Prar.g_00532	Pral.g_00609
OG0001276	Prar.g_01419	Pral.g_00499
OG0001277	Prar.g_01637	Pral.g_01689
OG0001278	Prar.g_01734	Pral.g_01539
OG0001279	Prar.g_01775	Pral.g_01800
OG0001280	Prar.g_01880	Pral.g_01598
OG0001281	Prar.g_01928	Pral.g_01320, Pral.g_00967
OG0001282	Prar.g_01946	Pral.g_01856
OG0001283	Prar.g_01951	Pral.g_01317
OG0001284	Prar.g_01322	Pral.g_01732
OG0001286	Prar.g_01266	Pral.g_01364
OG0001288	Prar.g_00807	Pral.g_01116
OG0001289	Prar.g_00796	Pral.g_01102
OG0001291	Prar.g_00754	Pral.g_00572
OG0001294	Prar.g_00722, Prar.g_01158	Pral.g_01040
OG0001296	Prar.g_01151	Pral.g_00098
OG0001297	Prar.g_01147	Pral.g_00102
OG0001298	Prar.g_01144	Pral.g_00105
OG0001299	Prar.g_01111	Pral.g_00175
OG0001300	Prar.g_01086	Pral.g_00112
OG0001301	Prar.g_00635	Pral.g_00285
OG0001302	Prar.g_00662	Pral.g_00316
OG0001303	Prar.g_00693	Pral.g_00346
OG0001304	Prar.g_00048	Pral.g_00400
OG0001305	Prar.g_01155, Prar.g_01007, Prar.g_01561	Pral.g_01891
OG0001306	Prar.g_00485	Pral.g_00657
OG0001307	Prar.g_00008	Pral.g_01013
OG0001308	Prar.g_00547	Pral.g_00976
OG0001310	Prar.g_00252	Pral.g_00971
OG0001311	Prar.g_00235	Pral.g_00954
OG0001312	Prar.g_00209	Pral.g_00926
OG0001313	Prar.g_00203	Pral.g_00919
OG0001317	Prar.g_00434	Pral.g_00671
OG0001318	Prar.g_01467	Pral.g_01438
OG0001321	Prar.g_01900	Pral.g_01565
OG0001322	Prar.g_01937	Pral.g_01703
OG0001323	Prar.g_01314	Pral.g_00348
OG0001324	Prar.g_01311	Pral.g_00034
OG0001325	Prar.g_01304	Pral.g_01701
OG0001327	Prar.g_00927	Pral.g_01237
OG0001329	Prar.g_01120	Pral.g_00130
OG0001330	Prar.g_00613	Pral.g_00166
OG0001331	Prar.g_00631	Pral.g_00281
OG0001332	Prar.g_00187	Pral.g_00904
OG0001333	Prar.g_00089	Pral.g_00802
OG0001335	Prar.g_01920	Pral.g_01810
OG0001336	Prar.g_01940	Pral.g_01829
OG0001338	Prar.g_00977	Pral.g_01047
OG0001339	Prar.g_00950	Pral.g_01276
OG0001340	Prar.g_00891	Pral.g_00394
OG0001341	Prar.g_00758	Pral.g_01069
OG0001343	Prar.g_01146	Pral.g_00103
OG0001344	Prar.g_00602	Pral.g_00155
OG0001346	Prar.g_00655	Pral.g_00307
OG0001347	Prar.g_00691	Pral.g_00344
OG0001348	Prar.g_00200	Pral.g_00917
OG0001349	Prar.g_00210	Pral.g_00927
OG0001350	Prar.g_00183	Pral.g_00670
OG0001351	Prar.g_00124	Pral.g_00841
OG0001352	Prar.g_00079	Pral.g_00791
OG0001353	Prar.g_00326	Pral.g_00778
OG0001354	Prar.g_00307	Pral.g_00759
OG0001355	Prar.g_00399	Pral.g_00693
OG0001356	Prar.g_00439	Pral.g_00025
OG0001357	Prar.g_00482	Pral.g_00660
OG0001358	Prar.g_00522	Pral.g_00620
OG0001359	Prar.g_00536	Pral.g_00605
OG0001360	Prar.g_01340	Pral.g_00581
OG0001362	Prar.g_01406	Pral.g_00511
OG0001363	Prar.g_01533	Pral.g_00818
OG0001364	Prar.g_00591, Prar.g_01667	Pral.g_01666
OG0001365	Prar.g_01724	Pral.g_01529
OG0001366	Prar.g_01757	Pral.g_01822
OG0001367	Prar.g_01860	Pral.g_01585
OG0001368	Prar.g_01879	Pral.g_01597
OG0001369	Prar.g_01292	Pral.g_00073
OG0001370	Prar.g_01291	Pral.g_00072
OG0001371	Prar.g_01213	Pral.g_01425
OG0001373	Prar.g_00777	Pral.g_01082
OG0001374	Prar.g_01116	Pral.g_01055
OG0001375	Prar.g_01958	Pral.g_00144
OG0001378	Prar.g_01881	Pral.g_01599
OG0001379	Prar.g_00551	Pral.g_00981
OG0001380	Prar.g_00550	Pral.g_00979
OG0001381	Prar.g_00241	Pral.g_00960
OG0001382	Prar.g_00193	Pral.g_00909
OG0001383	Prar.g_00093	Pral.g_00806
OG0001384	Prar.g_00331	Pral.g_00782
OG0001385	Prar.g_00315	Pral.g_00766
OG0001386	Prar.g_00422	Pral.g_01119
OG0001389	Prar.g_00502	Pral.g_00634
OG0001390	Prar.g_00509	Pral.g_00628
OG0001391	Prar.g_01335	Pral.g_00586
OG0001392	Prar.g_01342	Pral.g_00579
OG0001393	Prar.g_01349	Pral.g_00570
OG0001394	Prar.g_01496	Pral.g_01468
OG0001395	Prar.g_01504	Pral.g_01768
OG0001396	Prar.g_01506	Pral.g_01767
OG0001397	Prar.g_01512	Pral.g_01760
OG0001398	Prar.g_01604	Pral.g_01724
OG0001399	Prar.g_01669	Pral.g_01664
OG0001400	Prar.g_01756	Pral.g_01823
OG0001401	Prar.g_01758	Pral.g_01821
OG0001402	Prar.g_01781	Pral.g_01794
OG0001403	Prar.g_01784	Pral.g_01791
OG0001405	Prar.g_01889	Pral.g_01577
OG0001406	Prar.g_01908	Pral.g_01557
OG0001407	Prar.g_01918	Pral.g_01834
OG0001408	Prar.g_01926	Pral.g_00051
OG0001409	Prar.g_01934	Pral.g_01855
OG0001410	Prar.g_01277	Pral.g_01352
OG0001411	Prar.g_00975	Pral.g_01903
OG0001412	Prar.g_00954	Pral.g_01280
OG0001413	Prar.g_00920	Pral.g_01693
OG0001414	Prar.g_00910	Pral.g_01221
OG0001415	Prar.g_00808	Pral.g_01117
OG0001416	Prar.g_00805	Pral.g_01113
OG0001417	Prar.g_00757	Pral.g_01068
OG0001418	Prar.g_00744	Pral.g_01862
OG0001420	Prar.g_00988	Pral.g_00064
OG0001421	Prar.g_01814	Pral.g_01651
OG0001422	Prar.g_01172	Pral.g_01888
OG0001424	Prar.g_00556	Pral.g_01326
OG0001425	Prar.g_00261	Pral.g_00713
OG0001426	Prar.g_00424	Pral.g_01695
OG0001427	Prar.g_01351	Pral.g_00568
OG0001430	Prar.g_01673	Pral.g_01659
OG0001431	Prar.g_01760	Pral.g_01819
OG0001432	Prar.g_01765	Pral.g_01814
OG0001434	Prar.g_01290	Pral.g_01892
OG0001435	Prar.g_01201	Pral.g_01067
OG0001437	Prar.g_00732	Pral.g_01303
OG0001438	Prar.g_00052	Pral.g_00395
OG0001440	Prar.g_00433	Pral.g_01294, Pral.g_00087
OG0001442	Prar.g_01872	Pral.g_01844
OG0001444	Prar.g_01927	Pral.g_00052
OG0001445	Prar.g_00746	Pral.g_01863
OG0001448	Prar.g_01450	Pral.g_00467
OG0001449	Prar.g_01319	Pral.g_00426
OG0001451	Prar.g_01280	Pral.g_01349
OG0001452	Prar.g_01244	Pral.g_01389
OG0001453	Prar.g_00987	Pral.g_00054
OG0001454	Prar.g_00985	Pral.g_00053
OG0001455	Prar.g_00984	Pral.g_01329
OG0001459	Prar.g_00718, Prar.g_01169, Prar.g_01194, Prar.g_01161	Pral.g_00070
OG0001460	Prar.g_00427	Pral.g_01851
OG0001461	Prar.g_00437	Pral.g_01880
OG0001464	Prar.g_01389	Pral.g_00531
OG0001465	Prar.g_01418	Pral.g_00500
OG0001466	Prar.g_01532	Pral.g_01735
OG0001467	Prar.g_01662	Pral.g_01223
OG0001469	Prar.g_01747	Pral.g_00448
OG0001470	Prar.g_01871	Pral.g_01330
OG0001471	Prar.g_01917	Pral.g_00630
OG0001472	Prar.g_01922	Pral.g_00428
OG0001473	Prar.g_01925	Pral.g_01850
OG0001474	Prar.g_00982	Pral.g_01309
OG0001476	Prar.g_00342	Pral.g_01168
OG0001478	Prar.g_00624	Pral.g_00273
OG0001479	Prar.g_01265	Pral.g_01365
OG0001480	Prar.g_00724, Prar.g_01199	Pral.g_01057
OG0001482	Prar.g_00267	Pral.g_00719
OG0001484	Prar.g_00475	Pral.g_01872
OG0001487	Prar.g_01806	Pral.g_01478
OG0001494	Prar.g_01247	Pral.g_01386
OG0001497	Prar.g_00869	Pral.g_01264
OG0001498	Prar.g_01118	Pral.g_00168
OG0001507	Prar.g_01659	Pral.g_01858
OG0001509	Prar.g_01716	Pral.g_01521
OG0001524	Prar.g_01196	Pral.g_00425
OG0001525	Prar.g_01941	Pral.g_01325
OG0001526	Prar.g_01281	Pral.g_01348
OG0001529	Prar.g_00616	Pral.g_00265
OG0001531	Prar.g_01854	Pral.g_00989
OG0001535	Prar.g_00449	Pral.g_00035
OG0001539	Prar.g_00557	Pral.g_01846
OG0001541	Prar.g_01763	Pral.g_01816
OG0001542	Prar.g_01321	Pral.g_00047
OG0001552	Prar.g_00980	Pral.g_01866
OG0001559	Prar.g_01188	Pral.g_00434
OG0001560	Prar.g_01772	Pral.g_01803
OG0001572	Prar.g_01507	Pral.g_01766
OG0001602	Prar.g_00294	Pral.g_00745
OG0001610	Prar.g_01762	Pral.g_01817
OG0001623	Prar.g_01531	Pral.g_01736
OG0001631	Prar.g_01421	Pral.g_01869
OG0001637	Prar.g_01753	Pral.g_01061
OG0001681	Prar.g_01310	Pral.g_00017
OG0001702	Prar.g_00363	Pral.g_01229
OG0001711	Prar.g_01911	Pral.g_01831
OG0001800	Prar.g_00559	Pral.g_01295
OG0001843	Prar.g_00854	Pral.g_01194
OG0001871	Prar.g_01177	Pral.g_01842
OG0001875	Prar.g_00587	Pral.g_00067
OG0001954	Prar.g_00853	Pral.g_01196
OG0001956	Prar.g_00615	Pral.g_01244
OG0001961	Prar.g_00389	Pral.g_00016
OG0001962	Prar.g_00560	Pral.g_01375
OG0002028	Prar.g_01588	Pral.g_01241
OG0002073	Prar.g_01085	Pral.g_01242
