Orthogroup	Prbc	Prae
OG0001114	Prbc.g_02045	Prae.g_00973
OG0001115	Prbc.g_02047	Prae.g_00975
OG0001116	Prbc.g_02048	Prae.g_00976
OG0001117	Prbc.g_02049	Prae.g_00977
OG0001118	Prbc.g_02050	Prae.g_00978
OG0001119	Prbc.g_02051	Prae.g_00979
OG0001120	Prbc.g_02052	Prae.g_00981
OG0001121	Prbc.g_00645	Prae.g_01128, Prae.g_00984
OG0001122	Prbc.g_02081	Prae.g_01012
OG0001123	Prbc.g_02086	Prae.g_01016
OG0001124	Prbc.g_02088	Prae.g_01018
OG0001125	Prbc.g_02090	Prae.g_01019
OG0001126	Prbc.g_02101	Prae.g_01029
OG0001127	Prbc.g_02102	Prae.g_01030
OG0001128	Prbc.g_02105	Prae.g_01032
OG0001129	Prbc.g_02106	Prae.g_01033
OG0001130	Prbc.g_02107	Prae.g_01034
OG0001131	Prbc.g_01941	Prae.g_01072
OG0001132	Prbc.g_02152	Prae.g_01081
OG0001133	Prbc.g_02128	Prae.g_01115
OG0001134	Prbc.g_00896	Prae.g_01130
OG0001135	Prbc.g_00899	Prae.g_01133
OG0001136	Prbc.g_01449	Prae.g_01160
OG0001137	Prbc.g_01436	Prae.g_01171
OG0001138	Prbc.g_01416	Prae.g_01189
OG0001139	Prbc.g_01414	Prae.g_01190
OG0001140	Prbc.g_01413	Prae.g_01191
OG0001141	Prbc.g_01412	Prae.g_01192
OG0001142	Prbc.g_01411	Prae.g_01193
OG0001143	Prbc.g_01404	Prae.g_01200
OG0001144	Prbc.g_01399	Prae.g_01205
OG0001145	Prbc.g_00558	Prae.g_01320
OG0001146	Prbc.g_00570	Prae.g_01333
OG0001147	Prbc.g_00589	Prae.g_01354
OG0001148	Prbc.g_00659	Prae.g_01370
OG0001149	Prbc.g_00660	Prae.g_01371
OG0001150	Prbc.g_00661	Prae.g_01372
OG0001151	Prbc.g_00672	Prae.g_01383
OG0001152	Prbc.g_00673	Prae.g_01384
OG0001153	Prbc.g_00739	Prae.g_01491
OG0001154	Prbc.g_00740	Prae.g_01492
OG0001155	Prbc.g_00756	Prae.g_01504
OG0001156	Prbc.g_00759	Prae.g_01507
OG0001157	Prbc.g_00760	Prae.g_01508
OG0001158	Prbc.g_00761	Prae.g_01509
OG0001159	Prbc.g_00762	Prae.g_01510
OG0001160	Prbc.g_00787	Prae.g_01534
OG0001161	Prbc.g_01485	Prae.g_01547
OG0001162	Prbc.g_00799	Prae.g_01558
OG0001163	Prbc.g_00825	Prae.g_01615
OG0001164	Prbc.g_00829	Prae.g_01619
OG0001165	Prbc.g_00831	Prae.g_01622
OG0001166	Prbc.g_00849	Prae.g_01642
OG0001167	Prbc.g_00867	Prae.g_01659
OG0001168	Prbc.g_00868	Prae.g_01661
OG0001169	Prbc.g_00870	Prae.g_01663
OG0001170	Prbc.g_00872	Prae.g_01665
OG0001171	Prbc.g_00882	Prae.g_01674
OG0001172	Prbc.g_00937	Prae.g_01689
OG0001173	Prbc.g_00938	Prae.g_01690
OG0001174	Prbc.g_00946	Prae.g_01698
OG0001175	Prbc.g_00947	Prae.g_01699
OG0001176	Prbc.g_00959	Prae.g_01706
OG0001177	Prbc.g_00957	Prae.g_01709
OG0001178	Prbc.g_01309	Prae.g_01714
OG0001179	Prbc.g_00301	Prae.g_01742
OG0001180	Prbc.g_00278	Prae.g_01765
OG0001181	Prbc.g_00274	Prae.g_01769
OG0001182	Prbc.g_00266	Prae.g_01776
OG0001183	Prbc.g_00247	Prae.g_01780
OG0001184	Prbc.g_00231	Prae.g_01796
OG0001185	Prbc.g_00216	Prae.g_01810
OG0001186	Prbc.g_00189	Prae.g_01833
OG0001187	Prbc.g_00966	Prae.g_01837
OG0001188	Prbc.g_00968	Prae.g_01839
OG0001189	Prbc.g_00985	Prae.g_01856
OG0001190	Prbc.g_00990	Prae.g_01860
OG0001191	Prbc.g_01000	Prae.g_01870
OG0001192	Prbc.g_01005	Prae.g_01875
OG0001193	Prbc.g_01018	Prae.g_01885
OG0001194	Prbc.g_01019	Prae.g_01886
OG0001195	Prbc.g_01020	Prae.g_01887
OG0001196	Prbc.g_01054	Prae.g_01900
OG0001197	Prbc.g_01056	Prae.g_01901
OG0001198	Prbc.g_01066	Prae.g_01908
OG0001199	Prbc.g_00499	Prae.g_00074
OG0001200	Prbc.g_00497	Prae.g_00076
OG0001201	Prbc.g_00465	Prae.g_00107
OG0001202	Prbc.g_00372	Prae.g_00202
OG0001203	Prbc.g_00332	Prae.g_00241
OG0001204	Prbc.g_01141	Prae.g_00246
OG0001205	Prbc.g_01506	Prae.g_00419
OG0001206	Prbc.g_01525	Prae.g_00436
OG0001207	Prbc.g_01536	Prae.g_00451
OG0001208	Prbc.g_01542	Prae.g_00456
OG0001209	Prbc.g_01614	Prae.g_00510
OG0001210	Prbc.g_01619	Prae.g_00515
OG0001211	Prbc.g_01630	Prae.g_00525
OG0001212	Prbc.g_01672	Prae.g_00570
OG0001213	Prbc.g_01706	Prae.g_00603
OG0001214	Prbc.g_01714	Prae.g_00611
OG0001215	Prbc.g_01772	Prae.g_00664
OG0001216	Prbc.g_01789	Prae.g_00713
OG0001217	Prbc.g_00521	Prae.g_00752
OG0001218	Prbc.g_01829	Prae.g_00759
OG0001219	Prbc.g_02005	Prae.g_00794
OG0001220	Prbc.g_01913	Prae.g_00857
OG0001221	Prbc.g_01989	Prae.g_00919
OG0001222	Prbc.g_01936	Prae.g_00956
OG0001223	Prbc.g_02053	Prae.g_00982
OG0001224	Prbc.g_02109	Prae.g_01036
OG0001225	Prbc.g_02111	Prae.g_01038
OG0001226	Prbc.g_00930	Prae.g_01066
OG0001227	Prbc.g_02133	Prae.g_01084
OG0001228	Prbc.g_01396	Prae.g_01208
OG0001229	Prbc.g_00138	Prae.g_01366
OG0001230	Prbc.g_00700	Prae.g_01451
OG0001231	Prbc.g_01833	Prae.g_01556
OG0001232	Prbc.g_00853	Prae.g_01646
OG0001233	Prbc.g_00873	Prae.g_01666
OG0001234	Prbc.g_00949	Prae.g_01701
OG0001235	Prbc.g_00953	Prae.g_01711
OG0001236	Prbc.g_00234	Prae.g_01793
OG0001237	Prbc.g_00230	Prae.g_01797
OG0001238	Prbc.g_01001	Prae.g_01871
OG0001239	Prbc.g_00502	Prae.g_00071
OG0001240	Prbc.g_00480	Prae.g_00093
OG0001241	Prbc.g_00471	Prae.g_00101
OG0001242	Prbc.g_00452	Prae.g_00119
OG0001243	Prbc.g_00445	Prae.g_00125
OG0001244	Prbc.g_00429	Prae.g_00141
OG0001245	Prbc.g_01317	Prae.g_00380
OG0001246	Prbc.g_01584	Prae.g_00478
OG0001247	Prbc.g_01765	Prae.g_00657
OG0001248	Prbc.g_01767	Prae.g_00659
OG0001249	Prbc.g_01230	Prae.g_00784
OG0001251	Prbc.g_00923	Prae.g_00893
OG0001252	Prbc.g_02104	Prae.g_01031
OG0001253	Prbc.g_00804	Prae.g_01085
OG0001254	Prbc.g_00898	Prae.g_01132
OG0001255	Prbc.g_01463	Prae.g_01147
OG0001256	Prbc.g_00795	Prae.g_01549
OG0001257	Prbc.g_00800	Prae.g_01555
OG0001259	Prbc.g_00871	Prae.g_01664
OG0001260	Prbc.g_00888	Prae.g_01680
OG0001261	Prbc.g_00293	Prae.g_01750
OG0001262	Prbc.g_00983	Prae.g_01854
OG0001263	Prbc.g_00442	Prae.g_00128
OG0001269	Prbc.g_01912	Prae.g_00358
OG0001273	Prbc.g_01708	Prae.g_00605
OG0001277	Prbc.g_01042	Prae.g_01074
OG0001279	Prbc.g_00133	Prae.g_01265
OG0001280	Prbc.g_00565	Prae.g_01328
OG0001282	Prbc.g_00658	Prae.g_01369
OG0001283	Prbc.g_01050	Prae.g_01388
OG0001284	Prbc.g_00781	Prae.g_01529
OG0001285	Prbc.g_00856	Prae.g_01649
OG0001286	Prbc.g_00280	Prae.g_01762
OG0001287	Prbc.g_00209	Prae.g_01817
OG0001288	Prbc.g_00198	Prae.g_01826
OG0001289	Prbc.g_00486	Prae.g_00087
OG0001290	Prbc.g_00472	Prae.g_00100
OG0001294	Prbc.g_01483, Prbc.g_00646	Prae.g_00378
OG0001295	Prbc.g_01471	Prae.g_00441
OG0001296	Prbc.g_01589	Prae.g_00483
OG0001297	Prbc.g_01594	Prae.g_00488
OG0001299	Prbc.g_01744	Prae.g_00640
OG0001300	Prbc.g_01776	Prae.g_00667
OG0001301	Prbc.g_01778	Prae.g_00670
OG0001302	Prbc.g_02003	Prae.g_00793
OG0001303	Prbc.g_00092	Prae.g_00996
OG0001304	Prbc.g_02095	Prae.g_01025
OG0001305	Prbc.g_01931	Prae.g_01044
OG0001306	Prbc.g_01461	Prae.g_01149
OG0001307	Prbc.g_00586	Prae.g_01351
OG0001308	Prbc.g_00719	Prae.g_01469
OG0001309	Prbc.g_01598	Prae.g_01553
OG0001310	Prbc.g_00843	Prae.g_01635
OG0001311	Prbc.g_02087	Prae.g_01017
OG0001315	Prbc.g_00249	Prae.g_00061
OG0001316	Prbc.g_00431	Prae.g_00140
OG0001317	Prbc.g_00336	Prae.g_00237
OG0001318	Prbc.g_01152	Prae.g_00259
OG0001320	Prbc.g_00037, Prbc.g_00013, Prbc.g_00125	Prae.g_00381
OG0001321	Prbc.g_01512	Prae.g_00425
OG0001322	Prbc.g_01513	Prae.g_00426
OG0001324	Prbc.g_01777	Prae.g_00668
OG0001325	Prbc.g_01792	Prae.g_00716
OG0001326	Prbc.g_00915	Prae.g_00881
OG0001327	Prbc.g_01966	Prae.g_01057
OG0001328	Prbc.g_01985	Prae.g_01083
OG0001329	Prbc.g_00803	Prae.g_01122
OG0001330	Prbc.g_00559	Prae.g_01292
OG0001331	Prbc.g_00663	Prae.g_01374
OG0001332	Prbc.g_00754	Prae.g_01502
OG0001334	Prbc.g_00244	Prae.g_01783
OG0001335	Prbc.g_00243	Prae.g_01784
OG0001336	Prbc.g_01051	Prae.g_01897
OG0001339	Prbc.g_00469	Prae.g_00103
OG0001340	Prbc.g_01225	Prae.g_00329
OG0001341	Prbc.g_00539	Prae.g_00750
OG0001342	Prbc.g_00075, Prbc.g_02065, Prbc.g_02064, Prbc.g_00543, Prbc.g_00059, Prbc.g_02139	Prae.g_00788
OG0001343	Prbc.g_01956, Prbc.g_01957	Prae.g_00890
OG0001344	Prbc.g_01441	Prae.g_01167
OG0001345	Prbc.g_01425	Prae.g_01182
OG0001346	Prbc.g_00567	Prae.g_01330
OG0001348	Prbc.g_02169	Prae.g_01578
OG0001350	Prbc.g_00333	Prae.g_00240
OG0001351	Prbc.g_01515	Prae.g_00428
OG0001352	Prbc.g_01761	Prae.g_00654
OG0001354	Prbc.g_02046	Prae.g_00974
OG0001356	Prbc.g_00603	Prae.g_01231
OG0001358	Prbc.g_01697	Prae.g_00594
OG0001359	Prbc.g_01958	Prae.g_00891
OG0001360	Prbc.g_01423	Prae.g_01086
OG0001362	Prbc.g_00723	Prae.g_01473
OG0001363	Prbc.g_01521	Prae.g_01475
OG0001365	Prbc.g_00994	Prae.g_01864
OG0001369	Prbc.g_00481	Prae.g_00092
OG0001371	Prbc.g_01760	Prae.g_00653
OG0001373	Prbc.g_00914	Prae.g_00880
OG0001374	Prbc.g_00922	Prae.g_00888
OG0001375	Prbc.g_01955	Prae.g_00889
OG0001376	Prbc.g_01943	Prae.g_01050
OG0001377	Prbc.g_01944	Prae.g_01051
OG0001378	Prbc.g_01495	Prae.g_01095
OG0001380	Prbc.g_01470	Prae.g_01356
OG0001381	Prbc.g_00655	Prae.g_01362
OG0001384	Prbc.g_02171, Prbc.g_02158, Prbc.g_00045	Prae.g_00738, Prae.g_01546
OG0001385	Prbc.g_00911	Prae.g_00877
OG0001386	Prbc.g_00912	Prae.g_00878
OG0001387	Prbc.g_00913	Prae.g_00879
OG0001388	Prbc.g_00916	Prae.g_00882
OG0001389	Prbc.g_00917	Prae.g_00883
OG0001390	Prbc.g_00918	Prae.g_00884
OG0001391	Prbc.g_00919	Prae.g_00885
OG0001392	Prbc.g_00920	Prae.g_00886
OG0001393	Prbc.g_00921	Prae.g_00887
OG0001395	Prbc.g_02098	Prae.g_01027
OG0001397	Prbc.g_00724	Prae.g_01474
OG0001398	Prbc.g_01806	Prae.g_01583
OG0001399	Prbc.g_00264, Prbc.g_01136, Prbc.g_01235	Prae.g_01703
OG0001401	Prbc.g_01896	Prae.g_00687
OG0001402	Prbc.g_01701	Prae.g_00767
OG0001403	Prbc.g_01100	Prae.g_00030
OG0001404	Prbc.g_00505	Prae.g_00068
OG0001405	Prbc.g_01218	Prae.g_00327
OG0001406	Prbc.g_01942	Prae.g_01049
OG0001407	Prbc.g_01947	Prae.g_01064
OG0001408	Prbc.g_02187	Prae.g_01069
OG0001409	Prbc.g_01437	Prae.g_01170
OG0001410	Prbc.g_00587	Prae.g_01352
OG0001413	Prbc.g_01834	Prae.g_01544
OG0001414	Prbc.g_00342	Prae.g_00232
OG0001415	Prbc.g_00340	Prae.g_00234
OG0001417	Prbc.g_01482	Prae.g_00443
OG0001418	Prbc.g_01766	Prae.g_00658
OG0001419	Prbc.g_01825	Prae.g_01065
OG0001420	Prbc.g_00119	Prae.g_01104
OG0001421	Prbc.g_00796	Prae.g_01550
OG0001422	Prbc.g_02129	Prae.g_01576
OG0001424	Prbc.g_01380	Prae.g_00894
OG0001425	Prbc.g_01004	Prae.g_01874
OG0001429	Prbc.g_02006	Prae.g_00795
OG0001430	Prbc.g_01945	Prae.g_01287
OG0001431	Prbc.g_00143	Prae.g_01290
OG0001432	Prbc.g_02076	Prae.g_01542
OG0001433	Prbc.g_00602	Prae.g_01232
OG0001437	Prbc.g_00341	Prae.g_00233
OG0001439	Prbc.g_01199	Prae.g_00308
OG0001440	Prbc.g_01315	Prae.g_00402
OG0001441	Prbc.g_01601	Prae.g_00495
OG0001442	Prbc.g_00689	Prae.g_00741
OG0001446	Prbc.g_00494	Prae.g_00079
OG0001447	Prbc.g_00444	Prae.g_00126
OG0001450	Prbc.g_01769	Prae.g_00661
OG0001451	Prbc.g_01924	Prae.g_00866
OG0001453	Prbc.g_02056	Prae.g_00986
OG0001454	Prbc.g_01310	Prae.g_01079
OG0001455	Prbc.g_01117	Prae.g_01322
OG0001456	Prbc.g_01489	Prae.g_01140
OG0001457	Prbc.g_01488	Prae.g_01141
OG0001458	Prbc.g_01487	Prae.g_01142
OG0001460	Prbc.g_00601	Prae.g_01233
OG0001461	Prbc.g_00014	Prae.g_01228
OG0001463	Prbc.g_01179	Prae.g_00287
OG0001464	Prbc.g_01813	Prae.g_00330
OG0001466	Prbc.g_00148	Prae.g_00740
OG0001467	Prbc.g_00514	Prae.g_00785
OG0001468	Prbc.g_01954	Prae.g_01054
OG0001471	Prbc.g_01484	Prae.g_01545
OG0001472	Prbc.g_01940, Prbc.g_00069	Prae.g_01552
OG0001473	Prbc.g_00642	Prae.g_01834
OG0001474	Prbc.g_01251	Prae.g_00340
OG0001480	Prbc.g_00151	Prae.g_00368
OG0001481	Prbc.g_02120	Prae.g_00373
OG0001482	Prbc.g_02132	Prae.g_00431
OG0001484	Prbc.g_01278	Prae.g_01299
OG0001485	Prbc.g_00144	Prae.g_01588
OG0001486	Prbc.g_01448	Prae.g_01161
OG0001491	Prbc.g_01999	Prae.g_00791
OG0001495	Prbc.g_00956	Prae.g_01708
OG0001499	Prbc.g_00519	Prae.g_00060
OG0001500	Prbc.g_01157	Prae.g_00266
OG0001501	Prbc.g_01290	Prae.g_00679
OG0001503	Prbc.g_02170	Prae.g_01137
OG0001506	Prbc.g_00751	Prae.g_01500
OG0001521	Prbc.g_02071, Prbc.g_01377	Prae.g_00751
OG0001523	Prbc.g_00901	Prae.g_01134
OG0001524	Prbc.g_00902	Prae.g_01135
OG0001526	Prbc.g_02000	Prae.g_01684, Prae.g_01425
OG0001548	Prbc.g_02149	Prae.g_00782
OG0001549	Prbc.g_01922	Prae.g_00864
OG0001550	Prbc.g_01277	Prae.g_01119
OG0001551	Prbc.g_00908	Prae.g_01139
OG0001552	Prbc.g_00904	Prae.g_01225
OG0001553	Prbc.g_00706	Prae.g_01456
OG0001555	Prbc.g_01362, Prbc.g_00822	Prae.g_01566
OG0001566	Prbc.g_01756	Prae.g_00650
OG0001569	Prbc.g_00041	Prae.g_01091
OG0001570	Prbc.g_00639	Prae.g_01106
OG0001571	Prbc.g_01348, Prbc.g_02182	Prae.g_01113
OG0001581	Prbc.g_02147	Prae.g_00147
OG0001582	Prbc.g_01480	Prae.g_00442
OG0001585	Prbc.g_01334	Prae.g_01269
OG0001595	Prbc.g_00506	Prae.g_00067
OG0001596	Prbc.g_00498	Prae.g_00075
OG0001597	Prbc.g_00748	Prae.g_00361
OG0001598	Prbc.g_02116	Prae.g_00399
OG0001599	Prbc.g_01523	Prae.g_00434
OG0001600	Prbc.g_01591	Prae.g_00485
OG0001601	Prbc.g_01754	Prae.g_00648
OG0001603	Prbc.g_02002	Prae.g_00792
OG0001604	Prbc.g_01986	Prae.g_00916
OG0001605	Prbc.g_02144	Prae.g_01008
OG0001606	Prbc.g_00615	Prae.g_01071
OG0001607	Prbc.g_00158	Prae.g_01136
OG0001608	Prbc.g_02160	Prae.g_01359
OG0001609	Prbc.g_00749	Prae.g_01498
OG0001610	Prbc.g_00753	Prae.g_01501
OG0001611	Prbc.g_00613	Prae.g_01564
OG0001612	Prbc.g_00176	Prae.g_01590
OG0001613	Prbc.g_00250	Prae.g_01778
OG0001626	Prbc.g_01302	Prae.g_00749
OG0001629	Prbc.g_00115	Prae.g_00762
OG0001630	Prbc.g_01963	Prae.g_00898
OG0001631	Prbc.g_01814	Prae.g_01060
OG0001632	Prbc.g_00123	Prae.g_01267
OG0001633	Prbc.g_00931	Prae.g_01365
OG0001635	Prbc.g_01559	Prae.g_01601
OG0001648	Prbc.g_00816	Prae.g_00372
OG0001649	Prbc.g_01946	Prae.g_01062
OG0001651	Prbc.g_02157	Prae.g_01562
OG0001662	Prbc.g_00063	Prae.g_01101
OG0001663	Prbc.g_01464	Prae.g_01146
OG0001667	Prbc.g_00142	Prae.g_01295
OG0001684	Prbc.g_01231	Prae.g_00563
OG0001688	Prbc.g_02066, Prbc.g_01379	Prae.g_01059
OG0001689	Prbc.g_00200	Prae.g_01824
OG0001696	Prbc.g_01925	Prae.g_00867
OG0001698	Prbc.g_00678	Prae.g_01058
OG0001706	Prbc.g_00527, Prbc.g_01311	Prae.g_00999
OG0001708	Prbc.g_01465	Prae.g_01145
OG0001710	Prbc.g_01135	Prae.g_01704
OG0001718	Prbc.g_00614	Prae.g_00362
OG0001719	Prbc.g_01297, Prbc.g_00032	Prae.g_00387
OG0001721	Prbc.g_00809	Prae.g_00753
OG0001722	Prbc.g_01961	Prae.g_00896
OG0001723	Prbc.g_00813	Prae.g_01266
OG0001724	Prbc.g_01326, Prbc.g_01347, Prbc.g_01330, Prbc.g_01332	Prae.g_01599
OG0001742	Prbc.g_01279	Prae.g_00376
OG0001743	Prbc.g_01342	Prae.g_01099
OG0001744	Prbc.g_01291	Prae.g_01314
OG0001774	Prbc.g_01757	Prae.g_00651
OG0001775	Prbc.g_00520	Prae.g_01067
OG0001776	Prbc.g_02140	Prae.g_01097
OG0001778	Prbc.g_00581	Prae.g_01289
OG0001779	Prbc.g_00163	Prae.g_01315
OG0001781	Prbc.g_01287	Prae.g_01577
OG0001819	Prbc.g_02123	Prae.g_00388
OG0001820	Prbc.g_00155	Prae.g_00744
OG0001821	Prbc.g_00128	Prae.g_00754
OG0001822	Prbc.g_02072	Prae.g_00774
OG0001823	Prbc.g_00624	Prae.g_00869
OG0001824	Prbc.g_01818	Prae.g_01006
OG0001825	Prbc.g_02117	Prae.g_01068
OG0001826	Prbc.g_01826	Prae.g_01070
OG0001827	Prbc.g_02131	Prae.g_01073
OG0001828	Prbc.g_02186	Prae.g_01094
OG0001829	Prbc.g_00114	Prae.g_01098
OG0001830	Prbc.g_00150	Prae.g_01116
OG0001831	Prbc.g_02146	Prae.g_01129
OG0001832	Prbc.g_00627	Prae.g_01284
OG0001833	Prbc.g_00656	Prae.g_01367
OG0001920	Prbc.g_01314	Prae.g_00680
OG0001921	Prbc.g_00099	Prae.g_00871
OG0001982	Prbc.g_00815	Prae.g_00367
OG0001984	Prbc.g_01830	Prae.g_00783
OG0001987	Prbc.g_00049	Prae.g_01243
OG0001988	Prbc.g_00147	Prae.g_01346
OG0002031	Prbc.g_02197	Prae.g_01586
OG0002033	Prbc.g_00531	Prae.g_01348
OG0002147	Prbc.g_01325	Prae.g_00681
OG0002327	Prbc.g_00631	Prae.g_01589
OG0002372	Prbc.g_00903	Prae.g_01571
OG0002374	Prbc.g_00600	Prae.g_01230
OG0002380	Prbc.g_00039	Prae.g_00397
OG0002701	Prbc.g_01319	Prae.g_01244
OG0002902	Prbc.g_01274	Prae.g_00998
OG0003022	Prbc.g_01356	Prae.g_01229
OG0003035	Prbc.g_00814	Prae.g_01592
OG0005394	Prbc.g_01353	Prae.g_01605
