Orthogroup	Prbc	Syah
OG0001115	Prbc.g_02047	Syah.g_01642
OG0001116	Prbc.g_02048	Syah.g_01644
OG0001117	Prbc.g_02049	Syah.g_01645
OG0001118	Prbc.g_02050	Syah.g_01646
OG0001119	Prbc.g_02051	Syah.g_01648
OG0001120	Prbc.g_02052	Syah.g_01652
OG0001121	Prbc.g_00645	Syah.g_00927, Syah.g_02183
OG0001122	Prbc.g_02081	Syah.g_01679
OG0001123	Prbc.g_02086	Syah.g_01686
OG0001124	Prbc.g_02088	Syah.g_01688
OG0001125	Prbc.g_02090	Syah.g_01690
OG0001126	Prbc.g_02101	Syah.g_02058
OG0001127	Prbc.g_02102	Syah.g_02057
OG0001128	Prbc.g_02105	Syah.g_02040
OG0001129	Prbc.g_02106	Syah.g_02038
OG0001130	Prbc.g_02107	Syah.g_02037
OG0001131	Prbc.g_01941	Syah.g_01819
OG0001132	Prbc.g_02152	Syah.g_01850
OG0001133	Prbc.g_02128	Syah.g_01957
OG0001134	Prbc.g_00896	Syah.g_01437
OG0001135	Prbc.g_00899	Syah.g_01439
OG0001136	Prbc.g_01449	Syah.g_02160
OG0001137	Prbc.g_01436	Syah.g_02141
OG0001138	Prbc.g_01416	Syah.g_01421
OG0001139	Prbc.g_01414	Syah.g_01419
OG0001140	Prbc.g_01413	Syah.g_01418
OG0001141	Prbc.g_01412	Syah.g_01417
OG0001142	Prbc.g_01411	Syah.g_01416
OG0001143	Prbc.g_01404	Syah.g_01408
OG0001144	Prbc.g_01399	Syah.g_01399
OG0001145	Prbc.g_00558	Syah.g_02188
OG0001146	Prbc.g_00570	Syah.g_02206
OG0001147	Prbc.g_00589	Syah.g_01234
OG0001148	Prbc.g_00659	Syah.g_00984
OG0001149	Prbc.g_00660	Syah.g_00983
OG0001150	Prbc.g_00661	Syah.g_00982
OG0001151	Prbc.g_00672	Syah.g_00970
OG0001152	Prbc.g_00673	Syah.g_00969
OG0001153	Prbc.g_00739	Syah.g_01253
OG0001154	Prbc.g_00740	Syah.g_01252
OG0001155	Prbc.g_00756	Syah.g_02313
OG0001156	Prbc.g_00759	Syah.g_02316
OG0001157	Prbc.g_00760	Syah.g_02317
OG0001158	Prbc.g_00761	Syah.g_02318
OG0001159	Prbc.g_00762	Syah.g_02319
OG0001161	Prbc.g_01485	Syah.g_00475
OG0001162	Prbc.g_00799	Syah.g_01745
OG0001163	Prbc.g_00825	Syah.g_02370
OG0001164	Prbc.g_00829	Syah.g_02376
OG0001165	Prbc.g_00831	Syah.g_02381
OG0001166	Prbc.g_00849	Syah.g_02410
OG0001167	Prbc.g_00867	Syah.g_02259
OG0001168	Prbc.g_00868	Syah.g_02261
OG0001169	Prbc.g_00870	Syah.g_02263
OG0001170	Prbc.g_00872	Syah.g_02265
OG0001171	Prbc.g_00882	Syah.g_02276
OG0001172	Prbc.g_00937	Syah.g_00692
OG0001173	Prbc.g_00938	Syah.g_00693
OG0001174	Prbc.g_00946	Syah.g_00701
OG0001175	Prbc.g_00947	Syah.g_00702
OG0001176	Prbc.g_00959	Syah.g_00738
OG0001177	Prbc.g_00957	Syah.g_00736
OG0001178	Prbc.g_01309	Syah.g_02390
OG0001179	Prbc.g_00301	Syah.g_00767
OG0001180	Prbc.g_00278	Syah.g_00792
OG0001181	Prbc.g_00274	Syah.g_00796
OG0001182	Prbc.g_00266	Syah.g_00805
OG0001183	Prbc.g_00247	Syah.g_00810
OG0001184	Prbc.g_00231	Syah.g_00192
OG0001185	Prbc.g_00216	Syah.g_00244
OG0001186	Prbc.g_00189	Syah.g_00294
OG0001187	Prbc.g_00966	Syah.g_00289
OG0001188	Prbc.g_00968	Syah.g_00299
OG0001189	Prbc.g_00985	Syah.g_00316
OG0001190	Prbc.g_00990	Syah.g_00512
OG0001191	Prbc.g_01000	Syah.g_00491
OG0001192	Prbc.g_01005	Syah.g_00485
OG0001193	Prbc.g_01018	Syah.g_00456
OG0001194	Prbc.g_01019	Syah.g_00454
OG0001195	Prbc.g_01020	Syah.g_00453
OG0001196	Prbc.g_01054	Syah.g_00390
OG0001197	Prbc.g_01056	Syah.g_00388
OG0001198	Prbc.g_01066	Syah.g_00376
OG0001199	Prbc.g_00499	Syah.g_02488
OG0001200	Prbc.g_00497	Syah.g_02490
OG0001201	Prbc.g_00465	Syah.g_02538
OG0001202	Prbc.g_00372	Syah.g_00594
OG0001203	Prbc.g_00332	Syah.g_00909
OG0001204	Prbc.g_01141	Syah.g_00676
OG0001205	Prbc.g_01506	Syah.g_02222
OG0001206	Prbc.g_01525	Syah.g_01208
OG0001207	Prbc.g_01536	Syah.g_00987
OG0001208	Prbc.g_01542	Syah.g_00999
OG0001209	Prbc.g_01614	Syah.g_01067
OG0001210	Prbc.g_01619	Syah.g_01074
OG0001211	Prbc.g_01630	Syah.g_01092
OG0001212	Prbc.g_01672	Syah.g_01150
OG0001213	Prbc.g_01706	Syah.g_01946
OG0001214	Prbc.g_01714	Syah.g_01933
OG0001215	Prbc.g_01772	Syah.g_01996
OG0001216	Prbc.g_01789	Syah.g_01727
OG0001217	Prbc.g_00521	Syah.g_01869
OG0001218	Prbc.g_01829	Syah.g_01244
OG0001219	Prbc.g_02005	Syah.g_01578
OG0001220	Prbc.g_01913	Syah.g_02113
OG0001221	Prbc.g_01989	Syah.g_01816
OG0001223	Prbc.g_02053	Syah.g_01654
OG0001224	Prbc.g_02109	Syah.g_02034
OG0001225	Prbc.g_02111	Syah.g_02032
OG0001226	Prbc.g_00930	Syah.g_01887
OG0001227	Prbc.g_02133	Syah.g_00472
OG0001228	Prbc.g_01396	Syah.g_02228
OG0001229	Prbc.g_00138	Syah.g_02009
OG0001230	Prbc.g_00700	Syah.g_01302
OG0001231	Prbc.g_01833	Syah.g_00356
OG0001232	Prbc.g_00853	Syah.g_02422
OG0001233	Prbc.g_00873	Syah.g_02266
OG0001234	Prbc.g_00949	Syah.g_00706
OG0001236	Prbc.g_00234	Syah.g_00189
OG0001237	Prbc.g_00230	Syah.g_00201
OG0001238	Prbc.g_01001	Syah.g_00490
OG0001240	Prbc.g_00480	Syah.g_02523
OG0001241	Prbc.g_00471	Syah.g_02532
OG0001242	Prbc.g_00452	Syah.g_00011
OG0001243	Prbc.g_00445	Syah.g_00017
OG0001244	Prbc.g_00429	Syah.g_00049
OG0001245	Prbc.g_01317	Syah.g_01848
OG0001246	Prbc.g_01584	Syah.g_01025
OG0001247	Prbc.g_01765	Syah.g_01741
OG0001248	Prbc.g_01767	Syah.g_01744
OG0001249	Prbc.g_01230	Syah.g_00849
OG0001251	Prbc.g_00923	Syah.g_00448
OG0001252	Prbc.g_02104	Syah.g_02041
OG0001253	Prbc.g_00804	Syah.g_01849
OG0001254	Prbc.g_00898	Syah.g_01438
OG0001255	Prbc.g_01463	Syah.g_00919
OG0001256	Prbc.g_00795	Syah.g_02369
OG0001257	Prbc.g_00800	Syah.g_01237
OG0001259	Prbc.g_00871	Syah.g_02264
OG0001260	Prbc.g_00888	Syah.g_02286
OG0001262	Prbc.g_00983	Syah.g_00314
OG0001263	Prbc.g_00442	Syah.g_00020
OG0001269	Prbc.g_01912	Syah.g_00916
OG0001273	Prbc.g_01708	Syah.g_01940
OG0001277	Prbc.g_01042	Syah.g_00404
OG0001279	Prbc.g_00133	Syah.g_01323
OG0001280	Prbc.g_00565	Syah.g_02197
OG0001282	Prbc.g_00658	Syah.g_00985
OG0001283	Prbc.g_01050	Syah.g_00395
OG0001284	Prbc.g_00781	Syah.g_02348
OG0001286	Prbc.g_00280	Syah.g_00790
OG0001287	Prbc.g_00209	Syah.g_00252
OG0001288	Prbc.g_00198	Syah.g_00266
OG0001289	Prbc.g_00486	Syah.g_02508
OG0001294	Prbc.g_01483, Prbc.g_00646	Syah.g_01507
OG0001295	Prbc.g_01471	Syah.g_01076
OG0001296	Prbc.g_01589	Syah.g_01030
OG0001297	Prbc.g_01594	Syah.g_01034
OG0001299	Prbc.g_01744	Syah.g_01501
OG0001300	Prbc.g_01776	Syah.g_02005
OG0001301	Prbc.g_01778	Syah.g_02018
OG0001302	Prbc.g_02003	Syah.g_01901
OG0001303	Prbc.g_00092	Syah.g_01580
OG0001304	Prbc.g_02095	Syah.g_01698
OG0001305	Prbc.g_01931	Syah.g_02024
OG0001306	Prbc.g_01461	Syah.g_02179
OG0001307	Prbc.g_00586	Syah.g_00724
OG0001309	Prbc.g_01598	Syah.g_01040
OG0001310	Prbc.g_00843	Syah.g_02402
OG0001311	Prbc.g_02087	Syah.g_01687
OG0001312	Prbc.g_02014	Syah.g_01590
OG0001314	Prbc.g_01137	Syah.g_02117
OG0001315	Prbc.g_00249	Syah.g_00808
OG0001316	Prbc.g_00431	Syah.g_00039
OG0001317	Prbc.g_00336	Syah.g_00905
OG0001318	Prbc.g_01152	Syah.g_00658
OG0001321	Prbc.g_01512	Syah.g_02216
OG0001322	Prbc.g_01513	Syah.g_02215
OG0001324	Prbc.g_01777	Syah.g_02006
OG0001325	Prbc.g_01792	Syah.g_01723
OG0001326	Prbc.g_00915	Syah.g_00443
OG0001327	Prbc.g_01966	Syah.g_01519
OG0001328	Prbc.g_01985	Syah.g_01822
OG0001329	Prbc.g_00803	Syah.g_01906
OG0001330	Prbc.g_00559	Syah.g_02190
OG0001332	Prbc.g_00754	Syah.g_02308
OG0001334	Prbc.g_00244	Syah.g_00818
OG0001335	Prbc.g_00243	Syah.g_00819
OG0001336	Prbc.g_01051	Syah.g_00394
OG0001337	Prbc.g_01224	Syah.g_00815, Syah.g_00837
OG0001340	Prbc.g_01225	Syah.g_00838
OG0001341	Prbc.g_00539	Syah.g_02011
OG0001343	Prbc.g_01956, Prbc.g_01957	Syah.g_00450
OG0001344	Prbc.g_01441	Syah.g_02153
OG0001345	Prbc.g_01425	Syah.g_02124
OG0001346	Prbc.g_00567	Syah.g_02200
OG0001347	Prbc.g_00181	Syah.g_00284
OG0001348	Prbc.g_02169	Syah.g_02073
OG0001352	Prbc.g_01761	Syah.g_01058
OG0001354	Prbc.g_02046	Syah.g_01641
OG0001355	Prbc.g_00802	Syah.g_01077
OG0001357	Prbc.g_01294	Syah.g_00935
OG0001358	Prbc.g_01697	Syah.g_01963
OG0001359	Prbc.g_01958	Syah.g_00451
OG0001360	Prbc.g_01423	Syah.g_02122
OG0001362	Prbc.g_00723	Syah.g_01275
OG0001363	Prbc.g_01521	Syah.g_01273
OG0001368	Prbc.g_00149, Prbc.g_00130	Syah.g_00677
OG0001370	Prbc.g_00170	Syah.g_01732, Syah.g_00429
OG0001372	Prbc.g_01116	Syah.g_01055
OG0001373	Prbc.g_00914	Syah.g_00444
OG0001374	Prbc.g_00922	Syah.g_00436
OG0001375	Prbc.g_01955	Syah.g_00449
OG0001376	Prbc.g_01943	Syah.g_00483
OG0001377	Prbc.g_01944	Syah.g_00484
OG0001378	Prbc.g_01495	Syah.g_02239
OG0001381	Prbc.g_00655	Syah.g_00717
OG0001385	Prbc.g_00911	Syah.g_00447
OG0001386	Prbc.g_00912	Syah.g_00446
OG0001387	Prbc.g_00913	Syah.g_00445
OG0001388	Prbc.g_00916	Syah.g_00442
OG0001389	Prbc.g_00917	Syah.g_00441
OG0001390	Prbc.g_00918	Syah.g_00440
OG0001391	Prbc.g_00919	Syah.g_00439
OG0001392	Prbc.g_00920	Syah.g_00438
OG0001393	Prbc.g_00921	Syah.g_00437
OG0001394	Prbc.g_01993	Syah.g_01810
OG0001395	Prbc.g_02098	Syah.g_01705
OG0001396	Prbc.g_00180	Syah.g_00149
OG0001397	Prbc.g_00724	Syah.g_01274
OG0001398	Prbc.g_01806	Syah.g_01563
OG0001401	Prbc.g_01896	Syah.g_02084
OG0001402	Prbc.g_01701	Syah.g_01958
OG0001403	Prbc.g_01100	Syah.g_00341
OG0001404	Prbc.g_00505	Syah.g_02482
OG0001405	Prbc.g_01218	Syah.g_00821
OG0001406	Prbc.g_01942	Syah.g_00482
OG0001407	Prbc.g_01947	Syah.g_01059
OG0001408	Prbc.g_02187	Syah.g_01378
OG0001410	Prbc.g_00587	Syah.g_00725
OG0001413	Prbc.g_01834	Syah.g_01894
OG0001414	Prbc.g_00342	Syah.g_00718
OG0001417	Prbc.g_01482	Syah.g_01640
OG0001419	Prbc.g_01825	Syah.g_01060
OG0001420	Prbc.g_00119	Syah.g_01053
OG0001421	Prbc.g_00796	Syah.g_01851
OG0001425	Prbc.g_01004	Syah.g_00486
OG0001430	Prbc.g_01945	Syah.g_00518
OG0001432	Prbc.g_02076	Syah.g_01348
OG0001433	Prbc.g_00602	Syah.g_01513
OG0001434	Prbc.g_01998	Syah.g_01805
OG0001435	Prbc.g_01973	Syah.g_01525
OG0001439	Prbc.g_01199	Syah.g_00128
OG0001442	Prbc.g_00689	Syah.g_01795
OG0001443	Prbc.g_00905	Syah.g_00478
OG0001446	Prbc.g_00494	Syah.g_01731
OG0001447	Prbc.g_00444	Syah.g_00018
OG0001454	Prbc.g_01310	Syah.g_01888
OG0001456	Prbc.g_01489	Syah.g_00434
OG0001457	Prbc.g_01488	Syah.g_00433
OG0001458	Prbc.g_01487	Syah.g_00432
OG0001460	Prbc.g_00601	Syah.g_01512
OG0001461	Prbc.g_00014	Syah.g_00711
OG0001468	Prbc.g_01954	Syah.g_01899
OG0001470	Prbc.g_00187	Syah.g_02242
OG0001471	Prbc.g_01484	Syah.g_00123
OG0001473	Prbc.g_00642	Syah.g_01903
OG0001474	Prbc.g_01251	Syah.g_00865
OG0001475	Prbc.g_00185	Syah.g_02244
OG0001476	Prbc.g_01438	Syah.g_02145
OG0001477	Prbc.g_00010	Syah.g_02015
OG0001480	Prbc.g_00151	Syah.g_02114
OG0001481	Prbc.g_02120	Syah.g_01703
OG0001482	Prbc.g_02132	Syah.g_01650
OG0001484	Prbc.g_01278	Syah.g_00435
OG0001487	Prbc.g_00747	Syah.g_01245
OG0001488	Prbc.g_01432	Syah.g_02136
OG0001489	Prbc.g_00269	Syah.g_00801
OG0001495	Prbc.g_00956	Syah.g_00735
OG0001496	Prbc.g_00008	Syah.g_02013
OG0001497	Prbc.g_00009	Syah.g_02014
OG0001498	Prbc.g_01269	Syah.g_00889
OG0001499	Prbc.g_00519	Syah.g_01463, Syah.g_01462
OG0001507	Prbc.g_00117	Syah.g_02464
OG0001508	Prbc.g_00188	Syah.g_02241
OG0001510	Prbc.g_00205	Syah.g_00256
OG0001511	Prbc.g_00461	Syah.g_02546
OG0001512	Prbc.g_00820	Syah.g_00910
OG0001513	Prbc.g_01112	Syah.g_00200
OG0001514	Prbc.g_00007	Syah.g_02012
OG0001515	Prbc.g_01774	Syah.g_02001
OG0001516	Prbc.g_01741	Syah.g_01498
OG0001517	Prbc.g_01247	Syah.g_00859
OG0001518	Prbc.g_01003	Syah.g_00488
OG0001519	Prbc.g_01008	Syah.g_00476
OG0001522	Prbc.g_01892	Syah.g_02080
OG0001528	Prbc.g_00186	Syah.g_02243
OG0001529	Prbc.g_01119	Syah.g_00328
OG0001530	Prbc.g_00462	Syah.g_02544
OG0001531	Prbc.g_00331	Syah.g_00911
OG0001532	Prbc.g_01415	Syah.g_01420
OG0001534	Prbc.g_02096	Syah.g_01699
OG0001535	Prbc.g_02084	Syah.g_01683
OG0001536	Prbc.g_02032	Syah.g_01617
OG0001537	Prbc.g_01990	Syah.g_01815
OG0001538	Prbc.g_01863	Syah.g_01774
OG0001539	Prbc.g_01968	Syah.g_01521
OG0001540	Prbc.g_00440	Syah.g_00022
OG0001541	Prbc.g_00392	Syah.g_00621
OG0001542	Prbc.g_00386	Syah.g_00612
OG0001543	Prbc.g_01939	Syah.g_00568
OG0001544	Prbc.g_01007	Syah.g_00477
OG0001545	Prbc.g_01041	Syah.g_00405
OG0001548	Prbc.g_02149	Syah.g_01882
OG0001549	Prbc.g_01922	Syah.g_02121
OG0001551	Prbc.g_00908	Syah.g_02068
OG0001557	Prbc.g_01994	Syah.g_01809
OG0001559	Prbc.g_00463	Syah.g_02543
OG0001560	Prbc.g_00473	Syah.g_02531
OG0001561	Prbc.g_02089	Syah.g_01689
OG0001562	Prbc.g_02078	Syah.g_01675
OG0001563	Prbc.g_00285	Syah.g_00784
OG0001570	Prbc.g_00639	Syah.g_01553
OG0001572	Prbc.g_00019, Prbc.g_00096	Syah.g_01333
OG0001575	Prbc.g_01645	Syah.g_01110
OG0001576	Prbc.g_00578	Syah.g_01172
OG0001577	Prbc.g_01451	Syah.g_02162
OG0001578	Prbc.g_00003	Syah.g_01445, Syah.g_01885, Syah.g_01371
OG0001579	Prbc.g_01222	Syah.g_00824, Syah.g_00828
OG0001582	Prbc.g_01480	Syah.g_02442
OG0001589	Prbc.g_00875	Syah.g_02269
OG0001591	Prbc.g_01751	Syah.g_01509
OG0001623	Prbc.g_01226	Syah.g_00842
OG0001633	Prbc.g_00931	Syah.g_01551
OG0001634	Prbc.g_01747	Syah.g_01504
OG0001635	Prbc.g_01559	Syah.g_00270
OG0001644	Prbc.g_01802	Syah.g_01709
OG0001656	Prbc.g_01221	Syah.g_00827
OG0001659	Prbc.g_01419	Syah.g_01424
OG0001667	Prbc.g_00142	Syah.g_02458
OG0001673	Prbc.g_00338	Syah.g_01195, Syah.g_00903
OG0001676	Prbc.g_01223	Syah.g_00826
OG0001691	Prbc.g_02099	Syah.g_01965
OG0001692	Prbc.g_00704	Syah.g_01297
OG0001694	Prbc.g_01174	Syah.g_00622
OG0001695	Prbc.g_01024	Syah.g_00409
OG0001703	Prbc.g_01537	Syah.g_00988
OG0001713	Prbc.g_02175	Syah.g_02144
OG0001715	Prbc.g_00154	Syah.g_01877
OG0001718	Prbc.g_00614	Syah.g_02043
OG0001728	Prbc.g_02201	Syah.g_02475
OG0001738	Prbc.g_01212	Syah.g_00142
OG0001739	Prbc.g_01023	Syah.g_00411
OG0001740	Prbc.g_01026	Syah.g_00407
OG0001758	Prbc.g_00020, Prbc.g_00552	Syah.g_01464
OG0001769	Prbc.g_01372	Syah.g_01915
OG0001770	Prbc.g_00021, Prbc.g_01364	Syah.g_01448
OG0001810	Prbc.g_01783	Syah.g_00037
OG0001816	Prbc.g_01965	Syah.g_01518
OG0001835	Prbc.g_00026	Syah.g_01363
OG0001875	Prbc.g_00553	Syah.g_01465
OG0001876	Prbc.g_00554	Syah.g_01466
OG0001907	Prbc.g_00430	Syah.g_00043
OG0001915	Prbc.g_01058	Syah.g_00381
OG0001916	Prbc.g_01555	Syah.g_01014
OG0001917	Prbc.g_02085	Syah.g_01684
OG0001954	Prbc.g_00145	Syah.g_01545
OG0001974	Prbc.g_00534	Syah.g_00515
OG0001990	Prbc.g_00535	Syah.g_00406
OG0002018	Prbc.g_01025	Syah.g_00408
OG0002020	Prbc.g_01028	Syah.g_00413
OG0002021	Prbc.g_01030	Syah.g_00415
OG0002022	Prbc.g_01031	Syah.g_00417
OG0002023	Prbc.g_01032	Syah.g_00418
OG0002024	Prbc.g_01034	Syah.g_00426
OG0002054	Prbc.g_01035	Syah.g_00427
OG0002055	Prbc.g_01040	Syah.g_00423
OG0002131	Prbc.g_01029	Syah.g_00414
OG0002132	Prbc.g_01033	Syah.g_00422
OG0002133	Prbc.g_01039	Syah.g_00424
OG0002178	Prbc.g_01038	Syah.g_00420
OG0002380	Prbc.g_00039	Syah.g_02298
OG0002507	Prbc.g_00091, Prbc.g_02069	Syah.g_02050
OG0003247	Prbc.g_01570	Syah.g_01480
OG0003816	Prbc.g_01113	Syah.g_01243
OG0005697	Prbc.g_01566	Syah.g_01186
