Orthogroup	Prbc	Prbj
OG0001072	Prbc.g_01666	Prbj.g_01782
OG0001073	Prbc.g_01680	Prbj.g_01763
OG0001074	Prbc.g_01692	Prbj.g_02544
OG0001075	Prbc.g_01693	Prbj.g_02545
OG0001076	Prbc.g_01700	Prbj.g_02553
OG0001077	Prbc.g_01705	Prbj.g_02563
OG0001078	Prbc.g_01713	Prbj.g_02574
OG0001079	Prbc.g_01724	Prbj.g_02593
OG0001080	Prbc.g_01730	Prbj.g_00794
OG0001081	Prbc.g_01732	Prbj.g_00804
OG0001082	Prbc.g_01733	Prbj.g_00805
OG0001083	Prbc.g_01738	Prbj.g_00813
OG0001084	Prbc.g_01739	Prbj.g_00815
OG0001085	Prbc.g_01749	Prbj.g_00825
OG0001086	Prbc.g_01750	Prbj.g_02707
OG0001087	Prbc.g_01770	Prbj.g_00927
OG0001088	Prbc.g_01771	Prbj.g_00931
OG0001089	Prbc.g_01779	Prbj.g_00757
OG0001090	Prbc.g_01788	Prbj.g_02180
OG0001091	Prbc.g_01790	Prbj.g_02182
OG0001092	Prbc.g_01791	Prbj.g_02183
OG0001093	Prbc.g_01796	Prbj.g_02187
OG0001094	Prbc.g_01852	Prbj.g_02406
OG0001095	Prbc.g_01871	Prbj.g_02425
OG0001096	Prbc.g_01886	Prbj.g_02441
OG0001097	Prbc.g_01906	Prbj.g_02486
OG0001098	Prbc.g_01923	Prbj.g_02323
OG0001099	Prbc.g_01962	Prbj.g_01553
OG0001100	Prbc.g_01969	Prbj.g_02333
OG0001101	Prbc.g_01971	Prbj.g_02334
OG0001102	Prbc.g_01974	Prbj.g_02337
OG0001103	Prbc.g_01976	Prbj.g_02339
OG0001104	Prbc.g_01838	Prbj.g_02396
OG0001105	Prbc.g_01842	Prbj.g_02391
OG0001106	Prbc.g_02024	Prbj.g_02280
OG0001107	Prbc.g_02034	Prbj.g_02270
OG0001108	Prbc.g_02038	Prbj.g_02263
OG0001109	Prbc.g_02039	Prbj.g_02261
OG0001110	Prbc.g_02041	Prbj.g_02259
OG0001111	Prbc.g_02042	Prbj.g_02257
OG0001112	Prbc.g_02043	Prbj.g_02255
OG0001113	Prbc.g_02044	Prbj.g_02254
OG0001114	Prbc.g_02045	Prbj.g_02253
OG0001115	Prbc.g_02047	Prbj.g_02251
OG0001116	Prbc.g_02048	Prbj.g_02250
OG0001117	Prbc.g_02049	Prbj.g_02249
OG0001118	Prbc.g_02050	Prbj.g_02248
OG0001119	Prbc.g_02051	Prbj.g_02247
OG0001120	Prbc.g_02052	Prbj.g_02245
OG0001122	Prbc.g_02081	Prbj.g_02216
OG0001123	Prbc.g_02086	Prbj.g_02209
OG0001124	Prbc.g_02088	Prbj.g_02207
OG0001125	Prbc.g_02090	Prbj.g_02205
OG0001126	Prbc.g_02101	Prbj.g_01850
OG0001127	Prbc.g_02102	Prbj.g_01849
OG0001128	Prbc.g_02105	Prbj.g_01846
OG0001129	Prbc.g_02106	Prbj.g_01845
OG0001130	Prbc.g_02107	Prbj.g_01844
OG0001131	Prbc.g_01941	Prbj.g_02687
OG0001132	Prbc.g_02152	Prbj.g_02537
OG0001133	Prbc.g_02128	Prbj.g_02555
OG0001134	Prbc.g_00896	Prbj.g_01990
OG0001135	Prbc.g_00899	Prbj.g_01992
OG0001136	Prbc.g_01449	Prbj.g_00969
OG0001137	Prbc.g_01436	Prbj.g_00832
OG0001138	Prbc.g_01416	Prbj.g_00004
OG0001139	Prbc.g_01414	Prbj.g_00006
OG0001140	Prbc.g_01413	Prbj.g_00007
OG0001141	Prbc.g_01412	Prbj.g_00008
OG0001142	Prbc.g_01411	Prbj.g_00009
OG0001143	Prbc.g_01404	Prbj.g_01907
OG0001144	Prbc.g_01399	Prbj.g_02153
OG0001145	Prbc.g_00558	Prbj.g_01717
OG0001146	Prbc.g_00570	Prbj.g_01733
OG0001147	Prbc.g_00589	Prbj.g_00121
OG0001148	Prbc.g_00659	Prbj.g_01640
OG0001149	Prbc.g_00660	Prbj.g_01641
OG0001150	Prbc.g_00661	Prbj.g_01642
OG0001151	Prbc.g_00672	Prbj.g_01654
OG0001152	Prbc.g_00673	Prbj.g_01655
OG0001153	Prbc.g_00739	Prbj.g_00651
OG0001154	Prbc.g_00740	Prbj.g_00652
OG0001155	Prbc.g_00756	Prbj.g_01686
OG0001156	Prbc.g_00759	Prbj.g_01689
OG0001157	Prbc.g_00760	Prbj.g_02538
OG0001158	Prbc.g_00761	Prbj.g_01690
OG0001159	Prbc.g_00762	Prbj.g_01691
OG0001160	Prbc.g_00787	Prbj.g_00884
OG0001161	Prbc.g_01485	Prbj.g_02535
OG0001162	Prbc.g_00799	Prbj.g_00780
OG0001163	Prbc.g_00825	Prbj.g_00870
OG0001164	Prbc.g_00829	Prbj.g_00865
OG0001165	Prbc.g_00831	Prbj.g_00862
OG0001166	Prbc.g_00849	Prbj.g_00482
OG0001167	Prbc.g_00867	Prbj.g_00461
OG0001168	Prbc.g_00868	Prbj.g_00459
OG0001169	Prbc.g_00870	Prbj.g_00457
OG0001170	Prbc.g_00872	Prbj.g_00455
OG0001171	Prbc.g_00882	Prbj.g_00445
OG0001172	Prbc.g_00937	Prbj.g_02653
OG0001173	Prbc.g_00938	Prbj.g_02652
OG0001174	Prbc.g_00946	Prbj.g_02644
OG0001175	Prbc.g_00947	Prbj.g_02643
OG0001176	Prbc.g_00959	Prbj.g_01028
OG0001177	Prbc.g_00957	Prbj.g_01030
OG0001178	Prbc.g_01309	Prbj.g_00851
OG0001179	Prbc.g_00301	Prbj.g_00999
OG0001180	Prbc.g_00278	Prbj.g_00407
OG0001181	Prbc.g_00274	Prbj.g_00403
OG0001182	Prbc.g_00266	Prbj.g_00394
OG0001183	Prbc.g_00247	Prbj.g_00367
OG0001184	Prbc.g_00231	Prbj.g_01509
OG0001185	Prbc.g_00216	Prbj.g_01592
OG0001186	Prbc.g_00189	Prbj.g_01253
OG0001187	Prbc.g_00966	Prbj.g_01249
OG0001188	Prbc.g_00968	Prbj.g_01245
OG0001189	Prbc.g_00985	Prbj.g_01223
OG0001190	Prbc.g_00990	Prbj.g_01955
OG0001191	Prbc.g_01000	Prbj.g_01968
OG0001192	Prbc.g_01005	Prbj.g_01975
OG0001193	Prbc.g_01018	Prbj.g_02013
OG0001194	Prbc.g_01019	Prbj.g_02019
OG0001195	Prbc.g_01020	Prbj.g_02020
OG0001196	Prbc.g_01054	Prbj.g_02056
OG0001197	Prbc.g_01056	Prbj.g_02058
OG0001198	Prbc.g_01066	Prbj.g_02070
OG0001199	Prbc.g_00499	Prbj.g_00570
OG0001200	Prbc.g_00497	Prbj.g_00572
OG0001201	Prbc.g_00465	Prbj.g_00621
OG0001202	Prbc.g_00372	Prbj.g_01164
OG0001203	Prbc.g_00332	Prbj.g_02610
OG0001204	Prbc.g_01141	Prbj.g_01340
OG0001205	Prbc.g_01506	Prbj.g_00110
OG0001206	Prbc.g_01525	Prbj.g_00151
OG0001207	Prbc.g_01536	Prbj.g_01638
OG0001208	Prbc.g_01542	Prbj.g_01628
OG0001209	Prbc.g_01614	Prbj.g_02130
OG0001210	Prbc.g_01619	Prbj.g_02142
OG0001211	Prbc.g_01630	Prbj.g_01864
OG0001212	Prbc.g_01672	Prbj.g_01771
OG0001213	Prbc.g_01706	Prbj.g_02565
OG0001214	Prbc.g_01714	Prbj.g_02575
OG0001215	Prbc.g_01772	Prbj.g_00932
OG0001216	Prbc.g_01789	Prbj.g_02181
OG0001217	Prbc.g_00521	Prbj.g_01884
OG0001218	Prbc.g_01829	Prbj.g_00663
OG0001219	Prbc.g_02005	Prbj.g_02311
OG0001220	Prbc.g_01913	Prbj.g_02503
OG0001221	Prbc.g_01989	Prbj.g_02364
OG0001222	Prbc.g_01936	Prbj.g_01984
OG0001223	Prbc.g_02053	Prbj.g_02243
OG0001224	Prbc.g_02109	Prbj.g_01842
OG0001225	Prbc.g_02111	Prbj.g_01840
OG0001226	Prbc.g_00930	Prbj.g_00678
OG0001227	Prbc.g_02133	Prbj.g_01669
OG0001228	Prbc.g_01396	Prbj.g_02158
OG0001229	Prbc.g_00138	Prbj.g_00873
OG0001230	Prbc.g_00700	Prbj.g_01046
OG0001231	Prbc.g_01833	Prbj.g_01184
OG0001232	Prbc.g_00853	Prbj.g_00477
OG0001233	Prbc.g_00873	Prbj.g_00454
OG0001234	Prbc.g_00949	Prbj.g_02640
OG0001235	Prbc.g_00953	Prbj.g_01033
OG0001236	Prbc.g_00234	Prbj.g_01505
OG0001237	Prbc.g_00230	Prbj.g_01512
OG0001238	Prbc.g_01001	Prbj.g_01969
OG0001239	Prbc.g_00502	Prbj.g_00567
OG0001240	Prbc.g_00480	Prbj.g_00604
OG0001241	Prbc.g_00471	Prbj.g_00614
OG0001242	Prbc.g_00452	Prbj.g_01560
OG0001243	Prbc.g_00445	Prbj.g_01529
OG0001245	Prbc.g_01317	Prbj.g_00689
OG0001246	Prbc.g_01584	Prbj.g_02091
OG0001247	Prbc.g_01765	Prbj.g_02453
OG0001248	Prbc.g_01767	Prbj.g_00943
OG0001249	Prbc.g_01230	Prbj.g_00347
OG0001252	Prbc.g_02104	Prbj.g_01847
OG0001253	Prbc.g_00804	Prbj.g_00696
OG0001254	Prbc.g_00898	Prbj.g_01991
OG0001255	Prbc.g_01463	Prbj.g_00769
OG0001259	Prbc.g_00871	Prbj.g_00456
OG0001260	Prbc.g_00888	Prbj.g_00426
OG0001261	Prbc.g_00293	Prbj.g_00990
OG0001262	Prbc.g_00983	Prbj.g_01226
OG0001263	Prbc.g_00442	Prbj.g_01531
OG0001269	Prbc.g_01912	Prbj.g_02500
OG0001273	Prbc.g_01708	Prbj.g_02568
OG0001277	Prbc.g_01042	Prbj.g_02042
OG0001279	Prbc.g_00133	Prbj.g_01299
OG0001280	Prbc.g_00565	Prbj.g_01725
OG0001283	Prbc.g_01050	Prbj.g_02051
OG0001285	Prbc.g_00856	Prbj.g_00473
OG0001286	Prbc.g_00280	Prbj.g_00409
OG0001288	Prbc.g_00198	Prbj.g_01286
OG0001290	Prbc.g_00472	Prbj.g_00613
OG0001294	Prbc.g_01483, Prbc.g_00646	Prbj.g_00826
OG0001295	Prbc.g_01471	Prbj.g_02145
OG0001297	Prbc.g_01594	Prbj.g_02100
OG0001300	Prbc.g_01776	Prbj.g_00947
OG0001301	Prbc.g_01778	Prbj.g_00755
OG0001302	Prbc.g_02003	Prbj.g_01337
OG0001303	Prbc.g_00092	Prbj.g_02309
OG0001307	Prbc.g_00586	Prbj.g_00670
OG0001308	Prbc.g_00719	Prbj.g_01074
OG0001309	Prbc.g_01598	Prbj.g_02106
OG0001310	Prbc.g_00843	Prbj.g_00488
OG0001311	Prbc.g_02087	Prbj.g_02208
OG0001312	Prbc.g_02014	Prbj.g_02298
OG0001316	Prbc.g_00431	Prbj.g_01548
OG0001321	Prbc.g_01512	Prbj.g_00119
OG0001322	Prbc.g_01513	Prbj.g_00120
OG0001324	Prbc.g_01777	Prbj.g_00948
OG0001326	Prbc.g_00915	Prbj.g_02026
OG0001328	Prbc.g_01985	Prbj.g_02357
OG0001329	Prbc.g_00803	Prbj.g_00043
OG0001330	Prbc.g_00559	Prbj.g_01718
OG0001331	Prbc.g_00663	Prbj.g_01644
OG0001332	Prbc.g_00754	Prbj.g_01674
OG0001334	Prbc.g_00244	Prbj.g_00363
OG0001335	Prbc.g_00243	Prbj.g_00362
OG0001336	Prbc.g_01051	Prbj.g_02052
OG0001337	Prbc.g_01224	Prbj.g_00353
OG0001339	Prbc.g_00469	Prbj.g_00616
OG0001340	Prbc.g_01225	Prbj.g_00352
OG0001341	Prbc.g_00539	Prbj.g_02463
OG0001344	Prbc.g_01441	Prbj.g_00845
OG0001347	Prbc.g_00181	Prbj.g_01278, Prbj.g_00979
OG0001348	Prbc.g_02169	Prbj.g_00249
OG0001351	Prbc.g_01515	Prbj.g_01893
OG0001352	Prbc.g_01761	Prbj.g_00760
OG0001354	Prbc.g_02046	Prbj.g_02252
OG0001355	Prbc.g_00802	Prbj.g_02368
OG0001356	Prbc.g_00603	Prbj.g_01986
OG0001357	Prbc.g_01294	Prbj.g_00073, Prbj.g_00697, Prbj.g_01897
OG0001358	Prbc.g_01697	Prbj.g_02549
OG0001360	Prbc.g_01423	Prbj.g_00018
OG0001362	Prbc.g_00723	Prbj.g_01078
OG0001363	Prbc.g_01521	Prbj.g_01080
OG0001365	Prbc.g_00994	Prbj.g_01960
OG0001366	Prbc.g_00647	Prbj.g_00123
OG0001366	Prbc.g_01109, Prbc.g_01237	Prbj.g_02691
OG0001369	Prbc.g_00481	Prbj.g_00603
OG0001370	Prbc.g_00170	Prbj.g_02460
OG0001371	Prbc.g_01760	Prbj.g_00184
OG0001372	Prbc.g_01116	Prbj.g_01324
OG0001373	Prbc.g_00914	Prbj.g_02025
OG0001374	Prbc.g_00922	Prbj.g_02033
OG0001376	Prbc.g_01943	Prbj.g_01978
OG0001377	Prbc.g_01944	Prbj.g_01977
OG0001378	Prbc.g_01495	Prbj.g_00091
OG0001380	Prbc.g_01470	Prbj.g_02508
OG0001381	Prbc.g_00655	Prbj.g_02689
OG0001385	Prbc.g_00911	Prbj.g_02022
OG0001386	Prbc.g_00912	Prbj.g_02023
OG0001387	Prbc.g_00913	Prbj.g_02024
OG0001388	Prbc.g_00916	Prbj.g_02027
OG0001389	Prbc.g_00917	Prbj.g_02028
OG0001390	Prbc.g_00918	Prbj.g_02029
OG0001391	Prbc.g_00919	Prbj.g_02030
OG0001392	Prbc.g_00920	Prbj.g_02031
OG0001393	Prbc.g_00921	Prbj.g_02032
OG0001394	Prbc.g_01993	Prbj.g_02381
OG0001395	Prbc.g_02098	Prbj.g_02197
OG0001396	Prbc.g_00180	Prbj.g_01277
OG0001397	Prbc.g_00724	Prbj.g_01079
OG0001398	Prbc.g_01806	Prbj.g_00690
OG0001401	Prbc.g_01896	Prbj.g_02477
OG0001402	Prbc.g_01701	Prbj.g_02554
OG0001403	Prbc.g_01100	Prbj.g_01203
OG0001405	Prbc.g_01218	Prbj.g_00360
OG0001406	Prbc.g_01942	Prbj.g_01979
OG0001409	Prbc.g_01437	Prbj.g_00834
OG0001410	Prbc.g_00587	Prbj.g_00671
OG0001412	Prbc.g_00182	Prbj.g_00978
OG0001414	Prbc.g_00342	Prbj.g_00181
OG0001415	Prbc.g_00340	Prbj.g_01776
OG0001418	Prbc.g_01766	Prbj.g_02636
OG0001422	Prbc.g_02129	Prbj.g_00158
OG0001425	Prbc.g_01004	Prbj.g_01972
OG0001431	Prbc.g_00143	Prbj.g_00731
OG0001434	Prbc.g_01998	Prbj.g_02385
OG0001435	Prbc.g_01973	Prbj.g_02336
OG0001437	Prbc.g_00341	Prbj.g_01775
OG0001441	Prbc.g_01601	Prbj.g_02111
OG0001442	Prbc.g_00689	Prbj.g_02389
OG0001443	Prbc.g_00905	Prbj.g_00872
OG0001446	Prbc.g_00494	Prbj.g_00047
OG0001450	Prbc.g_01769	Prbj.g_00921
OG0001451	Prbc.g_01924	Prbj.g_02199
OG0001455	Prbc.g_01117	Prbj.g_00227
OG0001461	Prbc.g_00014	Prbj.g_01889
OG0001463	Prbc.g_01179	Prbj.g_01413
OG0001464	Prbc.g_01813	Prbj.g_00351
OG0001470	Prbc.g_00187	Prbj.g_01255
OG0001472	Prbc.g_01940, Prbc.g_00069	Prbj.g_00907
OG0001474	Prbc.g_01251	Prbj.g_00334
OG0001475	Prbc.g_00185	Prbj.g_01257
OG0001476	Prbc.g_01438	Prbj.g_00839
OG0001477	Prbc.g_00010	Prbj.g_00750
OG0001481	Prbc.g_02120	Prbj.g_01896
OG0001484	Prbc.g_01278	Prbj.g_02172
OG0001485	Prbc.g_00144	Prbj.g_01678
OG0001487	Prbc.g_00747	Prbj.g_00662, Prbj.g_00661, Prbj.g_00660
OG0001488	Prbc.g_01432	Prbj.g_00828
OG0001489	Prbc.g_00269	Prbj.g_00398
OG0001491	Prbc.g_01999	Prbj.g_00023
OG0001495	Prbc.g_00956	Prbj.g_01031
OG0001496	Prbc.g_00008	Prbj.g_00746
OG0001497	Prbc.g_00009	Prbj.g_00749
OG0001498	Prbc.g_01269	Prbj.g_00065
OG0001500	Prbc.g_01157	Prbj.g_00180
OG0001501	Prbc.g_01290	Prbj.g_00168
OG0001503	Prbc.g_02170	Prbj.g_01336
OG0001506	Prbc.g_00751	Prbj.g_00036
OG0001508	Prbc.g_00188	Prbj.g_01254
OG0001510	Prbc.g_00205	Prbj.g_01818
OG0001511	Prbc.g_00461	Prbj.g_00628
OG0001512	Prbc.g_00820	Prbj.g_02612
OG0001513	Prbc.g_01112	Prbj.g_00676
OG0001514	Prbc.g_00007	Prbj.g_00745
OG0001515	Prbc.g_01774	Prbj.g_00939
OG0001516	Prbc.g_01741	Prbj.g_00817
OG0001517	Prbc.g_01247	Prbj.g_00340
OG0001518	Prbc.g_01003	Prbj.g_01971
OG0001519	Prbc.g_01008	Prbj.g_01982
OG0001528	Prbc.g_00186	Prbj.g_01251
OG0001529	Prbc.g_01119	Prbj.g_01216
OG0001530	Prbc.g_00462	Prbj.g_00626
OG0001531	Prbc.g_00331	Prbj.g_02613
OG0001532	Prbc.g_01415	Prbj.g_00005
OG0001534	Prbc.g_02096	Prbj.g_02200
OG0001535	Prbc.g_02084	Prbj.g_02212
OG0001536	Prbc.g_02032	Prbj.g_02272
OG0001537	Prbc.g_01990	Prbj.g_02372
OG0001538	Prbc.g_01863	Prbj.g_02417
OG0001539	Prbc.g_01968	Prbj.g_02522
OG0001540	Prbc.g_00440	Prbj.g_01533
OG0001541	Prbc.g_00392	Prbj.g_00507
OG0001542	Prbc.g_00386	Prbj.g_01142
OG0001543	Prbc.g_01939	Prbj.g_00247
OG0001544	Prbc.g_01007	Prbj.g_01981
OG0001545	Prbc.g_01041	Prbj.g_02041
OG0001550	Prbc.g_01277	Prbj.g_00688
OG0001553	Prbc.g_00706	Prbj.g_01053
OG0001555	Prbc.g_01362, Prbc.g_00822	Prbj.g_01316
OG0001559	Prbc.g_00463	Prbj.g_00625
OG0001560	Prbc.g_00473	Prbj.g_00612
OG0001561	Prbc.g_02089	Prbj.g_02206
OG0001562	Prbc.g_02078	Prbj.g_02220
OG0001563	Prbc.g_00285	Prbj.g_00982
OG0001569	Prbc.g_00041	Prbj.g_02632
OG0001572	Prbc.g_00019, Prbc.g_00096	Prbj.g_00213
OG0001575	Prbc.g_01645	Prbj.g_01881
OG0001576	Prbc.g_00578	Prbj.g_01743
OG0001577	Prbc.g_01451	Prbj.g_00967
OG0001579	Prbc.g_01222	Prbj.g_00356
OG0001589	Prbc.g_00875	Prbj.g_00452
OG0001591	Prbc.g_01751	Prbj.g_02526
OG0001598	Prbc.g_02116	Prbj.g_00951
OG0001605	Prbc.g_02144	Prbj.g_00038
OG0001634	Prbc.g_01747	Prbj.g_00823
OG0001635	Prbc.g_01559	Prbj.g_02633
OG0001642	Prbc.g_00597	Prbj.g_02499
OG0001656	Prbc.g_01221	Prbj.g_00357
OG0001661	Prbc.g_02156	Prbj.g_00045, Prbj.g_00051
OG0001670	Prbc.g_00052	Prbj.g_00736
OG0001673	Prbc.g_00338	Prbj.g_00178
OG0001676	Prbc.g_01223	Prbj.g_00354
OG0001684	Prbc.g_01231	Prbj.g_01783
OG0001691	Prbc.g_02099	Prbj.g_02325
OG0001692	Prbc.g_00704	Prbj.g_01051
OG0001694	Prbc.g_01174	Prbj.g_01407
OG0001695	Prbc.g_01024	Prbj.g_02036
OG0001696	Prbc.g_01925	Prbj.g_00920
OG0001698	Prbc.g_00678	Prbj.g_00764
OG0001703	Prbc.g_01537	Prbj.g_01637
OG0001715	Prbc.g_00154	Prbj.g_00707
OG0001728	Prbc.g_02201	Prbj.g_01256
OG0001738	Prbc.g_01212	Prbj.g_01458
OG0001740	Prbc.g_01026	Prbj.g_02039
OG0001746	Prbc.g_00146	Prbj.g_00071
OG0001757	Prbc.g_00112	Prbj.g_00315, Prbj.g_02170, Prbj.g_00673
OG0001793	Prbc.g_01324	Prbj.g_00698
OG0001802	Prbc.g_00251	Prbj.g_00125
OG0001810	Prbc.g_01783	Prbj.g_01546
OG0001835	Prbc.g_00026	Prbj.g_00753
OG0001907	Prbc.g_00430	Prbj.g_00551
OG0001954	Prbc.g_00145	Prbj.g_02452
OG0001955	Prbc.g_00547	Prbj.g_02496
OG0001956	Prbc.g_01918	Prbj.g_02513
OG0001963	Prbc.g_00961	Prbj.g_00374
OG0001974	Prbc.g_00534	Prbj.g_01952
OG0001977	Prbc.g_01014	Prbj.g_02007
OG0002018	Prbc.g_01025	Prbj.g_02038
OG0002036	Prbc.g_01283	Prbj.g_00859
OG0002052	Prbc.g_01937	Prbj.g_01983
OG0002164	Prbc.g_02127	Prbj.g_00033
OG0002165	Prbc.g_00516	Prbj.g_00040
OG0002229	Prbc.g_00191	Prbj.g_01261
OG0002232	Prbc.g_01764	Prbj.g_00908
OG0002240	Prbc.g_00450	Prbj.g_00122
OG0002282	Prbc.g_01949	Prbj.g_00029
OG0002283	Prbc.g_00090	Prbj.g_00677
OG0002284	Prbc.g_00551	Prbj.g_00942
OG0002381	Prbc.g_00590	Prbj.g_02607, Prbj.g_01570
OG0002383	Prbc.g_00087	Prbj.g_02168
OG0002434	Prbc.g_01639	Prbj.g_01873
OG0002493	Prbc.g_00175, Prbc.g_00168	Prbj.g_00191
OG0002631	Prbc.g_00258	Prbj.g_00384
OG0002704	Prbc.g_00192	Prbj.g_01262
OG0002938	Prbc.g_00183	Prbj.g_01264
OG0003089	Prbc.g_00252, Prbc.g_01232	Prbj.g_00382
OG0003376	Prbc.g_00254	Prbj.g_00387
OG0003817	Prbc.g_00001, Prbc.g_01358	Prbj.g_02678
OG0004278	Prbc.g_00253	Prbj.g_00388
OG0004279	Prbc.g_00255	Prbj.g_00386
OG0004280	Prbc.g_00256	Prbj.g_00385
