Orthogroup	Prbc	Syao
OG0001122	Prbc.g_02081	Syao.g_00445
OG0001123	Prbc.g_02086	Syao.g_00451
OG0001124	Prbc.g_02088	Syao.g_00453
OG0001125	Prbc.g_02090	Syao.g_00456
OG0001126	Prbc.g_02101	Syao.g_00504
OG0001127	Prbc.g_02102	Syao.g_00505
OG0001128	Prbc.g_02105	Syao.g_00508
OG0001129	Prbc.g_02106	Syao.g_00510
OG0001130	Prbc.g_02107	Syao.g_00511
OG0001131	Prbc.g_01941	Syao.g_01387
OG0001132	Prbc.g_02152	Syao.g_01221
OG0001133	Prbc.g_02128	Syao.g_01333
OG0001134	Prbc.g_00896	Syao.g_01428
OG0001135	Prbc.g_00899	Syao.g_01424
OG0001136	Prbc.g_01449	Syao.g_00126
OG0001137	Prbc.g_01436	Syao.g_00194
OG0001138	Prbc.g_01416	Syao.g_00227
OG0001139	Prbc.g_01414	Syao.g_00225
OG0001140	Prbc.g_01413	Syao.g_00224
OG0001141	Prbc.g_01412	Syao.g_00254
OG0001142	Prbc.g_01411	Syao.g_00253
OG0001143	Prbc.g_01404	Syao.g_00243
OG0001144	Prbc.g_01399	Syao.g_00276
OG0001145	Prbc.g_00558	Syao.g_01446
OG0001146	Prbc.g_00570	Syao.g_01455
OG0001147	Prbc.g_00589	Syao.g_00095
OG0001148	Prbc.g_00659	Syao.g_00038
OG0001149	Prbc.g_00660	Syao.g_00039
OG0001150	Prbc.g_00661	Syao.g_00040
OG0001151	Prbc.g_00672	Syao.g_02706
OG0001152	Prbc.g_00673	Syao.g_02707
OG0001153	Prbc.g_00739	Syao.g_00083
OG0001154	Prbc.g_00740	Syao.g_00084
OG0001155	Prbc.g_00756	Syao.g_01747
OG0001156	Prbc.g_00759	Syao.g_01744
OG0001157	Prbc.g_00760	Syao.g_01743
OG0001158	Prbc.g_00761	Syao.g_01742
OG0001159	Prbc.g_00762	Syao.g_01741
OG0001160	Prbc.g_00787	Syao.g_01579
OG0001161	Prbc.g_01485	Syao.g_02373
OG0001162	Prbc.g_00799	Syao.g_02650
OG0001163	Prbc.g_00825	Syao.g_01571
OG0001164	Prbc.g_00829	Syao.g_01564
OG0001165	Prbc.g_00831	Syao.g_01559
OG0001166	Prbc.g_00849	Syao.g_01673
OG0001167	Prbc.g_00867	Syao.g_01006
OG0001168	Prbc.g_00868	Syao.g_01648
OG0001169	Prbc.g_00870	Syao.g_01646
OG0001170	Prbc.g_00872	Syao.g_01644
OG0001171	Prbc.g_00882	Syao.g_01632
OG0001172	Prbc.g_00937	Syao.g_01914
OG0001173	Prbc.g_00938	Syao.g_01915
OG0001174	Prbc.g_00946	Syao.g_01923
OG0001175	Prbc.g_00947	Syao.g_01924
OG0001176	Prbc.g_00959	Syao.g_01799
OG0001177	Prbc.g_00957	Syao.g_01802
OG0001178	Prbc.g_01309	Syao.g_01541
OG0001179	Prbc.g_00301	Syao.g_01768
OG0001180	Prbc.g_00278	Syao.g_01833
OG0001181	Prbc.g_00274	Syao.g_01829
OG0001182	Prbc.g_00266	Syao.g_01820
OG0001183	Prbc.g_00247	Syao.g_01851
OG0001184	Prbc.g_00231	Syao.g_02264
OG0001185	Prbc.g_00216	Syao.g_02147
OG0001186	Prbc.g_00189	Syao.g_02173
OG0001187	Prbc.g_00966	Syao.g_02171
OG0001188	Prbc.g_00968	Syao.g_02169
OG0001189	Prbc.g_00985	Syao.g_02215
OG0001190	Prbc.g_00990	Syao.g_02436
OG0001191	Prbc.g_01000	Syao.g_02449
OG0001192	Prbc.g_01005	Syao.g_02367
OG0001193	Prbc.g_01018	Syao.g_02284
OG0001194	Prbc.g_01019	Syao.g_02285
OG0001195	Prbc.g_01020	Syao.g_02286
OG0001196	Prbc.g_01054	Syao.g_02341
OG0001197	Prbc.g_01056	Syao.g_02343
OG0001198	Prbc.g_01066	Syao.g_02158
OG0001199	Prbc.g_00499	Syao.g_02623
OG0001200	Prbc.g_00497	Syao.g_02625
OG0001201	Prbc.g_00465	Syao.g_02601
OG0001202	Prbc.g_00372	Syao.g_02461
OG0001203	Prbc.g_00332	Syao.g_00296, Syao.g_01705
OG0001204	Prbc.g_01141	Syao.g_02117
OG0001205	Prbc.g_01506	Syao.g_01620
OG0001206	Prbc.g_01525	Syao.g_02701, Syao.g_02702
OG0001207	Prbc.g_01536	Syao.g_00035
OG0001208	Prbc.g_01542	Syao.g_00026
OG0001209	Prbc.g_01614	Syao.g_01415
OG0001210	Prbc.g_01619	Syao.g_00882
OG0001211	Prbc.g_01630	Syao.g_00861
OG0001212	Prbc.g_01672	Syao.g_01001
OG0001213	Prbc.g_01706	Syao.g_01322
OG0001214	Prbc.g_01714	Syao.g_00896
OG0001215	Prbc.g_01772	Syao.g_00700
OG0001216	Prbc.g_01789	Syao.g_00492
OG0001218	Prbc.g_01829	Syao.g_00092
OG0001219	Prbc.g_02005	Syao.g_00651
OG0001220	Prbc.g_01913	Syao.g_00393
OG0001221	Prbc.g_01989	Syao.g_01657
OG0001222	Prbc.g_01936	Syao.g_00687
OG0001223	Prbc.g_02053	Syao.g_00820
OG0001224	Prbc.g_02109	Syao.g_00427
OG0001226	Prbc.g_00930	Syao.g_02633
OG0001227	Prbc.g_02133	Syao.g_01047
OG0001228	Prbc.g_01396	Syao.g_02256
OG0001229	Prbc.g_00138	Syao.g_00220
OG0001230	Prbc.g_00700	Syao.g_01503
OG0001231	Prbc.g_01833	Syao.g_02254
OG0001232	Prbc.g_00853	Syao.g_01664
OG0001233	Prbc.g_00873	Syao.g_01643
OG0001234	Prbc.g_00949	Syao.g_02035
OG0001235	Prbc.g_00953	Syao.g_01863
OG0001236	Prbc.g_00234	Syao.g_02261
OG0001237	Prbc.g_00230	Syao.g_02265
OG0001238	Prbc.g_01001	Syao.g_02451
OG0001239	Prbc.g_00502	Syao.g_02620
OG0001240	Prbc.g_00480	Syao.g_02669
OG0001242	Prbc.g_00452	Syao.g_02576
OG0001243	Prbc.g_00445	Syao.g_02584
OG0001244	Prbc.g_00429	Syao.g_02477
OG0001245	Prbc.g_01317	Syao.g_00362
OG0001247	Prbc.g_01765	Syao.g_00390
OG0001249	Prbc.g_01230	Syao.g_01882
OG0001251	Prbc.g_00923	Syao.g_00641
OG0001252	Prbc.g_02104	Syao.g_00507
OG0001253	Prbc.g_00804	Syao.g_01220
OG0001254	Prbc.g_00898	Syao.g_01426
OG0001255	Prbc.g_01463	Syao.g_00920
OG0001256	Prbc.g_00795	Syao.g_01572
OG0001257	Prbc.g_00800	Syao.g_00414
OG0001259	Prbc.g_00871	Syao.g_01645
OG0001260	Prbc.g_00888	Syao.g_01623
OG0001261	Prbc.g_00293	Syao.g_01814
OG0001262	Prbc.g_00983	Syao.g_02213
OG0001263	Prbc.g_00442	Syao.g_02541
OG0001277	Prbc.g_01042	Syao.g_01334
OG0001279	Prbc.g_00133	Syao.g_01528
OG0001282	Prbc.g_00658	Syao.g_00037
OG0001283	Prbc.g_01050	Syao.g_02335
OG0001284	Prbc.g_00781	Syao.g_01587
OG0001285	Prbc.g_00856	Syao.g_01010
OG0001286	Prbc.g_00280	Syao.g_01835
OG0001288	Prbc.g_00198	Syao.g_02187
OG0001289	Prbc.g_00486	Syao.g_02649
OG0001294	Prbc.g_01483, Prbc.g_00646	Syao.g_00948
OG0001295	Prbc.g_01471	Syao.g_00878
OG0001296	Prbc.g_01589	Syao.g_00163
OG0001297	Prbc.g_01594	Syao.g_00159
OG0001299	Prbc.g_01744	Syao.g_00942
OG0001302	Prbc.g_02003	Syao.g_02711
OG0001303	Prbc.g_00092	Syao.g_00649
OG0001304	Prbc.g_02095	Syao.g_00466
OG0001305	Prbc.g_01931	Syao.g_00382
OG0001306	Prbc.g_01461	Syao.g_00141
OG0001308	Prbc.g_00719	Syao.g_01500
OG0001310	Prbc.g_00843	Syao.g_01681
OG0001311	Prbc.g_02087	Syao.g_00452
OG0001312	Prbc.g_02014	Syao.g_00635
OG0001314	Prbc.g_01137	Syao.g_01276
OG0001315	Prbc.g_00249	Syao.g_01853
OG0001317	Prbc.g_00336	Syao.g_01701
OG0001318	Prbc.g_01152	Syao.g_02099
OG0001325	Prbc.g_01792	Syao.g_00487
OG0001326	Prbc.g_00915	Syao.g_02293
OG0001327	Prbc.g_01966	Syao.g_00953
OG0001328	Prbc.g_01985	Syao.g_00198
OG0001329	Prbc.g_00803	Syao.g_00876
OG0001330	Prbc.g_00559	Syao.g_01444
OG0001331	Prbc.g_00663	Syao.g_00042
OG0001332	Prbc.g_00754	Syao.g_01244
OG0001335	Prbc.g_00243	Syao.g_01913
OG0001336	Prbc.g_01051	Syao.g_02336
OG0001337	Prbc.g_01224	Syao.g_01884, Syao.g_01893
OG0001340	Prbc.g_01225	Syao.g_01892
OG0001341	Prbc.g_00539	Syao.g_00602
OG0001343	Prbc.g_01956, Prbc.g_01957	Syao.g_01235
OG0001345	Prbc.g_01425	Syao.g_00179
OG0001347	Prbc.g_00181	Syao.g_02725
OG0001351	Prbc.g_01515	Syao.g_00060
OG0001354	Prbc.g_02046	Syao.g_00833
OG0001356	Prbc.g_00603	Syao.g_00301
OG0001357	Prbc.g_01294	Syao.g_00369
OG0001358	Prbc.g_01697	Syao.g_01343
OG0001359	Prbc.g_01958	Syao.g_01234
OG0001360	Prbc.g_01423	Syao.g_00177
OG0001365	Prbc.g_00994	Syao.g_02441
OG0001368	Prbc.g_00149, Prbc.g_00130	Syao.g_02118
OG0001369	Prbc.g_00481	Syao.g_02668
OG0001371	Prbc.g_01760	Syao.g_02638
OG0001372	Prbc.g_01116	Syao.g_00368
OG0001373	Prbc.g_00914	Syao.g_02291, Syao.g_02292
OG0001374	Prbc.g_00922	Syao.g_02300
OG0001375	Prbc.g_01955	Syao.g_01236
OG0001376	Prbc.g_01943	Syao.g_00617
OG0001377	Prbc.g_01944	Syao.g_00618
OG0001378	Prbc.g_01495	Syao.g_01732
OG0001380	Prbc.g_01470	Syao.g_00360
OG0001385	Prbc.g_00911	Syao.g_02288
OG0001386	Prbc.g_00912	Syao.g_02289
OG0001387	Prbc.g_00913	Syao.g_02290
OG0001388	Prbc.g_00916	Syao.g_02294
OG0001389	Prbc.g_00917	Syao.g_02295
OG0001390	Prbc.g_00918	Syao.g_02296
OG0001391	Prbc.g_00919	Syao.g_02297
OG0001392	Prbc.g_00920	Syao.g_02298
OG0001393	Prbc.g_00921	Syao.g_02299
OG0001394	Prbc.g_01993	Syao.g_00983
OG0001395	Prbc.g_02098	Syao.g_00470
OG0001396	Prbc.g_00180	Syao.g_02726
OG0001398	Prbc.g_01806	Syao.g_02641
OG0001401	Prbc.g_01896	Syao.g_00434
OG0001402	Prbc.g_01701	Syao.g_01338
OG0001403	Prbc.g_01100	Syao.g_02235
OG0001405	Prbc.g_01218	Syao.g_01911
OG0001406	Prbc.g_01942	Syao.g_00616
OG0001407	Prbc.g_01947	Syao.g_00519
OG0001408	Prbc.g_02187	Syao.g_01384
OG0001415	Prbc.g_00340	Syao.g_00999
OG0001417	Prbc.g_01482	Syao.g_00657
OG0001418	Prbc.g_01766	Syao.g_00212
OG0001419	Prbc.g_01825	Syao.g_00520
OG0001420	Prbc.g_00119	Syao.g_01403
OG0001422	Prbc.g_02129	Syao.g_00284
OG0001425	Prbc.g_01004	Syao.g_02366
OG0001429	Prbc.g_02006	Syao.g_00648
OG0001432	Prbc.g_02076	Syao.g_01219
OG0001433	Prbc.g_00602	Syao.g_00300
OG0001434	Prbc.g_01998	Syao.g_00988
OG0001435	Prbc.g_01973	Syao.g_00961
OG0001437	Prbc.g_00341	Syao.g_00998
OG0001439	Prbc.g_01199	Syao.g_02026
OG0001441	Prbc.g_01601	Syao.g_01394
OG0001442	Prbc.g_00689	Syao.g_00738
OG0001443	Prbc.g_00905	Syao.g_02369
OG0001447	Prbc.g_00444	Syao.g_02585
OG0001453	Prbc.g_02056	Syao.g_00814
OG0001454	Prbc.g_01310	Syao.g_01295
OG0001456	Prbc.g_01489	Syao.g_00708
OG0001457	Prbc.g_01488	Syao.g_00709
OG0001458	Prbc.g_01487	Syao.g_00710
OG0001460	Prbc.g_00601	Syao.g_00299
OG0001461	Prbc.g_00014	Syao.g_00788
OG0001467	Prbc.g_00514	Syao.g_01225
OG0001468	Prbc.g_01954	Syao.g_00604
OG0001470	Prbc.g_00187	Syao.g_02175
OG0001471	Prbc.g_01484	Syao.g_02031
OG0001473	Prbc.g_00642	Syao.g_00621
OG0001474	Prbc.g_01251	Syao.g_01870
OG0001475	Prbc.g_00185	Syao.g_02177
OG0001476	Prbc.g_01438	Syao.g_00691, Syao.g_02609, Syao.g_00324
OG0001477	Prbc.g_00010	Syao.g_00408
OG0001486	Prbc.g_01448	Syao.g_00125
OG0001487	Prbc.g_00747	Syao.g_00091
OG0001488	Prbc.g_01432	Syao.g_00190
OG0001489	Prbc.g_00269	Syao.g_01823
OG0001495	Prbc.g_00956	Syao.g_01803
OG0001496	Prbc.g_00008	Syao.g_00410
OG0001497	Prbc.g_00009	Syao.g_00409
OG0001498	Prbc.g_01269	Syao.g_01717
OG0001507	Prbc.g_00117	Syao.g_00874
OG0001508	Prbc.g_00188	Syao.g_02174
OG0001510	Prbc.g_00205	Syao.g_01944
OG0001511	Prbc.g_00461	Syao.g_02593
OG0001512	Prbc.g_00820	Syao.g_01707
OG0001513	Prbc.g_01112	Syao.g_02457
OG0001514	Prbc.g_00007	Syao.g_00411
OG0001515	Prbc.g_01774	Syao.g_00626
OG0001516	Prbc.g_01741	Syao.g_00939
OG0001517	Prbc.g_01247	Syao.g_01876
OG0001518	Prbc.g_01003	Syao.g_02365
OG0001519	Prbc.g_01008	Syao.g_02371
OG0001522	Prbc.g_01892	Syao.g_00568
OG0001526	Prbc.g_02000	Syao.g_02559
OG0001528	Prbc.g_00186	Syao.g_02176
OG0001529	Prbc.g_01119	Syao.g_02222
OG0001530	Prbc.g_00462	Syao.g_02591
OG0001532	Prbc.g_01415	Syao.g_00226
OG0001534	Prbc.g_02096	Syao.g_00467
OG0001535	Prbc.g_02084	Syao.g_00448
OG0001536	Prbc.g_02032	Syao.g_00679
OG0001537	Prbc.g_01990	Syao.g_00977
OG0001538	Prbc.g_01863	Syao.g_00761
OG0001539	Prbc.g_01968	Syao.g_00956
OG0001540	Prbc.g_00440	Syao.g_02543
OG0001541	Prbc.g_00392	Syao.g_02518
OG0001542	Prbc.g_00386	Syao.g_02527
OG0001543	Prbc.g_01939	Syao.g_02382
OG0001544	Prbc.g_01007	Syao.g_02370
OG0001545	Prbc.g_01041	Syao.g_02312
OG0001553	Prbc.g_00706	Syao.g_01510
OG0001557	Prbc.g_01994	Syao.g_00984
OG0001559	Prbc.g_00463	Syao.g_02590
OG0001560	Prbc.g_00473	Syao.g_02595
OG0001561	Prbc.g_02089	Syao.g_00454
OG0001562	Prbc.g_02078	Syao.g_00795
OG0001563	Prbc.g_00285	Syao.g_01841
OG0001566	Prbc.g_01756	Syao.g_01198
OG0001570	Prbc.g_00639	Syao.g_00286
OG0001572	Prbc.g_00019, Prbc.g_00096	Syao.g_00721
OG0001575	Prbc.g_01645	Syao.g_00843
OG0001576	Prbc.g_00578	Syao.g_01474
OG0001577	Prbc.g_01451	Syao.g_00128
OG0001578	Prbc.g_00003	Syao.g_02304
OG0001579	Prbc.g_01222	Syao.g_01907
OG0001584	Prbc.g_01848	Syao.g_00746
OG0001589	Prbc.g_00875	Syao.g_01639, Syao.g_01640
OG0001591	Prbc.g_01751	Syao.g_00950
OG0001605	Prbc.g_02144	Syao.g_01284
OG0001613	Prbc.g_00250	Syao.g_01854
OG0001623	Prbc.g_01226	Syao.g_01889, Syao.g_00405
OG0001634	Prbc.g_01747	Syao.g_00945
OG0001635	Prbc.g_01559	Syao.g_02182, Syao.g_02183
OG0001642	Prbc.g_00597	Syao.g_00233
OG0001644	Prbc.g_01802	Syao.g_00474
OG0001656	Prbc.g_01221	Syao.g_01908
OG0001659	Prbc.g_01419	Syao.g_00020
OG0001673	Prbc.g_00338	Syao.g_02713
OG0001676	Prbc.g_01223	Syao.g_01895
OG0001691	Prbc.g_02099	Syao.g_00729
OG0001692	Prbc.g_00704	Syao.g_01508
OG0001694	Prbc.g_01174	Syao.g_02061
OG0001695	Prbc.g_01024	Syao.g_02308
OG0001703	Prbc.g_01537	Syao.g_00034
OG0001715	Prbc.g_00154	Syao.g_00278
OG0001728	Prbc.g_02201	Syao.g_02277
OG0001738	Prbc.g_01212	Syao.g_02011
OG0001739	Prbc.g_01023	Syao.g_02306
OG0001740	Prbc.g_01026	Syao.g_02310
OG0001769	Prbc.g_01372	Syao.g_00916
OG0001775	Prbc.g_00520	Syao.g_00655
OG0001816	Prbc.g_01965	Syao.g_00952
OG0001915	Prbc.g_01058	Syao.g_02195
OG0001917	Prbc.g_02085	Syao.g_00449
OG0001923	Prbc.g_00515	Syao.g_01982, Syao.g_02124
OG0001954	Prbc.g_00145	Syao.g_00921
OG0001955	Prbc.g_00547	Syao.g_00609
OG0001956	Prbc.g_01918	Syao.g_01376
OG0001974	Prbc.g_00534	Syao.g_00320
OG0001990	Prbc.g_00535	Syao.g_02311
OG0002018	Prbc.g_01025	Syao.g_02309
OG0002020	Prbc.g_01028	Syao.g_02320
OG0002021	Prbc.g_01030	Syao.g_02322
OG0002022	Prbc.g_01031	Syao.g_02323
OG0002023	Prbc.g_01032	Syao.g_02324
OG0002024	Prbc.g_01034	Syao.g_02317
OG0002054	Prbc.g_01035	Syao.g_02318
OG0002055	Prbc.g_01040	Syao.g_02315
OG0002131	Prbc.g_01029	Syao.g_02321
OG0002132	Prbc.g_01033	Syao.g_02314
OG0002133	Prbc.g_01039	Syao.g_02316
OG0002178	Prbc.g_01038	Syao.g_02313
OG0002229	Prbc.g_00191	Syao.g_02126
OG0002347	Prbc.g_00859	Syao.g_01659
OG0002506	Prbc.g_00179, Prbc.g_01950	Syao.g_00332
OG0002591	Prbc.g_00906	Syao.g_01806
OG0002629	Prbc.g_00024	Syao.g_01267
OG0003089	Prbc.g_00252, Prbc.g_01232	Syao.g_01856
OG0003797	Prbc.g_00140	Syao.g_01264
OG0003819	Prbc.g_01027	Syao.g_02319
