Orthogroup	Prbc	Prag
OG0001111	Prbc.g_02042	Prag.g_00970
OG0001112	Prbc.g_02043	Prag.g_00971
OG0001113	Prbc.g_02044	Prag.g_00972
OG0001114	Prbc.g_02045	Prag.g_00973
OG0001115	Prbc.g_02047	Prag.g_00975
OG0001116	Prbc.g_02048	Prag.g_00976
OG0001117	Prbc.g_02049	Prag.g_00977
OG0001118	Prbc.g_02050	Prag.g_00978
OG0001119	Prbc.g_02051	Prag.g_00979
OG0001120	Prbc.g_02052	Prag.g_00981
OG0001121	Prbc.g_00645	Prag.g_01118, Prag.g_00984
OG0001122	Prbc.g_02081	Prag.g_01008
OG0001123	Prbc.g_02086	Prag.g_01012
OG0001124	Prbc.g_02088	Prag.g_01014
OG0001125	Prbc.g_02090	Prag.g_01015
OG0001126	Prbc.g_02101	Prag.g_01025
OG0001127	Prbc.g_02102	Prag.g_01026
OG0001128	Prbc.g_02105	Prag.g_01028
OG0001129	Prbc.g_02106	Prag.g_01029
OG0001130	Prbc.g_02107	Prag.g_01030
OG0001131	Prbc.g_01941	Prag.g_01066
OG0001132	Prbc.g_02152	Prag.g_01076
OG0001133	Prbc.g_02128	Prag.g_01106
OG0001134	Prbc.g_00896	Prag.g_01120
OG0001135	Prbc.g_00899	Prag.g_01123
OG0001136	Prbc.g_01449	Prag.g_01150
OG0001137	Prbc.g_01436	Prag.g_01161
OG0001138	Prbc.g_01416	Prag.g_01179
OG0001139	Prbc.g_01414	Prag.g_01180
OG0001140	Prbc.g_01413	Prag.g_01181
OG0001141	Prbc.g_01412	Prag.g_01182
OG0001142	Prbc.g_01411	Prag.g_01183
OG0001143	Prbc.g_01404	Prag.g_01190
OG0001144	Prbc.g_01399	Prag.g_01195
OG0001145	Prbc.g_00558	Prag.g_01345
OG0001146	Prbc.g_00570	Prag.g_01359
OG0001147	Prbc.g_00589	Prag.g_01375
OG0001148	Prbc.g_00659	Prag.g_01391
OG0001149	Prbc.g_00660	Prag.g_01392
OG0001150	Prbc.g_00661	Prag.g_01393
OG0001151	Prbc.g_00672	Prag.g_01404
OG0001152	Prbc.g_00673	Prag.g_01405
OG0001153	Prbc.g_00739	Prag.g_01521
OG0001154	Prbc.g_00740	Prag.g_01523
OG0001155	Prbc.g_00756	Prag.g_01535
OG0001156	Prbc.g_00759	Prag.g_01538
OG0001157	Prbc.g_00760	Prag.g_01539
OG0001158	Prbc.g_00761	Prag.g_01540
OG0001159	Prbc.g_00762	Prag.g_01541
OG0001160	Prbc.g_00787	Prag.g_01565
OG0001161	Prbc.g_01485	Prag.g_01576
OG0001162	Prbc.g_00799	Prag.g_01587
OG0001163	Prbc.g_00825	Prag.g_01661
OG0001164	Prbc.g_00829	Prag.g_01665
OG0001165	Prbc.g_00831	Prag.g_01668
OG0001166	Prbc.g_00849	Prag.g_01688
OG0001167	Prbc.g_00867	Prag.g_01705
OG0001168	Prbc.g_00868	Prag.g_01707
OG0001169	Prbc.g_00870	Prag.g_01709
OG0001170	Prbc.g_00872	Prag.g_01711
OG0001171	Prbc.g_00882	Prag.g_01721
OG0001172	Prbc.g_00937	Prag.g_01735
OG0001173	Prbc.g_00938	Prag.g_01736
OG0001174	Prbc.g_00946	Prag.g_01744
OG0001175	Prbc.g_00947	Prag.g_01745
OG0001176	Prbc.g_00959	Prag.g_01752
OG0001177	Prbc.g_00957	Prag.g_01754
OG0001178	Prbc.g_01309	Prag.g_01759
OG0001179	Prbc.g_00301	Prag.g_01788
OG0001180	Prbc.g_00278	Prag.g_01810
OG0001181	Prbc.g_00274	Prag.g_01814
OG0001182	Prbc.g_00266	Prag.g_01821
OG0001183	Prbc.g_00247	Prag.g_01825
OG0001184	Prbc.g_00231	Prag.g_01841
OG0001185	Prbc.g_00216	Prag.g_01855
OG0001186	Prbc.g_00189	Prag.g_01879
OG0001187	Prbc.g_00966	Prag.g_01883
OG0001188	Prbc.g_00968	Prag.g_01885
OG0001189	Prbc.g_00985	Prag.g_01902
OG0001190	Prbc.g_00990	Prag.g_01906
OG0001191	Prbc.g_01000	Prag.g_01916
OG0001192	Prbc.g_01005	Prag.g_01921
OG0001193	Prbc.g_01018	Prag.g_01931
OG0001194	Prbc.g_01019	Prag.g_01932
OG0001195	Prbc.g_01020	Prag.g_01933
OG0001196	Prbc.g_01054	Prag.g_01946
OG0001197	Prbc.g_01056	Prag.g_01947
OG0001198	Prbc.g_01066	Prag.g_01954
OG0001199	Prbc.g_00499	Prag.g_00068
OG0001200	Prbc.g_00497	Prag.g_00070
OG0001201	Prbc.g_00465	Prag.g_00101
OG0001202	Prbc.g_00372	Prag.g_00192
OG0001203	Prbc.g_00332	Prag.g_00231
OG0001204	Prbc.g_01141	Prag.g_00236
OG0001205	Prbc.g_01506	Prag.g_00424
OG0001206	Prbc.g_01525	Prag.g_00441
OG0001207	Prbc.g_01536	Prag.g_00456
OG0001208	Prbc.g_01542	Prag.g_00461
OG0001209	Prbc.g_01614	Prag.g_00514
OG0001210	Prbc.g_01619	Prag.g_00519
OG0001211	Prbc.g_01630	Prag.g_00529
OG0001212	Prbc.g_01672	Prag.g_00574
OG0001213	Prbc.g_01706	Prag.g_00607
OG0001214	Prbc.g_01714	Prag.g_00615
OG0001215	Prbc.g_01772	Prag.g_00668
OG0001216	Prbc.g_01789	Prag.g_00694
OG0001217	Prbc.g_00521	Prag.g_00744
OG0001218	Prbc.g_01829	Prag.g_00752
OG0001219	Prbc.g_02005	Prag.g_00795
OG0001220	Prbc.g_01913	Prag.g_00856
OG0001221	Prbc.g_01989	Prag.g_00917
OG0001222	Prbc.g_01936	Prag.g_00956
OG0001223	Prbc.g_02053	Prag.g_00982
OG0001224	Prbc.g_02109	Prag.g_01032
OG0001225	Prbc.g_02111	Prag.g_01034
OG0001226	Prbc.g_00930	Prag.g_01060
OG0001227	Prbc.g_02133	Prag.g_01079
OG0001228	Prbc.g_01396	Prag.g_01198
OG0001229	Prbc.g_00138	Prag.g_01387
OG0001230	Prbc.g_00700	Prag.g_01480
OG0001231	Prbc.g_01833	Prag.g_01585
OG0001232	Prbc.g_00853	Prag.g_01692
OG0001233	Prbc.g_00873	Prag.g_01712
OG0001234	Prbc.g_00949	Prag.g_01747
OG0001235	Prbc.g_00953	Prag.g_01756
OG0001236	Prbc.g_00234	Prag.g_01838
OG0001237	Prbc.g_00230	Prag.g_01842
OG0001238	Prbc.g_01001	Prag.g_01917
OG0001239	Prbc.g_00502	Prag.g_00065
OG0001241	Prbc.g_00471	Prag.g_00094
OG0001242	Prbc.g_00452	Prag.g_00112
OG0001243	Prbc.g_00445	Prag.g_00118
OG0001244	Prbc.g_00429	Prag.g_00134
OG0001245	Prbc.g_01317	Prag.g_00373
OG0001246	Prbc.g_01584	Prag.g_00483
OG0001247	Prbc.g_01765	Prag.g_00661
OG0001248	Prbc.g_01767	Prag.g_00663
OG0001249	Prbc.g_01230	Prag.g_00784
OG0001251	Prbc.g_00923	Prag.g_00893
OG0001252	Prbc.g_02104	Prag.g_01027
OG0001253	Prbc.g_00804	Prag.g_01080
OG0001254	Prbc.g_00898	Prag.g_01122
OG0001255	Prbc.g_01463	Prag.g_01137
OG0001256	Prbc.g_00795	Prag.g_01578
OG0001257	Prbc.g_00800	Prag.g_01584
OG0001259	Prbc.g_00871	Prag.g_01710
OG0001260	Prbc.g_00888	Prag.g_01727
OG0001261	Prbc.g_00293	Prag.g_01796
OG0001262	Prbc.g_00983	Prag.g_01900
OG0001263	Prbc.g_00442	Prag.g_00121
OG0001269	Prbc.g_01912	Prag.g_00353
OG0001273	Prbc.g_01708	Prag.g_00609
OG0001277	Prbc.g_01042	Prag.g_01068
OG0001279	Prbc.g_00133	Prag.g_01302
OG0001280	Prbc.g_00565	Prag.g_01354
OG0001282	Prbc.g_00658	Prag.g_01390
OG0001284	Prbc.g_00781	Prag.g_01560
OG0001285	Prbc.g_00856	Prag.g_01695
OG0001286	Prbc.g_00280	Prag.g_01808
OG0001287	Prbc.g_00209	Prag.g_01863
OG0001288	Prbc.g_00198	Prag.g_01872
OG0001289	Prbc.g_00486	Prag.g_00081
OG0001290	Prbc.g_00472	Prag.g_00093
OG0001294	Prbc.g_01483, Prbc.g_00646	Prag.g_00371
OG0001295	Prbc.g_01471	Prag.g_00446
OG0001296	Prbc.g_01589	Prag.g_00488
OG0001297	Prbc.g_01594	Prag.g_00493
OG0001299	Prbc.g_01744	Prag.g_00644
OG0001300	Prbc.g_01776	Prag.g_00671
OG0001301	Prbc.g_01778	Prag.g_00674
OG0001302	Prbc.g_02003	Prag.g_00793
OG0001303	Prbc.g_00092	Prag.g_00996
OG0001304	Prbc.g_02095	Prag.g_01021
OG0001305	Prbc.g_01931	Prag.g_01040
OG0001306	Prbc.g_01461	Prag.g_01139
OG0001307	Prbc.g_00586	Prag.g_01372
OG0001308	Prbc.g_00719	Prag.g_01500
OG0001309	Prbc.g_01598	Prag.g_01582
OG0001310	Prbc.g_00843	Prag.g_01681
OG0001312	Prbc.g_02014	Prag.g_00945
OG0001314	Prbc.g_01137	Prag.g_00735
OG0001315	Prbc.g_00249	Prag.g_00055
OG0001316	Prbc.g_00431	Prag.g_00133
OG0001317	Prbc.g_00336	Prag.g_00227
OG0001318	Prbc.g_01152	Prag.g_00248
OG0001320	Prbc.g_00037, Prbc.g_00013, Prbc.g_00125	Prag.g_00374
OG0001321	Prbc.g_01512	Prag.g_00430
OG0001322	Prbc.g_01513	Prag.g_00431
OG0001324	Prbc.g_01777	Prag.g_00672
OG0001325	Prbc.g_01792	Prag.g_00697
OG0001326	Prbc.g_00915	Prag.g_00881
OG0001327	Prbc.g_01966	Prag.g_01051
OG0001328	Prbc.g_01985	Prag.g_01078
OG0001329	Prbc.g_00803	Prag.g_01113
OG0001330	Prbc.g_00559	Prag.g_01327
OG0001331	Prbc.g_00663	Prag.g_01395
OG0001332	Prbc.g_00754	Prag.g_01533
OG0001334	Prbc.g_00244	Prag.g_01828
OG0001335	Prbc.g_00243	Prag.g_01829
OG0001336	Prbc.g_01051	Prag.g_01943
OG0001339	Prbc.g_00469	Prag.g_00096
OG0001340	Prbc.g_01225	Prag.g_00319
OG0001341	Prbc.g_00539	Prag.g_00742
OG0001342	Prbc.g_00075, Prbc.g_02065, Prbc.g_02064, Prbc.g_00543, Prbc.g_00059, Prbc.g_02139	Prag.g_00788
OG0001343	Prbc.g_01956, Prbc.g_01957	Prag.g_00890
OG0001344	Prbc.g_01441	Prag.g_01157
OG0001345	Prbc.g_01425	Prag.g_01172
OG0001346	Prbc.g_00567	Prag.g_01356
OG0001347	Prbc.g_00181	Prag.g_01276
OG0001348	Prbc.g_02169	Prag.g_01606
OG0001350	Prbc.g_00333	Prag.g_00230
OG0001351	Prbc.g_01515	Prag.g_00433
OG0001352	Prbc.g_01761	Prag.g_00658
OG0001354	Prbc.g_02046	Prag.g_00974
OG0001355	Prbc.g_00802	Prag.g_01616
OG0001356	Prbc.g_00603	Prag.g_00769
OG0001358	Prbc.g_01697	Prag.g_00598
OG0001359	Prbc.g_01958	Prag.g_00891
OG0001360	Prbc.g_01423	Prag.g_01081
OG0001362	Prbc.g_00723	Prag.g_01504
OG0001363	Prbc.g_01521	Prag.g_01506
OG0001365	Prbc.g_00994	Prag.g_01910
OG0001369	Prbc.g_00481	Prag.g_00086
OG0001371	Prbc.g_01760	Prag.g_00657
OG0001373	Prbc.g_00914	Prag.g_00880
OG0001374	Prbc.g_00922	Prag.g_00888
OG0001375	Prbc.g_01955	Prag.g_00889
OG0001376	Prbc.g_01943	Prag.g_01045
OG0001377	Prbc.g_01944	Prag.g_01046
OG0001378	Prbc.g_01495	Prag.g_01090
OG0001380	Prbc.g_01470	Prag.g_01377
OG0001381	Prbc.g_00655	Prag.g_01383
OG0001384	Prbc.g_02171, Prbc.g_02158, Prbc.g_00045	Prag.g_00730
OG0001385	Prbc.g_00911	Prag.g_00877
OG0001386	Prbc.g_00912	Prag.g_00878
OG0001387	Prbc.g_00913	Prag.g_00879
OG0001388	Prbc.g_00916	Prag.g_00882
OG0001389	Prbc.g_00917	Prag.g_00883
OG0001390	Prbc.g_00918	Prag.g_00884
OG0001391	Prbc.g_00919	Prag.g_00885
OG0001392	Prbc.g_00920	Prag.g_00886
OG0001393	Prbc.g_00921	Prag.g_00887
OG0001395	Prbc.g_02098	Prag.g_01023
OG0001396	Prbc.g_00180	Prag.g_01277
OG0001397	Prbc.g_00724	Prag.g_01505
OG0001398	Prbc.g_01806	Prag.g_01612
OG0001399	Prbc.g_00264, Prbc.g_01136, Prbc.g_01235	Prag.g_01749
OG0001401	Prbc.g_01896	Prag.g_01280
OG0001402	Prbc.g_01701	Prag.g_00759
OG0001403	Prbc.g_01100	Prag.g_00030
OG0001404	Prbc.g_00505	Prag.g_00062
OG0001405	Prbc.g_01218	Prag.g_00317
OG0001406	Prbc.g_01942	Prag.g_01044
OG0001407	Prbc.g_01947	Prag.g_01058
OG0001408	Prbc.g_02187	Prag.g_01063
OG0001409	Prbc.g_01437	Prag.g_01160
OG0001410	Prbc.g_00587	Prag.g_01373
OG0001413	Prbc.g_01834	Prag.g_01574
OG0001414	Prbc.g_00342	Prag.g_00222
OG0001415	Prbc.g_00340	Prag.g_00224
OG0001417	Prbc.g_01482	Prag.g_00448
OG0001418	Prbc.g_01766	Prag.g_00662
OG0001419	Prbc.g_01825	Prag.g_01059
OG0001420	Prbc.g_00119	Prag.g_01098
OG0001421	Prbc.g_00796	Prag.g_01579
OG0001422	Prbc.g_02129	Prag.g_01604
OG0001424	Prbc.g_01380	Prag.g_01259
OG0001425	Prbc.g_01004	Prag.g_01920
OG0001429	Prbc.g_02006	Prag.g_00796
OG0001430	Prbc.g_01945	Prag.g_01322
OG0001431	Prbc.g_00143	Prag.g_01325
OG0001432	Prbc.g_02076	Prag.g_01573
OG0001433	Prbc.g_00602	Prag.g_00768
OG0001434	Prbc.g_01998	Prag.g_00925
OG0001437	Prbc.g_00341	Prag.g_00223
OG0001439	Prbc.g_01199	Prag.g_00298
OG0001440	Prbc.g_01315	Prag.g_00396
OG0001441	Prbc.g_01601	Prag.g_00500
OG0001442	Prbc.g_00689	Prag.g_00733
OG0001443	Prbc.g_00905	Prag.g_01652
OG0001446	Prbc.g_00494	Prag.g_00073
OG0001447	Prbc.g_00444	Prag.g_00119
OG0001450	Prbc.g_01769	Prag.g_00665
OG0001451	Prbc.g_01924	Prag.g_00865
OG0001453	Prbc.g_02056	Prag.g_00986
OG0001454	Prbc.g_01310	Prag.g_01074
OG0001455	Prbc.g_01117	Prag.g_01108
OG0001456	Prbc.g_01489	Prag.g_01130
OG0001457	Prbc.g_01488	Prag.g_01131
OG0001458	Prbc.g_01487	Prag.g_01132
OG0001460	Prbc.g_00601	Prag.g_00767
OG0001463	Prbc.g_01179	Prag.g_00277
OG0001464	Prbc.g_01813	Prag.g_00320
OG0001466	Prbc.g_00148	Prag.g_00732
OG0001467	Prbc.g_00514	Prag.g_00785
OG0001468	Prbc.g_01954	Prag.g_01049
OG0001471	Prbc.g_01484	Prag.g_01575
OG0001472	Prbc.g_01940, Prbc.g_00069	Prag.g_01581
OG0001473	Prbc.g_00642	Prag.g_01880
OG0001474	Prbc.g_01251	Prag.g_00335
OG0001477	Prbc.g_00010	Prag.g_01256
OG0001480	Prbc.g_00151	Prag.g_00363
OG0001481	Prbc.g_02120	Prag.g_00367
OG0001482	Prbc.g_02132	Prag.g_00436
OG0001485	Prbc.g_00144	Prag.g_01617
OG0001486	Prbc.g_01448	Prag.g_01151
OG0001490	Prbc.g_00132	Prag.g_00391
OG0001491	Prbc.g_01999	Prag.g_00791
OG0001496	Prbc.g_00008	Prag.g_01254
OG0001497	Prbc.g_00009	Prag.g_01255
OG0001499	Prbc.g_00519	Prag.g_00054
OG0001500	Prbc.g_01157	Prag.g_00254
OG0001501	Prbc.g_01290	Prag.g_00683
OG0001503	Prbc.g_02170	Prag.g_01127
OG0001506	Prbc.g_00751	Prag.g_01531
OG0001507	Prbc.g_00117	Prag.g_01632
OG0001514	Prbc.g_00007	Prag.g_01253
OG0001521	Prbc.g_02071, Prbc.g_01377	Prag.g_00743
OG0001523	Prbc.g_00901	Prag.g_01124
OG0001524	Prbc.g_00902	Prag.g_01125
OG0001526	Prbc.g_02000	Prag.g_01422
OG0001548	Prbc.g_02149	Prag.g_00782
OG0001549	Prbc.g_01922	Prag.g_00863
OG0001550	Prbc.g_01277	Prag.g_01111
OG0001551	Prbc.g_00908	Prag.g_01129
OG0001552	Prbc.g_00904	Prag.g_01217
OG0001553	Prbc.g_00706	Prag.g_01485
OG0001555	Prbc.g_01362, Prbc.g_00822	Prag.g_01595
OG0001566	Prbc.g_01756	Prag.g_00654
OG0001569	Prbc.g_00041	Prag.g_01086
OG0001571	Prbc.g_01348, Prbc.g_02182	Prag.g_01104
OG0001581	Prbc.g_02147	Prag.g_00137
OG0001582	Prbc.g_01480	Prag.g_00447
OG0001585	Prbc.g_01334	Prag.g_01307
OG0001595	Prbc.g_00506	Prag.g_00061
OG0001596	Prbc.g_00498	Prag.g_00069
OG0001597	Prbc.g_00748	Prag.g_00356
OG0001598	Prbc.g_02116	Prag.g_01640, Prag.g_01272
OG0001599	Prbc.g_01523	Prag.g_00439
OG0001600	Prbc.g_01591	Prag.g_00490
OG0001601	Prbc.g_01754	Prag.g_00652
OG0001603	Prbc.g_02002	Prag.g_00792
OG0001604	Prbc.g_01986	Prag.g_00914
OG0001605	Prbc.g_02144	Prag.g_01004
OG0001606	Prbc.g_00615	Prag.g_01065
OG0001607	Prbc.g_00158	Prag.g_01126
OG0001608	Prbc.g_02160	Prag.g_01380
OG0001609	Prbc.g_00749	Prag.g_01529
OG0001610	Prbc.g_00753	Prag.g_01532
OG0001611	Prbc.g_00613	Prag.g_01592
OG0001612	Prbc.g_00176	Prag.g_01618
OG0001613	Prbc.g_00250	Prag.g_01823
OG0001626	Prbc.g_01302	Prag.g_00741
OG0001629	Prbc.g_00115	Prag.g_00755
OG0001630	Prbc.g_01963	Prag.g_00896
OG0001631	Prbc.g_01814	Prag.g_01054
OG0001632	Prbc.g_00123	Prag.g_01247, Prag.g_01625, Prag.g_01304
OG0001633	Prbc.g_00931	Prag.g_01386
OG0001635	Prbc.g_01559	Prag.g_01634
OG0001648	Prbc.g_00816	Prag.g_00366
OG0001649	Prbc.g_01946	Prag.g_01056
OG0001650	Prbc.g_00040, Prbc.g_01300	Prag.g_01628
OG0001651	Prbc.g_02157	Prag.g_01590
OG0001662	Prbc.g_00063	Prag.g_01096
OG0001663	Prbc.g_01464	Prag.g_01136
OG0001664	Prbc.g_00652	Prag.g_01268
OG0001665	Prbc.g_00654	Prag.g_01271
OG0001667	Prbc.g_00142	Prag.g_01330
OG0001668	Prbc.g_01486	Prag.g_01244
OG0001668	Prbc.g_00895	Prag.g_01653
OG0001670	Prbc.g_00052	Prag.g_01623
OG0001684	Prbc.g_01231	Prag.g_00567
OG0001688	Prbc.g_02066, Prbc.g_01379	Prag.g_01053
OG0001689	Prbc.g_00200	Prag.g_01870
OG0001696	Prbc.g_01925	Prag.g_00866
OG0001697	Prbc.g_02001	Prag.g_00875
OG0001698	Prbc.g_00678	Prag.g_01052
OG0001706	Prbc.g_00527, Prbc.g_01311	Prag.g_00716
OG0001708	Prbc.g_01465	Prag.g_01135
OG0001710	Prbc.g_01135	Prag.g_01750
OG0001718	Prbc.g_00614	Prag.g_00357
OG0001719	Prbc.g_01297, Prbc.g_00032	Prag.g_00382
OG0001721	Prbc.g_00809	Prag.g_00746
OG0001723	Prbc.g_00813	Prag.g_01303
OG0001725	Prbc.g_00078	Prag.g_00381
OG0001742	Prbc.g_01279	Prag.g_00369
OG0001743	Prbc.g_01342	Prag.g_01094
OG0001744	Prbc.g_01291	Prag.g_01339
OG0001772	Prbc.g_01280	Prag.g_00390
OG0001774	Prbc.g_01757	Prag.g_00655
OG0001775	Prbc.g_00520	Prag.g_01061
OG0001776	Prbc.g_02140	Prag.g_01092
OG0001778	Prbc.g_00581	Prag.g_01324
OG0001779	Prbc.g_00163	Prag.g_01340
OG0001781	Prbc.g_01287	Prag.g_01605
OG0001819	Prbc.g_02123	Prag.g_00383
OG0001821	Prbc.g_00128	Prag.g_00747
OG0001822	Prbc.g_02072	Prag.g_00774
OG0001823	Prbc.g_00624	Prag.g_00868
OG0001824	Prbc.g_01818	Prag.g_01002
OG0001825	Prbc.g_02117	Prag.g_01062
OG0001826	Prbc.g_01826	Prag.g_01064
OG0001827	Prbc.g_02131	Prag.g_01067
OG0001828	Prbc.g_02186	Prag.g_01089
OG0001829	Prbc.g_00114	Prag.g_01093
OG0001830	Prbc.g_00150	Prag.g_01107
OG0001831	Prbc.g_02146	Prag.g_01119
OG0001832	Prbc.g_00627	Prag.g_01320
OG0001833	Prbc.g_00656	Prag.g_01388
OG0001920	Prbc.g_01314	Prag.g_00684
OG0001921	Prbc.g_00099	Prag.g_00870
OG0001963	Prbc.g_00961	Prag.g_01642
OG0001982	Prbc.g_00815	Prag.g_00362
OG0001984	Prbc.g_01830	Prag.g_00783
OG0001987	Prbc.g_00049	Prag.g_01317
OG0002031	Prbc.g_02197	Prag.g_01615
OG0002036	Prbc.g_01283	Prag.g_01643
OG0002275	Prbc.g_01361	Prag.g_01233
OG0002293	Prbc.g_02122	Prag.g_01260
OG0002374	Prbc.g_00600	Prag.g_00770
OG0002423	Prbc.g_01340	Prag.g_01249
OG0002427	Prbc.g_02161	Prag.g_01347
OG0002499	Prbc.g_00005	Prag.g_01644
OG0002719	Prbc.g_02172	Prag.g_01257
OG0003021	Prbc.g_00638	Prag.g_01229
OG0003215	Prbc.g_00124	Prag.g_01593
