Orthogroup	Praf	Pral
OG0001164	Praf.g_00193	Pral.g_00296
OG0001165	Praf.g_00192	Pral.g_00297
OG0001166	Praf.g_00191	Pral.g_00298
OG0001167	Praf.g_00184	Pral.g_00300
OG0001168	Praf.g_00183	Pral.g_00301
OG0001169	Praf.g_00182	Pral.g_00302
OG0001170	Praf.g_00180	Pral.g_00303
OG0001171	Praf.g_00179	Pral.g_00304
OG0001172	Praf.g_00177	Pral.g_00306
OG0001173	Praf.g_00175	Pral.g_00308
OG0001174	Praf.g_00174	Pral.g_00309
OG0001175	Praf.g_00173	Pral.g_00310
OG0001176	Praf.g_00165	Pral.g_00312
OG0001177	Praf.g_00163	Pral.g_00314
OG0001178	Praf.g_00158	Pral.g_00317
OG0001179	Praf.g_00157	Pral.g_00318
OG0001180	Praf.g_00156	Pral.g_00319
OG0001181	Praf.g_00155	Pral.g_00320
OG0001182	Praf.g_00154	Pral.g_00321
OG0001183	Praf.g_00153	Pral.g_00322
OG0001184	Praf.g_00091	Pral.g_00324
OG0001185	Praf.g_00089	Pral.g_00326
OG0001186	Praf.g_00088	Pral.g_00327
OG0001187	Praf.g_00087	Pral.g_00328
OG0001188	Praf.g_00083	Pral.g_00329
OG0001189	Praf.g_00082	Pral.g_00330
OG0001190	Praf.g_00081	Pral.g_00331
OG0001191	Praf.g_00077	Pral.g_00332
OG0001192	Praf.g_00075	Pral.g_00333
OG0001193	Praf.g_00074	Pral.g_00334
OG0001194	Praf.g_00072	Pral.g_00335
OG0001195	Praf.g_00071	Pral.g_00336
OG0001196	Praf.g_00070	Pral.g_00337
OG0001197	Praf.g_00069	Pral.g_00338
OG0001198	Praf.g_00068	Pral.g_00339
OG0001199	Praf.g_00067	Pral.g_00340
OG0001200	Praf.g_00064	Pral.g_00341
OG0001201	Praf.g_00063	Pral.g_00342
OG0001202	Praf.g_00062	Pral.g_00343
OG0001203	Praf.g_00060	Pral.g_00345
OG0001204	Praf.g_00056	Pral.g_00347
OG0001205	Praf.g_00054	Pral.g_00349
OG0001206	Praf.g_00053	Pral.g_00350
OG0001207	Praf.g_02656	Pral.g_00351
OG0001208	Praf.g_02657	Pral.g_00352
OG0001209	Praf.g_02658	Pral.g_00353
OG0001210	Praf.g_02659	Pral.g_00354
OG0001211	Praf.g_02661	Pral.g_00355
OG0001212	Praf.g_02662	Pral.g_00356
OG0001213	Praf.g_02663	Pral.g_00357
OG0001214	Praf.g_02665	Pral.g_00359
OG0001215	Praf.g_02667	Pral.g_00360
OG0001216	Praf.g_02669	Pral.g_00361
OG0001217	Praf.g_02670	Pral.g_00362
OG0001218	Praf.g_02671	Pral.g_00363
OG0001219	Praf.g_02674	Pral.g_00366
OG0001220	Praf.g_02680	Pral.g_00367
OG0001221	Praf.g_02702	Pral.g_00373
OG0001222	Praf.g_02716	Pral.g_00374
OG0001223	Praf.g_02717	Pral.g_00375
OG0001224	Praf.g_02719	Pral.g_00377
OG0001225	Praf.g_02720	Pral.g_00378
OG0001226	Praf.g_02723	Pral.g_00379
OG0001227	Praf.g_02724	Pral.g_00380
OG0001228	Praf.g_02728	Pral.g_00381
OG0001229	Praf.g_02729	Pral.g_00382
OG0001230	Praf.g_02730	Pral.g_00383
OG0001231	Praf.g_02743	Pral.g_00384
OG0001232	Praf.g_02753	Pral.g_00386
OG0001233	Praf.g_02754	Pral.g_00387
OG0001234	Praf.g_02755	Pral.g_00388
OG0001235	Praf.g_02756	Pral.g_00389
OG0001236	Praf.g_02758	Pral.g_00391
OG0001237	Praf.g_02759	Pral.g_00392
OG0001238	Praf.g_02764	Pral.g_00396
OG0001239	Praf.g_02765	Pral.g_00397
OG0001240	Praf.g_02766	Pral.g_00398
OG0001241	Praf.g_02770	Pral.g_00401
OG0001242	Praf.g_02772	Pral.g_00402
OG0001243	Praf.g_02773	Pral.g_00403
OG0001244	Praf.g_02775	Pral.g_00404
OG0001245	Praf.g_02777	Pral.g_00405
OG0001246	Praf.g_02779	Pral.g_00406
OG0001247	Praf.g_02780	Pral.g_00407
OG0001248	Praf.g_02781	Pral.g_00408
OG0001249	Praf.g_02782	Pral.g_00409
OG0001250	Praf.g_02783	Pral.g_00410
OG0001251	Praf.g_00261	Pral.g_00955
OG0001252	Praf.g_02418	Pral.g_00907
OG0001253	Praf.g_02437	Pral.g_00895
OG0001254	Praf.g_02280	Pral.g_00758
OG0001255	Praf.g_02055	Pral.g_00699
OG0001257	Praf.g_00597	Pral.g_00609
OG0001259	Praf.g_00738	Pral.g_00499
OG0001262	Praf.g_01614	Pral.g_01539
OG0001264	Praf.g_01460	Pral.g_01800
OG0001265	Praf.g_01333	Pral.g_01598
OG0001266	Praf.g_00991	Pral.g_00967, Pral.g_01320
OG0001268	Praf.g_00852	Pral.g_01364
OG0001269	Praf.g_01893	Pral.g_01238
OG0001270	Praf.g_00976	Pral.g_01116
OG0001271	Praf.g_00535	Pral.g_01102
OG0001273	Praf.g_00639	Pral.g_00572
OG0001276	Praf.g_01484	Pral.g_01040
OG0001278	Praf.g_00492	Pral.g_00098
OG0001279	Praf.g_00487	Pral.g_00102
OG0001280	Praf.g_00484	Pral.g_00105
OG0001281	Praf.g_02197	Pral.g_00175
OG0001282	Praf.g_00474	Pral.g_00112
OG0001283	Praf.g_02392	Pral.g_00285
OG0001284	Praf.g_00159	Pral.g_00316
OG0001285	Praf.g_00058	Pral.g_00346
OG0001286	Praf.g_02768	Pral.g_00400
OG0001287	Praf.g_01095	Pral.g_01891
OG0001288	Praf.g_01988	Pral.g_00657
OG0001290	Praf.g_00036	Pral.g_01013
OG0001291	Praf.g_00318	Pral.g_00976
OG0001293	Praf.g_00313	Pral.g_00971
OG0001294	Praf.g_00260	Pral.g_00954
OG0001296	Praf.g_02402	Pral.g_00919
OG0001299	Praf.g_02225, Praf.g_02218, Praf.g_02234	Pral.g_00787
OG0001301	Praf.g_01694	Pral.g_01438
OG0001303	Praf.g_01853	Pral.g_01308
OG0001305	Praf.g_01278	Pral.g_01565
OG0001306	Praf.g_02752	Pral.g_01703
OG0001309	Praf.g_00055	Pral.g_00348
OG0001310	Praf.g_02648, Praf.g_01002	Pral.g_01701
OG0001312	Praf.g_01894	Pral.g_01237
OG0001314	Praf.g_00454	Pral.g_00130
OG0001315	Praf.g_00403	Pral.g_00166
OG0001316	Praf.g_02387	Pral.g_00281
OG0001318	Praf.g_02429	Pral.g_00904
OG0001319	Praf.g_00387	Pral.g_00802
OG0001322	Praf.g_01257	Pral.g_01670
OG0001323	Praf.g_01640	Pral.g_01810
OG0001326	Praf.g_01082	Pral.g_00046
OG0001327	Praf.g_00805	Pral.g_01047
OG0001328	Praf.g_00789	Pral.g_01276
OG0001329	Praf.g_02762	Pral.g_00394
OG0001330	Praf.g_00497	Pral.g_01069
OG0001331	Praf.g_00486	Pral.g_00103
OG0001332	Praf.g_00426	Pral.g_00155
OG0001333	Praf.g_02111	Pral.g_00247
OG0001334	Praf.g_00176	Pral.g_00307
OG0001335	Praf.g_00061	Pral.g_00344
OG0001336	Praf.g_02404	Pral.g_00917
OG0001337	Praf.g_00217	Pral.g_00927
OG0001339	Praf.g_02522	Pral.g_00841
OG0001340	Praf.g_02211	Pral.g_00791
OG0001341	Praf.g_02252	Pral.g_00778
OG0001342	Praf.g_02279	Pral.g_00759
OG0001343	Praf.g_02048	Pral.g_00693
OG0001344	Praf.g_01750	Pral.g_00025
OG0001345	Praf.g_01991	Pral.g_00660
OG0001346	Praf.g_01910	Pral.g_00620
OG0001347	Praf.g_00601	Pral.g_00605
OG0001348	Praf.g_00624	Pral.g_00016, Pral.g_00586
OG0001351	Praf.g_00722	Pral.g_00511
OG0001353	Praf.g_02550	Pral.g_00818
OG0001355	Praf.g_01598	Pral.g_01529
OG0001357	Praf.g_01351	Pral.g_01585
OG0001358	Praf.g_01334	Pral.g_01597
OG0001359	Praf.g_01037	Pral.g_00073
OG0001360	Praf.g_01038	Pral.g_00072
OG0001361	Praf.g_00893	Pral.g_01425
OG0001362	Praf.g_01769	Pral.g_00024
OG0001366	Praf.g_00436	Pral.g_00144
OG0001368	Praf.g_00160	Pral.g_00315
OG0001369	Praf.g_01332	Pral.g_01599
OG0001375	Praf.g_02414	Pral.g_00909
OG0001378	Praf.g_02269	Pral.g_00766
OG0001380	Praf.g_00819	Pral.g_01744
OG0001381	Praf.g_01958	Pral.g_00634
OG0001384	Praf.g_00642	Pral.g_00570
OG0001410	Praf.g_02569	Pral.g_01303
OG0001412	Praf.g_01421	Pral.g_01651
OG0001413	Praf.g_00356, Praf.g_01078	Pral.g_01888
OG0001415	Praf.g_02074	Pral.g_00713
OG0001416	Praf.g_00644	Pral.g_00568
OG0001426	Praf.g_02763	Pral.g_00395
OG0001429	Praf.g_01375	Pral.g_01617
OG0001437	Praf.g_01931, Praf.g_01933	Pral.g_01673
OG0001438	Praf.g_01665	Pral.g_00467
OG0001439	Praf.g_01589, Praf.g_01588	Pral.g_01520
OG0001448	Praf.g_01004	Pral.g_01710
OG0001452	Praf.g_02673	Pral.g_00365
OG0001453	Praf.g_01085	Pral.g_00070
OG0001455	Praf.g_00966	Pral.g_01865
OG0001456	Praf.g_00737	Pral.g_00500
OG0001466	Praf.g_01297	Pral.g_01053
OG0001467	Praf.g_01791	Pral.g_01168
OG0001470	Praf.g_02333	Pral.g_00719
OG0001471	Praf.g_01576	Pral.g_01872
OG0001481	Praf.g_00883	Pral.g_01386
OG0001483	Praf.g_00803	Pral.g_01287
OG0001486	Praf.g_01500	Pral.g_01779
OG0001487	Praf.g_01670	Pral.g_00463
OG0001492	Praf.g_02169	Pral.g_01521
OG0001504	Praf.g_01496	Pral.g_01784
OG0001531	Praf.g_00985	Pral.g_01900
OG0001544	Praf.g_02007	Pral.g_00434
OG0001545	Praf.g_01457	Pral.g_01803
OG0001546	Praf.g_01593	Pral.g_01672
OG0001547	Praf.g_01015	Pral.g_00423
OG0001548	Praf.g_01903	Pral.g_00030
OG0001587	Praf.g_01953	Pral.g_00457
OG0001588	Praf.g_00493	Pral.g_01300
OG0001590	Praf.g_02294	Pral.g_00745
OG0001598	Praf.g_00953	Pral.g_01817
OG0001605	Praf.g_02174	Pral.g_00197
OG0001608	Praf.g_02086	Pral.g_01049
OG0001620	Praf.g_00110	Pral.g_01255, Pral.g_01252
OG0001630	Praf.g_01861	Pral.g_01045
OG0001630	Praf.g_01470	Pral.g_01248
OG0001632	Praf.g_00482	Pral.g_01048
OG0001633	Praf.g_00946, Praf.g_01089	Pral.g_01667
OG0001694	Praf.g_02371, Praf.g_02600	Pral.g_01229
OG0001697	Praf.g_01144	Pral.g_01836
OG0001714	Praf.g_01852	Pral.g_01120
OG0001715	Praf.g_00172	Pral.g_00311
OG0001716	Praf.g_00924	Pral.g_01402
OG0001717	Praf.g_00954	Pral.g_01310, Pral.g_01827
OG0001718	Praf.g_00957	Pral.g_01835
OG0001719	Praf.g_02053	Pral.g_00697
OG0001729	Praf.g_00115	Pral.g_01254
OG0001737	Praf.g_00051	Pral.g_01004
OG0001738	Praf.g_00232	Pral.g_00935
OG0001739	Praf.g_00238	Pral.g_00936
OG0001740	Praf.g_00239	Pral.g_00937
OG0001741	Praf.g_00252	Pral.g_00947
OG0001742	Praf.g_00389	Pral.g_01297
OG0001743	Praf.g_00390	Pral.g_00801
OG0001744	Praf.g_00428	Pral.g_00153
OG0001745	Praf.g_00707	Pral.g_00523
OG0001746	Praf.g_00778	Pral.g_01268
OG0001747	Praf.g_00876	Pral.g_01381
OG0001748	Praf.g_01214	Pral.g_01749
OG0001749	Praf.g_01245	Pral.g_01759
OG0001750	Praf.g_01324	Pral.g_01576
OG0001751	Praf.g_01330	Pral.g_01601
OG0001752	Praf.g_01336	Pral.g_01596
OG0001753	Praf.g_01396	Pral.g_01631
OG0001754	Praf.g_01446	Pral.g_01574
OG0001755	Praf.g_01488	Pral.g_01787
OG0001756	Praf.g_01535	Pral.g_01493
OG0001757	Praf.g_01612	Pral.g_01307
OG0001758	Praf.g_01615	Pral.g_01540
OG0001759	Praf.g_01628	Pral.g_01547
OG0001760	Praf.g_01637	Pral.g_01808
OG0001761	Praf.g_01642	Pral.g_01770
OG0001762	Praf.g_01740	Pral.g_01465
OG0001763	Praf.g_01899	Pral.g_00924
OG0001764	Praf.g_02014	Pral.g_00675
OG0001765	Praf.g_02067	Pral.g_00707
OG0001766	Praf.g_02068	Pral.g_00708
OG0001767	Praf.g_02070	Pral.g_00709
OG0001768	Praf.g_02071	Pral.g_00710
OG0001769	Praf.g_02072	Pral.g_00711
OG0001770	Praf.g_02100	Pral.g_00258
OG0001771	Praf.g_02120	Pral.g_00242
OG0001772	Praf.g_02406	Pral.g_00915
OG0001773	Praf.g_02419	Pral.g_01688
OG0001774	Praf.g_02478	Pral.g_00864
OG0001775	Praf.g_02496	Pral.g_00858
OG0001776	Praf.g_02571	Pral.g_01305
OG0001777	Praf.g_02672	Pral.g_00364
OG0001778	Praf.g_02681	Pral.g_00368
OG0001779	Praf.g_02682	Pral.g_00369
OG0001780	Praf.g_02683	Pral.g_01606
OG0001781	Praf.g_02718	Pral.g_00376
OG0001782	Praf.g_02751	Pral.g_00385
OG0001795	Praf.g_00704	Pral.g_00526
OG0001797	Praf.g_01076	Pral.g_01295
OG0001799	Praf.g_00947	Pral.g_01066
OG0001801	Praf.g_00989	Pral.g_01317
OG0001802	Praf.g_01211	Pral.g_00442
OG0001803	Praf.g_01344	Pral.g_01589
OG0001823	Praf.g_00140, Praf.g_00117	Pral.g_01194
OG0001831	Praf.g_00835	Pral.g_01362
OG0001832	Praf.g_00865	Pral.g_01374
OG0001851	Praf.g_00020	Pral.g_00667
OG0001881	Praf.g_01202	Pral.g_01319
OG0001883	Praf.g_00042	Pral.g_01010
OG0001884	Praf.g_00186	Pral.g_00299
OG0001885	Praf.g_00541	Pral.g_01109
OG0001886	Praf.g_00702	Pral.g_00528
OG0001887	Praf.g_00915	Pral.g_01392
OG0001888	Praf.g_01025	Pral.g_00071
OG0001891	Praf.g_01199	Pral.g_01745
OG0001892	Praf.g_01256	Pral.g_01306
OG0001893	Praf.g_01288	Pral.g_01572
OG0001894	Praf.g_01406	Pral.g_01641
OG0001895	Praf.g_01580	Pral.g_00980
OG0001896	Praf.g_01644	Pral.g_01894
OG0001897	Praf.g_02040	Pral.g_00689
OG0001898	Praf.g_02241	Pral.g_00786
OG0001899	Praf.g_02612	Pral.g_00997
OG0001900	Praf.g_02613	Pral.g_00998
OG0001901	Praf.g_02655	Pral.g_01002
OG0001902	Praf.g_02761	Pral.g_00393
OG0001916	Praf.g_00018	Pral.g_01678
OG0001917	Praf.g_00019	Pral.g_01677
OG0001918	Praf.g_02564	Pral.g_01685
OG0001920	Praf.g_00467	Pral.g_00118
OG0001922	Praf.g_01870, Praf.g_02644	Pral.g_00424
OG0001959	Praf.g_00141	Pral.g_01196
OG0001968	Praf.g_00543	Pral.g_01111
OG0001973	Praf.g_02443	Pral.g_00889
OG0002001	Praf.g_02006, Praf.g_02586	Pral.g_01302
OG0002002	Praf.g_02198	Pral.g_00174
OG0002003	Praf.g_02339	Pral.g_01186
OG0002036	Praf.g_00377	Pral.g_00808
OG0002038	Praf.g_00587	Pral.g_00614
OG0002041	Praf.g_02281	Pral.g_00757
OG0002043	Praf.g_02423	Pral.g_01056
OG0002058	Praf.g_00279	Pral.g_00059, Pral.g_00092
OG0002072	Praf.g_00699	Pral.g_00531
OG0002079	Praf.g_02653	Pral.g_00014
OG0002132	Praf.g_02401	Pral.g_01224
OG0002143	Praf.g_02353	Pral.g_01188
OG0002144	Praf.g_01858	Pral.g_00640
OG0002146	Praf.g_00527	Pral.g_01096
OG0002192	Praf.g_00845	Pral.g_01869
OG0002206	Praf.g_02299	Pral.g_01686
OG0002285	Praf.g_00395	Pral.g_00798
OG0002288	Praf.g_00816	Pral.g_01059
OG0002293	Praf.g_01255	Pral.g_00473
OG0002294	Praf.g_01418	Pral.g_01648
OG0002297	Praf.g_01686	Pral.g_01431
OG0002298	Praf.g_01865, Praf.g_01867	Pral.g_01242
OG0002300	Praf.g_01983	Pral.g_00652
OG0002305	Praf.g_02424	Pral.g_01225
OG0002307	Praf.g_02701	Pral.g_00372
OG0002380	Praf.g_01047	Pral.g_01200
OG0002389	Praf.g_00347	Pral.g_00069
OG0002996	Praf.g_02629	Pral.g_00003
OG0003117	Praf.g_01165, Praf.g_00341	Pral.g_00085
