Orthogroup	Praf	Prax
OG0001170	Praf.g_00180	Prax.g_01392
OG0001171	Praf.g_00179	Prax.g_01393
OG0001172	Praf.g_00177	Prax.g_01395
OG0001173	Praf.g_00175	Prax.g_01397
OG0001174	Praf.g_00174	Prax.g_01398
OG0001175	Praf.g_00173	Prax.g_01399
OG0001176	Praf.g_00165	Prax.g_01400
OG0001177	Praf.g_00163	Prax.g_01402
OG0001178	Praf.g_00158	Prax.g_01405
OG0001179	Praf.g_00157	Prax.g_01406
OG0001180	Praf.g_00156	Prax.g_01407
OG0001181	Praf.g_00155	Prax.g_01408
OG0001182	Praf.g_00154	Prax.g_01409
OG0001183	Praf.g_00153	Prax.g_01410
OG0001184	Praf.g_00091	Prax.g_01412
OG0001185	Praf.g_00089	Prax.g_01415
OG0001186	Praf.g_00088	Prax.g_01416
OG0001187	Praf.g_00087	Prax.g_01418
OG0001188	Praf.g_00083	Prax.g_01419
OG0001189	Praf.g_00082	Prax.g_01420
OG0001190	Praf.g_00081	Prax.g_01421
OG0001191	Praf.g_00077	Prax.g_01422
OG0001192	Praf.g_00075	Prax.g_01423
OG0001193	Praf.g_00074	Prax.g_01424
OG0001194	Praf.g_00072	Prax.g_01425
OG0001195	Praf.g_00071	Prax.g_01426
OG0001196	Praf.g_00070	Prax.g_01427
OG0001197	Praf.g_00069	Prax.g_01428
OG0001198	Praf.g_00068	Prax.g_01429
OG0001199	Praf.g_00067	Prax.g_01430
OG0001200	Praf.g_00064	Prax.g_01431
OG0001201	Praf.g_00063	Prax.g_01432
OG0001202	Praf.g_00062	Prax.g_01433
OG0001203	Praf.g_00060	Prax.g_01435
OG0001204	Praf.g_00056	Prax.g_01437
OG0001205	Praf.g_00054	Prax.g_01438
OG0001206	Praf.g_00053	Prax.g_01439
OG0001207	Praf.g_02656	Prax.g_01440
OG0001208	Praf.g_02657	Prax.g_01441
OG0001209	Praf.g_02658	Prax.g_01442
OG0001210	Praf.g_02659	Prax.g_01443
OG0001211	Praf.g_02661	Prax.g_01444
OG0001212	Praf.g_02662	Prax.g_01445
OG0001213	Praf.g_02663	Prax.g_01446
OG0001214	Praf.g_02665	Prax.g_01448
OG0001215	Praf.g_02667	Prax.g_01449
OG0001216	Praf.g_02669	Prax.g_01450
OG0001217	Praf.g_02670	Prax.g_01451
OG0001218	Praf.g_02671	Prax.g_01452
OG0001219	Praf.g_02674	Prax.g_01454
OG0001220	Praf.g_02680	Prax.g_01455
OG0001221	Praf.g_02702	Prax.g_01458
OG0001222	Praf.g_02716	Prax.g_01459
OG0001223	Praf.g_02717	Prax.g_01460
OG0001224	Praf.g_02719	Prax.g_01461
OG0001225	Praf.g_02720	Prax.g_01462
OG0001226	Praf.g_02723	Prax.g_01463
OG0001227	Praf.g_02724	Prax.g_01464
OG0001228	Praf.g_02728	Prax.g_01465
OG0001229	Praf.g_02729	Prax.g_01466
OG0001230	Praf.g_02730	Prax.g_01467
OG0001231	Praf.g_02743	Prax.g_01468
OG0001232	Praf.g_02753	Prax.g_01469
OG0001233	Praf.g_02754	Prax.g_01470
OG0001234	Praf.g_02755	Prax.g_01471
OG0001235	Praf.g_02756	Prax.g_01472
OG0001236	Praf.g_02758	Prax.g_01474
OG0001237	Praf.g_02759	Prax.g_01475
OG0001238	Praf.g_02764	Prax.g_01477
OG0001239	Praf.g_02765	Prax.g_01478
OG0001240	Praf.g_02766	Prax.g_01479
OG0001241	Praf.g_02770	Prax.g_01481
OG0001242	Praf.g_02772	Prax.g_01482
OG0001243	Praf.g_02773	Prax.g_01483
OG0001244	Praf.g_02775	Prax.g_01484
OG0001245	Praf.g_02777	Prax.g_01485
OG0001246	Praf.g_02779	Prax.g_01486
OG0001247	Praf.g_02780	Prax.g_01487
OG0001248	Praf.g_02781	Prax.g_01488
OG0001249	Praf.g_02782	Prax.g_01489
OG0001250	Praf.g_02783	Prax.g_01490
OG0001251	Praf.g_00261	Prax.g_01126
OG0001252	Praf.g_02418	Prax.g_01080
OG0001253	Praf.g_02437	Prax.g_01068
OG0001254	Praf.g_02280	Prax.g_00894
OG0001255	Praf.g_02055	Prax.g_00840
OG0001256	Praf.g_01190, Praf.g_01188	Prax.g_01930
OG0001257	Praf.g_00597	Prax.g_00720
OG0001258	Praf.g_00615	Prax.g_00703
OG0001259	Praf.g_00738	Prax.g_00049
OG0001261	Praf.g_01591	Prax.g_00338
OG0001262	Praf.g_01614	Prax.g_00322
OG0001264	Praf.g_01460	Prax.g_00560
OG0001265	Praf.g_01333	Prax.g_01180
OG0001266	Praf.g_00991	Prax.g_01229
OG0001267	Praf.g_01134	Prax.g_00184
OG0001268	Praf.g_00852	Prax.g_00197
OG0001269	Praf.g_01893	Prax.g_01880
OG0001270	Praf.g_00976	Prax.g_01688
OG0001271	Praf.g_00535	Prax.g_01677
OG0001272	Praf.g_01248	Prax.g_01635
OG0001273	Praf.g_00639	Prax.g_01634
OG0001274	Praf.g_01145	Prax.g_01629
OG0001275	Praf.g_01950	Prax.g_01613
OG0001278	Praf.g_00492	Prax.g_01567
OG0001279	Praf.g_00487	Prax.g_01563
OG0001280	Praf.g_00484	Prax.g_01560
OG0001281	Praf.g_02197	Prax.g_01265
OG0001282	Praf.g_00474	Prax.g_01290
OG0001283	Praf.g_02392	Prax.g_01376
OG0001284	Praf.g_00159	Prax.g_01404
OG0001285	Praf.g_00058	Prax.g_01436
OG0001286	Praf.g_02768	Prax.g_01480
OG0001288	Praf.g_01988	Prax.g_00763
OG0001290	Praf.g_00036	Prax.g_00283
OG0001291	Praf.g_00318	Prax.g_00642
OG0001292	Praf.g_00315	Prax.g_00645
OG0001293	Praf.g_00313	Prax.g_00647
OG0001294	Praf.g_00260	Prax.g_01125
OG0001296	Praf.g_02402	Prax.g_01093
OG0001298	Praf.g_02206	Prax.g_00932
OG0001299	Praf.g_02225, Praf.g_02218, Praf.g_02234	Prax.g_00923
OG0001301	Praf.g_01694	Prax.g_00096
OG0001303	Praf.g_01853	Prax.g_00420
OG0001304	Praf.g_01284	Prax.g_01195
OG0001305	Praf.g_01278	Prax.g_01200
OG0001306	Praf.g_02752	Prax.g_01237
OG0001307	Praf.g_01473	Prax.g_01247
OG0001309	Praf.g_00055	Prax.g_00140
OG0001310	Praf.g_02648, Praf.g_01002	Prax.g_00151
OG0001311	Praf.g_00926	Prax.g_00228
OG0001312	Praf.g_01894	Prax.g_01879
OG0001313	Praf.g_00017	Prax.g_01631
OG0001314	Praf.g_00454	Prax.g_01536
OG0001315	Praf.g_00403	Prax.g_01501
OG0001316	Praf.g_02387	Prax.g_01372
OG0001318	Praf.g_02429	Prax.g_01077
OG0001319	Praf.g_00387	Prax.g_00980
OG0001320	Praf.g_00676	Prax.g_00734
OG0001322	Praf.g_01257	Prax.g_00392
OG0001323	Praf.g_01640	Prax.g_01221
OG0001324	Praf.g_00969	Prax.g_01255
OG0001326	Praf.g_01082	Prax.g_01931
OG0001327	Praf.g_00805	Prax.g_01929
OG0001328	Praf.g_00789	Prax.g_01894
OG0001329	Praf.g_02762	Prax.g_01843
OG0001330	Praf.g_00497	Prax.g_01638
OG0001331	Praf.g_00486	Prax.g_01562
OG0001332	Praf.g_00426	Prax.g_01512
OG0001333	Praf.g_02111	Prax.g_01342
OG0001334	Praf.g_00176	Prax.g_01396
OG0001335	Praf.g_00061	Prax.g_01434
OG0001336	Praf.g_02404	Prax.g_01090
OG0001337	Praf.g_00217	Prax.g_01100
OG0001339	Praf.g_02522	Prax.g_01015
OG0001340	Praf.g_02211	Prax.g_00927
OG0001341	Praf.g_02252	Prax.g_00914
OG0001342	Praf.g_02279	Prax.g_00895
OG0001343	Praf.g_02048	Prax.g_00834
OG0001344	Praf.g_01750	Prax.g_00796
OG0001345	Praf.g_01991	Prax.g_00766
OG0001346	Praf.g_01910	Prax.g_00730
OG0001347	Praf.g_00601	Prax.g_00716
OG0001348	Praf.g_00624	Prax.g_00697
OG0001351	Praf.g_00722	Prax.g_00037
OG0001353	Praf.g_02550	Prax.g_00939
OG0001355	Praf.g_01598	Prax.g_00332
OG0001357	Praf.g_01351	Prax.g_01157
OG0001358	Praf.g_01334	Prax.g_01179
OG0001359	Praf.g_01037	Prax.g_00165
OG0001360	Praf.g_01038	Prax.g_00166
OG0001361	Praf.g_00893	Prax.g_00250
OG0001362	Praf.g_01769	Prax.g_01957
OG0001366	Praf.g_00436	Prax.g_01522
OG0001367	Praf.g_02090, Praf.g_02089, Praf.g_02643, Praf.g_01869	Prax.g_01279
OG0001368	Praf.g_00160	Prax.g_01403
OG0001369	Praf.g_01332	Prax.g_01181
OG0001375	Praf.g_02414	Prax.g_01083
OG0001378	Praf.g_02269	Prax.g_00903
OG0001380	Praf.g_00819	Prax.g_00775, Prax.g_00507
OG0001384	Praf.g_00642	Prax.g_00682
OG0001396	Praf.g_01431	Prax.g_01161
OG0001410	Praf.g_02569	Prax.g_01611, Prax.g_01610
OG0001412	Praf.g_01421	Prax.g_00601
OG0001415	Praf.g_02074	Prax.g_00847
OG0001416	Praf.g_00644	Prax.g_00680
OG0001425	Praf.g_01298	Prax.g_01618
OG0001426	Praf.g_02763	Prax.g_01476
OG0001429	Praf.g_01375	Prax.g_01139
OG0001436	Praf.g_01026, Praf.g_02686	Prax.g_00527
OG0001438	Praf.g_01665	Prax.g_00079
OG0001439	Praf.g_01589, Praf.g_01588	Prax.g_00341
OG0001442	Praf.g_00960	Prax.g_00154
OG0001466	Praf.g_01297	Prax.g_01921
OG0001467	Praf.g_01791	Prax.g_01736
OG0001470	Praf.g_02333	Prax.g_00855
OG0001472	Praf.g_01231	Prax.g_00311
OG0001474	Praf.g_02731	Prax.g_00531
OG0001475	Praf.g_02678	Prax.g_01213
OG0001476	Praf.g_02677	Prax.g_01214
OG0001477	Praf.g_02676	Prax.g_01215
OG0001478	Praf.g_01130	Prax.g_01222
OG0001479	Praf.g_00936	Prax.g_01250
OG0001480	Praf.g_01997	Prax.g_00125
OG0001481	Praf.g_00883	Prax.g_00216
OG0001483	Praf.g_00803	Prax.g_01905
OG0001486	Praf.g_01500	Prax.g_00581
OG0001487	Praf.g_01670	Prax.g_00412
OG0001489	Praf.g_02647, Praf.g_02091	Prax.g_00798
OG0001492	Praf.g_02169	Prax.g_00340
OG0001493	Praf.g_02732	Prax.g_00532
OG0001494	Praf.g_02733	Prax.g_00533
OG0001495	Praf.g_02734	Prax.g_00534
OG0001496	Praf.g_02735	Prax.g_00535
OG0001497	Praf.g_02736	Prax.g_00536
OG0001498	Praf.g_02737	Prax.g_00537
OG0001499	Praf.g_02738	Prax.g_00538
OG0001500	Praf.g_02739	Prax.g_00539
OG0001501	Praf.g_02740	Prax.g_00540
OG0001502	Praf.g_02741	Prax.g_00541
OG0001503	Praf.g_02742	Prax.g_00542
OG0001504	Praf.g_01496	Prax.g_00576
OG0001508	Praf.g_00977	Prax.g_01626
OG0001520	Praf.g_01027	Prax.g_00526
OG0001525	Praf.g_00792	Prax.g_00742
OG0001529	Praf.g_01193	Prax.g_01952
OG0001530	Praf.g_01028	Prax.g_00525
OG0001532	Praf.g_00043	Prax.g_00279
OG0001542	Praf.g_00345	Prax.g_01622
OG0001574	Praf.g_01094	Prax.g_01964
OG0001580	Praf.g_00097	Prax.g_01817
OG0001581	Praf.g_00099	Prax.g_01813
OG0001587	Praf.g_01953	Prax.g_01569
OG0001590	Praf.g_02294	Prax.g_00882
OG0001592	Praf.g_00353	Prax.g_00779
OG0001596	Praf.g_00545	Prax.g_00424
OG0001598	Praf.g_00953	Prax.g_00548
OG0001605	Praf.g_02174	Prax.g_01284
OG0001621	Praf.g_02092	Prax.g_00414
OG0001623	Praf.g_02050	Prax.g_00836
OG0001630	Praf.g_01861, Praf.g_01470	Prax.g_01731
OG0001694	Praf.g_02371, Praf.g_02600	Prax.g_01756
OG0001695	Praf.g_00118	Prax.g_01839
OG0001709	Praf.g_00592	Prax.g_00517
OG0001712	Praf.g_00142	Prax.g_01799, Prax.g_01814, Prax.g_01763
OG0001713	Praf.g_00093	Prax.g_01842
OG0001730	Praf.g_00094	Prax.g_01841
OG0001822	Praf.g_02276	Prax.g_01819
OG0001823	Praf.g_00140, Praf.g_00117	Prax.g_01807
OG0001830	Praf.g_00096	Prax.g_01840
OG0001855	Praf.g_01873	Prax.g_01963
OG0001882	Praf.g_00968	Prax.g_01586
OG0001913	Praf.g_01032	Prax.g_00518
OG0001959	Praf.g_00141	Prax.g_01806
OG0001969	Praf.g_02038, Praf.g_00850	Prax.g_00446
OG0001991	Praf.g_01043	Prax.g_00524
OG0002058	Praf.g_00279	Prax.g_01795
OG0002248	Praf.g_01048	Prax.g_00450, Prax.g_00449
OG0002255	Praf.g_00150	Prax.g_01830
OG0002306	Praf.g_02619, Praf.g_02622, Praf.g_02467	Prax.g_00262
OG0002393	Praf.g_00456	Prax.g_01769
OG0002412	Praf.g_02338	Prax.g_01782
OG0002413	Praf.g_02341	Prax.g_01781
OG0002534	Praf.g_00145	Prax.g_01791
OG0003108	Praf.g_01050	Prax.g_00451
