Orthogroup	Praf	Prbi
OG0001121	Praf.g_02128	Prbi.g_01930
OG0001122	Praf.g_02127	Prbi.g_01931
OG0001123	Praf.g_02126	Prbi.g_01932
OG0001124	Praf.g_02124	Prbi.g_01934
OG0001125	Praf.g_02122	Prbi.g_01936
OG0001126	Praf.g_02121	Prbi.g_01937
OG0001127	Praf.g_02118	Prbi.g_01939
OG0001128	Praf.g_02117	Prbi.g_01940
OG0001129	Praf.g_02112	Prbi.g_01941
OG0001130	Praf.g_02109	Prbi.g_01944
OG0001131	Praf.g_02108	Prbi.g_01945
OG0001132	Praf.g_02107	Prbi.g_01946
OG0001133	Praf.g_02106	Prbi.g_01947
OG0001134	Praf.g_02105	Prbi.g_01948
OG0001135	Praf.g_02104	Prbi.g_01949
OG0001136	Praf.g_02103	Prbi.g_01950
OG0001137	Praf.g_02102	Prbi.g_01951
OG0001138	Praf.g_02101	Prbi.g_01952
OG0001139	Praf.g_02099	Prbi.g_01953
OG0001140	Praf.g_02097	Prbi.g_01954
OG0001141	Praf.g_02096	Prbi.g_01955
OG0001142	Praf.g_02082	Prbi.g_01958
OG0001143	Praf.g_02081	Prbi.g_01959
OG0001144	Praf.g_02079	Prbi.g_01960
OG0001145	Praf.g_02078	Prbi.g_01961
OG0001146	Praf.g_02077	Prbi.g_01962
OG0001147	Praf.g_02076	Prbi.g_01963
OG0001148	Praf.g_02075	Prbi.g_01964
OG0001149	Praf.g_02372	Prbi.g_01966
OG0001150	Praf.g_02375	Prbi.g_01967
OG0001151	Praf.g_02383	Prbi.g_01969
OG0001152	Praf.g_02384	Prbi.g_01970
OG0001153	Praf.g_02386	Prbi.g_01971
OG0001154	Praf.g_02388	Prbi.g_01973
OG0001155	Praf.g_02391	Prbi.g_01975
OG0001156	Praf.g_02393	Prbi.g_01977
OG0001157	Praf.g_02395	Prbi.g_01978
OG0001158	Praf.g_02397	Prbi.g_01980
OG0001159	Praf.g_02398	Prbi.g_01981
OG0001160	Praf.g_02399	Prbi.g_01982
OG0001161	Praf.g_00196	Prbi.g_01983
OG0001162	Praf.g_00195	Prbi.g_01984
OG0001163	Praf.g_00194	Prbi.g_01985
OG0001164	Praf.g_00193	Prbi.g_01986
OG0001165	Praf.g_00192	Prbi.g_01987
OG0001166	Praf.g_00191	Prbi.g_01988
OG0001167	Praf.g_00184	Prbi.g_01989
OG0001168	Praf.g_00183	Prbi.g_01990
OG0001169	Praf.g_00182	Prbi.g_01991
OG0001170	Praf.g_00180	Prbi.g_01992
OG0001171	Praf.g_00179	Prbi.g_01993
OG0001172	Praf.g_00177	Prbi.g_01995
OG0001173	Praf.g_00175	Prbi.g_01997
OG0001174	Praf.g_00174	Prbi.g_01998
OG0001175	Praf.g_00173	Prbi.g_01999
OG0001176	Praf.g_00165	Prbi.g_02000
OG0001177	Praf.g_00163	Prbi.g_02002
OG0001178	Praf.g_00158	Prbi.g_02005
OG0001179	Praf.g_00157	Prbi.g_02006
OG0001180	Praf.g_00156	Prbi.g_02007
OG0001181	Praf.g_00155	Prbi.g_02008
OG0001182	Praf.g_00154	Prbi.g_02009
OG0001183	Praf.g_00153	Prbi.g_02010
OG0001184	Praf.g_00091	Prbi.g_02012
OG0001185	Praf.g_00089	Prbi.g_02027
OG0001186	Praf.g_00088	Prbi.g_02028
OG0001187	Praf.g_00087	Prbi.g_02030
OG0001188	Praf.g_00083	Prbi.g_02031
OG0001189	Praf.g_00082	Prbi.g_02032
OG0001190	Praf.g_00081	Prbi.g_02033
OG0001191	Praf.g_00077	Prbi.g_02034
OG0001192	Praf.g_00075	Prbi.g_02035
OG0001193	Praf.g_00074	Prbi.g_02036
OG0001194	Praf.g_00072	Prbi.g_02037
OG0001195	Praf.g_00071	Prbi.g_02038
OG0001196	Praf.g_00070	Prbi.g_02039
OG0001197	Praf.g_00069	Prbi.g_02040
OG0001198	Praf.g_00068	Prbi.g_02041
OG0001199	Praf.g_00067	Prbi.g_02042
OG0001200	Praf.g_00064	Prbi.g_02043
OG0001201	Praf.g_00063	Prbi.g_02044
OG0001202	Praf.g_00062	Prbi.g_02045
OG0001203	Praf.g_00060	Prbi.g_02047
OG0001204	Praf.g_00056	Prbi.g_02049
OG0001205	Praf.g_00054	Prbi.g_02050
OG0001206	Praf.g_00053	Prbi.g_02051
OG0001207	Praf.g_02656	Prbi.g_02052
OG0001208	Praf.g_02657	Prbi.g_02053
OG0001209	Praf.g_02658	Prbi.g_02054
OG0001210	Praf.g_02659	Prbi.g_02055
OG0001211	Praf.g_02661	Prbi.g_02056
OG0001212	Praf.g_02662	Prbi.g_02057
OG0001213	Praf.g_02663	Prbi.g_02058
OG0001214	Praf.g_02665	Prbi.g_02060
OG0001215	Praf.g_02667	Prbi.g_02061
OG0001216	Praf.g_02669	Prbi.g_02062
OG0001217	Praf.g_02670	Prbi.g_02063
OG0001218	Praf.g_02671	Prbi.g_02064
OG0001219	Praf.g_02674	Prbi.g_02067
OG0001220	Praf.g_02680	Prbi.g_02068
OG0001221	Praf.g_02702	Prbi.g_02071
OG0001222	Praf.g_02716	Prbi.g_02072
OG0001223	Praf.g_02717	Prbi.g_02073
OG0001224	Praf.g_02719	Prbi.g_02074
OG0001225	Praf.g_02720	Prbi.g_02075
OG0001226	Praf.g_02723	Prbi.g_02076
OG0001227	Praf.g_02724	Prbi.g_02077
OG0001228	Praf.g_02728	Prbi.g_02078
OG0001229	Praf.g_02729	Prbi.g_02079
OG0001230	Praf.g_02730	Prbi.g_02080
OG0001231	Praf.g_02743	Prbi.g_02081
OG0001232	Praf.g_02753	Prbi.g_02082
OG0001233	Praf.g_02754	Prbi.g_02083
OG0001234	Praf.g_02755	Prbi.g_02084
OG0001235	Praf.g_02756	Prbi.g_02085
OG0001236	Praf.g_02758	Prbi.g_02087
OG0001237	Praf.g_02759	Prbi.g_02088
OG0001238	Praf.g_02764	Prbi.g_02090
OG0001239	Praf.g_02765	Prbi.g_02091
OG0001240	Praf.g_02766	Prbi.g_02092
OG0001241	Praf.g_02770	Prbi.g_02094
OG0001242	Praf.g_02772	Prbi.g_02095
OG0001243	Praf.g_02773	Prbi.g_02096
OG0001244	Praf.g_02775	Prbi.g_02097
OG0001245	Praf.g_02777	Prbi.g_02098
OG0001246	Praf.g_02779	Prbi.g_02099
OG0001247	Praf.g_02780	Prbi.g_02100
OG0001248	Praf.g_02781	Prbi.g_02101
OG0001249	Praf.g_02782	Prbi.g_02102
OG0001250	Praf.g_02783	Prbi.g_02103
OG0001251	Praf.g_00261	Prbi.g_01522
OG0001252	Praf.g_02418	Prbi.g_00146
OG0001253	Praf.g_02437	Prbi.g_00174
OG0001254	Praf.g_02280	Prbi.g_00305
OG0001255	Praf.g_02055	Prbi.g_00357
OG0001256	Praf.g_01190, Praf.g_01188	Prbi.g_00426
OG0001257	Praf.g_00597	Prbi.g_00485
OG0001258	Praf.g_00615	Prbi.g_00501
OG0001259	Praf.g_00738	Prbi.g_00592
OG0001261	Praf.g_01591	Prbi.g_00882
OG0001262	Praf.g_01614	Prbi.g_00898
OG0001264	Praf.g_01460	Prbi.g_00950
OG0001265	Praf.g_01333	Prbi.g_01062
OG0001266	Praf.g_00991	Prbi.g_01111
OG0001267	Praf.g_01134	Prbi.g_01191
OG0001268	Praf.g_00852	Prbi.g_01204
OG0001269	Praf.g_01893	Prbi.g_01422
OG0001270	Praf.g_00976	Prbi.g_01630
OG0001271	Praf.g_00535	Prbi.g_01641
OG0001272	Praf.g_01248	Prbi.g_01683
OG0001273	Praf.g_00639	Prbi.g_01684
OG0001274	Praf.g_01145	Prbi.g_01689
OG0001275	Praf.g_01950	Prbi.g_01705
OG0001276	Praf.g_01484	Prbi.g_01724
OG0001278	Praf.g_00492	Prbi.g_01779
OG0001279	Praf.g_00487	Prbi.g_01783
OG0001281	Praf.g_02197	Prbi.g_01851
OG0001282	Praf.g_00474	Prbi.g_01877
OG0001283	Praf.g_02392	Prbi.g_01976
OG0001284	Praf.g_00159	Prbi.g_02004
OG0001285	Praf.g_00058	Prbi.g_02048
OG0001286	Praf.g_02768	Prbi.g_02093
OG0001288	Praf.g_01988	Prbi.g_00438
OG0001290	Praf.g_00036	Prbi.g_00030
OG0001291	Praf.g_00318	Prbi.g_00078
OG0001292	Praf.g_00315	Prbi.g_00081
OG0001293	Praf.g_00313	Prbi.g_00083
OG0001294	Praf.g_00260	Prbi.g_00100
OG0001296	Praf.g_02402	Prbi.g_00133
OG0001298	Praf.g_02206	Prbi.g_00267
OG0001299	Praf.g_02225, Praf.g_02218, Praf.g_02234	Prbi.g_00276
OG0001301	Praf.g_01694	Prbi.g_00640
OG0001303	Praf.g_01853	Prbi.g_00800
OG0001304	Praf.g_01284	Prbi.g_01077
OG0001305	Praf.g_01278	Prbi.g_01082
OG0001306	Praf.g_02752	Prbi.g_01119
OG0001307	Praf.g_01473	Prbi.g_01129
OG0001309	Praf.g_00055	Prbi.g_01155
OG0001310	Praf.g_02648, Praf.g_01002	Prbi.g_01166
OG0001311	Praf.g_00926	Prbi.g_01235
OG0001312	Praf.g_01894	Prbi.g_01423
OG0001313	Praf.g_00017	Prbi.g_01687
OG0001314	Praf.g_00454	Prbi.g_01810
OG0001315	Praf.g_00403	Prbi.g_01844
OG0001316	Praf.g_02387	Prbi.g_01972
OG0001318	Praf.g_02429	Prbi.g_00149
OG0001319	Praf.g_00387	Prbi.g_00262
OG0001320	Praf.g_00676	Prbi.g_00469
OG0001322	Praf.g_01257	Prbi.g_00828
OG0001323	Praf.g_01640	Prbi.g_01102
OG0001324	Praf.g_00969	Prbi.g_01137
OG0001326	Praf.g_01082	Prbi.g_01360
OG0001327	Praf.g_00805	Prbi.g_01362
OG0001328	Praf.g_00789	Prbi.g_01396
OG0001329	Praf.g_02762	Prbi.g_01459
OG0001330	Praf.g_00497	Prbi.g_01680
OG0001331	Praf.g_00486	Prbi.g_01784
OG0001332	Praf.g_00426	Prbi.g_01833
OG0001333	Praf.g_02111	Prbi.g_01942
OG0001334	Praf.g_00176	Prbi.g_01996
OG0001335	Praf.g_00061	Prbi.g_02046
OG0001336	Praf.g_02404	Prbi.g_00136
OG0001337	Praf.g_00217	Prbi.g_00126
OG0001339	Praf.g_02522	Prbi.g_00227
OG0001340	Praf.g_02211	Prbi.g_00272
OG0001341	Praf.g_02252	Prbi.g_00285
OG0001342	Praf.g_02279	Prbi.g_00304
OG0001343	Praf.g_02048	Prbi.g_00363
OG0001344	Praf.g_01750	Prbi.g_00402
OG0001345	Praf.g_01991	Prbi.g_00435
OG0001346	Praf.g_01910	Prbi.g_00475
OG0001347	Praf.g_00601	Prbi.g_00489
OG0001348	Praf.g_00624	Prbi.g_00507
OG0001351	Praf.g_00722	Prbi.g_00579
OG0001353	Praf.g_02550	Prbi.g_00707
OG0001355	Praf.g_01598	Prbi.g_00888
OG0001357	Praf.g_01351	Prbi.g_01037
OG0001358	Praf.g_01334	Prbi.g_01061
OG0001359	Praf.g_01037	Prbi.g_01178
OG0001360	Praf.g_01038	Prbi.g_01179
OG0001361	Praf.g_00893	Prbi.g_01257
OG0001362	Praf.g_01769	Prbi.g_01332
OG0001366	Praf.g_00436	Prbi.g_01824
OG0001367	Praf.g_02090, Praf.g_02089, Praf.g_02643, Praf.g_01869	Prbi.g_01866
OG0001368	Praf.g_00160	Prbi.g_02003
OG0001369	Praf.g_01332	Prbi.g_01063
OG0001375	Praf.g_02414	Prbi.g_00143
OG0001378	Praf.g_02269	Prbi.g_00296
OG0001380	Praf.g_00819	Prbi.g_00427
OG0001381	Praf.g_01958	Prbi.g_00455
OG0001384	Praf.g_00642	Prbi.g_00522
OG0001396	Praf.g_01431	Prbi.g_01041
OG0001410	Praf.g_02569	Prbi.g_01707
OG0001412	Praf.g_01421	Prbi.g_00990
OG0001413	Praf.g_00356, Praf.g_01078	Prbi.g_01760, Prbi.g_01744
OG0001415	Praf.g_02074	Prbi.g_00350
OG0001416	Praf.g_00644	Prbi.g_00524
OG0001425	Praf.g_01298	Prbi.g_01699
OG0001426	Praf.g_02763	Prbi.g_02089
OG0001429	Praf.g_01375	Prbi.g_01019
OG0001436	Praf.g_01026, Praf.g_02686	Prbi.g_01301
OG0001438	Praf.g_01665	Prbi.g_00622
OG0001439	Praf.g_01589, Praf.g_01588	Prbi.g_00879
OG0001442	Praf.g_00960	Prbi.g_01169
OG0001451	Praf.g_00331	Prbi.g_01567, Prbi.g_02024
OG0001452	Praf.g_02673	Prbi.g_02066
OG0001456	Praf.g_00737	Prbi.g_00591
OG0001466	Praf.g_01297	Prbi.g_01369
OG0001467	Praf.g_01791	Prbi.g_01586
OG0001470	Praf.g_02333	Prbi.g_00344
OG0001472	Praf.g_01231	Prbi.g_00909
OG0001474	Praf.g_02731	Prbi.g_00919
OG0001475	Praf.g_02678	Prbi.g_01095
OG0001476	Praf.g_02677	Prbi.g_01096
OG0001477	Praf.g_02676	Prbi.g_01097
OG0001478	Praf.g_01130	Prbi.g_01103
OG0001479	Praf.g_00936	Prbi.g_01132
OG0001480	Praf.g_01997	Prbi.g_01141
OG0001481	Praf.g_00883	Prbi.g_01223
OG0001483	Praf.g_00803	Prbi.g_01385
OG0001487	Praf.g_01670	Prbi.g_00808
OG0001489	Praf.g_02647, Praf.g_02091	Prbi.g_00399
OG0001492	Praf.g_02169	Prbi.g_00880
OG0001493	Praf.g_02732	Prbi.g_00920
OG0001494	Praf.g_02733	Prbi.g_00921
OG0001495	Praf.g_02734	Prbi.g_00922
OG0001496	Praf.g_02735	Prbi.g_00923
OG0001497	Praf.g_02736	Prbi.g_00924
OG0001498	Praf.g_02737	Prbi.g_00925
OG0001499	Praf.g_02738	Prbi.g_00926
OG0001500	Praf.g_02739	Prbi.g_00927
OG0001501	Praf.g_02740	Prbi.g_00928
OG0001502	Praf.g_02741	Prbi.g_00929
OG0001503	Praf.g_02742	Prbi.g_00930
OG0001504	Praf.g_01496	Prbi.g_00966
OG0001513	Praf.g_00246, Praf.g_01768	Prbi.g_00112
OG0001520	Praf.g_01027	Prbi.g_01302
OG0001525	Praf.g_00792	Prbi.g_00460
OG0001529	Praf.g_01193	Prbi.g_01336
OG0001530	Praf.g_01028	Prbi.g_01303
OG0001532	Praf.g_00043	Prbi.g_00034
OG0001542	Praf.g_00345	Prbi.g_01695
OG0001545	Praf.g_01457	Prbi.g_00947
OG0001574	Praf.g_01094	Prbi.g_01326
OG0001580	Praf.g_00097	Prbi.g_01469
OG0001581	Praf.g_00099	Prbi.g_01471
OG0001587	Praf.g_01953	Prbi.g_01545
OG0001590	Praf.g_02294	Prbi.g_00317
OG0001592	Praf.g_00353	Prbi.g_00421
OG0001593	Praf.g_01578	Prbi.g_00461
OG0001596	Praf.g_00545	Prbi.g_00797
OG0001598	Praf.g_00953	Prbi.g_00937
OG0001605	Praf.g_02174	Prbi.g_01871
OG0001620	Praf.g_00110	Prbi.g_01512
OG0001621	Praf.g_02092	Prbi.g_00806
OG0001623	Praf.g_02050	Prbi.g_00361
OG0001630	Praf.g_01861, Praf.g_01470	Prbi.g_00739
OG0001695	Praf.g_00118	Prbi.g_01472
OG0001712	Praf.g_00142	Prbi.g_01502
OG0001713	Praf.g_00093	Prbi.g_01473
OG0001797	Praf.g_01076	Prbi.g_00166, Prbi.g_01525
OG0001800	Praf.g_01976, Praf.g_00988	Prbi.g_01761
OG0001853	Praf.g_01061	Prbi.g_01756
OG0001888	Praf.g_01025	Prbi.g_01529
OG0001889	Praf.g_01062	Prbi.g_01757
OG0001890	Praf.g_01063	Prbi.g_01758
OG0001969	Praf.g_02038, Praf.g_00850	Prbi.g_00771
OG0002005	Praf.g_02747	Prbi.g_01299, Prbi.g_01550
OG0002006	Praf.g_02750	Prbi.g_01298, Prbi.g_01551
OG0002150	Praf.g_02621, Praf.g_01882, Praf.g_01876, Praf.g_01877	Prbi.g_01880, Prbi.g_00163, Prbi.g_00717
OG0002255	Praf.g_00150	Prbi.g_01468
OG0002298	Praf.g_01865, Praf.g_01867	Prbi.g_00712
OG0002382	Praf.g_00109	Prbi.g_01481
OG0002405	Praf.g_01617	Prbi.g_01538
OG0003481	Praf.g_02651	Prbi.g_00161
