Orthogroup	Praf	Praz
OG0001166	Praf.g_00191	Praz.g_00212
OG0001167	Praf.g_00184	Praz.g_00211
OG0001168	Praf.g_00183	Praz.g_00210
OG0001169	Praf.g_00182	Praz.g_00209
OG0001170	Praf.g_00180	Praz.g_00207
OG0001171	Praf.g_00179	Praz.g_00206
OG0001172	Praf.g_00177	Praz.g_00204
OG0001173	Praf.g_00175	Praz.g_00202
OG0001174	Praf.g_00174	Praz.g_00201
OG0001175	Praf.g_00173	Praz.g_00200
OG0001176	Praf.g_00165	Praz.g_00199
OG0001177	Praf.g_00163	Praz.g_00197
OG0001178	Praf.g_00158	Praz.g_00194
OG0001179	Praf.g_00157	Praz.g_00193
OG0001180	Praf.g_00156	Praz.g_00192
OG0001181	Praf.g_00155	Praz.g_00191
OG0001182	Praf.g_00154	Praz.g_00190
OG0001183	Praf.g_00153	Praz.g_00189
OG0001184	Praf.g_00091	Praz.g_00187
OG0001185	Praf.g_00089	Praz.g_00184
OG0001186	Praf.g_00088	Praz.g_00183
OG0001187	Praf.g_00087	Praz.g_00181
OG0001188	Praf.g_00083	Praz.g_00180
OG0001189	Praf.g_00082	Praz.g_00179
OG0001190	Praf.g_00081	Praz.g_00178
OG0001191	Praf.g_00077	Praz.g_00177
OG0001192	Praf.g_00075	Praz.g_00176
OG0001193	Praf.g_00074	Praz.g_00175
OG0001194	Praf.g_00072	Praz.g_00174
OG0001195	Praf.g_00071	Praz.g_00173
OG0001196	Praf.g_00070	Praz.g_00172
OG0001197	Praf.g_00069	Praz.g_00171
OG0001198	Praf.g_00068	Praz.g_00170
OG0001199	Praf.g_00067	Praz.g_00169
OG0001200	Praf.g_00064	Praz.g_00168
OG0001201	Praf.g_00063	Praz.g_00167
OG0001202	Praf.g_00062	Praz.g_00166
OG0001203	Praf.g_00060	Praz.g_00164
OG0001204	Praf.g_00056	Praz.g_00162
OG0001205	Praf.g_00054	Praz.g_00161
OG0001206	Praf.g_00053	Praz.g_00160
OG0001207	Praf.g_02656	Praz.g_00159
OG0001208	Praf.g_02657	Praz.g_00158
OG0001209	Praf.g_02658	Praz.g_00157
OG0001210	Praf.g_02659	Praz.g_00156
OG0001211	Praf.g_02661	Praz.g_00155
OG0001212	Praf.g_02662	Praz.g_00154
OG0001213	Praf.g_02663	Praz.g_00153
OG0001214	Praf.g_02665	Praz.g_00151
OG0001215	Praf.g_02667	Praz.g_00150
OG0001216	Praf.g_02669	Praz.g_00149
OG0001217	Praf.g_02670	Praz.g_00148
OG0001218	Praf.g_02671	Praz.g_00147
OG0001219	Praf.g_02674	Praz.g_00144
OG0001220	Praf.g_02680	Praz.g_00143
OG0001221	Praf.g_02702	Praz.g_00140
OG0001222	Praf.g_02716	Praz.g_00139
OG0001223	Praf.g_02717	Praz.g_00138
OG0001224	Praf.g_02719	Praz.g_00137
OG0001225	Praf.g_02720	Praz.g_00136
OG0001226	Praf.g_02723	Praz.g_00135
OG0001227	Praf.g_02724	Praz.g_00134
OG0001228	Praf.g_02728	Praz.g_00133
OG0001229	Praf.g_02729	Praz.g_00132
OG0001230	Praf.g_02730	Praz.g_00131
OG0001231	Praf.g_02743	Praz.g_00130
OG0001232	Praf.g_02753	Praz.g_00129
OG0001233	Praf.g_02754	Praz.g_00128
OG0001234	Praf.g_02755	Praz.g_00127
OG0001235	Praf.g_02756	Praz.g_00126
OG0001236	Praf.g_02758	Praz.g_00124
OG0001237	Praf.g_02759	Praz.g_00123
OG0001238	Praf.g_02764	Praz.g_00121
OG0001239	Praf.g_02765	Praz.g_00120
OG0001240	Praf.g_02766	Praz.g_00119
OG0001241	Praf.g_02770	Praz.g_00117
OG0001242	Praf.g_02772	Praz.g_00357
OG0001243	Praf.g_02773	Praz.g_00358
OG0001244	Praf.g_02775	Praz.g_00359
OG0001245	Praf.g_02777	Praz.g_00360
OG0001246	Praf.g_02779	Praz.g_00361
OG0001247	Praf.g_02780	Praz.g_00362
OG0001248	Praf.g_02781	Praz.g_00363
OG0001249	Praf.g_02782	Praz.g_00364
OG0001250	Praf.g_02783	Praz.g_00365
OG0001251	Praf.g_00261	Praz.g_00452
OG0001252	Praf.g_02418	Praz.g_00498
OG0001253	Praf.g_02437	Praz.g_00510
OG0001254	Praf.g_02280	Praz.g_00639
OG0001255	Praf.g_02055	Praz.g_00690
OG0001257	Praf.g_00597	Praz.g_01846
OG0001258	Praf.g_00615	Praz.g_01830
OG0001259	Praf.g_00738	Praz.g_01740
OG0001261	Praf.g_01591	Praz.g_01477
OG0001262	Praf.g_01614	Praz.g_01461
OG0001264	Praf.g_01460	Praz.g_01409
OG0001265	Praf.g_01333	Praz.g_01301
OG0001266	Praf.g_00991	Praz.g_00090
OG0001267	Praf.g_01134	Praz.g_00008
OG0001268	Praf.g_00852	Praz.g_00758
OG0001269	Praf.g_01893	Praz.g_01156
OG0001270	Praf.g_00976	Praz.g_01001
OG0001271	Praf.g_00535	Praz.g_00990
OG0001272	Praf.g_01248	Praz.g_00948
OG0001273	Praf.g_00639	Praz.g_00947
OG0001274	Praf.g_01145	Praz.g_00942
OG0001275	Praf.g_01950	Praz.g_00925, Praz.g_00924
OG0001276	Praf.g_01484	Praz.g_00914
OG0001278	Praf.g_00492	Praz.g_00885
OG0001279	Praf.g_00487	Praz.g_00881
OG0001280	Praf.g_00484	Praz.g_00878
OG0001281	Praf.g_02197	Praz.g_00332
OG0001282	Praf.g_00474	Praz.g_00307
OG0001283	Praf.g_02392	Praz.g_00224
OG0001284	Praf.g_00159	Praz.g_00195
OG0001285	Praf.g_00058	Praz.g_00163
OG0001286	Praf.g_02768	Praz.g_00118
OG0001288	Praf.g_01988	Praz.g_01891
OG0001290	Praf.g_00036	Praz.g_00395
OG0001291	Praf.g_00318	Praz.g_00431
OG0001292	Praf.g_00315	Praz.g_00434
OG0001293	Praf.g_00313	Praz.g_00436
OG0001294	Praf.g_00260	Praz.g_00453
OG0001296	Praf.g_02402	Praz.g_00485
OG0001298	Praf.g_02206	Praz.g_00603
OG0001299	Praf.g_02225, Praf.g_02218, Praf.g_02234	Praz.g_00612
OG0001301	Praf.g_01694	Praz.g_01693
OG0001303	Praf.g_01853	Praz.g_01560
OG0001304	Praf.g_01284	Praz.g_01285
OG0001305	Praf.g_01278	Praz.g_01280
OG0001306	Praf.g_02752	Praz.g_00098
OG0001307	Praf.g_01473	Praz.g_00107
OG0001309	Praf.g_00055	Praz.g_00046
OG0001310	Praf.g_02648, Praf.g_01002	Praz.g_00035
OG0001311	Praf.g_00926	Praz.g_00726
OG0001312	Praf.g_01894	Praz.g_01155
OG0001313	Praf.g_00017	Praz.g_00944
OG0001314	Praf.g_00454	Praz.g_00854
OG0001315	Praf.g_00403	Praz.g_00820
OG0001316	Praf.g_02387	Praz.g_00228
OG0001318	Praf.g_02429	Praz.g_00501
OG0001319	Praf.g_00387	Praz.g_00598
OG0001320	Praf.g_00676	Praz.g_01861
OG0001322	Praf.g_01257	Praz.g_01531
OG0001323	Praf.g_01640	Praz.g_00082
OG0001324	Praf.g_00969	Praz.g_00115
OG0001326	Praf.g_01082	Praz.g_01208
OG0001327	Praf.g_00805	Praz.g_01206
OG0001328	Praf.g_00789	Praz.g_01175
OG0001329	Praf.g_02762	Praz.g_01119
OG0001330	Praf.g_00497	Praz.g_00951
OG0001331	Praf.g_00486	Praz.g_00880
OG0001333	Praf.g_02111	Praz.g_00259
OG0001334	Praf.g_00176	Praz.g_00203
OG0001335	Praf.g_00061	Praz.g_00165
OG0001336	Praf.g_02404	Praz.g_00488
OG0001337	Praf.g_00217	Praz.g_00478
OG0001339	Praf.g_02522	Praz.g_00563
OG0001340	Praf.g_02211	Praz.g_00608
OG0001341	Praf.g_02252	Praz.g_00620
OG0001342	Praf.g_02279	Praz.g_00638
OG0001343	Praf.g_02048	Praz.g_00341
OG0001344	Praf.g_01750	Praz.g_00796
OG0001345	Praf.g_01991	Praz.g_01894
OG0001346	Praf.g_01910	Praz.g_01856
OG0001347	Praf.g_00601	Praz.g_01842
OG0001348	Praf.g_00624	Praz.g_01824
OG0001351	Praf.g_00722	Praz.g_01752
OG0001353	Praf.g_02550	Praz.g_01627
OG0001355	Praf.g_01598	Praz.g_01471
OG0001357	Praf.g_01351	Praz.g_01322
OG0001358	Praf.g_01334	Praz.g_01302
OG0001359	Praf.g_01037	Praz.g_00021
OG0001360	Praf.g_01038	Praz.g_00020
OG0001361	Praf.g_00893	Praz.g_00704
OG0001362	Praf.g_01769	Praz.g_01236
OG0001366	Praf.g_00436	Praz.g_00840
OG0001367	Praf.g_02090, Praf.g_02089, Praf.g_02643, Praf.g_01869	Praz.g_00318
OG0001368	Praf.g_00160	Praz.g_00196
OG0001369	Praf.g_01332	Praz.g_01300
OG0001375	Praf.g_02414	Praz.g_00495
OG0001378	Praf.g_02269	Praz.g_00631
OG0001381	Praf.g_01958	Praz.g_01874
OG0001384	Praf.g_00642	Praz.g_01809
OG0001396	Praf.g_01431	Praz.g_01318
OG0001412	Praf.g_01421	Praz.g_01369
OG0001413	Praf.g_00356, Praf.g_01078	Praz.g_00693
OG0001415	Praf.g_02074	Praz.g_00683
OG0001416	Praf.g_00644	Praz.g_01807
OG0001425	Praf.g_01298	Praz.g_00930
OG0001426	Praf.g_02763	Praz.g_00122
OG0001429	Praf.g_01375	Praz.g_01340
OG0001436	Praf.g_01026, Praf.g_02686	Praz.g_01548
OG0001438	Praf.g_01665	Praz.g_01710
OG0001439	Praf.g_01589, Praf.g_01588	Praz.g_01480
OG0001442	Praf.g_00960	Praz.g_00032
OG0001448	Praf.g_01004	Praz.g_00917
OG0001452	Praf.g_02673	Praz.g_00145
OG0001453	Praf.g_01085	Praz.g_00906
OG0001455	Praf.g_00966	Praz.g_01913
OG0001467	Praf.g_01791	Praz.g_01044
OG0001470	Praf.g_02333	Praz.g_00677
OG0001471	Praf.g_01576	Praz.g_01909
OG0001472	Praf.g_01231	Praz.g_01450
OG0001474	Praf.g_02731	Praz.g_01439
OG0001475	Praf.g_02678	Praz.g_00075
OG0001476	Praf.g_02677	Praz.g_00076
OG0001477	Praf.g_02676	Praz.g_00077
OG0001478	Praf.g_01130	Praz.g_00083
OG0001479	Praf.g_00936	Praz.g_00110
OG0001480	Praf.g_01997	Praz.g_00061
OG0001481	Praf.g_00883	Praz.g_00738
OG0001483	Praf.g_00803	Praz.g_01186
OG0001486	Praf.g_01500	Praz.g_01389
OG0001487	Praf.g_01670	Praz.g_01553
OG0001489	Praf.g_02647, Praf.g_02091	Praz.g_00799
OG0001492	Praf.g_02169	Praz.g_01479
OG0001493	Praf.g_02732	Praz.g_01438
OG0001494	Praf.g_02733	Praz.g_01437
OG0001495	Praf.g_02734	Praz.g_01436
OG0001496	Praf.g_02735	Praz.g_01435
OG0001497	Praf.g_02736	Praz.g_01434
OG0001498	Praf.g_02737	Praz.g_01433
OG0001499	Praf.g_02738	Praz.g_01432
OG0001500	Praf.g_02739	Praz.g_01431
OG0001501	Praf.g_02740	Praz.g_01430
OG0001502	Praf.g_02741	Praz.g_01429
OG0001503	Praf.g_02742	Praz.g_01428
OG0001508	Praf.g_00977	Praz.g_00939
OG0001512	Praf.g_01187, Praf.g_00342, Praf.g_02627, Praf.g_01168	Praz.g_01255
OG0001513	Praf.g_00246, Praf.g_01768	Praz.g_00465
OG0001520	Praf.g_01027	Praz.g_01549
OG0001525	Praf.g_00792	Praz.g_01869
OG0001529	Praf.g_01193	Praz.g_01232
OG0001530	Praf.g_01028	Praz.g_01550
OG0001532	Praf.g_00043	Praz.g_00399
OG0001542	Praf.g_00345	Praz.g_00934
OG0001580	Praf.g_00097	Praz.g_01085
OG0001581	Praf.g_00099	Praz.g_01082
OG0001592	Praf.g_00353	Praz.g_00772
OG0001596	Praf.g_00545	Praz.g_01563
OG0001598	Praf.g_00953	Praz.g_01421
OG0001621	Praf.g_02092	Praz.g_01555
OG0001623	Praf.g_02050	Praz.g_01934
OG0001695	Praf.g_00118	Praz.g_01105
OG0001713	Praf.g_00093	Praz.g_01117
OG0001844	Praf.g_00100	Praz.g_01084
OG0001875	Praf.g_01581	Praz.g_01917
OG0001876	Praf.g_01442	Praz.g_01920
OG0001882	Praf.g_00968	Praz.g_00895
OG0002035	Praf.g_00363	Praz.g_01254
OG0002148	Praf.g_01079	Praz.g_01160
