Orthogroup	Praf	Prac
OG0001165	Praf.g_00192	Prac.g_00034
OG0001166	Praf.g_00191	Prac.g_00035
OG0001167	Praf.g_00184	Prac.g_00036
OG0001168	Praf.g_00183	Prac.g_00037
OG0001169	Praf.g_00182	Prac.g_00038
OG0001170	Praf.g_00180	Prac.g_00039
OG0001171	Praf.g_00179	Prac.g_00040
OG0001172	Praf.g_00177	Prac.g_00042
OG0001173	Praf.g_00175	Prac.g_00044
OG0001174	Praf.g_00174	Prac.g_00045
OG0001175	Praf.g_00173	Prac.g_00046
OG0001176	Praf.g_00165	Prac.g_00047
OG0001177	Praf.g_00163	Prac.g_00049
OG0001178	Praf.g_00158	Prac.g_00051
OG0001179	Praf.g_00157	Prac.g_00052
OG0001180	Praf.g_00156	Prac.g_00053
OG0001181	Praf.g_00155	Prac.g_00054
OG0001182	Praf.g_00154	Prac.g_00055
OG0001183	Praf.g_00153	Prac.g_00056
OG0001184	Praf.g_00091	Prac.g_00058
OG0001185	Praf.g_00089	Prac.g_00061
OG0001186	Praf.g_00088	Prac.g_00062
OG0001187	Praf.g_00087	Prac.g_00063
OG0001188	Praf.g_00083	Prac.g_00064
OG0001189	Praf.g_00082	Prac.g_00065
OG0001190	Praf.g_00081	Prac.g_00066
OG0001191	Praf.g_00077	Prac.g_00067
OG0001192	Praf.g_00075	Prac.g_00068
OG0001193	Praf.g_00074	Prac.g_00069
OG0001194	Praf.g_00072	Prac.g_00070
OG0001195	Praf.g_00071	Prac.g_00071
OG0001196	Praf.g_00070	Prac.g_00072
OG0001197	Praf.g_00069	Prac.g_00073
OG0001198	Praf.g_00068	Prac.g_00074
OG0001199	Praf.g_00067	Prac.g_00075
OG0001200	Praf.g_00064	Prac.g_00076
OG0001201	Praf.g_00063	Prac.g_00077
OG0001202	Praf.g_00062	Prac.g_00078
OG0001203	Praf.g_00060	Prac.g_00080
OG0001204	Praf.g_00056	Prac.g_00082
OG0001205	Praf.g_00054	Prac.g_00083
OG0001206	Praf.g_00053	Prac.g_00084
OG0001207	Praf.g_02656	Prac.g_00085
OG0001208	Praf.g_02657	Prac.g_00086
OG0001209	Praf.g_02658	Prac.g_00087
OG0001210	Praf.g_02659	Prac.g_00088
OG0001211	Praf.g_02661	Prac.g_00089
OG0001212	Praf.g_02662	Prac.g_00090
OG0001213	Praf.g_02663	Prac.g_00091
OG0001214	Praf.g_02665	Prac.g_00093
OG0001215	Praf.g_02667	Prac.g_00094
OG0001216	Praf.g_02669	Prac.g_00095
OG0001217	Praf.g_02670	Prac.g_00096
OG0001218	Praf.g_02671	Prac.g_00097
OG0001219	Praf.g_02674	Prac.g_00099
OG0001220	Praf.g_02680	Prac.g_00100
OG0001221	Praf.g_02702	Prac.g_00103
OG0001222	Praf.g_02716	Prac.g_00104
OG0001223	Praf.g_02717	Prac.g_00105
OG0001224	Praf.g_02719	Prac.g_00106
OG0001225	Praf.g_02720	Prac.g_00107
OG0001226	Praf.g_02723	Prac.g_00108
OG0001227	Praf.g_02724	Prac.g_00109
OG0001228	Praf.g_02728	Prac.g_00110
OG0001229	Praf.g_02729	Prac.g_00111
OG0001230	Praf.g_02730	Prac.g_00112
OG0001231	Praf.g_02743	Prac.g_00113
OG0001232	Praf.g_02753	Prac.g_00114
OG0001233	Praf.g_02754	Prac.g_00115
OG0001234	Praf.g_02755	Prac.g_00116
OG0001235	Praf.g_02756	Prac.g_00117
OG0001236	Praf.g_02758	Prac.g_00119
OG0001237	Praf.g_02759	Prac.g_00120
OG0001238	Praf.g_02764	Prac.g_00122
OG0001239	Praf.g_02765	Prac.g_00123
OG0001240	Praf.g_02766	Prac.g_00124
OG0001241	Praf.g_02770	Prac.g_00126
OG0001242	Praf.g_02772	Prac.g_00127
OG0001243	Praf.g_02773	Prac.g_00128
OG0001244	Praf.g_02775	Prac.g_00129
OG0001245	Praf.g_02777	Prac.g_00130
OG0001246	Praf.g_02779	Prac.g_00131
OG0001247	Praf.g_02780	Prac.g_01950
OG0001248	Praf.g_02781	Prac.g_01949
OG0001249	Praf.g_02782	Prac.g_01948
OG0001250	Praf.g_02783	Prac.g_01947
OG0001251	Praf.g_00261	Prac.g_01839
OG0001252	Praf.g_02418	Prac.g_01793
OG0001253	Praf.g_02437	Prac.g_01780
OG0001254	Praf.g_02280	Prac.g_01650
OG0001255	Praf.g_02055	Prac.g_01201
OG0001256	Praf.g_01190, Praf.g_01188	Prac.g_00152
OG0001257	Praf.g_00597	Prac.g_01062
OG0001258	Praf.g_00615	Prac.g_00873
OG0001259	Praf.g_00738	Prac.g_00783
OG0001261	Praf.g_01591	Prac.g_01441
OG0001262	Praf.g_01614	Prac.g_01425
OG0001264	Praf.g_01460	Prac.g_01385
OG0001265	Praf.g_01333	Prac.g_01280
OG0001266	Praf.g_00991	Prac.g_01232
OG0001267	Praf.g_01134	Prac.g_01001
OG0001268	Praf.g_00852	Prac.g_00988
OG0001269	Praf.g_01893	Prac.g_00200
OG0001270	Praf.g_00976	Prac.g_00371
OG0001271	Praf.g_00535	Prac.g_00360
OG0001272	Praf.g_01248	Prac.g_00319
OG0001273	Praf.g_00639	Prac.g_00318
OG0001274	Praf.g_01145	Prac.g_00313
OG0001275	Praf.g_01950	Prac.g_00297
OG0001276	Praf.g_01484	Prac.g_00285, Prac.g_00878
OG0001278	Praf.g_00492	Prac.g_00633
OG0001279	Praf.g_00487	Prac.g_00629
OG0001280	Praf.g_00484	Prac.g_00626
OG0001281	Praf.g_02197	Prac.g_00479
OG0001282	Praf.g_00474	Prac.g_00504
OG0001283	Praf.g_02392	Prac.g_00023
OG0001284	Praf.g_00159	Prac.g_00050
OG0001285	Praf.g_00058	Prac.g_00081
OG0001286	Praf.g_02768	Prac.g_00125
OG0001287	Praf.g_01095	Prac.g_00875, Prac.g_01598
OG0001288	Praf.g_01988	Prac.g_01110
OG0001290	Praf.g_00036	Prac.g_01917
OG0001291	Praf.g_00318	Prac.g_01860
OG0001292	Praf.g_00315	Prac.g_01857
OG0001293	Praf.g_00313	Prac.g_01855
OG0001294	Praf.g_00260	Prac.g_01838
OG0001296	Praf.g_02402	Prac.g_01806
OG0001298	Praf.g_02206	Prac.g_01687
OG0001301	Praf.g_01694	Prac.g_00734
OG0001304	Praf.g_01284	Prac.g_01265
OG0001305	Praf.g_01278	Prac.g_01260
OG0001306	Praf.g_02752	Prac.g_01223
OG0001307	Praf.g_01473	Prac.g_01214
OG0001309	Praf.g_00055	Prac.g_01036
OG0001310	Praf.g_02648, Praf.g_01002	Prac.g_01026
OG0001311	Praf.g_00926	Prac.g_00957
OG0001312	Praf.g_01894	Prac.g_00201
OG0001313	Praf.g_00017	Prac.g_00315
OG0001314	Praf.g_00454	Prac.g_00602
OG0001315	Praf.g_00403	Prac.g_00568
OG0001316	Praf.g_02387	Prac.g_00019
OG0001318	Praf.g_02429	Prac.g_01790
OG0001319	Praf.g_00387	Prac.g_01692
OG0001320	Praf.g_00676	Prac.g_01078
OG0001322	Praf.g_01257	Prac.g_01495
OG0001323	Praf.g_01640	Prac.g_01240
OG0001324	Praf.g_00969	Prac.g_01206
OG0001326	Praf.g_01082	Prac.g_00151
OG0001327	Praf.g_00805	Prac.g_00153
OG0001328	Praf.g_00789	Prac.g_00180
OG0001329	Praf.g_02762	Prac.g_00237
OG0001330	Praf.g_00497	Prac.g_00322
OG0001331	Praf.g_00486	Prac.g_00628
OG0001332	Praf.g_00426	Prac.g_00579
OG0001334	Praf.g_00176	Prac.g_00043
OG0001335	Praf.g_00061	Prac.g_00079
OG0001336	Praf.g_02404	Prac.g_01803
OG0001337	Praf.g_00217	Prac.g_01813
OG0001339	Praf.g_02522	Prac.g_01727
OG0001340	Praf.g_02211	Prac.g_01682
OG0001341	Praf.g_02252	Prac.g_01670
OG0001342	Praf.g_02279	Prac.g_01651
OG0001343	Praf.g_02048	Prac.g_01195
OG0001344	Praf.g_01750	Prac.g_01155
OG0001345	Praf.g_01991	Prac.g_01113
OG0001346	Praf.g_01910	Prac.g_01072
OG0001347	Praf.g_00601	Prac.g_01058
OG0001348	Praf.g_00624	Prac.g_00867
OG0001351	Praf.g_00722	Prac.g_00796
OG0001353	Praf.g_02550	Prac.g_00668
OG0001355	Praf.g_01598	Prac.g_01435
OG0001357	Praf.g_01351	Prac.g_01300
OG0001358	Praf.g_01334	Prac.g_01281
OG0001359	Praf.g_01037	Prac.g_01014
OG0001360	Praf.g_01038	Prac.g_01013
OG0001361	Praf.g_00893	Prac.g_00935
OG0001366	Praf.g_00436	Prac.g_00588
OG0001367	Praf.g_02090, Praf.g_02089, Praf.g_02643, Praf.g_01869	Prac.g_00493
OG0001369	Praf.g_01332	Prac.g_01279
OG0001375	Praf.g_02414	Prac.g_01796
OG0001378	Praf.g_02269	Prac.g_01659
OG0001381	Praf.g_01958	Prac.g_01093
OG0001384	Praf.g_00642	Prac.g_00853
OG0001396	Praf.g_01431	Prac.g_01296
OG0001410	Praf.g_02569	Prac.g_00295
OG0001412	Praf.g_01421	Prac.g_01346
OG0001413	Praf.g_00356, Praf.g_01078	Prac.g_00892
OG0001415	Praf.g_02074	Prac.g_01605
OG0001416	Praf.g_00644	Prac.g_00851
OG0001425	Praf.g_01298	Prac.g_00302
OG0001426	Praf.g_02763	Prac.g_00121
OG0001436	Praf.g_01026, Praf.g_02686	Prac.g_00900
OG0001438	Praf.g_01665	Prac.g_00751
OG0001442	Praf.g_00960	Prac.g_01024
OG0001451	Praf.g_00331	Prac.g_00634
OG0001453	Praf.g_01085	Prac.g_00889, Prac.g_00913, Prac.g_00881, Prac.g_00282
OG0001456	Praf.g_00737	Prac.g_01965
OG0001467	Praf.g_01791	Prac.g_00414
OG0001470	Praf.g_02333	Prac.g_01611
OG0001471	Praf.g_01576	Prac.g_01120
OG0001472	Praf.g_01231	Prac.g_01414
OG0001474	Praf.g_02731	Prac.g_00643
OG0001475	Praf.g_02678	Prac.g_01247
OG0001476	Praf.g_02677	Prac.g_01246
OG0001477	Praf.g_02676	Prac.g_01245
OG0001478	Praf.g_01130	Prac.g_01239
OG0001479	Praf.g_00936	Prac.g_01211
OG0001480	Praf.g_01997	Prac.g_01047
OG0001481	Praf.g_00883	Prac.g_00969
OG0001489	Praf.g_02647, Praf.g_02091	Prac.g_01158
OG0001492	Praf.g_02169	Prac.g_01443
OG0001493	Praf.g_02732	Prac.g_00644
OG0001494	Praf.g_02733	Prac.g_00645
OG0001495	Praf.g_02734	Prac.g_00646
OG0001496	Praf.g_02735	Prac.g_00647
OG0001497	Praf.g_02736	Prac.g_00648
OG0001498	Praf.g_02737	Prac.g_00649
OG0001499	Praf.g_02738	Prac.g_00650
OG0001500	Praf.g_02739	Prac.g_00651
OG0001501	Praf.g_02740	Prac.g_00652
OG0001502	Praf.g_02741	Prac.g_00653
OG0001503	Praf.g_02742	Prac.g_00654
OG0001513	Praf.g_00246, Praf.g_01768	Prac.g_01826
OG0001520	Praf.g_01027	Prac.g_00899
OG0001525	Praf.g_00792	Prac.g_01088
OG0001529	Praf.g_01193	Prac.g_00132
OG0001532	Praf.g_00043	Prac.g_01912
OG0001542	Praf.g_00345	Prac.g_00306
OG0001544	Praf.g_02007	Prac.g_00907
OG0001545	Praf.g_01457	Prac.g_01388
OG0001574	Praf.g_01094	Prac.g_00911
OG0001580	Praf.g_00097	Prac.g_00264
OG0001581	Praf.g_00099	Prac.g_00268
OG0001590	Praf.g_02294	Prac.g_01638
OG0001593	Praf.g_01578	Prac.g_01086
OG0001596	Praf.g_00545	Prac.g_01516
OG0001598	Praf.g_00953	Prac.g_01398
OG0001620	Praf.g_00110	Prac.g_00453
OG0001621	Praf.g_02092	Prac.g_01509
OG0001623	Praf.g_02050	Prac.g_01197
OG0001694	Praf.g_02371, Praf.g_02600	Prac.g_00435
OG0001695	Praf.g_00118	Prac.g_00241
OG0001712	Praf.g_00142	Prac.g_00462, Prac.g_00267
OG0001713	Praf.g_00093	Prac.g_00238
OG0001730	Praf.g_00094	Prac.g_00239
OG0001797	Praf.g_01076	Prac.g_01872
OG0001822	Praf.g_02276	Prac.g_00262
OG0001823	Praf.g_00140, Praf.g_00117	Prac.g_00274
OG0001830	Praf.g_00096	Prac.g_00240
OG0001875	Praf.g_01581	Prac.g_01123
OG0001876	Praf.g_01442	Prac.g_01126
OG0001959	Praf.g_00141	Prac.g_00470
OG0002028	Praf.g_01468	Prac.g_00638
OG0002057	Praf.g_00114	Prac.g_00451
OG0002058	Praf.g_00279	Prac.g_00456
OG0002192	Praf.g_00845	Prac.g_00781
OG0002255	Praf.g_00150	Prac.g_00250
OG0002258	Praf.g_00116	Prac.g_00450
OG0002534	Praf.g_00145	Prac.g_00457
OG0003080	Praf.g_02594	Prac.g_00440
OG0003092	Praf.g_02034	Prac.g_00910
