Orthogroup	Praf	Prbf
OG0001119	Praf.g_02132	Prbf.g_00570
OG0001120	Praf.g_02131	Prbf.g_00569
OG0001121	Praf.g_02128	Prbf.g_00567
OG0001122	Praf.g_02127	Prbf.g_00566
OG0001123	Praf.g_02126	Prbf.g_00565
OG0001124	Praf.g_02124	Prbf.g_00563
OG0001125	Praf.g_02122	Prbf.g_00561
OG0001126	Praf.g_02121	Prbf.g_00560
OG0001127	Praf.g_02118	Prbf.g_00557
OG0001128	Praf.g_02117	Prbf.g_00556
OG0001129	Praf.g_02112	Prbf.g_00555
OG0001130	Praf.g_02109	Prbf.g_00552
OG0001131	Praf.g_02108	Prbf.g_00551
OG0001132	Praf.g_02107	Prbf.g_00550
OG0001133	Praf.g_02106	Prbf.g_00549
OG0001134	Praf.g_02105	Prbf.g_00548
OG0001135	Praf.g_02104	Prbf.g_00547
OG0001136	Praf.g_02103	Prbf.g_00546
OG0001137	Praf.g_02102	Prbf.g_00545
OG0001138	Praf.g_02101	Prbf.g_00544
OG0001139	Praf.g_02099	Prbf.g_00542
OG0001140	Praf.g_02097	Prbf.g_00541
OG0001141	Praf.g_02096	Prbf.g_00540
OG0001142	Praf.g_02082	Prbf.g_00536
OG0001143	Praf.g_02081	Prbf.g_00535
OG0001144	Praf.g_02079	Prbf.g_00534
OG0001145	Praf.g_02078	Prbf.g_00533
OG0001146	Praf.g_02077	Prbf.g_00532
OG0001147	Praf.g_02076	Prbf.g_00531
OG0001148	Praf.g_02075	Prbf.g_00530
OG0001149	Praf.g_02372	Prbf.g_00528
OG0001150	Praf.g_02375	Prbf.g_00527
OG0001151	Praf.g_02383	Prbf.g_00523
OG0001152	Praf.g_02384	Prbf.g_00522
OG0001153	Praf.g_02386	Prbf.g_00521
OG0001154	Praf.g_02388	Prbf.g_00519
OG0001155	Praf.g_02391	Prbf.g_00517
OG0001156	Praf.g_02393	Prbf.g_00515
OG0001157	Praf.g_02395	Prbf.g_00513
OG0001158	Praf.g_02397	Prbf.g_00511
OG0001159	Praf.g_02398	Prbf.g_00510
OG0001160	Praf.g_02399	Prbf.g_00509
OG0001161	Praf.g_00196	Prbf.g_00508
OG0001162	Praf.g_00195	Prbf.g_00507
OG0001163	Praf.g_00194	Prbf.g_00506
OG0001164	Praf.g_00193	Prbf.g_00505
OG0001165	Praf.g_00192	Prbf.g_00504
OG0001166	Praf.g_00191	Prbf.g_00503
OG0001167	Praf.g_00184	Prbf.g_00501
OG0001168	Praf.g_00183	Prbf.g_00500
OG0001169	Praf.g_00182	Prbf.g_00499
OG0001170	Praf.g_00180	Prbf.g_00498
OG0001171	Praf.g_00179	Prbf.g_00497
OG0001172	Praf.g_00177	Prbf.g_00495
OG0001173	Praf.g_00175	Prbf.g_00493
OG0001174	Praf.g_00174	Prbf.g_00492
OG0001175	Praf.g_00173	Prbf.g_00491
OG0001176	Praf.g_00165	Prbf.g_00488
OG0001177	Praf.g_00163	Prbf.g_00486
OG0001178	Praf.g_00158	Prbf.g_00483
OG0001179	Praf.g_00157	Prbf.g_00482
OG0001180	Praf.g_00156	Prbf.g_00481
OG0001181	Praf.g_00155	Prbf.g_00480
OG0001182	Praf.g_00154	Prbf.g_00479
OG0001183	Praf.g_00153	Prbf.g_00478
OG0001184	Praf.g_00091	Prbf.g_00476
OG0001185	Praf.g_00089	Prbf.g_00474
OG0001186	Praf.g_00088	Prbf.g_00473
OG0001187	Praf.g_00087	Prbf.g_00472
OG0001188	Praf.g_00083	Prbf.g_00471
OG0001189	Praf.g_00082	Prbf.g_00470
OG0001190	Praf.g_00081	Prbf.g_00469
OG0001191	Praf.g_00077	Prbf.g_00468
OG0001192	Praf.g_00075	Prbf.g_00467
OG0001193	Praf.g_00074	Prbf.g_00466
OG0001194	Praf.g_00072	Prbf.g_00465
OG0001195	Praf.g_00071	Prbf.g_00464
OG0001196	Praf.g_00070	Prbf.g_00463
OG0001197	Praf.g_00069	Prbf.g_00462
OG0001198	Praf.g_00068	Prbf.g_00461
OG0001199	Praf.g_00067	Prbf.g_00460
OG0001200	Praf.g_00064	Prbf.g_00459
OG0001201	Praf.g_00063	Prbf.g_00458
OG0001202	Praf.g_00062	Prbf.g_00457
OG0001203	Praf.g_00060	Prbf.g_00456
OG0001204	Praf.g_00056	Prbf.g_00454
OG0001205	Praf.g_00054	Prbf.g_00452
OG0001206	Praf.g_00053	Prbf.g_00451
OG0001207	Praf.g_02656	Prbf.g_00450
OG0001208	Praf.g_02657	Prbf.g_00449
OG0001209	Praf.g_02658	Prbf.g_00448
OG0001210	Praf.g_02659	Prbf.g_00447
OG0001211	Praf.g_02661	Prbf.g_00446
OG0001212	Praf.g_02662	Prbf.g_00445
OG0001213	Praf.g_02663	Prbf.g_00444
OG0001214	Praf.g_02665	Prbf.g_00442
OG0001215	Praf.g_02667	Prbf.g_00441
OG0001216	Praf.g_02669	Prbf.g_00440
OG0001217	Praf.g_02670	Prbf.g_00439
OG0001218	Praf.g_02671	Prbf.g_00438
OG0001219	Praf.g_02674	Prbf.g_00435
OG0001220	Praf.g_02680	Prbf.g_00434
OG0001221	Praf.g_02702	Prbf.g_00430
OG0001222	Praf.g_02716	Prbf.g_00429
OG0001223	Praf.g_02717	Prbf.g_00428
OG0001224	Praf.g_02719	Prbf.g_00426
OG0001225	Praf.g_02720	Prbf.g_00425
OG0001226	Praf.g_02723	Prbf.g_00424
OG0001227	Praf.g_02724	Prbf.g_00423
OG0001228	Praf.g_02728	Prbf.g_00422
OG0001229	Praf.g_02729	Prbf.g_00421
OG0001230	Praf.g_02730	Prbf.g_00420
OG0001231	Praf.g_02743	Prbf.g_00419
OG0001232	Praf.g_02753	Prbf.g_00416
OG0001233	Praf.g_02754	Prbf.g_00415
OG0001234	Praf.g_02755	Prbf.g_00414
OG0001235	Praf.g_02756	Prbf.g_00413
OG0001236	Praf.g_02758	Prbf.g_00411
OG0001237	Praf.g_02759	Prbf.g_00410
OG0001238	Praf.g_02764	Prbf.g_00407
OG0001239	Praf.g_02765	Prbf.g_00406
OG0001240	Praf.g_02766	Prbf.g_00405
OG0001241	Praf.g_02770	Prbf.g_00402
OG0001242	Praf.g_02772	Prbf.g_00401
OG0001243	Praf.g_02773	Prbf.g_00400
OG0001244	Praf.g_02775	Prbf.g_00399
OG0001245	Praf.g_02777	Prbf.g_00398
OG0001246	Praf.g_02779	Prbf.g_00397
OG0001247	Praf.g_02780	Prbf.g_00396
OG0001248	Praf.g_02781	Prbf.g_00395
OG0001249	Praf.g_02782	Prbf.g_00394
OG0001250	Praf.g_02783	Prbf.g_00393
OG0001251	Praf.g_00261	Prbf.g_01418
OG0001252	Praf.g_02418	Prbf.g_01468
OG0001253	Praf.g_02437	Prbf.g_01483
OG0001254	Praf.g_02280	Prbf.g_01621
OG0001255	Praf.g_02055	Prbf.g_01677
OG0001257	Praf.g_00597	Prbf.g_01765
OG0001258	Praf.g_00615	Prbf.g_01781
OG0001259	Praf.g_00738	Prbf.g_01872
OG0001261	Praf.g_01591	Prbf.g_01209
OG0001262	Praf.g_01614	Prbf.g_01192
OG0001264	Praf.g_01460	Prbf.g_01321
OG0001265	Praf.g_01333	Prbf.g_01074
OG0001266	Praf.g_00991	Prbf.g_01921
OG0001267	Praf.g_01134	Prbf.g_00900
OG0001268	Praf.g_00852	Prbf.g_00915
OG0001269	Praf.g_01893	Prbf.g_00070
OG0001270	Praf.g_00976	Prbf.g_00200
OG0001271	Praf.g_00535	Prbf.g_00213
OG0001272	Praf.g_01248	Prbf.g_01930
OG0001273	Praf.g_00639	Prbf.g_00274
OG0001274	Praf.g_01145	Prbf.g_00812
OG0001275	Praf.g_01950	Prbf.g_00056
OG0001276	Praf.g_01484	Prbf.g_01053
OG0001278	Praf.g_00492	Prbf.g_00702
OG0001279	Praf.g_00487	Prbf.g_00698
OG0001280	Praf.g_00484	Prbf.g_00695
OG0001281	Praf.g_02197	Prbf.g_00625
OG0001282	Praf.g_00474	Prbf.g_00688
OG0001283	Praf.g_02392	Prbf.g_00516
OG0001284	Praf.g_00159	Prbf.g_00484
OG0001285	Praf.g_00058	Prbf.g_00455
OG0001286	Praf.g_02768	Prbf.g_00403
OG0001287	Praf.g_01095	Prbf.g_00811
OG0001288	Praf.g_01988	Prbf.g_01721
OG0001290	Praf.g_00036	Prbf.g_01353
OG0001291	Praf.g_00318	Prbf.g_01398
OG0001292	Praf.g_00315	Prbf.g_01401
OG0001293	Praf.g_00313	Prbf.g_01403
OG0001294	Praf.g_00260	Prbf.g_01419
OG0001296	Praf.g_02402	Prbf.g_01456
OG0001298	Praf.g_02206	Prbf.g_01582
OG0001299	Praf.g_02225, Praf.g_02218, Praf.g_02234	Prbf.g_01591
OG0001301	Praf.g_01694	Prbf.g_00984
OG0001303	Praf.g_01853	Prbf.g_00855
OG0001304	Praf.g_01284	Prbf.g_01161
OG0001305	Praf.g_01278	Prbf.g_01166
OG0001306	Praf.g_02752	Prbf.g_00417
OG0001307	Praf.g_01473	Prbf.g_00045
OG0001309	Praf.g_00055	Prbf.g_00453
OG0001310	Praf.g_02648, Praf.g_01002	Prbf.g_00281
OG0001311	Praf.g_00926	Prbf.g_00951
OG0001312	Praf.g_01894	Prbf.g_00069
OG0001313	Praf.g_00017	Prbf.g_01706
OG0001314	Praf.g_00454	Prbf.g_00670
OG0001315	Praf.g_00403	Prbf.g_00635
OG0001316	Praf.g_02387	Prbf.g_00520
OG0001318	Praf.g_02429	Prbf.g_01471
OG0001319	Praf.g_00387	Prbf.g_01576
OG0001320	Praf.g_00676	Prbf.g_00824
OG0001322	Praf.g_01257	Prbf.g_00869
OG0001323	Praf.g_01640	Prbf.g_01332
OG0001324	Praf.g_00969	Prbf.g_00375
OG0001326	Praf.g_01082	Prbf.g_00816
OG0001327	Praf.g_00805	Prbf.g_00263
OG0001328	Praf.g_00789	Prbf.g_00021
OG0001329	Praf.g_02762	Prbf.g_00408
OG0001330	Praf.g_00497	Prbf.g_00246
OG0001331	Praf.g_00486	Prbf.g_00697
OG0001332	Praf.g_00426	Prbf.g_00646
OG0001333	Praf.g_02111	Prbf.g_00554
OG0001334	Praf.g_00176	Prbf.g_00494
OG0001336	Praf.g_02404	Prbf.g_01458
OG0001337	Praf.g_00217	Prbf.g_01448
OG0001339	Praf.g_02522	Prbf.g_01538
OG0001340	Praf.g_02211	Prbf.g_01587
OG0001341	Praf.g_02252	Prbf.g_01600
OG0001342	Praf.g_02279	Prbf.g_01620
OG0001343	Praf.g_02048	Prbf.g_01683
OG0001345	Praf.g_01991	Prbf.g_01718
OG0001346	Praf.g_01910	Prbf.g_01755
OG0001347	Praf.g_00601	Prbf.g_01769
OG0001351	Praf.g_00722	Prbf.g_01858
OG0001353	Praf.g_02550	Prbf.g_01562
OG0001355	Praf.g_01598	Prbf.g_01202
OG0001357	Praf.g_01351	Prbf.g_01089
OG0001358	Praf.g_01334	Prbf.g_01075
OG0001359	Praf.g_01037	Prbf.g_00783
OG0001360	Praf.g_01038	Prbf.g_00782
OG0001361	Praf.g_00893	Prbf.g_00972
OG0001362	Praf.g_01769	Prbf.g_00339
OG0001366	Praf.g_00436	Prbf.g_00656
OG0001368	Praf.g_00160	Prbf.g_00485
OG0001369	Praf.g_01332	Prbf.g_01073
OG0001375	Praf.g_02414	Prbf.g_01466
OG0001378	Praf.g_02269	Prbf.g_01613
OG0001380	Praf.g_00819	Prbf.g_01265
OG0001381	Praf.g_01958	Prbf.g_01741
OG0001384	Praf.g_00642	Prbf.g_01802
OG0001396	Praf.g_01431	Prbf.g_00731
OG0001410	Praf.g_02569	Prbf.g_00826
OG0001412	Praf.g_01421	Prbf.g_01137
OG0001425	Praf.g_01298	Prbf.g_00063
OG0001429	Praf.g_01375	Prbf.g_01107
OG0001436	Praf.g_01026, Praf.g_02686	Prbf.g_00705
OG0001439	Praf.g_01589, Praf.g_01588	Prbf.g_01212
OG0001448	Praf.g_01004	Prbf.g_00801
OG0001451	Praf.g_00331	Prbf.g_00361
OG0001452	Praf.g_02673	Prbf.g_00436
OG0001455	Praf.g_00966	Prbf.g_00357
OG0001456	Praf.g_00737	Prbf.g_01871
OG0001466	Praf.g_01297	Prbf.g_00262
OG0001471	Praf.g_01576	Prbf.g_00364
OG0001483	Praf.g_00803	Prbf.g_00032
OG0001486	Praf.g_01500	Prbf.g_01300
OG0001487	Praf.g_01670	Prbf.g_01907
OG0001489	Praf.g_02647, Praf.g_02091	Prbf.g_00603
OG0001492	Praf.g_02169	Prbf.g_01211
OG0001504	Praf.g_01496	Prbf.g_01305
OG0001508	Praf.g_00977	Prbf.g_00728
OG0001520	Praf.g_01027	Prbf.g_00706
OG0001530	Praf.g_01028	Prbf.g_00707
OG0001531	Praf.g_00985	Prbf.g_00324, Prbf.g_00350
OG0001544	Praf.g_02007	Prbf.g_00807
OG0001545	Praf.g_01457	Prbf.g_01324
OG0001546	Praf.g_01593	Prbf.g_01207
OG0001547	Praf.g_01015	Prbf.g_00373, Prbf.g_00308
OG0001548	Praf.g_01903	Prbf.g_00334, Prbf.g_00859
OG0001574	Praf.g_01094	Prbf.g_00338
OG0001580	Praf.g_00097	Prbf.g_00121
OG0001581	Praf.g_00099	Prbf.g_00124
OG0001587	Praf.g_01953	Prbf.g_01379
OG0001588	Praf.g_00493	Prbf.g_00857
OG0001593	Praf.g_01578	Prbf.g_01746
OG0001608	Praf.g_02086	Prbf.g_00266
OG0001622	Praf.g_01114	Prbf.g_00319
OG0001632	Praf.g_00482	Prbf.g_00257
OG0001633	Praf.g_00946, Praf.g_01089	Prbf.g_00265
OG0001634	Praf.g_01115	Prbf.g_00318
OG0001635	Praf.g_01118	Prbf.g_00317
OG0001636	Praf.g_01119	Prbf.g_00316
OG0001694	Praf.g_02371, Praf.g_02600	Prbf.g_01709
OG0001697	Praf.g_01144	Prbf.g_00726, Prbf.g_00851
OG0001714	Praf.g_01852	Prbf.g_00197
OG0001715	Praf.g_00172	Prbf.g_00490, Prbf.g_00489
OG0001716	Praf.g_00924	Prbf.g_00949
OG0001717	Praf.g_00954	Prbf.g_00844
OG0001718	Praf.g_00957	Prbf.g_00850
OG0001719	Praf.g_02053	Prbf.g_01679
OG0001737	Praf.g_00051	Prbf.g_01363
OG0001738	Praf.g_00232	Prbf.g_01440
OG0001739	Praf.g_00238	Prbf.g_01439
OG0001740	Praf.g_00239	Prbf.g_01438
OG0001741	Praf.g_00252	Prbf.g_01427
OG0001742	Praf.g_00389	Prbf.g_00861
OG0001743	Praf.g_00390	Prbf.g_01577
OG0001744	Praf.g_00428	Prbf.g_00648
OG0001745	Praf.g_00707	Prbf.g_01847
OG0001746	Praf.g_00778	Prbf.g_00012
OG0001747	Praf.g_00876	Prbf.g_00931
OG0001748	Praf.g_01214	Prbf.g_01270
OG0001749	Praf.g_01245	Prbf.g_01280
OG0001750	Praf.g_01324	Prbf.g_01061
OG0001751	Praf.g_01330	Prbf.g_01071
OG0001752	Praf.g_01336	Prbf.g_01077
OG0001753	Praf.g_01396	Prbf.g_01121
OG0001754	Praf.g_01446	Prbf.g_01156
OG0001755	Praf.g_01488	Prbf.g_01308
OG0001756	Praf.g_01535	Prbf.g_01240
OG0001757	Praf.g_01612	Prbf.g_00813
OG0001758	Praf.g_01615	Prbf.g_01191
OG0001759	Praf.g_01628	Prbf.g_01184
OG0001760	Praf.g_01637	Prbf.g_01330
OG0001761	Praf.g_01642	Prbf.g_01291
OG0001762	Praf.g_01740	Prbf.g_01012
OG0001763	Praf.g_01899	Prbf.g_01451
OG0001764	Praf.g_02014	Prbf.g_01702
OG0001765	Praf.g_02067	Prbf.g_01670
OG0001766	Praf.g_02068	Prbf.g_01669
OG0001767	Praf.g_02070	Prbf.g_01668
OG0001768	Praf.g_02071	Prbf.g_01667
OG0001769	Praf.g_02072	Prbf.g_01666
OG0001770	Praf.g_02100	Prbf.g_00543
OG0001771	Praf.g_02120	Prbf.g_00559
OG0001772	Praf.g_02406	Prbf.g_01460
OG0001773	Praf.g_02419	Prbf.g_01386
OG0001774	Praf.g_02478	Prbf.g_01514
OG0001775	Praf.g_02496	Prbf.g_01520
OG0001776	Praf.g_02571	Prbf.g_00040
OG0001777	Praf.g_02672	Prbf.g_00437
OG0001778	Praf.g_02681	Prbf.g_00433
OG0001779	Praf.g_02682	Prbf.g_00432
OG0001780	Praf.g_02683	Prbf.g_01066
OG0001781	Praf.g_02718	Prbf.g_00427
OG0001782	Praf.g_02751	Prbf.g_00418
OG0001795	Praf.g_00704	Prbf.g_01844
OG0001799	Praf.g_00947	Prbf.g_00251
OG0001800	Praf.g_01976, Praf.g_00988	Prbf.g_00761
OG0001801	Praf.g_00989	Prbf.g_00868
OG0001802	Praf.g_01211	Prbf.g_00332
OG0001803	Praf.g_01344	Prbf.g_01084
OG0001831	Praf.g_00835	Prbf.g_00913
OG0001832	Praf.g_00865	Prbf.g_00925
OG0001844	Praf.g_00100	Prbf.g_00125
OG0001852	Praf.g_00890	Prbf.g_00300
OG0001853	Praf.g_01061	Prbf.g_00715
OG0001881	Praf.g_01202	Prbf.g_00721
OG0001883	Praf.g_00042	Prbf.g_01357
OG0001884	Praf.g_00186	Prbf.g_00502
OG0001885	Praf.g_00541	Prbf.g_00206
OG0001886	Praf.g_00702	Prbf.g_01842
OG0001887	Praf.g_00915	Prbf.g_00941
OG0001888	Praf.g_01025	Prbf.g_00763
OG0001889	Praf.g_01062	Prbf.g_00716
OG0001890	Praf.g_01063	Prbf.g_00717
OG0001891	Praf.g_01199	Prbf.g_01266
OG0001892	Praf.g_01256	Prbf.g_00800
OG0001893	Praf.g_01288	Prbf.g_01158
OG0001894	Praf.g_01406	Prbf.g_01128
OG0001895	Praf.g_01580	Prbf.g_01394
OG0001896	Praf.g_01644	Prbf.g_00352
OG0001897	Praf.g_02040	Prbf.g_01687
OG0001898	Praf.g_02241	Prbf.g_01592
OG0001899	Praf.g_02612	Prbf.g_01370
OG0001900	Praf.g_02613	Prbf.g_01369
OG0001901	Praf.g_02655	Prbf.g_01365
OG0001902	Praf.g_02761	Prbf.g_00409
OG0001920	Praf.g_00467	Prbf.g_00682
OG0001921	Praf.g_01697	Prbf.g_00987
OG0001922	Praf.g_01870, Praf.g_02644	Prbf.g_00325
OG0001923	Praf.g_02009	Prbf.g_00749
OG0001967	Praf.g_00355	Prbf.g_00828
OG0001968	Praf.g_00543	Prbf.g_00204
OG0001970	Praf.g_01216	Prbf.g_00288
OG0001971	Praf.g_01217	Prbf.g_00289
OG0001972	Praf.g_01361	Prbf.g_01096
OG0001973	Praf.g_02443	Prbf.g_01489
OG0001987	Praf.g_00098, Praf.g_00092, Praf.g_02707	Prbf.g_00123
OG0001994	Praf.g_02425	Prbf.g_01710
OG0001995	Praf.g_00034	Prbf.g_01351
OG0001997	Praf.g_00168	Prbf.g_00294
OG0001998	Praf.g_00169	Prbf.g_00293
OG0001999	Praf.g_00170	Prbf.g_00292
OG0002000	Praf.g_00981, Praf.g_00982	Prbf.g_00722
OG0002002	Praf.g_02198	Prbf.g_00626
OG0002003	Praf.g_02339, Praf.g_02340	Prbf.g_00525
OG0002004	Praf.g_02365	Prbf.g_01381
OG0002040	Praf.g_02240	Prbf.g_00759
OG0002044	Praf.g_02584	Prbf.g_01544
OG0002071	Praf.g_00562	Prbf.g_00802
OG0002073	Praf.g_01029	Prbf.g_00709
OG0002153	Praf.g_02095	Prbf.g_00539
