Orthogroup	Praf	Prar
OG0001161	Praf.g_00196	Prar.g_00642
OG0001162	Praf.g_00195	Prar.g_00643
OG0001163	Praf.g_00194	Prar.g_00644
OG0001164	Praf.g_00193	Prar.g_00645
OG0001165	Praf.g_00192	Prar.g_00646
OG0001166	Praf.g_00191	Prar.g_00647
OG0001167	Praf.g_00184	Prar.g_00648
OG0001168	Praf.g_00183	Prar.g_00649
OG0001169	Praf.g_00182	Prar.g_00650
OG0001170	Praf.g_00180	Prar.g_00651
OG0001171	Praf.g_00179	Prar.g_00652
OG0001172	Praf.g_00177	Prar.g_00654
OG0001173	Praf.g_00175	Prar.g_00656
OG0001174	Praf.g_00174	Prar.g_00657
OG0001175	Praf.g_00173	Prar.g_00658
OG0001176	Praf.g_00165	Prar.g_00659
OG0001177	Praf.g_00163	Prar.g_00661
OG0001178	Praf.g_00158	Prar.g_00663
OG0001179	Praf.g_00157	Prar.g_00664
OG0001180	Praf.g_00156	Prar.g_00665
OG0001181	Praf.g_00155	Prar.g_00666
OG0001182	Praf.g_00154	Prar.g_00667
OG0001183	Praf.g_00153	Prar.g_00668
OG0001184	Praf.g_00091	Prar.g_00670
OG0001185	Praf.g_00089	Prar.g_00673
OG0001186	Praf.g_00088	Prar.g_00674
OG0001187	Praf.g_00087	Prar.g_00675
OG0001188	Praf.g_00083	Prar.g_00676
OG0001189	Praf.g_00082	Prar.g_00677
OG0001190	Praf.g_00081	Prar.g_00678
OG0001191	Praf.g_00077	Prar.g_00679
OG0001192	Praf.g_00075	Prar.g_00680
OG0001193	Praf.g_00074	Prar.g_00681
OG0001194	Praf.g_00072	Prar.g_00682
OG0001195	Praf.g_00071	Prar.g_00683
OG0001196	Praf.g_00070	Prar.g_00684
OG0001197	Praf.g_00069	Prar.g_00685
OG0001198	Praf.g_00068	Prar.g_00686
OG0001199	Praf.g_00067	Prar.g_00687
OG0001200	Praf.g_00064	Prar.g_00688
OG0001201	Praf.g_00063	Prar.g_00689
OG0001202	Praf.g_00062	Prar.g_00690
OG0001203	Praf.g_00060	Prar.g_00692
OG0001204	Praf.g_00056	Prar.g_00694
OG0001205	Praf.g_00054	Prar.g_00695
OG0001206	Praf.g_00053	Prar.g_00696
OG0001207	Praf.g_02656	Prar.g_00697
OG0001208	Praf.g_02657	Prar.g_00698
OG0001209	Praf.g_02658	Prar.g_00699
OG0001210	Praf.g_02659	Prar.g_00700
OG0001211	Praf.g_02661	Prar.g_00701
OG0001212	Praf.g_02662	Prar.g_00702
OG0001213	Praf.g_02663	Prar.g_00703
OG0001214	Praf.g_02665	Prar.g_00705
OG0001215	Praf.g_02667	Prar.g_00706
OG0001216	Praf.g_02669	Prar.g_00707
OG0001217	Praf.g_02670	Prar.g_00708
OG0001218	Praf.g_02671	Prar.g_00709
OG0001219	Praf.g_02674	Prar.g_00074
OG0001220	Praf.g_02680	Prar.g_00073
OG0001221	Praf.g_02702	Prar.g_00070
OG0001222	Praf.g_02716	Prar.g_00069
OG0001223	Praf.g_02717	Prar.g_00068
OG0001224	Praf.g_02719	Prar.g_00067
OG0001225	Praf.g_02720	Prar.g_00066
OG0001226	Praf.g_02723	Prar.g_00065
OG0001227	Praf.g_02724	Prar.g_00064
OG0001228	Praf.g_02728	Prar.g_00063
OG0001229	Praf.g_02729	Prar.g_00062
OG0001230	Praf.g_02730	Prar.g_00061
OG0001231	Praf.g_02743	Prar.g_00060
OG0001232	Praf.g_02753	Prar.g_00059
OG0001233	Praf.g_02754	Prar.g_00058
OG0001234	Praf.g_02755	Prar.g_00057
OG0001235	Praf.g_02756	Prar.g_00056
OG0001236	Praf.g_02758	Prar.g_00054
OG0001237	Praf.g_02759	Prar.g_00053
OG0001238	Praf.g_02764	Prar.g_00051
OG0001239	Praf.g_02765	Prar.g_00050
OG0001240	Praf.g_02766	Prar.g_00049
OG0001241	Praf.g_02770	Prar.g_00047
OG0001242	Praf.g_02772	Prar.g_00046
OG0001243	Praf.g_02773	Prar.g_00045
OG0001244	Praf.g_02775	Prar.g_00044
OG0001245	Praf.g_02777	Prar.g_00043
OG0001246	Praf.g_02779	Prar.g_00042
OG0001247	Praf.g_02780	Prar.g_00041
OG0001248	Praf.g_02781	Prar.g_00040
OG0001249	Praf.g_02782	Prar.g_00039
OG0001250	Praf.g_02783	Prar.g_00038
OG0001251	Praf.g_00261	Prar.g_00236
OG0001252	Praf.g_02418	Prar.g_00190
OG0001253	Praf.g_02437	Prar.g_00177
OG0001254	Praf.g_02280	Prar.g_00306
OG0001255	Praf.g_02055	Prar.g_00393
OG0001256	Praf.g_01190, Praf.g_01188	Prar.g_00978
OG0001257	Praf.g_00597	Prar.g_00532
OG0001258	Praf.g_00615	Prar.g_01329
OG0001259	Praf.g_00738	Prar.g_01419
OG0001261	Praf.g_01591	Prar.g_01718
OG0001262	Praf.g_01614	Prar.g_01734
OG0001264	Praf.g_01460	Prar.g_01775
OG0001265	Praf.g_01333	Prar.g_01880
OG0001266	Praf.g_00991	Prar.g_01928
OG0001267	Praf.g_01134	Prar.g_01279
OG0001268	Praf.g_00852	Prar.g_01266
OG0001269	Praf.g_01893	Prar.g_00928
OG0001270	Praf.g_00976	Prar.g_00807
OG0001271	Praf.g_00535	Prar.g_00796
OG0001272	Praf.g_01248	Prar.g_00755
OG0001273	Praf.g_00639	Prar.g_00754
OG0001274	Praf.g_01145	Prar.g_00749
OG0001275	Praf.g_01950	Prar.g_00734
OG0001276	Praf.g_01484	Prar.g_00722, Prar.g_01158
OG0001278	Praf.g_00492	Prar.g_01151
OG0001279	Praf.g_00487	Prar.g_01147
OG0001280	Praf.g_00484	Prar.g_01144
OG0001281	Praf.g_02197	Prar.g_01111
OG0001282	Praf.g_00474	Prar.g_01086
OG0001283	Praf.g_02392	Prar.g_00635
OG0001284	Praf.g_00159	Prar.g_00662
OG0001285	Praf.g_00058	Prar.g_00693
OG0001286	Praf.g_02768	Prar.g_00048
OG0001287	Praf.g_01095	Prar.g_01007, Prar.g_01155, Prar.g_01561
OG0001288	Praf.g_01988	Prar.g_00485
OG0001290	Praf.g_00036	Prar.g_00008
OG0001291	Praf.g_00318	Prar.g_00547
OG0001292	Praf.g_00315	Prar.g_00254
OG0001293	Praf.g_00313	Prar.g_00252
OG0001294	Praf.g_00260	Prar.g_00235
OG0001296	Praf.g_02402	Prar.g_00203
OG0001298	Praf.g_02206	Prar.g_00084
OG0001301	Praf.g_01694	Prar.g_01467
OG0001304	Praf.g_01284	Prar.g_01895
OG0001305	Praf.g_01278	Prar.g_01900
OG0001306	Praf.g_02752	Prar.g_01937
OG0001307	Praf.g_01473	Prar.g_01946
OG0001309	Praf.g_00055	Prar.g_01314
OG0001310	Praf.g_02648, Praf.g_01002	Prar.g_01304
OG0001311	Praf.g_00926	Prar.g_01235
OG0001312	Praf.g_01894	Prar.g_00927
OG0001313	Praf.g_00017	Prar.g_00751
OG0001314	Praf.g_00454	Prar.g_01120
OG0001315	Praf.g_00403	Prar.g_00613
OG0001316	Praf.g_02387	Prar.g_00631
OG0001318	Praf.g_02429	Prar.g_00187
OG0001319	Praf.g_00387	Prar.g_00089
OG0001320	Praf.g_00676	Prar.g_00516
OG0001322	Praf.g_01257	Prar.g_01664
OG0001323	Praf.g_01640	Prar.g_01920
OG0001324	Praf.g_00969	Prar.g_01954
OG0001326	Praf.g_01082	Prar.g_00979
OG0001327	Praf.g_00805	Prar.g_00977
OG0001328	Praf.g_00789	Prar.g_00950
OG0001329	Praf.g_02762	Prar.g_00891
OG0001330	Praf.g_00497	Prar.g_00758
OG0001331	Praf.g_00486	Prar.g_01146
OG0001332	Praf.g_00426	Prar.g_00602
OG0001334	Praf.g_00176	Prar.g_00655
OG0001335	Praf.g_00061	Prar.g_00691
OG0001336	Praf.g_02404	Prar.g_00200
OG0001337	Praf.g_00217	Prar.g_00210
OG0001339	Praf.g_02522	Prar.g_00124
OG0001340	Praf.g_02211	Prar.g_00079
OG0001341	Praf.g_02252	Prar.g_00326
OG0001342	Praf.g_02279	Prar.g_00307
OG0001343	Praf.g_02048	Prar.g_00399
OG0001344	Praf.g_01750	Prar.g_00439
OG0001345	Praf.g_01991	Prar.g_00482
OG0001346	Praf.g_01910	Prar.g_00522
OG0001347	Praf.g_00601	Prar.g_00536
OG0001348	Praf.g_00624	Prar.g_01335
OG0001351	Praf.g_00722	Prar.g_01406
OG0001353	Praf.g_02550	Prar.g_01533
OG0001355	Praf.g_01598	Prar.g_01724
OG0001357	Praf.g_01351	Prar.g_01860
OG0001358	Praf.g_01334	Prar.g_01879
OG0001359	Praf.g_01037	Prar.g_01292
OG0001360	Praf.g_01038	Prar.g_01291
OG0001361	Praf.g_00893	Prar.g_01213
OG0001366	Praf.g_00436	Prar.g_01958
OG0001367	Praf.g_02090, Praf.g_02089, Praf.g_02643, Praf.g_01869	Prar.g_01097
OG0001369	Praf.g_01332	Prar.g_01881
OG0001375	Praf.g_02414	Prar.g_00193
OG0001378	Praf.g_02269	Prar.g_00315
OG0001381	Praf.g_01958	Prar.g_00502
OG0001384	Praf.g_00642	Prar.g_01349
OG0001396	Praf.g_01431	Prar.g_01864
OG0001410	Praf.g_02569	Prar.g_00732
OG0001412	Praf.g_01421	Prar.g_01814
OG0001413	Praf.g_00356, Praf.g_01078	Prar.g_01172
OG0001415	Praf.g_02074	Prar.g_00261
OG0001416	Praf.g_00644	Prar.g_01351
OG0001425	Praf.g_01298	Prar.g_00738
OG0001426	Praf.g_02763	Prar.g_00052
OG0001436	Praf.g_01026, Praf.g_02686	Prar.g_01181
OG0001438	Praf.g_01665	Prar.g_01450
OG0001442	Praf.g_00960	Prar.g_01302
OG0001451	Praf.g_00331	Prar.g_01560
OG0001453	Praf.g_01085	Prar.g_01169, Prar.g_01194, Prar.g_01161, Prar.g_00718
OG0001456	Praf.g_00737	Prar.g_01418
OG0001467	Praf.g_01791	Prar.g_00342
OG0001470	Praf.g_02333	Prar.g_00267
OG0001471	Praf.g_01576	Prar.g_00475
OG0001472	Praf.g_01231	Prar.g_01746
OG0001474	Praf.g_02731	Prar.g_01551
OG0001475	Praf.g_02678	Prar.g_01913
OG0001476	Praf.g_02677	Prar.g_01914
OG0001477	Praf.g_02676	Prar.g_01915
OG0001478	Praf.g_01130	Prar.g_01921
OG0001479	Praf.g_00936	Prar.g_01949
OG0001480	Praf.g_01997	Prar.g_01325
OG0001481	Praf.g_00883	Prar.g_01247
OG0001489	Praf.g_02647, Praf.g_02091	Prar.g_00436
OG0001492	Praf.g_02169	Prar.g_01716
OG0001493	Praf.g_02732	Prar.g_01550
OG0001494	Praf.g_02733	Prar.g_01549
OG0001495	Praf.g_02734	Prar.g_01548
OG0001496	Praf.g_02735	Prar.g_01547
OG0001497	Praf.g_02736	Prar.g_01546
OG0001498	Praf.g_02737	Prar.g_01545
OG0001499	Praf.g_02738	Prar.g_01544
OG0001500	Praf.g_02739	Prar.g_01543
OG0001501	Praf.g_02740	Prar.g_01542
OG0001502	Praf.g_02741	Prar.g_01541
OG0001503	Praf.g_02742	Prar.g_01540
OG0001513	Praf.g_00246, Praf.g_01768	Prar.g_00223
OG0001520	Praf.g_01027	Prar.g_01180
OG0001525	Praf.g_00792	Prar.g_00507
OG0001529	Praf.g_01193	Prar.g_00998
OG0001532	Praf.g_00043	Prar.g_00003
OG0001542	Praf.g_00345	Prar.g_00742
OG0001544	Praf.g_02007	Prar.g_01188
OG0001545	Praf.g_01457	Prar.g_01772
OG0001574	Praf.g_01094	Prar.g_01192
OG0001580	Praf.g_00097	Prar.g_00864
OG0001581	Praf.g_00099	Prar.g_00860
OG0001590	Praf.g_02294	Prar.g_00294
OG0001593	Praf.g_01578	Prar.g_00508
OG0001596	Praf.g_00545	Prar.g_01643
OG0001598	Praf.g_00953	Prar.g_01762
OG0001620	Praf.g_00110	Prar.g_00381
OG0001621	Praf.g_02092	Prar.g_01650
OG0001623	Praf.g_02050	Prar.g_00397
OG0001694	Praf.g_02371, Praf.g_02600	Prar.g_00363
OG0001695	Praf.g_00118	Prar.g_00887
OG0001712	Praf.g_00142	Prar.g_00845, Prar.g_00861
OG0001713	Praf.g_00093	Prar.g_00890
OG0001730	Praf.g_00094	Prar.g_00889
OG0001797	Praf.g_01076	Prar.g_00559
OG0001822	Praf.g_02276	Prar.g_00866
OG0001823	Praf.g_00140, Praf.g_00117	Prar.g_00854
OG0001830	Praf.g_00096	Prar.g_00888
OG0001875	Praf.g_01581	Prar.g_00472
OG0001876	Praf.g_01442	Prar.g_00469
OG0001959	Praf.g_00141	Prar.g_00853
OG0002028	Praf.g_01468	Prar.g_01556
OG0002057	Praf.g_00114	Prar.g_00379
OG0002058	Praf.g_00279	Prar.g_00384
OG0002150	Praf.g_02621, Praf.g_01882, Praf.g_01876, Praf.g_01877	Prar.g_01080
OG0002192	Praf.g_00845	Prar.g_01421
OG0002255	Praf.g_00150	Prar.g_00878
OG0002258	Praf.g_00116	Prar.g_00378
OG0002298	Praf.g_01865, Praf.g_01867	Prar.g_01085
OG0002534	Praf.g_00145	Prar.g_00385
OG0003080	Praf.g_02594	Prar.g_00368
OG0003092	Praf.g_02034	Prar.g_01191
