Orthogroup	Prao	Praj
OG0001157	Prao.g_01701	Praj.g_01966
OG0001158	Prao.g_01702	Praj.g_01968
OG0001159	Prao.g_01703	Praj.g_01969
OG0001160	Prao.g_01704	Praj.g_01970
OG0001161	Prao.g_01707	Praj.g_01975
OG0001162	Prao.g_01708	Praj.g_01976
OG0001163	Prao.g_01709	Praj.g_01977
OG0001164	Prao.g_01710	Praj.g_01978
OG0001165	Prao.g_01711	Praj.g_01979
OG0001166	Prao.g_01712	Praj.g_01980
OG0001167	Prao.g_01713	Praj.g_01981
OG0001168	Prao.g_01715	Praj.g_01982
OG0001169	Prao.g_01716	Praj.g_01983
OG0001170	Prao.g_01718	Praj.g_01986
OG0001171	Prao.g_01719	Praj.g_01987
OG0001172	Prao.g_01720	Praj.g_01988
OG0001173	Prao.g_01722	Praj.g_01990
OG0001174	Prao.g_01724	Praj.g_01992
OG0001175	Prao.g_01726	Praj.g_01994
OG0001176	Prao.g_01727	Praj.g_01996
OG0001177	Prao.g_01729	Praj.g_01998
OG0001178	Prao.g_01730	Praj.g_01999
OG0001179	Prao.g_01731	Praj.g_02000
OG0001180	Prao.g_01732	Praj.g_02001
OG0001181	Prao.g_01733	Praj.g_02002
OG0001182	Prao.g_01734	Praj.g_02003
OG0001183	Prao.g_01735	Praj.g_02004
OG0001184	Prao.g_01736	Praj.g_02005
OG0001185	Prao.g_01737	Praj.g_02006
OG0001186	Prao.g_01738	Praj.g_02007
OG0001187	Prao.g_01739	Praj.g_02008
OG0001188	Prao.g_01740	Praj.g_02009
OG0001189	Prao.g_01741	Praj.g_02010
OG0001190	Prao.g_01742	Praj.g_02011
OG0001191	Prao.g_01744	Praj.g_02013
OG0001192	Prao.g_01746	Praj.g_02015
OG0001193	Prao.g_01747	Praj.g_02016
OG0001194	Prao.g_01748	Praj.g_02017
OG0001195	Prao.g_01749	Praj.g_02019
OG0001196	Prao.g_01751	Praj.g_02021
OG0001197	Prao.g_01754	Praj.g_02025
OG0001198	Prao.g_01755	Praj.g_02026
OG0001199	Prao.g_01756	Praj.g_02027
OG0001200	Prao.g_01757	Praj.g_02028
OG0001201	Prao.g_01758	Praj.g_02030
OG0001202	Prao.g_01759	Praj.g_02031
OG0001203	Prao.g_01761	Praj.g_02046
OG0001204	Prao.g_01764	Praj.g_02059
OG0001205	Prao.g_01765	Praj.g_02060
OG0001206	Prao.g_01767	Praj.g_02061
OG0001207	Prao.g_01768	Praj.g_02062
OG0001208	Prao.g_01769	Praj.g_02063
OG0001209	Prao.g_01770	Praj.g_02064
OG0001210	Prao.g_01771	Praj.g_02065
OG0001211	Prao.g_01772	Praj.g_02066
OG0001212	Prao.g_01773	Praj.g_02067
OG0001213	Prao.g_01774	Praj.g_02068
OG0001214	Prao.g_01775	Praj.g_02069
OG0001215	Prao.g_01776	Praj.g_02070
OG0001216	Prao.g_01777	Praj.g_02071
OG0001217	Prao.g_01778	Praj.g_02072
OG0001218	Prao.g_01779	Praj.g_02073
OG0001219	Prao.g_01780	Praj.g_02074
OG0001220	Prao.g_01781	Praj.g_02075
OG0001221	Prao.g_01782	Praj.g_02076
OG0001222	Prao.g_01784	Praj.g_02078
OG0001223	Prao.g_01786	Praj.g_02080
OG0001224	Prao.g_01787	Praj.g_02082
OG0001225	Prao.g_01789	Praj.g_02084
OG0001226	Prao.g_01790	Praj.g_02085
OG0001227	Prao.g_01791	Praj.g_02086
OG0001228	Prao.g_01792	Praj.g_02087
OG0001229	Prao.g_01793	Praj.g_02088
OG0001230	Prao.g_01794	Praj.g_02089
OG0001231	Prao.g_01795	Praj.g_02090
OG0001232	Prao.g_01797	Praj.g_02092
OG0001233	Prao.g_01798	Praj.g_02093
OG0001234	Prao.g_01799	Praj.g_02094
OG0001235	Prao.g_01800	Praj.g_02095
OG0001236	Prao.g_01801	Praj.g_02096
OG0001237	Prao.g_01804	Praj.g_02099
OG0001238	Prao.g_01805	Praj.g_02100
OG0001239	Prao.g_01808	Praj.g_02105
OG0001240	Prao.g_01809	Praj.g_02106
OG0001241	Prao.g_01810	Praj.g_02107
OG0001242	Prao.g_01811	Praj.g_02109
OG0001243	Prao.g_01812	Praj.g_02110
OG0001244	Prao.g_01813	Praj.g_02111
OG0001245	Prao.g_01814	Praj.g_02112
OG0001246	Prao.g_01815	Praj.g_02113
OG0001247	Prao.g_01816	Praj.g_02114
OG0001248	Prao.g_01817	Praj.g_02115
OG0001249	Prao.g_01818	Praj.g_02116
OG0001250	Prao.g_01819	Praj.g_02124
OG0001251	Prao.g_01820	Praj.g_02125
OG0001252	Prao.g_01821	Praj.g_02126
OG0001253	Prao.g_01822	Praj.g_02127
OG0001254	Prao.g_01824	Praj.g_02129
OG0001255	Prao.g_01825	Praj.g_02130
OG0001256	Prao.g_01827	Praj.g_02134
OG0001257	Prao.g_01828	Praj.g_02135
OG0001258	Prao.g_01829	Praj.g_02136
OG0001259	Prao.g_01831	Praj.g_02139
OG0001260	Prao.g_01833	Praj.g_02141
OG0001261	Prao.g_01834	Praj.g_02142
OG0001262	Prao.g_01835	Praj.g_02143
OG0001263	Prao.g_01836	Praj.g_02144
OG0001264	Prao.g_01837	Praj.g_02145
OG0001265	Prao.g_01838	Praj.g_02146
OG0001266	Prao.g_01839	Praj.g_02147
OG0001267	Prao.g_01840	Praj.g_02148
OG0001268	Prao.g_01841	Praj.g_02149
OG0001269	Prao.g_00231	Praj.g_00130
OG0001270	Prao.g_00276	Praj.g_00178
OG0001271	Prao.g_00288	Praj.g_00190
OG0001272	Prao.g_00418	Praj.g_00316
OG0001273	Prao.g_00469	Praj.g_00379
OG0001274	Prao.g_00588	Praj.g_00475
OG0001275	Prao.g_00604	Praj.g_00490
OG0001276	Prao.g_00028	Praj.g_00577
OG0001277	Prao.g_00686	Praj.g_00982, Praj.g_01392
OG0001278	Prao.g_00792	Praj.g_01326
OG0001279	Prao.g_00844	Praj.g_00886
OG0001280	Prao.g_00950	Praj.g_00997
OG0001282	Prao.g_01018	Praj.g_00895
OG0001283	Prao.g_01023	Praj.g_01342
OG0001284	Prao.g_01154	Praj.g_01137, Praj.g_01098
OG0001285	Prao.g_01105	Praj.g_01477
OG0001286	Prao.g_01092	Praj.g_01463
OG0001288	Prao.g_01436	Praj.g_01673
OG0001289	Prao.g_01447	Praj.g_01685
OG0001290	Prao.g_01489	Praj.g_00851, Praj.g_01327
OG0001291	Prao.g_01490	Praj.g_00510
OG0001292	Prao.g_01495	Praj.g_01723
OG0001293	Prao.g_01511	Praj.g_01041
OG0001294	Prao.g_01521	Praj.g_01726
OG0001295	Prao.g_01531	Praj.g_01735, Praj.g_01844
OG0001296	Prao.g_01544	Praj.g_01761
OG0001297	Prao.g_01548	Praj.g_01765
OG0001298	Prao.g_01551	Praj.g_01767
OG0001299	Prao.g_01618	Praj.g_01872
OG0001300	Prao.g_01643	Praj.g_01236
OG0001302	Prao.g_01753	Praj.g_02024
OG0001303	Prao.g_01785	Praj.g_02079
OG0001304	Prao.g_01830	Praj.g_02138
OG0001306	Prao.g_00541	Praj.g_00431
OG0001308	Prao.g_00210	Praj.g_00109
OG0001309	Prao.g_00213	Praj.g_00112
OG0001310	Prao.g_00215	Praj.g_00114
OG0001311	Prao.g_00232	Praj.g_00131
OG0001312	Prao.g_00258	Praj.g_00159
OG0001313	Prao.g_00264	Praj.g_00166
OG0001314	Prao.g_00337	Praj.g_00239
OG0001315	Prao.g_00381	Praj.g_00284
OG0001316	Prao.g_00390	Praj.g_00291
OG0001317	Prao.g_00508	Praj.g_01031
OG0001318	Prao.g_00076	Praj.g_00625
OG0001319	Prao.g_00694	Praj.g_00740
OG0001320	Prao.g_00965	Praj.g_01015
OG0001321	Prao.g_00970	Praj.g_01020
OG0001322	Prao.g_01009	Praj.g_02123
OG0001323	Prao.g_01143	Praj.g_02081
OG0001324	Prao.g_01139	Praj.g_01277
OG0001325	Prao.g_01132	Praj.g_01205
OG0001326	Prao.g_01061	Praj.g_01429
OG0001327	Prao.g_01255	Praj.g_01548
OG0001328	Prao.g_01493	Praj.g_00744
OG0001329	Prao.g_01575	Praj.g_01789
OG0001330	Prao.g_01609	Praj.g_01824
OG0001331	Prao.g_01721	Praj.g_01989
OG0001332	Prao.g_00279	Praj.g_00182
OG0001333	Prao.g_00376	Praj.g_00278
OG0001334	Prao.g_00573	Praj.g_01485
OG0001335	Prao.g_00993	Praj.g_00876
OG0001336	Prao.g_01012	Praj.g_00099
OG0001337	Prao.g_01026	Praj.g_01378
OG0001338	Prao.g_01306	Praj.g_01521
OG0001339	Prao.g_01271	Praj.g_01533
OG0001340	Prao.g_01216	Praj.g_02132
OG0001341	Prao.g_01486	Praj.g_01719
OG0001344	Prao.g_01598	Praj.g_01813
OG0001345	Prao.g_01691	Praj.g_01956
OG0001346	Prao.g_01745	Praj.g_02014
OG0001347	Prao.g_01783	Praj.g_02077
OG0001348	Prao.g_00267	Praj.g_00169
OG0001350	Prao.g_00282	Praj.g_01059
OG0001356	Prao.g_00512	Praj.g_01497, Praj.g_01564
OG0001360	Prao.g_00615	Praj.g_00501
OG0001361	Prao.g_00620	Praj.g_00506
OG0001366	Prao.g_00826	Praj.g_00867
OG0001369	Prao.g_01118	Praj.g_01837
OG0001370	Prao.g_01117	Praj.g_01838
OG0001373	Prao.g_01466	Praj.g_01705
OG0001374	Prao.g_01613	Praj.g_00910
OG0001377	Prao.g_01752	Praj.g_02023
OG0001378	Prao.g_00951	Praj.g_00998
OG0001379	Prao.g_00206	Praj.g_00105
OG0001380	Prao.g_00207	Praj.g_00106
OG0001381	Prao.g_00226	Praj.g_00125
OG0001383	Prao.g_00372	Praj.g_00274
OG0001384	Prao.g_00394	Praj.g_00295
OG0001386	Prao.g_00497	Praj.g_01671
OG0001389	Prao.g_00558	Praj.g_00448
OG0001390	Prao.g_00566	Praj.g_00456
OG0001391	Prao.g_00610	Praj.g_00496
OG0001392	Prao.g_00617	Praj.g_00503
OG0001394	Prao.g_00105	Praj.g_00655
OG0001395	Prao.g_00113	Praj.g_00665
OG0001396	Prao.g_00115	Praj.g_00667
OG0001397	Prao.g_00120	Praj.g_00674
OG0001398	Prao.g_00653	Praj.g_00703
OG0001399	Prao.g_00726	Praj.g_00912
OG0001400	Prao.g_00825	Praj.g_00866
OG0001401	Prao.g_00828	Praj.g_00868
OG0001402	Prao.g_00850	Praj.g_00892
OG0001403	Prao.g_00853	Praj.g_00896
OG0001405	Prao.g_00959	Praj.g_01006
OG0001406	Prao.g_00978	Praj.g_00842
OG0001407	Prao.g_00991	Praj.g_00865
OG0001408	Prao.g_00999	Praj.g_00858
OG0001409	Prao.g_01336	Praj.g_01094
OG0001410	Prao.g_01103	Praj.g_01475
OG0001411	Prao.g_01303	Praj.g_01164
OG0001412	Prao.g_01275	Praj.g_01529
OG0001413	Prao.g_01248	Praj.g_01073
OG0001414	Prao.g_01238	Praj.g_01576
OG0001415	Prao.g_01435	Praj.g_01672
OG0001416	Prao.g_01438	Praj.g_01676
OG0001417	Prao.g_01487	Praj.g_01720
OG0001418	Prao.g_01499	Praj.g_01096
OG0001419	Prao.g_00004	Praj.g_01199
OG0001421	Prao.g_00883	Praj.g_00924
OG0001424	Prao.g_00200	Praj.g_01974
OG0001425	Prao.g_00462	Praj.g_00361
OG0001426	Prao.g_00499	Praj.g_00089
OG0001427	Prao.g_00627	Praj.g_00513
OG0001428	Prao.g_00684	Praj.g_01230
OG0001429	Prao.g_00697	Praj.g_01138
OG0001430	Prao.g_00730	Praj.g_00916
OG0001431	Prao.g_00830	Praj.g_01858
OG0001432	Prao.g_00835	Praj.g_00873
OG0001433	Prao.g_00996	Praj.g_00725
OG0001434	Prao.g_01116	Praj.g_01181
OG0001435	Prao.g_00016	Praj.g_01840
OG0001438	Prao.g_01826	Praj.g_02133
OG0001439	Prao.g_01368	Praj.g_01598
OG0001440	Prao.g_00507	Praj.g_01741
OG0001441	Prao.g_00912	Praj.g_00956
OG0001442	Prao.g_00942	Praj.g_01056
OG0001443	Prao.g_00997	Praj.g_00857
OG0001444	Prao.g_01000	Praj.g_00736
OG0001445	Prao.g_01498	Praj.g_01069
OG0001448	Prao.g_00059	Praj.g_00608
OG0001449	Prao.g_01151	Praj.g_01319
OG0001450	Prao.g_01129	Praj.g_01727
OG0001451	Prao.g_01106	Praj.g_01478
OG0001452	Prao.g_01070	Praj.g_01441
OG0001453	Prao.g_01350	Praj.g_01570
OG0001454	Prao.g_01348	Praj.g_01571
OG0001455	Prao.g_01347	Praj.g_01572
OG0001458	Prao.g_01803	Praj.g_02098
OG0001459	Prao.g_01526	Praj.g_01322
OG0001461	Prao.g_00511	Praj.g_01207, Praj.g_01747
OG0001462	Prao.g_00521	Praj.g_01034
OG0001464	Prao.g_01178	Praj.g_00550
OG0001467	Prao.g_00719	Praj.g_00098
OG0001472	Prao.g_00995	Praj.g_01394, Praj.g_00977
OG0001473	Prao.g_00998	Praj.g_01090, Praj.g_01046
OG0001474	Prao.g_01312	Praj.g_00856
OG0001475	Prao.g_01298	Praj.g_01206
OG0001476	Prao.g_01394	Praj.g_01629
OG0001485	Prao.g_00803	Praj.g_00837
OG0001486	Prao.g_00811	Praj.g_00911
OG0001487	Prao.g_00875	Praj.g_00759
OG0001488	Prao.g_00986	Praj.g_00853
OG0001489	Prao.g_00987	Praj.g_00854
OG0001490	Prao.g_00988	Praj.g_00855
OG0001491	Prao.g_00994	Praj.g_01600
OG0001492	Prao.g_01021	Praj.g_01439
OG0001493	Prao.g_01157	Praj.g_00428
OG0001501	Prao.g_00702	Praj.g_00612
OG0001505	Prao.g_00678	Praj.g_01612
OG0001507	Prao.g_00716	Praj.g_01061
OG0001509	Prao.g_00774	Praj.g_00803
OG0001510	Prao.g_00805	Praj.g_01397, Praj.g_01299
OG0001511	Prao.g_00813	Praj.g_01846
OG0001512	Prao.g_00814	Praj.g_01847
OG0001513	Prao.g_00815	Praj.g_01848
OG0001514	Prao.g_00816	Praj.g_01849
OG0001515	Prao.g_00817	Praj.g_01850
OG0001516	Prao.g_00818	Praj.g_01851
OG0001517	Prao.g_00819	Praj.g_01852
OG0001518	Prao.g_00820	Praj.g_01853
OG0001519	Prao.g_00821	Praj.g_01854
OG0001520	Prao.g_00822	Praj.g_01855
OG0001521	Prao.g_00823	Praj.g_01856
OG0001522	Prao.g_00824	Praj.g_01857
OG0001524	Prao.g_00005	Praj.g_01238
OG0001526	Prao.g_01107	Praj.g_01479
OG0001528	Prao.g_01506	Praj.g_01839
OG0001529	Prao.g_01706	Praj.g_01973
OG0001530	Prao.g_01535	Praj.g_01287
OG0001531	Prao.g_00924	Praj.g_00967
OG0001533	Prao.g_01005	Praj.g_00082
OG0001539	Prao.g_00199	Praj.g_00093
OG0001541	Prao.g_00833	Praj.g_00871
OG0001542	Prao.g_01153	Praj.g_01270
OG0001550	Prao.g_00800	Praj.g_00834
OG0001551	Prao.g_01155	Praj.g_01052
OG0001552	Prao.g_01309	Praj.g_01544
OG0001553	Prao.g_01290	Praj.g_01219
OG0001555	Prao.g_01205	Praj.g_02050
OG0001558	Prao.g_01512	Praj.g_01215
OG0001561	Prao.g_00642	Praj.g_00807
OG0001565	Prao.g_00265	Praj.g_00167
OG0001566	Prao.g_00443	Praj.g_00342
OG0001567	Prao.g_00504	Praj.g_01173
OG0001568	Prao.g_00520	Praj.g_01225
OG0001569	Prao.g_00561	Praj.g_01044
OG0001571	Prao.g_00575	Praj.g_01496
OG0001574	Prao.g_00689	Praj.g_01150
OG0001575	Prao.g_00708	Praj.g_00983
OG0001576	Prao.g_00935	Praj.g_00741
OG0001577	Prao.g_00940	Praj.g_00729
OG0001578	Prao.g_01002	Praj.g_00092
OG0001579	Prao.g_01004	Praj.g_01028
OG0001580	Prao.g_01006	Praj.g_00737
OG0001581	Prao.g_01008	Praj.g_01043
OG0001582	Prao.g_01014	Praj.g_01237
OG0001583	Prao.g_01158	Praj.g_00081
OG0001584	Prao.g_01148	Praj.g_01142
OG0001585	Prao.g_01136	Praj.g_01172
OG0001586	Prao.g_01126	Praj.g_01216
OG0001587	Prao.g_01123	Praj.g_01058
OG0001589	Prao.g_01315	Praj.g_01296
OG0001590	Prao.g_01242	Praj.g_01866
OG0001591	Prao.g_01240	Praj.g_01574
OG0001594	Prao.g_01479	Praj.g_00988
OG0001595	Prao.g_01481	Praj.g_00745
OG0001596	Prao.g_01482	Praj.g_01498
OG0001597	Prao.g_01492	Praj.g_01724
OG0001598	Prao.g_01762	Praj.g_01560
OG0001604	Prao.g_00498	Praj.g_01095
OG0001606	Prao.g_00574	Praj.g_01494
OG0001607	Prao.g_00144	Praj.g_01241
OG0001608	Prao.g_00688	Praj.g_01295
OG0001609	Prao.g_00806	Praj.g_01350
OG0001611	Prao.g_01113	Praj.g_01843
OG0001612	Prao.g_01112	Praj.g_01503
OG0001613	Prao.g_01111	Praj.g_01502
OG0001614	Prao.g_01110	Praj.g_01501
OG0001617	Prao.g_01532	Praj.g_01140
OG0001618	Prao.g_01565	Praj.g_01349
OG0001619	Prao.g_01637	Praj.g_01890
OG0001622	Prao.g_00503	Praj.g_01740
OG0001634	Prao.g_00009	Praj.g_01367
OG0001639	Prao.g_01322	Praj.g_01124
OG0001647	Prao.g_00008	Praj.g_01368
OG0001648	Prao.g_00007	Praj.g_01369
OG0001649	Prao.g_00006	Praj.g_01370
OG0001691	Prao.g_01189	Praj.g_02039
OG0001706	Prao.g_00145	Praj.g_01251
OG0001711	Prao.g_00984	Praj.g_00863
OG0001712	Prao.g_01146	Praj.g_01284
OG0001795	Prao.g_01188	Praj.g_02040
OG0001820	Prao.g_01299	Praj.g_01906
OG0001826	Prao.g_01300	Praj.g_01210
OG0001828	Prao.g_01523	Praj.g_01292
OG0001864	Prao.g_01324	Praj.g_01122
OG0001944	Prao.g_00934	Praj.g_01130
OG0002119	Prao.g_00562	Praj.g_01120
