Orthogroup	Prau	Prbm
OG0001097	Prau.g_01836	Prbm.g_01999
OG0001098	Prau.g_01837	Prbm.g_02000
OG0001099	Prau.g_01838	Prbm.g_02001
OG0001100	Prau.g_01839	Prbm.g_02002
OG0001101	Prau.g_01840	Prbm.g_02003
OG0001102	Prau.g_01841	Prbm.g_02004
OG0001103	Prau.g_01842	Prbm.g_02005
OG0001104	Prau.g_01843	Prbm.g_02006
OG0001105	Prau.g_01844	Prbm.g_02007
OG0001106	Prau.g_01845	Prbm.g_02008
OG0001107	Prau.g_01846	Prbm.g_02009
OG0001108	Prau.g_01847	Prbm.g_02010
OG0001109	Prau.g_01848	Prbm.g_02011
OG0001110	Prau.g_01849	Prbm.g_02012
OG0001111	Prau.g_01850	Prbm.g_02013
OG0001112	Prau.g_01851	Prbm.g_02014
OG0001113	Prau.g_01852	Prbm.g_02015
OG0001114	Prau.g_01853	Prbm.g_02016
OG0001115	Prau.g_01854	Prbm.g_02017
OG0001116	Prau.g_01855	Prbm.g_02018
OG0001117	Prau.g_01856	Prbm.g_02019
OG0001118	Prau.g_01857	Prbm.g_02020
OG0001119	Prau.g_01858	Prbm.g_02021
OG0001120	Prau.g_01859	Prbm.g_02022
OG0001121	Prau.g_01861	Prbm.g_02024
OG0001122	Prau.g_01862	Prbm.g_02025
OG0001123	Prau.g_01863	Prbm.g_02026
OG0001124	Prau.g_01865	Prbm.g_02028
OG0001125	Prau.g_01867	Prbm.g_02030
OG0001126	Prau.g_01868	Prbm.g_02031
OG0001127	Prau.g_01870	Prbm.g_02034
OG0001128	Prau.g_01871	Prbm.g_02035
OG0001129	Prau.g_01872	Prbm.g_02036
OG0001130	Prau.g_01875	Prbm.g_02039
OG0001131	Prau.g_01876	Prbm.g_02040
OG0001132	Prau.g_01877	Prbm.g_02041
OG0001133	Prau.g_01878	Prbm.g_02042
OG0001134	Prau.g_01879	Prbm.g_02043
OG0001135	Prau.g_01880	Prbm.g_02044
OG0001136	Prau.g_01881	Prbm.g_02045
OG0001137	Prau.g_01882	Prbm.g_02046
OG0001138	Prau.g_01883	Prbm.g_02048
OG0001139	Prau.g_01884	Prbm.g_02050
OG0001140	Prau.g_01885	Prbm.g_02051
OG0001141	Prau.g_01886	Prbm.g_02052
OG0001142	Prau.g_01889	Prbm.g_02057
OG0001143	Prau.g_01890	Prbm.g_02058
OG0001144	Prau.g_01891	Prbm.g_02059
OG0001145	Prau.g_01892	Prbm.g_02060
OG0001146	Prau.g_01893	Prbm.g_02061
OG0001147	Prau.g_01894	Prbm.g_02062
OG0001148	Prau.g_01895	Prbm.g_02063
OG0001149	Prau.g_01897	Prbm.g_02064
OG0001150	Prau.g_01898	Prbm.g_02065
OG0001151	Prau.g_01900	Prbm.g_02068
OG0001152	Prau.g_01901	Prbm.g_02069
OG0001153	Prau.g_01902	Prbm.g_02070
OG0001154	Prau.g_01904	Prbm.g_02072
OG0001155	Prau.g_01906	Prbm.g_02074
OG0001156	Prau.g_01908	Prbm.g_02076
OG0001157	Prau.g_01909	Prbm.g_02078
OG0001158	Prau.g_01911	Prbm.g_02080
OG0001159	Prau.g_01912	Prbm.g_02081
OG0001160	Prau.g_01913	Prbm.g_02082
OG0001161	Prau.g_01914	Prbm.g_02083
OG0001162	Prau.g_01915	Prbm.g_02084
OG0001163	Prau.g_01916	Prbm.g_02085
OG0001164	Prau.g_01917	Prbm.g_02086
OG0001165	Prau.g_01918	Prbm.g_02087
OG0001166	Prau.g_01919	Prbm.g_02088
OG0001167	Prau.g_01920	Prbm.g_02089
OG0001168	Prau.g_01921	Prbm.g_02090
OG0001169	Prau.g_01922	Prbm.g_02091
OG0001170	Prau.g_01923	Prbm.g_02092
OG0001171	Prau.g_01924	Prbm.g_02093
OG0001172	Prau.g_01926	Prbm.g_02095
OG0001173	Prau.g_01928	Prbm.g_02097
OG0001174	Prau.g_01929	Prbm.g_02098
OG0001175	Prau.g_01930	Prbm.g_02099
OG0001176	Prau.g_01931	Prbm.g_02101
OG0001177	Prau.g_01933	Prbm.g_02103
OG0001178	Prau.g_01936	Prbm.g_02106
OG0001179	Prau.g_01937	Prbm.g_02107
OG0001180	Prau.g_01938	Prbm.g_02108
OG0001181	Prau.g_01939	Prbm.g_02109
OG0001182	Prau.g_01940	Prbm.g_02110
OG0001183	Prau.g_01941	Prbm.g_02111
OG0001184	Prau.g_01943	Prbm.g_02140
OG0001185	Prau.g_01946	Prbm.g_02144
OG0001186	Prau.g_01947	Prbm.g_02145
OG0001187	Prau.g_01949	Prbm.g_02146
OG0001188	Prau.g_01950	Prbm.g_02147
OG0001189	Prau.g_01951	Prbm.g_02148
OG0001190	Prau.g_01952	Prbm.g_02149
OG0001191	Prau.g_01953	Prbm.g_02150
OG0001192	Prau.g_01954	Prbm.g_02151
OG0001193	Prau.g_01955	Prbm.g_02152
OG0001194	Prau.g_01956	Prbm.g_02153
OG0001195	Prau.g_01957	Prbm.g_02154
OG0001196	Prau.g_01958	Prbm.g_02155
OG0001197	Prau.g_01959	Prbm.g_02156
OG0001198	Prau.g_01960	Prbm.g_02157
OG0001199	Prau.g_01961	Prbm.g_02158
OG0001200	Prau.g_01962	Prbm.g_02159
OG0001201	Prau.g_01963	Prbm.g_02160
OG0001202	Prau.g_01964	Prbm.g_02161
OG0001203	Prau.g_01966	Prbm.g_02163
OG0001204	Prau.g_01968	Prbm.g_02165
OG0001205	Prau.g_01969	Prbm.g_02167
OG0001206	Prau.g_01970	Prbm.g_02168
OG0001207	Prau.g_01971	Prbm.g_02169
OG0001208	Prau.g_01972	Prbm.g_02170
OG0001209	Prau.g_01973	Prbm.g_02171
OG0001210	Prau.g_01974	Prbm.g_02172
OG0001211	Prau.g_01975	Prbm.g_02173
OG0001212	Prau.g_01976	Prbm.g_02174
OG0001213	Prau.g_01977	Prbm.g_02175
OG0001214	Prau.g_01979	Prbm.g_02177
OG0001215	Prau.g_01980	Prbm.g_02178
OG0001216	Prau.g_01981	Prbm.g_02179
OG0001217	Prau.g_01982	Prbm.g_02180
OG0001218	Prau.g_01983	Prbm.g_02181
OG0001219	Prau.g_01985	Prbm.g_02184
OG0001220	Prau.g_01986	Prbm.g_02185
OG0001221	Prau.g_01989	Prbm.g_02190
OG0001222	Prau.g_01990	Prbm.g_02191
OG0001223	Prau.g_01991	Prbm.g_02192
OG0001224	Prau.g_01992	Prbm.g_02194
OG0001225	Prau.g_01993	Prbm.g_02195
OG0001226	Prau.g_01994	Prbm.g_02196
OG0001227	Prau.g_01995	Prbm.g_02197
OG0001228	Prau.g_01996	Prbm.g_02198
OG0001229	Prau.g_01997	Prbm.g_02199
OG0001230	Prau.g_01998	Prbm.g_02200
OG0001231	Prau.g_01999	Prbm.g_02201
OG0001232	Prau.g_02000	Prbm.g_02208
OG0001233	Prau.g_02001	Prbm.g_02209
OG0001234	Prau.g_02002	Prbm.g_02210
OG0001235	Prau.g_02003	Prbm.g_02211
OG0001236	Prau.g_02005	Prbm.g_02213
OG0001237	Prau.g_02006	Prbm.g_02214
OG0001238	Prau.g_02008	Prbm.g_02217
OG0001239	Prau.g_02009	Prbm.g_02218
OG0001240	Prau.g_02010	Prbm.g_02219
OG0001241	Prau.g_02012	Prbm.g_02222
OG0001242	Prau.g_02014	Prbm.g_02225
OG0001243	Prau.g_02015	Prbm.g_02226
OG0001244	Prau.g_02016	Prbm.g_02227
OG0001245	Prau.g_02017	Prbm.g_02228
OG0001246	Prau.g_02018	Prbm.g_02229
OG0001247	Prau.g_02019	Prbm.g_02230
OG0001248	Prau.g_02020	Prbm.g_02231
OG0001249	Prau.g_02021	Prbm.g_02232
OG0001250	Prau.g_02022	Prbm.g_02233
OG0001251	Prau.g_00093	Prbm.g_00149
OG0001252	Prau.g_00139	Prbm.g_00197
OG0001253	Prau.g_00151	Prbm.g_00209
OG0001254	Prau.g_00283	Prbm.g_00337
OG0001255	Prau.g_00335	Prbm.g_00399
OG0001256	Prau.g_00441	Prbm.g_01202
OG0001257	Prau.g_00523	Prbm.g_00508
OG0001258	Prau.g_00539	Prbm.g_00523
OG0001259	Prau.g_00628	Prbm.g_00619
OG0001260	Prau.g_00799	Prbm.g_01023, Prbm.g_01479
OG0001261	Prau.g_00888	Prbm.g_00849
OG0001263	Prau.g_00926	Prbm.g_01173, Prbm.g_00906
OG0001265	Prau.g_01065	Prbm.g_01037
OG0001266	Prau.g_01112	Prbm.g_01945
OG0001267	Prau.g_01191	Prbm.g_01566
OG0001268	Prau.g_01204	Prbm.g_01552
OG0001269	Prau.g_01392	Prbm.g_01594, Prbm.g_01631
OG0001270	Prau.g_01571	Prbm.g_01751
OG0001271	Prau.g_01582	Prbm.g_01763
OG0001272	Prau.g_01624	Prbm.g_00893
OG0001273	Prau.g_01625	Prbm.g_00552
OG0001274	Prau.g_01630	Prbm.g_01801
OG0001275	Prau.g_01645	Prbm.g_01080
OG0001276	Prau.g_01657, Prau.g_01309	Prbm.g_01804
OG0001277	Prau.g_01662	Prbm.g_01409, Prbm.g_01813, Prbm.g_01923
OG0001278	Prau.g_01724	Prbm.g_01833
OG0001279	Prau.g_01728	Prbm.g_01837
OG0001280	Prau.g_01731	Prbm.g_01840
OG0001281	Prau.g_01797	Prbm.g_01952
OG0001282	Prau.g_01822	Prbm.g_01345
OG0001283	Prau.g_01907	Prbm.g_02075
OG0001284	Prau.g_01935	Prbm.g_02105
OG0001285	Prau.g_01967	Prbm.g_02164
OG0001286	Prau.g_02011	Prbm.g_02221
OG0001287	Prau.g_01704	Prbm.g_01156
OG0001288	Prau.g_00478	Prbm.g_00447
OG0001292	Prau.g_00075	Prbm.g_00131
OG0001293	Prau.g_00077	Prbm.g_00133
OG0001294	Prau.g_00094	Prbm.g_00150
OG0001295	Prau.g_00120	Prbm.g_00178
OG0001296	Prau.g_00126	Prbm.g_00185
OG0001297	Prau.g_00200	Prbm.g_00259
OG0001298	Prau.g_00245	Prbm.g_00304
OG0001299	Prau.g_00254	Prbm.g_00311
OG0001300	Prau.g_00376	Prbm.g_01071
OG0001301	Prau.g_00677	Prbm.g_00668
OG0001302	Prau.g_00804	Prbm.g_01823
OG0001303	Prau.g_00809	Prbm.g_00785
OG0001304	Prau.g_01080	Prbm.g_01055
OG0001305	Prau.g_01085	Prbm.g_01060
OG0001306	Prau.g_01120	Prbm.g_02207
OG0001307	Prau.g_01129	Prbm.g_00937
OG0001308	Prau.g_01153	Prbm.g_01065
OG0001309	Prau.g_01155	Prbm.g_02166
OG0001310	Prau.g_01165	Prbm.g_01314
OG0001311	Prau.g_01234	Prbm.g_01515
OG0001312	Prau.g_01393	Prbm.g_01632
OG0001313	Prau.g_01628	Prbm.g_00789
OG0001314	Prau.g_01755	Prbm.g_01862
OG0001315	Prau.g_01789	Prbm.g_01897
OG0001316	Prau.g_01903	Prbm.g_02071
OG0001318	Prau.g_00142	Prbm.g_00201
OG0001319	Prau.g_00239	Prbm.g_00298
OG0001320	Prau.g_00509	Prbm.g_01574
OG0001322	Prau.g_00835	Prbm.g_00778
OG0001323	Prau.g_01104	Prbm.g_00918
OG0001324	Prau.g_01137	Prbm.g_01311
OG0001325	Prau.g_01159	Prbm.g_01388
OG0001326	Prau.g_01344	Prbm.g_01181
OG0001327	Prau.g_01345	Prbm.g_01604
OG0001329	Prau.g_01429	Prbm.g_02215
OG0001330	Prau.g_01621	Prbm.g_01797
OG0001331	Prau.g_01729	Prbm.g_01838
OG0001332	Prau.g_01778	Prbm.g_01886
OG0001333	Prau.g_01873	Prbm.g_02037
OG0001334	Prau.g_01927	Prbm.g_02096
OG0001335	Prau.g_01965	Prbm.g_02162
OG0001336	Prau.g_00129	Prbm.g_00188
OG0001338	Prau.g_00145	Prbm.g_01098
OG0001344	Prau.g_00381	Prbm.g_01584, Prbm.g_01649
OG0001348	Prau.g_00545	Prbm.g_00538
OG0001349	Prau.g_00550	Prbm.g_00543
OG0001350	Prau.g_00555	Prbm.g_00548
OG0001352	Prau.g_00722	Prbm.g_00717
OG0001356	Prau.g_00940	Prbm.g_00909
OG0001359	Prau.g_01178	Prbm.g_01915
OG0001360	Prau.g_01179	Prbm.g_01916
OG0001362	Prau.g_01320	Prbm.g_01171
OG0001363	Prau.g_01433	Prbm.g_02115
OG0001364	Prau.g_01601	Prbm.g_01783
OG0001365	Prau.g_01272	Prbm.g_00952
OG0001367	Prau.g_01811	Prbm.g_00080
OG0001369	Prau.g_01066	Prbm.g_01038
OG0001371	Prau.g_00069	Prbm.g_00124
OG0001372	Prau.g_00070	Prbm.g_00125
OG0001373	Prau.g_00076	Prbm.g_00132
OG0001374	Prau.g_00088	Prbm.g_00144
OG0001376	Prau.g_00235	Prbm.g_00294
OG0001377	Prau.g_00258	Prbm.g_00316
OG0001379	Prau.g_00364	Prbm.g_01749
OG0001381	Prau.g_00495	Prbm.g_00481
OG0001382	Prau.g_00502	Prbm.g_00489
OG0001383	Prau.g_00552	Prbm.g_00545
OG0001385	Prau.g_00706	Prbm.g_00698
OG0001386	Prau.g_00714	Prbm.g_00708
OG0001387	Prau.g_00716	Prbm.g_00710
OG0001388	Prau.g_00726	Prbm.g_00723
OG0001389	Prau.g_00760	Prbm.g_00747
OG0001390	Prau.g_00798	Prbm.g_00091
OG0001391	Prau.g_00840	Prbm.g_00954
OG0001392	Prau.g_00939	Prbm.g_00908
OG0001393	Prau.g_00941	Prbm.g_00910
OG0001394	Prau.g_00961	Prbm.g_00934
OG0001395	Prau.g_00964	Prbm.g_00938
OG0001396	Prau.g_01047	Prbm.g_01273
OG0001397	Prau.g_01074	Prbm.g_01046
OG0001398	Prau.g_01093	Prbm.g_00884
OG0001399	Prau.g_01102	Prbm.g_00907
OG0001400	Prau.g_01110	Prbm.g_00900
OG0001401	Prau.g_01117	Prbm.g_01135
OG0001402	Prau.g_01193	Prbm.g_01564
OG0001403	Prau.g_01372	Prbm.g_01612
OG0001404	Prau.g_01400	Prbm.g_01112
OG0001405	Prau.g_01410	Prbm.g_01661
OG0001406	Prau.g_01570	Prbm.g_01750
OG0001407	Prau.g_01573	Prbm.g_01754
OG0001408	Prau.g_01622	Prbm.g_01798
OG0001409	Prau.g_01635	Prbm.g_01137
OG0001411	Prau.g_00780	Prbm.g_00431, Prbm.g_01435
OG0001414	Prau.g_00063	Prbm.g_02056
OG0001415	Prau.g_00328	Prbm.g_00381
OG0001416	Prau.g_00562	Prbm.g_00555
OG0001417	Prau.g_00715	Prbm.g_00709
OG0001418	Prau.g_00812	Prbm.g_01155
OG0001419	Prau.g_00844	Prbm.g_00958
OG0001420	Prau.g_00943	Prbm.g_01937
OG0001421	Prau.g_00947	Prbm.g_00915
OG0001422	Prau.g_01107	Prbm.g_00770
OG0001423	Prau.g_01180	Prbm.g_01196
OG0001424	Prau.g_01270	Prbm.g_01918
OG0001426	Prau.g_02007	Prbm.g_02216
OG0001427	Prau.g_00375	Prbm.g_01819
OG0001431	Prau.g_01108	Prbm.g_00899
OG0001432	Prau.g_01111	Prbm.g_00781
OG0001433	Prau.g_01322	Prbm.g_01162
OG0001435	Prau.g_01634	Prbm.g_01109
OG0001440	Prau.g_01068	Prbm.g_01041
OG0001441	Prau.g_01147	Prbm.g_01286
OG0001442	Prau.g_01168	Prbm.g_01805
OG0001443	Prau.g_01190	Prbm.g_01567
OG0001444	Prau.g_01225	Prbm.g_01528
OG0001445	Prau.g_01336	Prbm.g_01655
OG0001446	Prau.g_01338	Prbm.g_01656
OG0001447	Prau.g_01339	Prbm.g_01657
OG0001448	Prau.g_01653	Prbm.g_00761
OG0001455	Prau.g_00440	Prbm.g_01108
OG0001456	Prau.g_01674	Prbm.g_00396
OG0001458	Prau.g_00797	Prbm.g_01339
OG0001461	Prau.g_00988	Prbm.g_00804
OG0001464	Prau.g_01106	Prbm.g_01018, Prbm.g_01481
OG0001465	Prau.g_01341	Prbm.g_00898
OG0001466	Prau.g_01709	Prbm.g_01315
OG0001467	Prau.g_01525	Prbm.g_01707
OG0001472	Prau.g_00916	Prbm.g_00879
OG0001473	Prau.g_00925	Prbm.g_00953
OG0001474	Prau.g_00927	Prbm.g_01925
OG0001475	Prau.g_01097	Prbm.g_00895
OG0001476	Prau.g_01098	Prbm.g_00896
OG0001477	Prau.g_01099	Prbm.g_00897
OG0001478	Prau.g_01105	Prbm.g_01686
OG0001479	Prau.g_01132	Prbm.g_01526
OG0001480	Prau.g_01141	Prbm.g_00443
OG0001482	Prau.g_01683, Prau.g_01667	Prbm.g_00486
OG0001486	Prau.g_00976	Prbm.g_00949
OG0001488	Prau.g_00173	Prbm.g_00231
OG0001491	Prau.g_00830	Prbm.g_01100
OG0001492	Prau.g_00886	Prbm.g_00847
OG0001493	Prau.g_00928	Prbm.g_01926
OG0001494	Prau.g_00929	Prbm.g_01927
OG0001495	Prau.g_00930	Prbm.g_01928
OG0001496	Prau.g_00931	Prbm.g_01929
OG0001497	Prau.g_00932	Prbm.g_01930
OG0001498	Prau.g_00933	Prbm.g_01931
OG0001499	Prau.g_00934	Prbm.g_01932
OG0001500	Prau.g_00935	Prbm.g_01933
OG0001501	Prau.g_00936	Prbm.g_01934
OG0001502	Prau.g_00937	Prbm.g_01935
OG0001503	Prau.g_00938	Prbm.g_01936
OG0001504	Prau.g_00971	Prbm.g_00945
OG0001505	Prau.g_00779	Prbm.g_01347
OG0001507	Prau.g_01189	Prbm.g_01568
OG0001508	Prau.g_01633	Prbm.g_00086
OG0001509	Prau.g_01812	Prbm.g_00079
OG0001510	Prau.g_01888	Prbm.g_02055
OG0001512	Prau.g_01292	Prbm.g_01292, Prbm.g_01293, Prbm.g_01460
OG0001515	Prau.g_00802	Prbm.g_01811
OG0001516	Prau.g_01037	Prbm.g_01008
OG0001517	Prau.g_01115	Prbm.g_00104
OG0001518	Prau.g_01310	Prbm.g_01362, Prbm.g_01367
OG0001519	Prau.g_00392	Prbm.g_01285
OG0001522	Prau.g_01710	Prbm.g_01250
OG0001523	Prau.g_00062	Prbm.g_00113
OG0001524	Prau.g_00379	Prbm.g_01316
OG0001526	Prau.g_00945	Prbm.g_00913
OG0001527	Prau.g_01145	Prbm.g_01380
OG0001528	Prau.g_01299	Prbm.g_01815
OG0001529	Prau.g_01323	Prbm.g_01458, Prbm.g_01370
OG0001533	Prau.g_00407	Prbm.g_01317
OG0001534	Prau.g_01302	Prbm.g_01242
OG0001535	Prau.g_00913	Prbm.g_00876
OG0001536	Prau.g_01143	Prbm.g_01092
OG0001538	Prau.g_01343	Prbm.g_01628
OG0001539	Prau.g_01356	Prbm.g_01327
OG0001540	Prau.g_01357	Prbm.g_01201
OG0001543	Prau.g_01646	Prbm.g_01028, Prbm.g_01323
OG0001544	Prau.g_01296	Prbm.g_01184
OG0001549	Prau.g_00127	Prbm.g_00186
OG0001550	Prau.g_00309	Prbm.g_00363
OG0001552	Prau.g_00371	Prbm.g_01189
OG0001553	Prau.g_00394	Prbm.g_01332
OG0001554	Prau.g_00395	Prbm.g_01074
OG0001555	Prau.g_00498	Prbm.g_01083
OG0001556	Prau.g_00511	Prbm.g_01583
OG0001557	Prau.g_00717	Prbm.g_00711
OG0001559	Prau.g_00803	Prbm.g_01166
OG0001560	Prau.g_00822	Prbm.g_01024
OG0001561	Prau.g_00918	Prbm.g_01255
OG0001562	Prau.g_01055	Prbm.g_00775
OG0001563	Prau.g_01113	Prbm.g_00112
OG0001564	Prau.g_01114	Prbm.g_01068
OG0001565	Prau.g_01116	Prbm.g_00782
OG0001566	Prau.g_01119	Prbm.g_01082
OG0001567	Prau.g_01125	Prbm.g_01346
OG0001568	Prau.g_01140	Prbm.g_00105
OG0001569	Prau.g_01144	Prbm.g_01154
OG0001570	Prau.g_01150	Prbm.g_01159
OG0001571	Prau.g_01161	Prbm.g_01188
OG0001572	Prau.g_01170	Prbm.g_01324
OG0001573	Prau.g_01173	Prbm.g_01097
OG0001575	Prau.g_01333	Prbm.g_01252
OG0001576	Prau.g_01348	Prbm.g_01180
OG0001577	Prau.g_01406	Prbm.g_01946
OG0001578	Prau.g_01408	Prbm.g_01659
OG0001582	Prau.g_01614	Prbm.g_01027
OG0001583	Prau.g_01616	Prbm.g_00790
OG0001584	Prau.g_01617	Prbm.g_01585
OG0001585	Prau.g_01627	Prbm.g_01802
OG0001586	Prau.g_01944	Prbm.g_01645
OG0001591	Prau.g_00365	Prbm.g_01136
OG0001593	Prau.g_00501	Prbm.g_01208
OG0001595	Prau.g_00746	Prbm.g_01350
OG0001599	Prau.g_01183	Prbm.g_01922
OG0001600	Prau.g_01184	Prbm.g_01592
OG0001601	Prau.g_01185	Prbm.g_01591
OG0001602	Prau.g_01186	Prbm.g_01590
OG0001603	Prau.g_01664	Prbm.g_01157
OG0001605	Prau.g_01816	Prbm.g_01971
OG0001606	Prau.g_00342	Prbm.g_00405
OG0001609	Prau.g_00370	Prbm.g_01818
OG0001618	Prau.g_01387	Prbm.g_01185
OG0001625	Prau.g_01050	Prbm.g_00786
OG0001630	Prau.g_00426, Prau.g_01825	Prbm.g_00531, Prbm.g_01288
OG0001695	Prau.g_01474	Prbm.g_02136
OG0001699	Prau.g_00747	Prbm.g_01361
OG0001705	Prau.g_01152	Prbm.g_01241, Prbm.g_01240
OG0001713	Prau.g_01462	Prbm.g_02139
OG0001720	Prau.g_01501	Prbm.g_02124
OG0001730	Prau.g_01463	Prbm.g_02128
OG0001789	Prau.g_01326	Prbm.g_01398
OG0001807	Prau.g_00397	Prbm.g_00467
OG0001819	Prau.g_00413	Prbm.g_01652
OG0001823	Prau.g_01465	Prbm.g_02130
OG0001827	Prau.g_01707	Prbm.g_01319
OG0001830	Prau.g_01464	Prbm.g_02137
OG0001855	Prau.g_01315	Prbm.g_01626, Prbm.g_01984, Prbm.g_00527, Prbm.g_02142, Prbm.g_02141
OG0001877	Prau.g_00398	Prbm.g_01472
OG0001912	Prau.g_00416	Prbm.g_00037
OG0001986	Prau.g_01451	Prbm.g_01593
OG0001992	Prau.g_01711	Prbm.g_00471
OG0002031	Prau.g_01687	Prbm.g_01807
OG0002033	Prau.g_01286, Prau.g_00442, Prau.g_01713, Prau.g_01715	Prbm.g_01416, Prbm.g_01304
OG0002051	Prau.g_01671	Prbm.g_01468
OG0002056	Prau.g_01365	Prbm.g_01205
OG0002123	Prau.g_01459	Prbm.g_02127
OG0002253	Prau.g_01282	Prbm.g_01635
