Orthogroup	Prau	Pram
OG0001165	Prau.g_01918	Pram.g_01825
OG0001166	Prau.g_01919	Pram.g_01826
OG0001167	Prau.g_01920	Pram.g_01828
OG0001168	Prau.g_01921	Pram.g_01829
OG0001169	Prau.g_01922	Pram.g_01830
OG0001170	Prau.g_01923	Pram.g_01831
OG0001171	Prau.g_01924	Pram.g_01832
OG0001172	Prau.g_01926	Pram.g_01834
OG0001173	Prau.g_01928	Pram.g_01836
OG0001174	Prau.g_01929	Pram.g_01837
OG0001175	Prau.g_01930	Pram.g_01838
OG0001176	Prau.g_01931	Pram.g_01840
OG0001177	Prau.g_01933	Pram.g_01842
OG0001178	Prau.g_01936	Pram.g_01845
OG0001179	Prau.g_01937	Pram.g_01846
OG0001180	Prau.g_01938	Pram.g_01847
OG0001181	Prau.g_01939	Pram.g_01848
OG0001182	Prau.g_01940	Pram.g_01849
OG0001183	Prau.g_01941	Pram.g_01850
OG0001184	Prau.g_01943	Pram.g_01852
OG0001185	Prau.g_01946	Pram.g_01854
OG0001186	Prau.g_01947	Pram.g_01855
OG0001187	Prau.g_01949	Pram.g_01856
OG0001188	Prau.g_01950	Pram.g_01857
OG0001189	Prau.g_01951	Pram.g_01858
OG0001190	Prau.g_01952	Pram.g_01859
OG0001191	Prau.g_01953	Pram.g_01860
OG0001192	Prau.g_01954	Pram.g_01861
OG0001193	Prau.g_01955	Pram.g_01862
OG0001194	Prau.g_01956	Pram.g_01863
OG0001195	Prau.g_01957	Pram.g_01864
OG0001196	Prau.g_01958	Pram.g_01865
OG0001197	Prau.g_01959	Pram.g_01866
OG0001198	Prau.g_01960	Pram.g_01867
OG0001199	Prau.g_01961	Pram.g_01868
OG0001200	Prau.g_01962	Pram.g_01869
OG0001201	Prau.g_01963	Pram.g_01870
OG0001202	Prau.g_01964	Pram.g_01871
OG0001203	Prau.g_01966	Pram.g_01873
OG0001204	Prau.g_01968	Pram.g_01875
OG0001205	Prau.g_01969	Pram.g_01877
OG0001206	Prau.g_01970	Pram.g_01878
OG0001207	Prau.g_01971	Pram.g_01879
OG0001208	Prau.g_01972	Pram.g_01880
OG0001209	Prau.g_01973	Pram.g_01881
OG0001210	Prau.g_01974	Pram.g_01882
OG0001211	Prau.g_01975	Pram.g_01883
OG0001212	Prau.g_01976	Pram.g_01884
OG0001213	Prau.g_01977	Pram.g_01885
OG0001214	Prau.g_01979	Pram.g_01887
OG0001215	Prau.g_01980	Pram.g_01888
OG0001216	Prau.g_01981	Pram.g_01889
OG0001217	Prau.g_01982	Pram.g_01890
OG0001218	Prau.g_01983	Pram.g_01891
OG0001219	Prau.g_01985	Pram.g_01894
OG0001220	Prau.g_01986	Pram.g_01895
OG0001221	Prau.g_01989	Pram.g_01900
OG0001222	Prau.g_01990	Pram.g_01901
OG0001223	Prau.g_01991	Pram.g_01902
OG0001224	Prau.g_01992	Pram.g_01904
OG0001225	Prau.g_01993	Pram.g_01905
OG0001226	Prau.g_01994	Pram.g_01906
OG0001227	Prau.g_01995	Pram.g_01907
OG0001228	Prau.g_01996	Pram.g_01908
OG0001229	Prau.g_01997	Pram.g_01909
OG0001230	Prau.g_01998	Pram.g_01910
OG0001231	Prau.g_01999	Pram.g_01911
OG0001232	Prau.g_02000	Pram.g_01913
OG0001233	Prau.g_02001	Pram.g_01914
OG0001234	Prau.g_02002	Pram.g_01915
OG0001235	Prau.g_02003	Pram.g_01916
OG0001236	Prau.g_02005	Pram.g_01918
OG0001237	Prau.g_02006	Pram.g_01919
OG0001238	Prau.g_02008	Pram.g_01924
OG0001239	Prau.g_02009	Pram.g_01925
OG0001240	Prau.g_02010	Pram.g_01926
OG0001241	Prau.g_02012	Pram.g_01929
OG0001242	Prau.g_02014	Pram.g_01930
OG0001243	Prau.g_02015	Pram.g_01931
OG0001244	Prau.g_02016	Pram.g_01932
OG0001245	Prau.g_02017	Pram.g_01933
OG0001246	Prau.g_02018	Pram.g_01934
OG0001247	Prau.g_02019	Pram.g_01935
OG0001248	Prau.g_02020	Pram.g_01936
OG0001249	Prau.g_02021	Pram.g_01937
OG0001250	Prau.g_02022	Pram.g_01938
OG0001251	Prau.g_00093	Pram.g_00076
OG0001252	Prau.g_00139	Pram.g_00124
OG0001253	Prau.g_00151	Pram.g_00135
OG0001254	Prau.g_00283	Pram.g_00269
OG0001255	Prau.g_00335	Pram.g_00327
OG0001257	Prau.g_00523	Pram.g_00418
OG0001258	Prau.g_00539	Pram.g_00434
OG0001259	Prau.g_00628	Pram.g_00527
OG0001260	Prau.g_00799	Pram.g_00903
OG0001261	Prau.g_00888	Pram.g_00844
OG0001262	Prau.g_00905	Pram.g_00862
OG0001263	Prau.g_00926	Pram.g_01161
OG0001265	Prau.g_01065	Pram.g_00981
OG0001266	Prau.g_01112	Pram.g_00577
OG0001267	Prau.g_01191	Pram.g_01157
OG0001268	Prau.g_01204	Pram.g_01143
OG0001269	Prau.g_01392	Pram.g_01477
OG0001270	Prau.g_01571	Pram.g_01334
OG0001271	Prau.g_01582	Pram.g_01322
OG0001272	Prau.g_01624	Pram.g_00658
OG0001273	Prau.g_01625	Pram.g_01272
OG0001274	Prau.g_01630	Pram.g_01590
OG0001276	Prau.g_01657, Prau.g_01309	Pram.g_01003
OG0001277	Prau.g_01662	Pram.g_01599
OG0001278	Prau.g_01724	Pram.g_01624
OG0001279	Prau.g_01728	Pram.g_01627
OG0001280	Prau.g_01731	Pram.g_01630
OG0001281	Prau.g_01797	Pram.g_01700
OG0001282	Prau.g_01822	Pram.g_01637
OG0001283	Prau.g_01907	Pram.g_01813
OG0001284	Prau.g_01935	Pram.g_01844
OG0001285	Prau.g_01967	Pram.g_01874
OG0001286	Prau.g_02011	Pram.g_01928
OG0001287	Prau.g_01704	Pram.g_01516
OG0001288	Prau.g_00478	Pram.g_00372
OG0001292	Prau.g_00075	Pram.g_00059
OG0001293	Prau.g_00077	Pram.g_00061
OG0001294	Prau.g_00094	Pram.g_00077
OG0001295	Prau.g_00120	Pram.g_00105
OG0001296	Prau.g_00126	Pram.g_00112
OG0001297	Prau.g_00200	Pram.g_00184
OG0001298	Prau.g_00245	Pram.g_00231
OG0001299	Prau.g_00254	Pram.g_00240
OG0001300	Prau.g_00376	Pram.g_01213
OG0001302	Prau.g_00804	Pram.g_01529
OG0001303	Prau.g_00809	Pram.g_01196
OG0001304	Prau.g_01080	Pram.g_00897
OG0001305	Prau.g_01085	Pram.g_00892
OG0001307	Prau.g_01129	Pram.g_01214
OG0001308	Prau.g_01153	Pram.g_01275
OG0001311	Prau.g_01234	Pram.g_01106
OG0001312	Prau.g_01393	Pram.g_01476
OG0001313	Prau.g_01628	Pram.g_00357
OG0001314	Prau.g_01755	Pram.g_01655
OG0001316	Prau.g_01903	Pram.g_01809
OG0001318	Prau.g_00142	Pram.g_00127
OG0001319	Prau.g_00239	Pram.g_00225
OG0001321	Prau.g_00811	Pram.g_00576
OG0001322	Prau.g_00835	Pram.g_01189
OG0001323	Prau.g_01104	Pram.g_00723
OG0001324	Prau.g_01137	Pram.g_00625
OG0001325	Prau.g_01159	Pram.g_00648
OG0001326	Prau.g_01344	Pram.g_00629
OG0001327	Prau.g_01345	Pram.g_01276
OG0001328	Prau.g_01376	Pram.g_01235
OG0001329	Prau.g_01429	Pram.g_01922
OG0001330	Prau.g_01621	Pram.g_01289
OG0001331	Prau.g_01729	Pram.g_01628
OG0001332	Prau.g_01778	Pram.g_01680
OG0001333	Prau.g_01873	Pram.g_01774
OG0001334	Prau.g_01927	Pram.g_01835
OG0001335	Prau.g_01965	Pram.g_01872
OG0001336	Prau.g_00129	Pram.g_00114
OG0001337	Prau.g_00119	Pram.g_00104
OG0001338	Prau.g_00145	Pram.g_01246
OG0001339	Prau.g_00204	Pram.g_00188
OG0001340	Prau.g_00250	Pram.g_00236
OG0001341	Prau.g_00263	Pram.g_00249
OG0001342	Prau.g_00282	Pram.g_00268
OG0001343	Prau.g_00341	Pram.g_00334
OG0001345	Prau.g_00475	Pram.g_00369
OG0001346	Prau.g_00513	Pram.g_00408
OG0001347	Prau.g_00527	Pram.g_00422
OG0001348	Prau.g_00545	Pram.g_00680
OG0001349	Prau.g_00550	Pram.g_00446
OG0001350	Prau.g_00555	Pram.g_00451
OG0001351	Prau.g_00616	Pram.g_00515
OG0001352	Prau.g_00722	Pram.g_00772
OG0001353	Prau.g_00743	Pram.g_00211
OG0001354	Prau.g_00038	Pram.g_00904
OG0001355	Prau.g_00894	Pram.g_00851
OG0001356	Prau.g_00940	Pram.g_00711
OG0001357	Prau.g_01043	Pram.g_00969
OG0001358	Prau.g_01064	Pram.g_00980
OG0001359	Prau.g_01178	Pram.g_01551
OG0001360	Prau.g_01179	Pram.g_01552
OG0001361	Prau.g_01256	Pram.g_01085
OG0001362	Prau.g_01320	Pram.g_01253
OG0001363	Prau.g_01433	Pram.g_00045, Pram.g_01438
OG0001364	Prau.g_01601	Pram.g_01302
OG0001365	Prau.g_01272	Pram.g_00041
OG0001366	Prau.g_01769	Pram.g_01670
OG0001368	Prau.g_01934	Pram.g_01843
OG0001369	Prau.g_01066	Pram.g_00982
OG0001371	Prau.g_00069	Pram.g_00051
OG0001372	Prau.g_00070	Pram.g_00053
OG0001373	Prau.g_00076	Pram.g_00060
OG0001374	Prau.g_00088	Pram.g_00071
OG0001375	Prau.g_00136	Pram.g_00122
OG0001376	Prau.g_00235	Pram.g_00221
OG0001377	Prau.g_00258	Pram.g_00245
OG0001378	Prau.g_00274	Pram.g_00261
OG0001379	Prau.g_00364	Pram.g_01337
OG0001381	Prau.g_00495	Pram.g_00394
OG0001382	Prau.g_00502	Pram.g_00399
OG0001383	Prau.g_00552	Pram.g_00448
OG0001384	Prau.g_00560	Pram.g_00457
OG0001385	Prau.g_00706	Pram.g_01043
OG0001386	Prau.g_00714	Pram.g_00764
OG0001387	Prau.g_00716	Pram.g_00766
OG0001388	Prau.g_00726	Pram.g_00777
OG0001389	Prau.g_00760	Pram.g_01025
OG0001390	Prau.g_00798	Pram.g_01533
OG0001391	Prau.g_00840	Pram.g_00907
OG0001392	Prau.g_00939	Pram.g_00710
OG0001393	Prau.g_00941	Pram.g_00712
OG0001394	Prau.g_00961	Pram.g_00739
OG0001395	Prau.g_00964	Pram.g_00742
OG0001397	Prau.g_01074	Pram.g_00993
OG0001398	Prau.g_01093	Pram.g_00884
OG0001399	Prau.g_01102	Pram.g_00702
OG0001400	Prau.g_01110	Pram.g_01202
OG0001401	Prau.g_01117	Pram.g_00698
OG0001402	Prau.g_01193	Pram.g_01155
OG0001403	Prau.g_01372	Pram.g_01231
OG0001404	Prau.g_01400	Pram.g_00996
OG0001405	Prau.g_01410	Pram.g_01467
OG0001406	Prau.g_01570	Pram.g_01335
OG0001407	Prau.g_01573	Pram.g_01332
OG0001408	Prau.g_01622	Pram.g_01288
OG0001409	Prau.g_01635	Pram.g_01563
OG0001411	Prau.g_00780	Pram.g_01594
OG0001414	Prau.g_00063	Pram.g_01553
OG0001415	Prau.g_00328	Pram.g_00314
OG0001416	Prau.g_00562	Pram.g_00459
OG0001417	Prau.g_00715	Pram.g_00765
OG0001418	Prau.g_00812	Pram.g_00660
OG0001419	Prau.g_00844	Pram.g_00912
OG0001420	Prau.g_00943	Pram.g_00714
OG0001421	Prau.g_00947	Pram.g_00718
OG0001422	Prau.g_01107	Pram.g_00650
OG0001423	Prau.g_01180	Pram.g_01509
OG0001424	Prau.g_01270	Pram.g_01286
OG0001425	Prau.g_01640	Pram.g_01200
OG0001426	Prau.g_02007	Pram.g_01923
OG0001431	Prau.g_01108	Pram.g_00695
OG0001438	Prau.g_00660	Pram.g_00558
OG0001440	Prau.g_01068	Pram.g_00985
OG0001441	Prau.g_01147	Pram.g_01508
OG0001442	Prau.g_01168	Pram.g_01598
OG0001443	Prau.g_01190	Pram.g_01158
OG0001445	Prau.g_01336	Pram.g_01210
OG0001446	Prau.g_01338	Pram.g_00363
OG0001447	Prau.g_01339	Pram.g_01166
OG0001448	Prau.g_01653	Pram.g_01256
OG0001449	Prau.g_01530	Pram.g_01401
OG0001454	Prau.g_00369	Pram.g_00392
OG0001455	Prau.g_00440	Pram.g_00637
OG0001457	Prau.g_00742	Pram.g_00797
OG0001460	Prau.g_00917	Pram.g_00581
OG0001461	Prau.g_00988	Pram.g_01032
OG0001462	Prau.g_01056	Pram.g_01179
OG0001463	Prau.g_01101	Pram.g_00398
OG0001465	Prau.g_01341	Pram.g_01197
OG0001466	Prau.g_01709	Pram.g_01277
OG0001468	Prau.g_01896	Pram.g_01800
OG0001470	Prau.g_00322	Pram.g_00308
OG0001471	Prau.g_00457, Prau.g_00431	Pram.g_01576
OG0001472	Prau.g_00916	Pram.g_00878
OG0001473	Prau.g_00925	Pram.g_00906
OG0001481	Prau.g_01222	Pram.g_01121
OG0001482	Prau.g_01683, Prau.g_01667	Pram.g_00362
OG0001484	Prau.g_01452	Pram.g_00046
OG0001485	Prau.g_01791	Pram.g_01692
OG0001489	Prau.g_00378	Pram.g_01723
OG0001490	Prau.g_00406	Pram.g_01694
OG0001492	Prau.g_00886	Pram.g_00842
OG0001504	Prau.g_00971	Pram.g_00749
OG0001505	Prau.g_00779	Pram.g_00641
OG0001507	Prau.g_01189	Pram.g_01159
OG0001510	Prau.g_01888	Pram.g_01792
OG0001512	Prau.g_01292	Pram.g_00611
OG0001516	Prau.g_01037	Pram.g_01487
OG0001519	Prau.g_00392	Pram.g_00628
OG0001521	Prau.g_01793, Prau.g_01273	Pram.g_00042
OG0001522	Prau.g_01710	Pram.g_00682, Pram.g_01562
OG0001526	Prau.g_00945	Pram.g_00716
OG0001527	Prau.g_01145	Pram.g_01515
OG0001535	Prau.g_00913	Pram.g_00875
OG0001538	Prau.g_01343	Pram.g_00666
OG0001544	Prau.g_01296	Pram.g_01257
OG0001579	Prau.g_01477	Pram.g_01400
OG0001580	Prau.g_01454	Pram.g_01442
OG0001605	Prau.g_01816	Pram.g_01721
OG0001617	Prau.g_01386	Pram.g_01399
OG0001619	Prau.g_01398	Pram.g_01205
OG0001620	Prau.g_01503	Pram.g_01409
OG0001621	Prau.g_00815	Pram.g_01251
OG0001630	Prau.g_01825	Pram.g_01497
OG0001631	Prau.g_01264	Pram.g_00572
OG0001729	Prau.g_01467	Pram.g_01501
OG0001736	Prau.g_00972	Pram.g_00750
OG0001821	Prau.g_01708	Pram.g_01609
OG0001823	Prau.g_01465	Pram.g_01431
OG0001827	Prau.g_01707	Pram.g_00626
OG0001878	Prau.g_00042	Pram.g_01582
OG0001974	Prau.g_01438	Pram.g_01261
OG0001993	Prau.g_01824, Prau.g_00427	Pram.g_01498
OG0002057	Prau.g_01468	Pram.g_01406
OG0002111	Prau.g_00041	Pram.g_01581
OG0002134	Prau.g_00428	Pram.g_01499
OG0002189	Prau.g_01456	Pram.g_01437
OG0002253	Prau.g_01282	Pram.g_01473
OG0002256	Prau.g_01455	Pram.g_01425
OG0003548	Prau.g_01823	Pram.g_01500
