Orthogroup	Syai	Prax
OG0001163	Syai.g_02363	Prax.g_01567
OG0001164	Syai.g_02369	Prax.g_01563
OG0001165	Syai.g_02374	Prax.g_01560
OG0001166	Syai.g_02400	Prax.g_01540
OG0001167	Syai.g_02254	Prax.g_01523
OG0001168	Syai.g_02256	Prax.g_01521
OG0001169	Syai.g_02258	Prax.g_01519
OG0001170	Syai.g_02260	Prax.g_01517
OG0001171	Syai.g_02270	Prax.g_01507
OG0001172	Syai.g_00323	Prax.g_01265
OG0001173	Syai.g_00324	Prax.g_01266
OG0001174	Syai.g_00332	Prax.g_01274
OG0001175	Syai.g_00333	Prax.g_01275
OG0001176	Syai.g_00352	Prax.g_01282
OG0001177	Syai.g_00350	Prax.g_01285
OG0001178	Syai.g_02383	Prax.g_01290
OG0001179	Syai.g_00385	Prax.g_01322
OG0001180	Syai.g_00410	Prax.g_01344
OG0001181	Syai.g_00414	Prax.g_01348
OG0001182	Syai.g_00423	Prax.g_01355
OG0001183	Syai.g_00429	Prax.g_01359
OG0001184	Syai.g_00156	Prax.g_01375
OG0001185	Syai.g_00117	Prax.g_01389
OG0001186	Syai.g_00084	Prax.g_01412
OG0001187	Syai.g_00081	Prax.g_01416
OG0001188	Syai.g_00078	Prax.g_01419
OG0001189	Syai.g_00061	Prax.g_01436
OG0001190	Syai.g_02776	Prax.g_01440
OG0001191	Syai.g_02788	Prax.g_01450
OG0001192	Syai.g_02793	Prax.g_01454
OG0001193	Syai.g_02835	Prax.g_01464
OG0001194	Syai.g_02838	Prax.g_01465
OG0001195	Syai.g_02839	Prax.g_01466
OG0001196	Syai.g_02913	Prax.g_01479
OG0001197	Syai.g_02915	Prax.g_01480
OG0001198	Syai.g_02930	Prax.g_01487
OG0001199	Syai.g_02480	Prax.g_00645
OG0001200	Syai.g_02482	Prax.g_00647
OG0001202	Syai.g_02674	Prax.g_01019
OG0001203	Syai.g_00540	Prax.g_00980
OG0001204	Syai.g_00312	Prax.g_00932
OG0001205	Syai.g_02212	Prax.g_00755
OG0001206	Syai.g_00853	Prax.g_00739
OG0001207	Syai.g_00629	Prax.g_00725
OG0001208	Syai.g_00640	Prax.g_00720
OG0001209	Syai.g_00711	Prax.g_00666
OG0001210	Syai.g_00720	Prax.g_00001
OG0001211	Syai.g_00735	Prax.g_00011
OG0001212	Syai.g_00799	Prax.g_00055
OG0001213	Syai.g_01082	Prax.g_00088
OG0001214	Syai.g_01106	Prax.g_00096
OG0001215	Syai.g_01958	Prax.g_00952
OG0001216	Syai.g_01388	Prax.g_00483
OG0001217	Syai.g_01185	Prax.g_00428
OG0001218	Syai.g_00893	Prax.g_00420
OG0001219	Syai.g_01561	Prax.g_00384
OG0001220	Syai.g_02087	Prax.g_00321
OG0001221	Syai.g_01284	Prax.g_00572
OG0001222	Syai.g_01516	Prax.g_00612
OG0001223	Syai.g_01463	Prax.g_01147
OG0001224	Syai.g_02011	Prax.g_01200
OG0001225	Syai.g_02009	Prax.g_01202
OG0001226	Syai.g_01154	Prax.g_01229
OG0001227	Syai.g_02806	Prax.g_01248
OG0001228	Syai.g_02218	Prax.g_00245
OG0001229	Syai.g_01986	Prax.g_01865
OG0001230	Syai.g_00964	Prax.g_01741
OG0001231	Syai.g_00017	Prax.g_01631
OG0001232	Syai.g_02410	Prax.g_01536
OG0001233	Syai.g_02261	Prax.g_01516
OG0001234	Syai.g_00337	Prax.g_01277
OG0001235	Syai.g_00343	Prax.g_01287
OG0001236	Syai.g_00159	Prax.g_01372
OG0001237	Syai.g_00137	Prax.g_01376
OG0001238	Syai.g_02789	Prax.g_01451
OG0001239	Syai.g_02477	Prax.g_00642
OG0001240	Syai.g_02527	Prax.g_01125
OG0001241	Syai.g_02537	Prax.g_01117
OG0001242	Syai.g_02566	Prax.g_01099
OG0001243	Syai.g_02573	Prax.g_01093
OG0001244	Syai.g_02605	Prax.g_01077
OG0001245	Syai.g_02091	Prax.g_00794
OG0001246	Syai.g_00666	Prax.g_00697
OG0001247	Syai.g_01380	Prax.g_00959
OG0001248	Syai.g_01377	Prax.g_00957
OG0001249	Syai.g_00464	Prax.g_00395
OG0001250	Syai.g_02053	Prax.g_00332
OG0001251	Syai.g_02845	Prax.g_00547
OG0001252	Syai.g_02018	Prax.g_01195
OG0001254	Syai.g_01744	Prax.g_00163
OG0001255	Syai.g_01915	Prax.g_00184
OG0001256	Syai.g_02362	Prax.g_01638
OG0001257	Syai.g_00848	Prax.g_01632
OG0001258	Syai.g_02372	Prax.g_01562
OG0001259	Syai.g_02259	Prax.g_01518
OG0001260	Syai.g_02281	Prax.g_01501
OG0001261	Syai.g_00394	Prax.g_01330
OG0001262	Syai.g_00063	Prax.g_01434
OG0001263	Syai.g_02576	Prax.g_01090
OG0001265	Syai.g_02563	Prax.g_01100
OG0001266	Syai.g_02679	Prax.g_01015
OG0001267	Syai.g_00259	Prax.g_00895
OG0001268	Syai.g_00492	Prax.g_00834
OG0001269	Syai.g_01699	Prax.g_00814
OG0001270	Syai.g_02231	Prax.g_00766
OG0001271	Syai.g_00862	Prax.g_00730
OG0001272	Syai.g_00644	Prax.g_00716
OG0001273	Syai.g_01099	Prax.g_00090
OG0001274	Syai.g_02706	Prax.g_00939
OG0001275	Syai.g_01447	Prax.g_01157
OG0001276	Syai.g_01431	Prax.g_01179
OG0001277	Syai.g_02899	Prax.g_01237
OG0001278	Syai.g_01799	Prax.g_00250
OG0001279	Syai.g_00991	Prax.g_01957
OG0001280	Syai.g_02176	Prax.g_01900
OG0001281	Syai.g_02186	Prax.g_01894
OG0001282	Syai.g_00627	Prax.g_01862
OG0001283	Syai.g_02908	Prax.g_01843
OG0001284	Syai.g_02338	Prax.g_01658
OG0001285	Syai.g_02866	Prax.g_01533
OG0001286	Syai.g_00408	Prax.g_01342
OG0001287	Syai.g_00109	Prax.g_01396
OG0001289	Syai.g_02504	Prax.g_00658
OG0001290	Syai.g_02536	Prax.g_01118
OG0001291	Syai.g_02587	Prax.g_01083
OG0001292	Syai.g_00306	Prax.g_00927
OG0001293	Syai.g_00285	Prax.g_00914
OG0001294	Syai.g_01242	Prax.g_00796
OG0001295	Syai.g_00722	Prax.g_00734
OG0001296	Syai.g_00672	Prax.g_00692
OG0001297	Syai.g_00676	Prax.g_00687
OG0001298	Syai.g_00773	Prax.g_00037
OG0001299	Syai.g_01236	Prax.g_00976
OG0001300	Syai.g_01982	Prax.g_00949
OG0001301	Syai.g_01995	Prax.g_00946
OG0001302	Syai.g_01142	Prax.g_00386
OG0001303	Syai.g_01559	Prax.g_01161
OG0001304	Syai.g_01418	Prax.g_01189
OG0001305	Syai.g_02001	Prax.g_01208
OG0001306	Syai.g_02160	Prax.g_00186
OG0001307	Syai.g_01717	Prax.g_01880
OG0001308	Syai.g_00943	Prax.g_01718
OG0001309	Syai.g_00682	Prax.g_01634
OG0001311	Syai.g_01429	Prax.g_01181
OG0001312	Syai.g_01549	Prax.g_00601
OG0001315	Syai.g_00427	Prax.g_00633
OG0001316	Syai.g_02593	Prax.g_01078
OG0001317	Syai.g_00534	Prax.g_00984
OG0001318	Syai.g_00293	Prax.g_00919
OG0001319	Syai.g_00270	Prax.g_00903
OG0001321	Syai.g_02195	Prax.g_00749
OG0001322	Syai.g_02194	Prax.g_00748
OG0001323	Syai.g_00685	Prax.g_00682
OG0001324	Syai.g_01983	Prax.g_00948
OG0001325	Syai.g_01392	Prax.g_00480
OG0001326	Syai.g_02856	Prax.g_00535
OG0001327	Syai.g_01250	Prax.g_01221
OG0001328	Syai.g_01278	Prax.g_01247
OG0001330	Syai.g_02167	Prax.g_01929
OG0001331	Syai.g_00622	Prax.g_01857
OG0001332	Syai.g_02293	Prax.g_01685
OG0001333	Syai.g_02255	Prax.g_01522
OG0001334	Syai.g_00438	Prax.g_01362
OG0001335	Syai.g_00439	Prax.g_01363
OG0001336	Syai.g_02909	Prax.g_01476
OG0001339	Syai.g_02539	Prax.g_01115
OG0001340	Syai.g_00453	Prax.g_00845
OG0001343	Syai.g_02842	Prax.g_00544
OG0001344	Syai.g_02139	Prax.g_00204
OG0001345	Syai.g_02110	Prax.g_00219
OG0001346	Syai.g_02180	Prax.g_01898
OG0001348	Syai.g_02033	Prax.g_01611, Prax.g_01610
OG0001350	Syai.g_00539	Prax.g_01581
OG0001352	Syai.g_00700	Prax.g_00962
OG0001353	Syai.g_02042	Prax.g_00341
OG0001354	Syai.g_01477	Prax.g_01139
OG0001356	Syai.g_02032	Prax.g_00527
OG0001359	Syai.g_02841	Prax.g_00545
OG0001360	Syai.g_02107	Prax.g_01250
OG0001361	Syai.g_02113	Prax.g_00216
OG0001362	Syai.g_00938	Prax.g_01714
OG0001363	Syai.g_00936	Prax.g_01712
OG0001364	Syai.g_00173	Prax.g_01365
OG0001373	Syai.g_02855	Prax.g_00534
OG0001374	Syai.g_02863	Prax.g_00542
OG0001375	Syai.g_02843	Prax.g_00543
OG0001376	Syai.g_02795	Prax.g_01214
OG0001377	Syai.g_02794	Prax.g_01215
OG0001378	Syai.g_02232	Prax.g_00125
OG0001379	Syai.g_02169	Prax.g_01905
OG0001380	Syai.g_01168	Prax.g_01875
OG0001381	Syai.g_02819, Syai.g_01723	Prax.g_01869
OG0001385	Syai.g_02852	Prax.g_00531
OG0001386	Syai.g_02853	Prax.g_00532
OG0001387	Syai.g_02854	Prax.g_00533
OG0001388	Syai.g_02857	Prax.g_00536
OG0001389	Syai.g_02858	Prax.g_00537
OG0001390	Syai.g_02859	Prax.g_00538
OG0001391	Syai.g_02860	Prax.g_00539
OG0001392	Syai.g_02861	Prax.g_00540
OG0001393	Syai.g_02862	Prax.g_00541
OG0001394	Syai.g_01290	Prax.g_00576
OG0001395	Syai.g_01410	Prax.g_01191
OG0001397	Syai.g_00937	Prax.g_01713
OG0001402	Syai.g_01070	Prax.g_00412
OG0001404	Syai.g_02473	Prax.g_00639
OG0001405	Syai.g_00441	Prax.g_00847
OG0001406	Syai.g_02796	Prax.g_01213
OG0001407	Syai.g_00701	Prax.g_01227
OG0001408	Syai.g_01831	Prax.g_01232
OG0001413	Syai.g_01148	Prax.g_01643
OG0001414	Syai.g_01722	Prax.g_00989
OG0001416	Syai.g_02183	Prax.g_00742
OG0001417	Syai.g_01478	Prax.g_00732
OG0001419	Syai.g_00702	Prax.g_01228
OG0001420	Syai.g_00697	Prax.g_00134
OG0001421	Syai.g_01621	Prax.g_01637
OG0001422	Syai.g_02171	Prax.g_01613
OG0001428	Syai.g_02637	Prax.g_01046
OG0001432	Syai.g_01943	Prax.g_01645
OG0001433	Syai.g_02031	Prax.g_00526
OG0001438	Syai.g_00244	Prax.g_00882
OG0001439	Syai.g_00219	Prax.g_00868
OG0001441	Syai.g_00687	Prax.g_00680
OG0001442	Syai.g_01305	Prax.g_00438
OG0001446	Syai.g_00832	Prax.g_00650
OG0001447	Syai.g_02574	Prax.g_01092
OG0001448	Syai.g_02808	Prax.g_00806
OG0001449	Syai.g_00315	Prax.g_00779
OG0001452	Syai.g_00298	Prax.g_00548
OG0001453	Syai.g_01455	Prax.g_01151
OG0001454	Syai.g_01153	Prax.g_01243
OG0001456	Syai.g_02873	Prax.g_00177
OG0001457	Syai.g_02874	Prax.g_00178
OG0001458	Syai.g_02875	Prax.g_00179
OG0001459	Syai.g_01712	Prax.g_01943
OG0001460	Syai.g_02030	Prax.g_00525
OG0001461	Syai.g_01730	Prax.g_01569
OG0001462	Syai.g_00045	Prax.g_00279
OG0001465	Syai.g_01384	Prax.g_00940
OG0001467	Syai.g_01141	Prax.g_00394
OG0001468	Syai.g_01144	Prax.g_01218
OG0001470	Syai.g_02235	Prax.g_01841
OG0001471	Syai.g_00224	Prax.g_01642
OG0001472	Syai.g_01931	Prax.g_01635
OG0001473	Syai.g_01130	Prax.g_01413
OG0001474	Syai.g_00493	Prax.g_00833
OG0001475	Syai.g_02237	Prax.g_01839
OG0001479	Syai.g_00490	Prax.g_00836
OG0001480	Syai.g_02088	Prax.g_00804
OG0001482	Syai.g_01468	Prax.g_00744
OG0001484	Syai.g_02864	Prax.g_01921
OG0001492	Syai.g_01796	Prax.g_00247
OG0001493	Syai.g_01820	Prax.g_00255
OG0001495	Syai.g_00349	Prax.g_01284
OG0001499	Syai.g_00831, Syai.g_01189	Prax.g_00632
OG0001502	Syai.g_02079	Prax.g_00403
OG0001504	Syai.g_01713	Prax.g_01942
OG0001507	Syai.g_01671	Prax.g_01590
OG0001508	Syai.g_02234	Prax.g_01842
OG0001520	Syai.g_00757	Prax.g_00784
OG0001528	Syai.g_02236	Prax.g_01840
OG0001546	Syai.g_00690	Prax.g_00677
OG0001547	Syai.g_01580	Prax.g_00401
OG0001548	Syai.g_01157	Prax.g_00397
OG0001551	Syai.g_02028	Prax.g_00176
OG0001554	Syai.g_02774	Prax.g_01636
OG0001555	Syai.g_01645	Prax.g_01622
OG0001556	Syai.g_01757	Prax.g_00518
OG0001557	Syai.g_01291	Prax.g_00577
OG0001564	Syai.g_02869	Prax.g_00489
OG0001567	Syai.g_01581	Prax.g_00402
OG0001568	Syai.g_01578	Prax.g_00400
OG0001572	Syai.g_00564	Prax.g_01964
OG0001582	Syai.g_01500	Prax.g_00733
OG0001585	Syai.g_01635	Prax.g_01952
OG0001588	Syai.g_00170	Prax.g_01756
OG0001602	Syai.g_01383	Prax.g_00941
OG0001625	Syai.g_00291	Prax.g_00917
OG0001633	Syai.g_00995	Prax.g_01866
OG0001635	Syai.g_00091	Prax.g_01586
OG0001647	Syai.g_00268	Prax.g_00902
OG0001667	Syai.g_01923	Prax.g_01926
OG0001680	Syai.g_02124, Syai.g_02394	Prax.g_00521
OG0001700	Syai.g_01204	Prax.g_00524
OG0001713	Syai.g_02130	Prax.g_00630
OG0001962	Syai.g_01809	Prax.g_00262
OG0001990	Syai.g_02897	Prax.g_00172
OG0002001	Syai.g_01964, Syai.g_00841, Syai.g_00840	Prax.g_00446
OG0002013	Syai.g_00515	Prax.g_01782
OG0002107	Syai.g_01173	Prax.g_00171
OG0002225	Syai.g_01174	Prax.g_00170
OG0002416	Syai.g_01181	Prax.g_00260
OG0002458	Syai.g_02870	Prax.g_00488
OG0002459	Syai.g_02868	Prax.g_00490
OG0002460	Syai.g_02867	Prax.g_00491
OG0003373	Syai.g_01199	Prax.g_00451
