Orthogroup	Syai	Prbg
OG0001117	Syai.g_01473	Prbg.g_01300
OG0001118	Syai.g_01472	Prbg.g_01301
OG0001119	Syai.g_01470	Prbg.g_01302
OG0001120	Syai.g_01466	Prbg.g_01304
OG0001122	Syai.g_01437	Prbg.g_01324
OG0001123	Syai.g_01430	Prbg.g_01330
OG0001124	Syai.g_01428	Prbg.g_01332
OG0001125	Syai.g_01426	Prbg.g_01334
OG0001126	Syai.g_02021	Prbg.g_01245
OG0001127	Syai.g_02020	Prbg.g_01244
OG0001128	Syai.g_02017	Prbg.g_01242
OG0001129	Syai.g_02015	Prbg.g_01241
OG0001130	Syai.g_02014	Prbg.g_01240
OG0001131	Syai.g_01281	Prbg.g_00141
OG0001132	Syai.g_01620	Prbg.g_00022
OG0001133	Syai.g_01072	Prbg.g_00528
OG0001134	Syai.g_01745	Prbg.g_00749
OG0001135	Syai.g_01742	Prbg.g_00752
OG0001136	Syai.g_02146	Prbg.g_01489
OG0001137	Syai.g_02126	Prbg.g_01477
OG0001138	Syai.g_01763	Prbg.g_01456
OG0001139	Syai.g_01765	Prbg.g_01454
OG0001140	Syai.g_01766	Prbg.g_01453
OG0001141	Syai.g_01767	Prbg.g_01452
OG0001142	Syai.g_01768	Prbg.g_01451
OG0001143	Syai.g_01778	Prbg.g_01444
OG0001144	Syai.g_01788	Prbg.g_01439
OG0001145	Syai.g_02165	Prbg.g_00469
OG0001146	Syai.g_02185	Prbg.g_00481
OG0001147	Syai.g_00869	Prbg.g_00501
OG0001148	Syai.g_00626	Prbg.g_00531
OG0001149	Syai.g_00625	Prbg.g_00532
OG0001150	Syai.g_00624	Prbg.g_00533
OG0001151	Syai.g_00611	Prbg.g_00544
OG0001152	Syai.g_00610	Prbg.g_00545
OG0001153	Syai.g_00903	Prbg.g_00623
OG0001154	Syai.g_00901	Prbg.g_00624
OG0001155	Syai.g_02298	Prbg.g_00641
OG0001156	Syai.g_02301	Prbg.g_00644
OG0001157	Syai.g_02302	Prbg.g_00645
OG0001158	Syai.g_02303	Prbg.g_00646
OG0001159	Syai.g_02304	Prbg.g_00647
OG0001160	Syai.g_02355	Prbg.g_00673
OG0001161	Syai.g_02803	Prbg.g_01593
OG0001162	Syai.g_01374	Prbg.g_00726
OG0001163	Syai.g_02363	Prbg.g_01641
OG0001164	Syai.g_02369	Prbg.g_01645
OG0001165	Syai.g_02374	Prbg.g_01648
OG0001166	Syai.g_02400	Prbg.g_01669
OG0001167	Syai.g_02254	Prbg.g_01686
OG0001168	Syai.g_02256	Prbg.g_01688
OG0001169	Syai.g_02258	Prbg.g_01690
OG0001170	Syai.g_02260	Prbg.g_01692
OG0001171	Syai.g_02270	Prbg.g_01702
OG0001172	Syai.g_00323	Prbg.g_01718
OG0001173	Syai.g_00324	Prbg.g_01719
OG0001174	Syai.g_00332	Prbg.g_01727
OG0001175	Syai.g_00333	Prbg.g_01728
OG0001176	Syai.g_00352	Prbg.g_01736
OG0001177	Syai.g_00350	Prbg.g_01738
OG0001178	Syai.g_02383	Prbg.g_01655
OG0001179	Syai.g_00385	Prbg.g_01768
OG0001180	Syai.g_00410	Prbg.g_01791
OG0001181	Syai.g_00414	Prbg.g_01795
OG0001182	Syai.g_00423	Prbg.g_01803
OG0001183	Syai.g_00429	Prbg.g_01808
OG0001184	Syai.g_00156	Prbg.g_01826
OG0001185	Syai.g_00117	Prbg.g_01842
OG0001186	Syai.g_00084	Prbg.g_01866
OG0001187	Syai.g_00081	Prbg.g_01869
OG0001188	Syai.g_00078	Prbg.g_01871
OG0001189	Syai.g_00061	Prbg.g_01888
OG0001190	Syai.g_02776	Prbg.g_01893
OG0001191	Syai.g_02788	Prbg.g_01903
OG0001192	Syai.g_02793	Prbg.g_01908
OG0001193	Syai.g_02835	Prbg.g_01920
OG0001194	Syai.g_02838	Prbg.g_01921
OG0001195	Syai.g_02839	Prbg.g_01922
OG0001196	Syai.g_02913	Prbg.g_01938
OG0001197	Syai.g_02915	Prbg.g_01940
OG0001198	Syai.g_02930	Prbg.g_00764
OG0001199	Syai.g_02480	Prbg.g_00795
OG0001200	Syai.g_02482	Prbg.g_00793
OG0001202	Syai.g_02674	Prbg.g_00978
OG0001203	Syai.g_00540	Prbg.g_01020
OG0001204	Syai.g_00312	Prbg.g_01026
OG0001205	Syai.g_02212	Prbg.g_00165
OG0001206	Syai.g_00853	Prbg.g_00185
OG0001207	Syai.g_00629	Prbg.g_00196
OG0001208	Syai.g_00640	Prbg.g_00201
OG0001209	Syai.g_00711	Prbg.g_00252
OG0001210	Syai.g_00720	Prbg.g_00257
OG0001211	Syai.g_00735	Prbg.g_00268
OG0001212	Syai.g_00799	Prbg.g_00315
OG0001213	Syai.g_01082	Prbg.g_00350
OG0001214	Syai.g_01106	Prbg.g_01420
OG0001215	Syai.g_01958	Prbg.g_01132
OG0001216	Syai.g_01388	Prbg.g_01153
OG0001217	Syai.g_01185	Prbg.g_00006
OG0001218	Syai.g_00893	Prbg.g_01549
OG0001219	Syai.g_01561	Prbg.g_01258
OG0001220	Syai.g_02087	Prbg.g_01215
OG0001221	Syai.g_01284	Prbg.g_01095
OG0001222	Syai.g_01516	Prbg.g_01337
OG0001223	Syai.g_01463	Prbg.g_01305
OG0001224	Syai.g_02011	Prbg.g_01238
OG0001225	Syai.g_02009	Prbg.g_01236
OG0001226	Syai.g_01154	Prbg.g_00358
OG0001227	Syai.g_02806	Prbg.g_01534
OG0001228	Syai.g_02218	Prbg.g_01436
OG0001229	Syai.g_01986	Prbg.g_01548
OG0001230	Syai.g_00964	Prbg.g_00584
OG0001231	Syai.g_00017	Prbg.g_00142
OG0001232	Syai.g_02410	Prbg.g_01673
OG0001233	Syai.g_02261	Prbg.g_01693
OG0001234	Syai.g_00337	Prbg.g_01730
OG0001235	Syai.g_00343	Prbg.g_01734
OG0001236	Syai.g_00159	Prbg.g_01823
OG0001237	Syai.g_00137	Prbg.g_01827
OG0001238	Syai.g_02789	Prbg.g_01904
OG0001239	Syai.g_02477	Prbg.g_00798
OG0001240	Syai.g_02527	Prbg.g_00863
OG0001241	Syai.g_02537	Prbg.g_00873
OG0001242	Syai.g_02566	Prbg.g_00893
OG0001243	Syai.g_02573	Prbg.g_00900
OG0001244	Syai.g_02605	Prbg.g_00915
OG0001245	Syai.g_02091	Prbg.g_01525
OG0001247	Syai.g_01380	Prbg.g_01125
OG0001248	Syai.g_01377	Prbg.g_01127
OG0001249	Syai.g_00464	Prbg.g_00114
OG0001250	Syai.g_02053	Prbg.g_01202
OG0001251	Syai.g_02845	Prbg.g_01063
OG0001252	Syai.g_02018	Prbg.g_01243
OG0001254	Syai.g_01744	Prbg.g_00751
OG0001255	Syai.g_01915	Prbg.g_01504
OG0001256	Syai.g_02362	Prbg.g_00680
OG0001258	Syai.g_02372	Prbg.g_01646
OG0001259	Syai.g_02259	Prbg.g_01691
OG0001260	Syai.g_02281	Prbg.g_01708
OG0001261	Syai.g_00394	Prbg.g_01776
OG0001262	Syai.g_00063	Prbg.g_01886
OG0001263	Syai.g_02576	Prbg.g_00902
OG0001265	Syai.g_02563	Prbg.g_00892
OG0001266	Syai.g_02679	Prbg.g_00982
OG0001267	Syai.g_00259	Prbg.g_00059
OG0001268	Syai.g_00492	Prbg.g_00122
OG0001269	Syai.g_01699	Prbg.g_01214
OG0001270	Syai.g_02231	Prbg.g_00154
OG0001271	Syai.g_00862	Prbg.g_00191
OG0001272	Syai.g_00644	Prbg.g_00205
OG0001273	Syai.g_01099	Prbg.g_01426
OG0001274	Syai.g_02706	Prbg.g_01006
OG0001275	Syai.g_01447	Prbg.g_01315
OG0001276	Syai.g_01431	Prbg.g_01329
OG0001277	Syai.g_02899	Prbg.g_01926
OG0001278	Syai.g_01799	Prbg.g_01432
OG0001279	Syai.g_00991	Prbg.g_00407
OG0001280	Syai.g_02176	Prbg.g_00476
OG0001281	Syai.g_02186	Prbg.g_00482
OG0001282	Syai.g_00627	Prbg.g_00530
OG0001283	Syai.g_02908	Prbg.g_01935
OG0001284	Syai.g_02338	Prbg.g_00666
OG0001285	Syai.g_02866	Prbg.g_01676
OG0001286	Syai.g_00408	Prbg.g_01789
OG0001287	Syai.g_00109	Prbg.g_01849
OG0001289	Syai.g_02504	Prbg.g_00783
OG0001290	Syai.g_02536	Prbg.g_00872
OG0001291	Syai.g_02587	Prbg.g_00910
OG0001292	Syai.g_00306	Prbg.g_01031
OG0001293	Syai.g_00285	Prbg.g_01044
OG0001295	Syai.g_00722	Prbg.g_00714
OG0001296	Syai.g_00672	Prbg.g_00228
OG0001297	Syai.g_00676	Prbg.g_00233
OG0001298	Syai.g_00773	Prbg.g_00295
OG0001299	Syai.g_01236	Prbg.g_01389
OG0001300	Syai.g_01982	Prbg.g_01136
OG0001301	Syai.g_01995	Prbg.g_01141
OG0001302	Syai.g_01142	Prbg.g_01254
OG0001303	Syai.g_01559	Prbg.g_01612
OG0001304	Syai.g_01418	Prbg.g_01342
OG0001305	Syai.g_02001	Prbg.g_01230
OG0001306	Syai.g_02160	Prbg.g_01501
OG0001307	Syai.g_01717	Prbg.g_00504
OG0001308	Syai.g_00943	Prbg.g_00601
OG0001309	Syai.g_00682	Prbg.g_00708
OG0001311	Syai.g_01429	Prbg.g_01331
OG0001312	Syai.g_01549	Prbg.g_01267
OG0001315	Syai.g_00427	Prbg.g_01539
OG0001316	Syai.g_02593	Prbg.g_00914
OG0001317	Syai.g_00534	Prbg.g_01016
OG0001318	Syai.g_00293	Prbg.g_01040
OG0001319	Syai.g_00270	Prbg.g_00052
OG0001321	Syai.g_02195	Prbg.g_00171
OG0001322	Syai.g_02194	Prbg.g_00172
OG0001323	Syai.g_00685	Prbg.g_00238
OG0001324	Syai.g_01983	Prbg.g_01137
OG0001325	Syai.g_01392	Prbg.g_01372
OG0001327	Syai.g_01250	Prbg.g_01072
OG0001328	Syai.g_01278	Prbg.g_00458
OG0001330	Syai.g_02167	Prbg.g_00697
OG0001331	Syai.g_00622	Prbg.g_00535
OG0001332	Syai.g_02293	Prbg.g_00637
OG0001333	Syai.g_02255	Prbg.g_01687
OG0001334	Syai.g_00438	Prbg.g_01811
OG0001335	Syai.g_00439	Prbg.g_01812
OG0001337	Syai.g_00434, Syai.g_00452	Prbg.g_00109
OG0001338	Syai.g_00448, Syai.g_01658, Syai.g_00456	Prbg.g_00112
OG0001339	Syai.g_02539	Prbg.g_00875
OG0001340	Syai.g_00453	Prbg.g_00110
OG0001343	Syai.g_02842	Prbg.g_01060
OG0001344	Syai.g_02139	Prbg.g_01482
OG0001345	Syai.g_02110	Prbg.g_01466
OG0001346	Syai.g_02180	Prbg.g_00478
OG0001348	Syai.g_02033	Prbg.g_00712
OG0001350	Syai.g_00539	Prbg.g_01019
OG0001351	Syai.g_00843	Prbg.g_00177
OG0001352	Syai.g_00700	Prbg.g_01121
OG0001353	Syai.g_02042	Prbg.g_01192
OG0001354	Syai.g_01477	Prbg.g_01297
OG0001355	Syai.g_01698	Prbg.g_01351
OG0001356	Syai.g_02032	Prbg.g_01638
OG0001357	Syai.g_00918, Syai.g_01612	Prbg.g_00451
OG0001359	Syai.g_02841	Prbg.g_01061
OG0001362	Syai.g_00938	Prbg.g_00605
OG0001363	Syai.g_00936	Prbg.g_00607
OG0001364	Syai.g_00173	Prbg.g_01814
OG0001368	Syai.g_00313	Prbg.g_00452, Prbg.g_00035, Prbg.g_00441
OG0001370	Syai.g_02317, Syai.g_02865	Prbg.g_00182
OG0001375	Syai.g_02843	Prbg.g_01059
OG0001379	Syai.g_02169	Prbg.g_00471
OG0001380	Syai.g_01168	Prbg.g_01551
OG0001381	Syai.g_02819, Syai.g_01723	Prbg.g_01511
OG0001394	Syai.g_01290	Prbg.g_01099
OG0001397	Syai.g_00937	Prbg.g_00606
OG0001398	Syai.g_01587	Prbg.g_00737
OG0001401	Syai.g_02046, Syai.g_02047	Prbg.g_01197
OG0001402	Syai.g_01070	Prbg.g_00344
OG0001404	Syai.g_02473	Prbg.g_00801
OG0001407	Syai.g_00701	Prbg.g_01558
OG0001414	Syai.g_01722	Prbg.g_01011
OG0001419	Syai.g_00702	Prbg.g_01557
OG0001421	Syai.g_01621	Prbg.g_00681
OG0001422	Syai.g_02171	Prbg.g_01561
OG0001423	Syai.g_02446, Syai.g_02822, Syai.g_02466	Prbg.g_00429
OG0001425	Syai.g_02792	Prbg.g_01907
OG0001428	Syai.g_02637	Prbg.g_00950
OG0001430	Syai.g_02768	Prbg.g_01550
OG0001433	Syai.g_02031	Prbg.g_01637
OG0001435	Syai.g_01256	Prbg.g_01080
OG0001443	Syai.g_02800	Prbg.g_01547
OG0001446	Syai.g_00832	Prbg.g_00017
OG0001448	Syai.g_02808	Prbg.g_00175
OG0001460	Syai.g_02030	Prbg.g_01636
OG0001461	Syai.g_01730	Prbg.g_00817
OG0001465	Syai.g_01384	Prbg.g_01148
OG0001467	Syai.g_01141	Prbg.g_00524
OG0001468	Syai.g_01144	Prbg.g_01051
OG0001472	Syai.g_01931	Prbg.g_00367
OG0001476	Syai.g_02131	Prbg.g_01479
OG0001477	Syai.g_01992	Prbg.g_00384
OG0001484	Syai.g_02864	Prbg.g_00696
OG0001487	Syai.g_00894	Prbg.g_00631
OG0001488	Syai.g_02121	Prbg.g_01473
OG0001489	Syai.g_00419	Prbg.g_01800
OG0001496	Syai.g_01990	Prbg.g_00386
OG0001497	Syai.g_01991	Prbg.g_00385
OG0001498	Syai.g_00518	Prbg.g_00138
OG0001510	Syai.g_00105	Prbg.g_01853
OG0001511	Syai.g_02549	Prbg.g_00884
OG0001512	Syai.g_00541	Prbg.g_01543
OG0001514	Syai.g_01989	Prbg.g_00387
OG0001515	Syai.g_01978	Prbg.g_01134
OG0001516	Syai.g_01233	Prbg.g_01392
OG0001517	Syai.g_00487	Prbg.g_00118
OG0001518	Syai.g_02791	Prbg.g_01906
OG0001519	Syai.g_02802	Prbg.g_01911
OG0001527	Syai.g_00749	Prbg.g_00281
OG0001529	Syai.g_00054	Prbg.g_00833
OG0001530	Syai.g_02547	Prbg.g_00883
OG0001531	Syai.g_00542	Prbg.g_01021
OG0001532	Syai.g_01764	Prbg.g_01455
OG0001534	Syai.g_01417	Prbg.g_01343
OG0001535	Syai.g_01433	Prbg.g_01327
OG0001536	Syai.g_01508	Prbg.g_01283
OG0001537	Syai.g_01285	Prbg.g_01096
OG0001538	Syai.g_01326	Prbg.g_01164
OG0001539	Syai.g_01252	Prbg.g_01074
OG0001540	Syai.g_02578	Prbg.g_00904
OG0001541	Syai.g_02646	Prbg.g_00958
OG0001542	Syai.g_02655	Prbg.g_00964
OG0001543	Syai.g_02692	Prbg.g_00463
OG0001544	Syai.g_02801	Prbg.g_01910
OG0001545	Syai.g_02898	Prbg.g_01925
OG0001549	Syai.g_02106	Prbg.g_01224
OG0001552	Syai.g_01018	Prbg.g_00684
OG0001557	Syai.g_01291	Prbg.g_01100
OG0001559	Syai.g_02546	Prbg.g_00882
OG0001560	Syai.g_02535	Prbg.g_00871
OG0001561	Syai.g_01427	Prbg.g_01333
OG0001562	Syai.g_01441	Prbg.g_01320
OG0001563	Syai.g_00403	Prbg.g_01784
OG0001564	Syai.g_02869	Prbg.g_00814
OG0001572	Syai.g_00564	Prbg.g_00406
OG0001574	Syai.g_00747	Prbg.g_00279
OG0001575	Syai.g_00752	Prbg.g_00284
OG0001576	Syai.g_00817	Prbg.g_00491
OG0001577	Syai.g_02148	Prbg.g_01491
OG0001579	Syai.g_00447	Prbg.g_00107
OG0001580	Syai.g_02758	Prbg.g_00826
OG0001588	Syai.g_00170	Prbg.g_00145
OG0001589	Syai.g_02263	Prbg.g_01695
OG0001591	Syai.g_01244	Prbg.g_01113
OG0001592	Syai.g_02760	Prbg.g_00827
OG0001614	Syai.g_00119	Prbg.g_01841
OG0001616	Syai.g_01751	Prbg.g_01463
OG0001617	Syai.g_01985	Prbg.g_01138
OG0001619	Syai.g_01519	Prbg.g_01276
OG0001620	Syai.g_00499	Prbg.g_00126
OG0001621	Syai.g_00297	Prbg.g_01036
OG0001622	Syai.g_02907	Prbg.g_01934
OG0001638	Syai.g_02390	Prbg.g_01661
OG0001639	Syai.g_02297	Prbg.g_00640
OG0001640	Syai.g_02022	Prbg.g_01246
OG0001641	Syai.g_01457	Prbg.g_01308
OG0001642	Syai.g_02085	Prbg.g_01213
OG0001643	Syai.g_01109	Prbg.g_01417
OG0001644	Syai.g_01406	Prbg.g_01362
OG0001654	Syai.g_02295	Prbg.g_00638
OG0001656	Syai.g_00445	Prbg.g_00106
OG0001657	Syai.g_02619	Prbg.g_00933
OG0001658	Syai.g_02775	Prbg.g_00831
OG0001659	Syai.g_01759	Prbg.g_00717
OG0001676	Syai.g_00444	Prbg.g_00108
OG0001678	Syai.g_00322	Prbg.g_01717
OG0001679	Syai.g_00756	Prbg.g_00113
OG0001691	Syai.g_01064	Prbg.g_01248
OG0001717	Syai.g_02632	Prbg.g_00391
OG0001733	Syai.g_01247	Prbg.g_01634
OG0001747	Syai.g_02600	Prbg.g_00146
OG0001758	Syai.g_01708	Prbg.g_01628
OG0001769	Syai.g_01123	Prbg.g_01538
OG0001771	Syai.g_01697, Syai.g_01134	Prbg.g_01577
OG0001807	Syai.g_00177	Prbg.g_00815
OG0001842	Syai.g_02289	Prbg.g_00020
OG0001875	Syai.g_01707	Prbg.g_01627
OG0001876	Syai.g_01706	Prbg.g_01626
OG0001916	Syai.g_00655	Prbg.g_00215
OG0001917	Syai.g_01432	Prbg.g_01328
OG0001930	Syai.g_02290	Prbg.g_00019
OG0001931	Syai.g_02291	Prbg.g_00018
OG0001965	Syai.g_01131	Prbg.g_01584
OG0001996	Syai.g_00036	Prbg.g_00845
OG0002106	Syai.g_00555	Prbg.g_00449
OG0002177	Syai.g_01182	Prbg.g_00355
OG0002293	Syai.g_00879	Prbg.g_00401
OG0002348	Syai.g_01637	Prbg.g_00711
OG0002384	Syai.g_00598	Prbg.g_01621
OG0002389	Syai.g_00424	Prbg.g_01804
OG0002436	Syai.g_00606	Prbg.g_01580
OG0002487	Syai.g_01842	Prbg.g_00460
OG0002518	Syai.g_01532, Syai.g_01662	Prbg.g_00374
OG0002663	Syai.g_02098	Prbg.g_01629
OG0002927	Syai.g_00581	Prbg.g_01255
