Orthogroup	Syai	Prbc
OG0001111	Syai.g_01484	Prbc.g_02042
OG0001112	Syai.g_01482	Prbc.g_02043
OG0001113	Syai.g_01481	Prbc.g_02044
OG0001114	Syai.g_01480	Prbc.g_02045
OG0001115	Syai.g_01476	Prbc.g_02047
OG0001116	Syai.g_01474	Prbc.g_02048
OG0001117	Syai.g_01473	Prbc.g_02049
OG0001118	Syai.g_01472	Prbc.g_02050
OG0001119	Syai.g_01470	Prbc.g_02051
OG0001120	Syai.g_01466	Prbc.g_02052
OG0001121	Syai.g_01676	Prbc.g_00645
OG0001122	Syai.g_01437	Prbc.g_02081
OG0001123	Syai.g_01430	Prbc.g_02086
OG0001124	Syai.g_01428	Prbc.g_02088
OG0001125	Syai.g_01426	Prbc.g_02090
OG0001126	Syai.g_02021	Prbc.g_02101
OG0001127	Syai.g_02020	Prbc.g_02102
OG0001128	Syai.g_02017	Prbc.g_02105
OG0001129	Syai.g_02015	Prbc.g_02106
OG0001130	Syai.g_02014	Prbc.g_02107
OG0001131	Syai.g_01281	Prbc.g_01941
OG0001132	Syai.g_01620	Prbc.g_02152
OG0001133	Syai.g_01072	Prbc.g_02128
OG0001134	Syai.g_01745	Prbc.g_00896
OG0001135	Syai.g_01742	Prbc.g_00899
OG0001136	Syai.g_02146	Prbc.g_01449
OG0001137	Syai.g_02126	Prbc.g_01436
OG0001138	Syai.g_01763	Prbc.g_01416
OG0001139	Syai.g_01765	Prbc.g_01414
OG0001140	Syai.g_01766	Prbc.g_01413
OG0001141	Syai.g_01767	Prbc.g_01412
OG0001142	Syai.g_01768	Prbc.g_01411
OG0001143	Syai.g_01778	Prbc.g_01404
OG0001144	Syai.g_01788	Prbc.g_01399
OG0001145	Syai.g_02165	Prbc.g_00558
OG0001146	Syai.g_02185	Prbc.g_00570
OG0001147	Syai.g_00869	Prbc.g_00589
OG0001148	Syai.g_00626	Prbc.g_00659
OG0001149	Syai.g_00625	Prbc.g_00660
OG0001150	Syai.g_00624	Prbc.g_00661
OG0001151	Syai.g_00611	Prbc.g_00672
OG0001152	Syai.g_00610	Prbc.g_00673
OG0001153	Syai.g_00903	Prbc.g_00739
OG0001154	Syai.g_00901	Prbc.g_00740
OG0001155	Syai.g_02298	Prbc.g_00756
OG0001156	Syai.g_02301	Prbc.g_00759
OG0001157	Syai.g_02302	Prbc.g_00760
OG0001158	Syai.g_02303	Prbc.g_00761
OG0001159	Syai.g_02304	Prbc.g_00762
OG0001160	Syai.g_02355	Prbc.g_00787
OG0001161	Syai.g_02803	Prbc.g_01485
OG0001162	Syai.g_01374	Prbc.g_00799
OG0001163	Syai.g_02363	Prbc.g_00825
OG0001164	Syai.g_02369	Prbc.g_00829
OG0001165	Syai.g_02374	Prbc.g_00831
OG0001166	Syai.g_02400	Prbc.g_00849
OG0001167	Syai.g_02254	Prbc.g_00867
OG0001168	Syai.g_02256	Prbc.g_00868
OG0001169	Syai.g_02258	Prbc.g_00870
OG0001170	Syai.g_02260	Prbc.g_00872
OG0001171	Syai.g_02270	Prbc.g_00882
OG0001172	Syai.g_00323	Prbc.g_00937
OG0001173	Syai.g_00324	Prbc.g_00938
OG0001174	Syai.g_00332	Prbc.g_00946
OG0001175	Syai.g_00333	Prbc.g_00947
OG0001176	Syai.g_00352	Prbc.g_00959
OG0001177	Syai.g_00350	Prbc.g_00957
OG0001178	Syai.g_02383	Prbc.g_01309
OG0001179	Syai.g_00385	Prbc.g_00301
OG0001180	Syai.g_00410	Prbc.g_00278
OG0001181	Syai.g_00414	Prbc.g_00274
OG0001182	Syai.g_00423	Prbc.g_00266
OG0001183	Syai.g_00429	Prbc.g_00247
OG0001184	Syai.g_00156	Prbc.g_00231
OG0001185	Syai.g_00117	Prbc.g_00216
OG0001186	Syai.g_00084	Prbc.g_00189
OG0001187	Syai.g_00081	Prbc.g_00966
OG0001188	Syai.g_00078	Prbc.g_00968
OG0001189	Syai.g_00061	Prbc.g_00985
OG0001190	Syai.g_02776	Prbc.g_00990
OG0001191	Syai.g_02788	Prbc.g_01000
OG0001192	Syai.g_02793	Prbc.g_01005
OG0001193	Syai.g_02835	Prbc.g_01018
OG0001194	Syai.g_02838	Prbc.g_01019
OG0001195	Syai.g_02839	Prbc.g_01020
OG0001196	Syai.g_02913	Prbc.g_01054
OG0001197	Syai.g_02915	Prbc.g_01056
OG0001198	Syai.g_02930	Prbc.g_01066
OG0001199	Syai.g_02480	Prbc.g_00499
OG0001200	Syai.g_02482	Prbc.g_00497
OG0001202	Syai.g_02674	Prbc.g_00372
OG0001203	Syai.g_00540	Prbc.g_00332
OG0001204	Syai.g_00312	Prbc.g_01141
OG0001205	Syai.g_02212	Prbc.g_01506
OG0001206	Syai.g_00853	Prbc.g_01525
OG0001207	Syai.g_00629	Prbc.g_01536
OG0001208	Syai.g_00640	Prbc.g_01542
OG0001209	Syai.g_00711	Prbc.g_01614
OG0001210	Syai.g_00720	Prbc.g_01619
OG0001211	Syai.g_00735	Prbc.g_01630
OG0001212	Syai.g_00799	Prbc.g_01672
OG0001213	Syai.g_01082	Prbc.g_01706
OG0001214	Syai.g_01106	Prbc.g_01714
OG0001215	Syai.g_01958	Prbc.g_01772
OG0001216	Syai.g_01388	Prbc.g_01789
OG0001217	Syai.g_01185	Prbc.g_00521
OG0001218	Syai.g_00893	Prbc.g_01829
OG0001219	Syai.g_01561	Prbc.g_02005
OG0001220	Syai.g_02087	Prbc.g_01913
OG0001221	Syai.g_01284	Prbc.g_01989
OG0001222	Syai.g_01516	Prbc.g_01936
OG0001223	Syai.g_01463	Prbc.g_02053
OG0001224	Syai.g_02011	Prbc.g_02109
OG0001225	Syai.g_02009	Prbc.g_02111
OG0001226	Syai.g_01154	Prbc.g_00930
OG0001227	Syai.g_02806	Prbc.g_02133
OG0001228	Syai.g_02218	Prbc.g_01396
OG0001229	Syai.g_01986	Prbc.g_00138
OG0001230	Syai.g_00964	Prbc.g_00700
OG0001231	Syai.g_00017	Prbc.g_01833
OG0001232	Syai.g_02410	Prbc.g_00853
OG0001233	Syai.g_02261	Prbc.g_00873
OG0001234	Syai.g_00337	Prbc.g_00949
OG0001235	Syai.g_00343	Prbc.g_00953
OG0001236	Syai.g_00159	Prbc.g_00234
OG0001237	Syai.g_00137	Prbc.g_00230
OG0001238	Syai.g_02789	Prbc.g_01001
OG0001239	Syai.g_02477	Prbc.g_00502
OG0001240	Syai.g_02527	Prbc.g_00480
OG0001241	Syai.g_02537	Prbc.g_00471
OG0001242	Syai.g_02566	Prbc.g_00452
OG0001243	Syai.g_02573	Prbc.g_00445
OG0001244	Syai.g_02605	Prbc.g_00429
OG0001245	Syai.g_02091	Prbc.g_01317
OG0001246	Syai.g_00666	Prbc.g_01584
OG0001247	Syai.g_01380	Prbc.g_01765
OG0001248	Syai.g_01377	Prbc.g_01767
OG0001249	Syai.g_00464	Prbc.g_01230
OG0001251	Syai.g_02845	Prbc.g_00923
OG0001252	Syai.g_02018	Prbc.g_02104
OG0001254	Syai.g_01744	Prbc.g_00898
OG0001255	Syai.g_01915	Prbc.g_01463
OG0001256	Syai.g_02362	Prbc.g_00795
OG0001257	Syai.g_00848	Prbc.g_00800
OG0001259	Syai.g_02259	Prbc.g_00871
OG0001260	Syai.g_02281	Prbc.g_00888
OG0001261	Syai.g_00394	Prbc.g_00293
OG0001262	Syai.g_00063	Prbc.g_00983
OG0001263	Syai.g_02576	Prbc.g_00442
OG0001269	Syai.g_01699	Prbc.g_01912
OG0001273	Syai.g_01099	Prbc.g_01708
OG0001277	Syai.g_02899	Prbc.g_01042
OG0001279	Syai.g_00991	Prbc.g_00133
OG0001280	Syai.g_02176	Prbc.g_00565
OG0001282	Syai.g_00627	Prbc.g_00658
OG0001283	Syai.g_02908	Prbc.g_01050
OG0001284	Syai.g_02338	Prbc.g_00781
OG0001285	Syai.g_02866	Prbc.g_00856
OG0001286	Syai.g_00408	Prbc.g_00280
OG0001287	Syai.g_00109	Prbc.g_00209
OG0001289	Syai.g_02504	Prbc.g_00486
OG0001290	Syai.g_02536	Prbc.g_00472
OG0001294	Syai.g_01242	Prbc.g_01483, Prbc.g_00646
OG0001295	Syai.g_00722	Prbc.g_01471
OG0001296	Syai.g_00672	Prbc.g_01589
OG0001297	Syai.g_00676	Prbc.g_01594
OG0001299	Syai.g_01236	Prbc.g_01744
OG0001300	Syai.g_01982	Prbc.g_01776
OG0001301	Syai.g_01995	Prbc.g_01778
OG0001302	Syai.g_01142	Prbc.g_02003
OG0001303	Syai.g_01559	Prbc.g_00092
OG0001304	Syai.g_01418	Prbc.g_02095
OG0001305	Syai.g_02001	Prbc.g_01931
OG0001306	Syai.g_02160	Prbc.g_01461
OG0001307	Syai.g_01717	Prbc.g_00586
OG0001308	Syai.g_00943	Prbc.g_00719
OG0001309	Syai.g_00682	Prbc.g_01598
OG0001311	Syai.g_01429	Prbc.g_02087
OG0001312	Syai.g_01549	Prbc.g_02014
OG0001314	Syai.g_01341, Syai.g_01810	Prbc.g_01137
OG0001315	Syai.g_00427	Prbc.g_00249
OG0001316	Syai.g_02593	Prbc.g_00431
OG0001317	Syai.g_00534	Prbc.g_00336
OG0001318	Syai.g_00293	Prbc.g_01152
OG0001321	Syai.g_02195	Prbc.g_01512
OG0001322	Syai.g_02194	Prbc.g_01513
OG0001324	Syai.g_01983	Prbc.g_01777
OG0001325	Syai.g_01392	Prbc.g_01792
OG0001326	Syai.g_02856	Prbc.g_00915
OG0001327	Syai.g_01250	Prbc.g_01966
OG0001328	Syai.g_01278	Prbc.g_01985
OG0001330	Syai.g_02167	Prbc.g_00559
OG0001331	Syai.g_00622	Prbc.g_00663
OG0001332	Syai.g_02293	Prbc.g_00754
OG0001334	Syai.g_00438	Prbc.g_00244
OG0001335	Syai.g_00439	Prbc.g_00243
OG0001336	Syai.g_02909	Prbc.g_01051
OG0001337	Syai.g_00434, Syai.g_00452	Prbc.g_01224
OG0001339	Syai.g_02539	Prbc.g_00469
OG0001340	Syai.g_00453	Prbc.g_01225
OG0001343	Syai.g_02842	Prbc.g_01956, Prbc.g_01957
OG0001344	Syai.g_02139	Prbc.g_01441
OG0001345	Syai.g_02110	Prbc.g_01425
OG0001346	Syai.g_02180	Prbc.g_00567
OG0001347	Syai.g_02766	Prbc.g_00181
OG0001348	Syai.g_02033	Prbc.g_02169
OG0001350	Syai.g_00539	Prbc.g_00333
OG0001351	Syai.g_00843	Prbc.g_01515
OG0001352	Syai.g_00700	Prbc.g_01761
OG0001354	Syai.g_01477	Prbc.g_02046
OG0001355	Syai.g_01698	Prbc.g_00802
OG0001356	Syai.g_02032	Prbc.g_00603
OG0001357	Syai.g_00918, Syai.g_01612	Prbc.g_01294
OG0001359	Syai.g_02841	Prbc.g_01958
OG0001360	Syai.g_02107	Prbc.g_01423
OG0001362	Syai.g_00938	Prbc.g_00723
OG0001363	Syai.g_00936	Prbc.g_01521
OG0001366	Syai.g_02512	Prbc.g_01109, Prbc.g_01237
OG0001368	Syai.g_00313	Prbc.g_00149, Prbc.g_00130
OG0001370	Syai.g_02317, Syai.g_02865	Prbc.g_00170
OG0001373	Syai.g_02855	Prbc.g_00914
OG0001374	Syai.g_02863	Prbc.g_00922
OG0001375	Syai.g_02843	Prbc.g_01955
OG0001376	Syai.g_02795	Prbc.g_01943
OG0001377	Syai.g_02794	Prbc.g_01944
OG0001378	Syai.g_02232	Prbc.g_01495
OG0001380	Syai.g_01168	Prbc.g_01470
OG0001381	Syai.g_02819, Syai.g_01723	Prbc.g_00655
OG0001385	Syai.g_02852	Prbc.g_00911
OG0001386	Syai.g_02853	Prbc.g_00912
OG0001387	Syai.g_02854	Prbc.g_00913
OG0001388	Syai.g_02857	Prbc.g_00916
OG0001389	Syai.g_02858	Prbc.g_00917
OG0001390	Syai.g_02859	Prbc.g_00918
OG0001391	Syai.g_02860	Prbc.g_00919
OG0001392	Syai.g_02861	Prbc.g_00920
OG0001393	Syai.g_02862	Prbc.g_00921
OG0001394	Syai.g_01290	Prbc.g_01993
OG0001395	Syai.g_01410	Prbc.g_02098
OG0001396	Syai.g_02765	Prbc.g_00180
OG0001397	Syai.g_00937	Prbc.g_00724
OG0001398	Syai.g_01587	Prbc.g_01806
OG0001401	Syai.g_02046, Syai.g_02047	Prbc.g_01896
OG0001402	Syai.g_01070	Prbc.g_01701
OG0001404	Syai.g_02473	Prbc.g_00505
OG0001405	Syai.g_00441	Prbc.g_01218
OG0001406	Syai.g_02796	Prbc.g_01942
OG0001407	Syai.g_00701	Prbc.g_01947
OG0001408	Syai.g_01831	Prbc.g_02187
OG0001413	Syai.g_01148	Prbc.g_01834
OG0001414	Syai.g_01722	Prbc.g_00342
OG0001417	Syai.g_01478	Prbc.g_01482
OG0001419	Syai.g_00702	Prbc.g_01825
OG0001420	Syai.g_00697	Prbc.g_00119
OG0001421	Syai.g_01621	Prbc.g_00796
OG0001422	Syai.g_02171	Prbc.g_02129
OG0001425	Syai.g_02792	Prbc.g_01004
OG0001430	Syai.g_02768	Prbc.g_01945
OG0001432	Syai.g_01943	Prbc.g_02076
OG0001433	Syai.g_02031	Prbc.g_00602
OG0001435	Syai.g_01256	Prbc.g_01973
OG0001439	Syai.g_00219	Prbc.g_01199
OG0001441	Syai.g_00687	Prbc.g_01601
OG0001442	Syai.g_01305	Prbc.g_00689
OG0001443	Syai.g_02800	Prbc.g_00905
OG0001446	Syai.g_00832	Prbc.g_00494
OG0001447	Syai.g_02574	Prbc.g_00444
OG0001453	Syai.g_01455	Prbc.g_02056
OG0001454	Syai.g_01153	Prbc.g_01310
OG0001456	Syai.g_02873	Prbc.g_01489
OG0001457	Syai.g_02874	Prbc.g_01488
OG0001458	Syai.g_02875	Prbc.g_01487
OG0001460	Syai.g_02030	Prbc.g_00601
OG0001461	Syai.g_01730	Prbc.g_00014
OG0001467	Syai.g_01141	Prbc.g_00514
OG0001468	Syai.g_01144	Prbc.g_01954
OG0001470	Syai.g_02235	Prbc.g_00187
OG0001471	Syai.g_00224	Prbc.g_01484
OG0001472	Syai.g_01931	Prbc.g_01940, Prbc.g_00069
OG0001473	Syai.g_01130	Prbc.g_00642
OG0001474	Syai.g_00493	Prbc.g_01251
OG0001475	Syai.g_02237	Prbc.g_00185
OG0001476	Syai.g_02131	Prbc.g_01438
OG0001477	Syai.g_01992	Prbc.g_00010
OG0001480	Syai.g_02088	Prbc.g_00151
OG0001482	Syai.g_01468	Prbc.g_02132
OG0001484	Syai.g_02864	Prbc.g_01278
OG0001487	Syai.g_00894	Prbc.g_00747
OG0001488	Syai.g_02121	Prbc.g_01432
OG0001489	Syai.g_00419	Prbc.g_00269
OG0001495	Syai.g_00349	Prbc.g_00956
OG0001496	Syai.g_01990	Prbc.g_00008
OG0001497	Syai.g_01991	Prbc.g_00009
OG0001498	Syai.g_00518	Prbc.g_01269
OG0001499	Syai.g_00831, Syai.g_01189	Prbc.g_00519
OG0001507	Syai.g_01671	Prbc.g_00117
OG0001508	Syai.g_02234	Prbc.g_00188
OG0001510	Syai.g_00105	Prbc.g_00205
OG0001511	Syai.g_02549	Prbc.g_00461
OG0001512	Syai.g_00541	Prbc.g_00820
OG0001513	Syai.g_00138	Prbc.g_01112
OG0001514	Syai.g_01989	Prbc.g_00007
OG0001515	Syai.g_01978	Prbc.g_01774
OG0001516	Syai.g_01233	Prbc.g_01741
OG0001517	Syai.g_00487	Prbc.g_01247
OG0001518	Syai.g_02791	Prbc.g_01003
OG0001519	Syai.g_02802	Prbc.g_01008
OG0001528	Syai.g_02236	Prbc.g_00186
OG0001529	Syai.g_00054	Prbc.g_01119
OG0001530	Syai.g_02547	Prbc.g_00462
OG0001531	Syai.g_00542	Prbc.g_00331
OG0001532	Syai.g_01764	Prbc.g_01415
OG0001534	Syai.g_01417	Prbc.g_02096
OG0001535	Syai.g_01433	Prbc.g_02084
OG0001536	Syai.g_01508	Prbc.g_02032
OG0001537	Syai.g_01285	Prbc.g_01990
OG0001538	Syai.g_01326	Prbc.g_01863
OG0001539	Syai.g_01252	Prbc.g_01968
OG0001540	Syai.g_02578	Prbc.g_00440
OG0001541	Syai.g_02646	Prbc.g_00392
OG0001542	Syai.g_02655	Prbc.g_00386
OG0001543	Syai.g_02692	Prbc.g_01939
OG0001544	Syai.g_02801	Prbc.g_01007
OG0001545	Syai.g_02898	Prbc.g_01041
OG0001548	Syai.g_01157	Prbc.g_02149
OG0001549	Syai.g_02106	Prbc.g_01922
OG0001551	Syai.g_02028	Prbc.g_00908
OG0001552	Syai.g_01018	Prbc.g_00904
OG0001555	Syai.g_01645	Prbc.g_01362, Prbc.g_00822
OG0001557	Syai.g_01291	Prbc.g_01994
OG0001559	Syai.g_02546	Prbc.g_00463
OG0001560	Syai.g_02535	Prbc.g_00473
OG0001561	Syai.g_01427	Prbc.g_02089
OG0001562	Syai.g_01441	Prbc.g_02078
OG0001563	Syai.g_00403	Prbc.g_00285
OG0001572	Syai.g_00564	Prbc.g_00019, Prbc.g_00096
OG0001575	Syai.g_00752	Prbc.g_01645
OG0001576	Syai.g_00817	Prbc.g_00578
OG0001577	Syai.g_02148	Prbc.g_01451
OG0001578	Syai.g_01886, Syai.g_01734, Syai.g_01155	Prbc.g_00003
OG0001579	Syai.g_00447	Prbc.g_01222
OG0001582	Syai.g_01500	Prbc.g_01480
OG0001589	Syai.g_02263	Prbc.g_00875
OG0001591	Syai.g_01244	Prbc.g_01751
OG0001623	Syai.g_00457	Prbc.g_01226
OG0001633	Syai.g_00995	Prbc.g_00931
OG0001634	Syai.g_01239	Prbc.g_01747
OG0001635	Syai.g_00091	Prbc.g_01559
OG0001642	Syai.g_02085	Prbc.g_00597
OG0001644	Syai.g_01406	Prbc.g_01802
OG0001656	Syai.g_00445	Prbc.g_01221
OG0001659	Syai.g_01759	Prbc.g_01419
OG0001667	Syai.g_01923	Prbc.g_00142
OG0001673	Syai.g_00532	Prbc.g_00338
OG0001676	Syai.g_00444	Prbc.g_01223
OG0001691	Syai.g_01064	Prbc.g_02099
OG0001692	Syai.g_00959	Prbc.g_00704
OG0001694	Syai.g_00257	Prbc.g_01174
OG0001695	Syai.g_02894	Prbc.g_01024
OG0001703	Syai.g_00630	Prbc.g_01537
OG0001713	Syai.g_02130	Prbc.g_02175
OG0001715	Syai.g_01166	Prbc.g_00154
OG0001738	Syai.g_00204	Prbc.g_01212
OG0001739	Syai.g_02892	Prbc.g_01023
OG0001740	Syai.g_02896	Prbc.g_01026
OG0001758	Syai.g_01708	Prbc.g_00020, Prbc.g_00552
OG0001769	Syai.g_01123	Prbc.g_01372
OG0001810	Syai.g_02591	Prbc.g_01783
OG0001816	Syai.g_01249	Prbc.g_01965
OG0001835	Syai.g_00585, Syai.g_01690	Prbc.g_00026
OG0001875	Syai.g_01707	Prbc.g_00553
OG0001876	Syai.g_01706	Prbc.g_00554
OG0001907	Syai.g_02597	Prbc.g_00430
OG0001915	Syai.g_02922	Prbc.g_01058
OG0001916	Syai.g_00655	Prbc.g_01555
OG0001917	Syai.g_01432	Prbc.g_02085
OG0001954	Syai.g_01600	Prbc.g_00145
OG0001974	Syai.g_02772	Prbc.g_00534
OG0001990	Syai.g_02897	Prbc.g_00535
OG0002018	Syai.g_02895	Prbc.g_01025
OG0002020	Syai.g_02890	Prbc.g_01028
OG0002021	Syai.g_02888	Prbc.g_01030
OG0002022	Syai.g_02885	Prbc.g_01031
OG0002023	Syai.g_02884	Prbc.g_01032
OG0002024	Syai.g_02878	Prbc.g_01034
OG0002054	Syai.g_02877	Prbc.g_01035
OG0002055	Syai.g_02880	Prbc.g_01040
OG0002131	Syai.g_02889	Prbc.g_01029
OG0002132	Syai.g_02881	Prbc.g_01033
OG0002133	Syai.g_02879	Prbc.g_01039
OG0002177	Syai.g_01182	Prbc.g_01385
OG0002178	Syai.g_02882	Prbc.g_01038
OG0002293	Syai.g_00879	Prbc.g_02122
OG0002380	Syai.g_00478	Prbc.g_00039
OG0002393	Syai.g_00792, Syai.g_00791, Syai.g_00795, Syai.g_02099	Prbc.g_01560
OG0002507	Syai.g_01683	Prbc.g_00091, Prbc.g_02069
OG0002585	Syai.g_00512, Syai.g_02551	Prbc.g_01266
OG0002591	Syai.g_01187	Prbc.g_00906
OG0002813	Syai.g_02436	Prbc.g_01298, Prbc.g_00038
OG0002841	Syai.g_01007	Prbc.g_01368
OG0005691	Syai.g_00051	Prbc.g_00077
