Orthogroup	Prak	Praf
OG0001165	Prak.g_01834	Praf.g_00192
OG0001166	Prak.g_01835	Praf.g_00191
OG0001167	Prak.g_01837	Praf.g_00184
OG0001168	Prak.g_01838	Praf.g_00183
OG0001169	Prak.g_01839	Praf.g_00182
OG0001170	Prak.g_01840	Praf.g_00180
OG0001171	Prak.g_01841	Praf.g_00179
OG0001172	Prak.g_01843	Praf.g_00177
OG0001173	Prak.g_01845	Praf.g_00175
OG0001174	Prak.g_01846	Praf.g_00174
OG0001175	Prak.g_01847	Praf.g_00173
OG0001176	Prak.g_01849	Praf.g_00165
OG0001177	Prak.g_01851	Praf.g_00163
OG0001178	Prak.g_01854	Praf.g_00158
OG0001179	Prak.g_01855	Praf.g_00157
OG0001180	Prak.g_01856	Praf.g_00156
OG0001181	Prak.g_01857	Praf.g_00155
OG0001182	Prak.g_01858	Praf.g_00154
OG0001183	Prak.g_01859	Praf.g_00153
OG0001184	Prak.g_01861	Praf.g_00091
OG0001185	Prak.g_01863	Praf.g_00089
OG0001186	Prak.g_01864	Praf.g_00088
OG0001187	Prak.g_01865	Praf.g_00087
OG0001188	Prak.g_01866	Praf.g_00083
OG0001189	Prak.g_01867	Praf.g_00082
OG0001190	Prak.g_01868	Praf.g_00081
OG0001191	Prak.g_01869	Praf.g_00077
OG0001192	Prak.g_01870	Praf.g_00075
OG0001193	Prak.g_01871	Praf.g_00074
OG0001194	Prak.g_01872	Praf.g_00072
OG0001195	Prak.g_01873	Praf.g_00071
OG0001196	Prak.g_01874	Praf.g_00070
OG0001197	Prak.g_01875	Praf.g_00069
OG0001198	Prak.g_01876	Praf.g_00068
OG0001199	Prak.g_01877	Praf.g_00067
OG0001200	Prak.g_01878	Praf.g_00064
OG0001201	Prak.g_01879	Praf.g_00063
OG0001202	Prak.g_01880	Praf.g_00062
OG0001203	Prak.g_01882	Praf.g_00060
OG0001204	Prak.g_01884	Praf.g_00056
OG0001205	Prak.g_01886	Praf.g_00054
OG0001206	Prak.g_01887	Praf.g_00053
OG0001207	Prak.g_01888	Praf.g_02656
OG0001208	Prak.g_01889	Praf.g_02657
OG0001209	Prak.g_01890	Praf.g_02658
OG0001210	Prak.g_01891	Praf.g_02659
OG0001211	Prak.g_01892	Praf.g_02661
OG0001212	Prak.g_01893	Praf.g_02662
OG0001213	Prak.g_01894	Praf.g_02663
OG0001214	Prak.g_01896	Praf.g_02665
OG0001215	Prak.g_01897	Praf.g_02667
OG0001216	Prak.g_01898	Praf.g_02669
OG0001217	Prak.g_01899	Praf.g_02670
OG0001218	Prak.g_01900	Praf.g_02671
OG0001219	Prak.g_01903	Praf.g_02674
OG0001220	Prak.g_01904	Praf.g_02680
OG0001221	Prak.g_01908	Praf.g_02702
OG0001222	Prak.g_01909	Praf.g_02716
OG0001223	Prak.g_01910	Praf.g_02717
OG0001224	Prak.g_01912	Praf.g_02719
OG0001225	Prak.g_01913	Praf.g_02720
OG0001226	Prak.g_01914	Praf.g_02723
OG0001227	Prak.g_01915	Praf.g_02724
OG0001228	Prak.g_01916	Praf.g_02728
OG0001229	Prak.g_01917	Praf.g_02729
OG0001230	Prak.g_01918	Praf.g_02730
OG0001231	Prak.g_01919	Praf.g_02743
OG0001232	Prak.g_01922	Praf.g_02753
OG0001233	Prak.g_01923	Praf.g_02754
OG0001234	Prak.g_01924	Praf.g_02755
OG0001235	Prak.g_01925	Praf.g_02756
OG0001236	Prak.g_01927	Praf.g_02758
OG0001237	Prak.g_01928	Praf.g_02759
OG0001238	Prak.g_01931	Praf.g_02764
OG0001239	Prak.g_01932	Praf.g_02765
OG0001240	Prak.g_01933	Praf.g_02766
OG0001241	Prak.g_01936	Praf.g_02770
OG0001242	Prak.g_01937	Praf.g_02772
OG0001243	Prak.g_01938	Praf.g_02773
OG0001244	Prak.g_01939	Praf.g_02775
OG0001245	Prak.g_01940	Praf.g_02777
OG0001246	Prak.g_01941	Praf.g_02779
OG0001247	Prak.g_01942	Praf.g_02780
OG0001248	Prak.g_01943	Praf.g_02781
OG0001249	Prak.g_01944	Praf.g_02782
OG0001250	Prak.g_01945	Praf.g_02783
OG0001251	Prak.g_00096	Praf.g_00261
OG0001252	Prak.g_00146	Praf.g_02418
OG0001253	Prak.g_00161	Praf.g_02437
OG0001254	Prak.g_00299	Praf.g_02280
OG0001255	Prak.g_00355	Praf.g_02055
OG0001257	Prak.g_00443	Praf.g_00597
OG0001258	Prak.g_00459	Praf.g_00615
OG0001259	Prak.g_00551	Praf.g_00738
OG0001261	Prak.g_00881	Praf.g_01591
OG0001262	Prak.g_00898	Praf.g_01614
OG0001264	Prak.g_00769	Praf.g_01460
OG0001265	Prak.g_01016	Praf.g_01333
OG0001266	Prak.g_00600	Praf.g_00991
OG0001267	Prak.g_01190	Praf.g_01134
OG0001268	Prak.g_01175	Praf.g_00852
OG0001269	Prak.g_01304	Praf.g_01893
OG0001270	Prak.g_01434	Praf.g_00976
OG0001271	Prak.g_01447	Praf.g_00535
OG0001272	Prak.g_00609	Praf.g_01248
OG0001273	Prak.g_01508	Praf.g_00639
OG0001274	Prak.g_01526	Praf.g_01145
OG0001275	Prak.g_01247	Praf.g_01950
OG0001276	Prak.g_01037	Praf.g_01484
OG0001278	Prak.g_01636	Praf.g_00492
OG0001279	Prak.g_01640	Praf.g_00487
OG0001280	Prak.g_01643	Praf.g_00484
OG0001281	Prak.g_01713	Praf.g_02197
OG0001282	Prak.g_01650	Praf.g_00474
OG0001283	Prak.g_01822	Praf.g_02392
OG0001284	Prak.g_01853	Praf.g_00159
OG0001285	Prak.g_01883	Praf.g_00058
OG0001286	Prak.g_01935	Praf.g_02768
OG0001287	Prak.g_01527	Praf.g_01095
OG0001288	Prak.g_00399	Praf.g_01988
OG0001290	Prak.g_00031	Praf.g_00036
OG0001291	Prak.g_00076	Praf.g_00318
OG0001292	Prak.g_00079	Praf.g_00315
OG0001293	Prak.g_00081	Praf.g_00313
OG0001294	Prak.g_00097	Praf.g_00260
OG0001296	Prak.g_00134	Praf.g_02402
OG0001298	Prak.g_00260	Praf.g_02206
OG0001299	Prak.g_00269	Praf.g_02225, Praf.g_02218, Praf.g_02234
OG0001301	Prak.g_01106	Praf.g_01694
OG0001303	Prak.g_01235	Praf.g_01853
OG0001304	Prak.g_00929	Praf.g_01284
OG0001305	Prak.g_00924	Praf.g_01278
OG0001306	Prak.g_01921	Praf.g_02752
OG0001307	Prak.g_01258	Praf.g_01473
OG0001309	Prak.g_01885	Praf.g_00055
OG0001310	Prak.g_00727	Praf.g_02648, Praf.g_01002
OG0001311	Prak.g_01139	Praf.g_00926
OG0001312	Prak.g_01303	Praf.g_01894
OG0001313	Prak.g_00384	Praf.g_00017
OG0001314	Prak.g_01668	Praf.g_00454
OG0001315	Prak.g_01703	Praf.g_00403
OG0001316	Prak.g_01818	Praf.g_02387
OG0001318	Prak.g_00149	Praf.g_02429
OG0001319	Prak.g_00254	Praf.g_00387
OG0001320	Prak.g_01514	Praf.g_00676
OG0001322	Prak.g_01221	Praf.g_01257
OG0001323	Prak.g_00758	Praf.g_01640
OG0001324	Prak.g_00632	Praf.g_00969
OG0001326	Prak.g_01522	Praf.g_01082
OG0001327	Prak.g_01497	Praf.g_00805
OG0001328	Prak.g_01282	Praf.g_00789
OG0001329	Prak.g_01930	Praf.g_02762
OG0001330	Prak.g_01480	Praf.g_00497
OG0001331	Prak.g_01641	Praf.g_00486
OG0001332	Prak.g_01692	Praf.g_00426
OG0001333	Prak.g_01784	Praf.g_02111
OG0001334	Prak.g_01844	Praf.g_00176
OG0001335	Prak.g_01881	Praf.g_00061
OG0001336	Prak.g_00136	Praf.g_02404
OG0001337	Prak.g_00126	Praf.g_00217
OG0001339	Prak.g_00216	Praf.g_02522
OG0001340	Prak.g_00265	Praf.g_02211
OG0001341	Prak.g_00278	Praf.g_02252
OG0001342	Prak.g_00298	Praf.g_02279
OG0001343	Prak.g_00361	Praf.g_02048
OG0001345	Prak.g_00396	Praf.g_01991
OG0001346	Prak.g_00433	Praf.g_01910
OG0001347	Prak.g_00447	Praf.g_00601
OG0001351	Prak.g_00537	Praf.g_00722
OG0001353	Prak.g_00240	Praf.g_02550
OG0001355	Prak.g_00888	Praf.g_01598
OG0001357	Prak.g_01001	Praf.g_01351
OG0001358	Prak.g_01015	Praf.g_01334
OG0001359	Prak.g_01555	Praf.g_01037
OG0001360	Prak.g_01556	Praf.g_01038
OG0001361	Prak.g_01118	Praf.g_00893
OG0001362	Prak.g_00668	Praf.g_01769
OG0001366	Prak.g_01682	Praf.g_00436
OG0001368	Prak.g_01852	Praf.g_00160
OG0001369	Prak.g_01017	Praf.g_01332
OG0001375	Prak.g_00144	Praf.g_02414
OG0001378	Prak.g_00291	Praf.g_02269
OG0001380	Prak.g_00825	Praf.g_00819
OG0001381	Prak.g_00419	Praf.g_01958
OG0001384	Prak.g_00480	Praf.g_00642
OG0001396	Prak.g_01607	Praf.g_01431
OG0001410	Prak.g_01512	Praf.g_02569
OG0001412	Prak.g_00953	Praf.g_01421
OG0001425	Prak.g_01240	Praf.g_01298
OG0001429	Prak.g_00983	Praf.g_01375
OG0001436	Prak.g_01633	Praf.g_01026, Praf.g_02686
OG0001439	Prak.g_00878	Praf.g_01589, Praf.g_01588
OG0001448	Prak.g_01537	Praf.g_01004
OG0001451	Prak.g_00645	Praf.g_00331
OG0001452	Prak.g_01902	Praf.g_02673
OG0001453	Prak.g_00648	Praf.g_01085
OG0001455	Prak.g_00650	Praf.g_00966
OG0001456	Prak.g_00550	Praf.g_00737
OG0001466	Prak.g_01496	Praf.g_01297
OG0001471	Prak.g_00642	Praf.g_01576
OG0001483	Prak.g_01271	Praf.g_00803
OG0001486	Prak.g_00790	Praf.g_01500
OG0001487	Prak.g_00586	Praf.g_01670
OG0001489	Prak.g_01735	Praf.g_02647, Praf.g_02091
OG0001492	Prak.g_00879	Praf.g_02169
OG0001504	Prak.g_00785	Praf.g_01496
OG0001508	Prak.g_01610	Praf.g_00977
OG0001520	Prak.g_01632	Praf.g_01027
OG0001530	Prak.g_01631	Praf.g_01028
OG0001531	Prak.g_00683, Prak.g_00657	Praf.g_00985
OG0001544	Prak.g_01531	Praf.g_02007
OG0001545	Prak.g_00766	Praf.g_01457
OG0001546	Prak.g_00883	Praf.g_01593
OG0001547	Prak.g_00634, Prak.g_00700	Praf.g_01015
OG0001548	Prak.g_00673, Prak.g_01231	Praf.g_01903
OG0001574	Prak.g_00669	Praf.g_01094
OG0001580	Prak.g_01355	Praf.g_00097
OG0001581	Prak.g_01358	Praf.g_00099
OG0001587	Prak.g_00057	Praf.g_01953
OG0001588	Prak.g_01233	Praf.g_00493
OG0001593	Prak.g_00424	Praf.g_01578
OG0001608	Prak.g_01500	Praf.g_02086
OG0001622	Prak.g_00688	Praf.g_01114
OG0001632	Prak.g_01491	Praf.g_00482
OG0001633	Prak.g_01499	Praf.g_00946, Praf.g_01089
OG0001634	Prak.g_00689	Praf.g_01115
OG0001635	Prak.g_00690	Praf.g_01118
OG0001636	Prak.g_00691	Praf.g_01119
OG0001694	Prak.g_00387	Praf.g_02371, Praf.g_02600
OG0001697	Prak.g_01612, Prak.g_00735	Praf.g_01144
OG0001714	Prak.g_01431	Praf.g_01852
OG0001715	Prak.g_01848	Praf.g_00172
OG0001716	Prak.g_01141	Praf.g_00924
OG0001717	Prak.g_00742	Praf.g_00954
OG0001718	Prak.g_00736	Praf.g_00957
OG0001719	Prak.g_00357	Praf.g_02053
OG0001737	Prak.g_00041	Praf.g_00051
OG0001738	Prak.g_00118	Praf.g_00232
OG0001739	Prak.g_00117	Praf.g_00238
OG0001740	Prak.g_00116	Praf.g_00239
OG0001741	Prak.g_00105	Praf.g_00252
OG0001742	Prak.g_01229	Praf.g_00389
OG0001743	Prak.g_00255	Praf.g_00390
OG0001744	Prak.g_01690	Praf.g_00428
OG0001745	Prak.g_00526	Praf.g_00707
OG0001746	Prak.g_01291	Praf.g_00778
OG0001747	Prak.g_01159	Praf.g_00876
OG0001748	Prak.g_00820	Praf.g_01214
OG0001749	Prak.g_00810	Praf.g_01245
OG0001750	Prak.g_01029	Praf.g_01324
OG0001751	Prak.g_01019	Praf.g_01330
OG0001752	Prak.g_01013	Praf.g_01336
OG0001753	Prak.g_00969	Praf.g_01396
OG0001754	Prak.g_00934	Praf.g_01446
OG0001755	Prak.g_00782	Praf.g_01488
OG0001756	Prak.g_00850	Praf.g_01535
OG0001757	Prak.g_01525	Praf.g_01612
OG0001758	Prak.g_00899	Praf.g_01615
OG0001759	Prak.g_00906	Praf.g_01628
OG0001760	Prak.g_00760	Praf.g_01637
OG0001761	Prak.g_00799	Praf.g_01642
OG0001762	Prak.g_01078	Praf.g_01740
OG0001763	Prak.g_00129	Praf.g_01899
OG0001764	Prak.g_00380	Praf.g_02014
OG0001765	Prak.g_00348	Praf.g_02067
OG0001766	Prak.g_00347	Praf.g_02068
OG0001767	Prak.g_00346	Praf.g_02070
OG0001768	Prak.g_00345	Praf.g_02071
OG0001769	Prak.g_00344	Praf.g_02072
OG0001770	Prak.g_01795	Praf.g_02100
OG0001771	Prak.g_01779	Praf.g_02120
OG0001772	Prak.g_00138	Praf.g_02406
OG0001773	Prak.g_00064	Praf.g_02419
OG0001774	Prak.g_00192	Praf.g_02478
OG0001775	Prak.g_00198	Praf.g_02496
OG0001776	Prak.g_01263	Praf.g_02571
OG0001777	Prak.g_01901	Praf.g_02672
OG0001778	Prak.g_01905	Praf.g_02681
OG0001779	Prak.g_01906	Praf.g_02682
OG0001780	Prak.g_01024	Praf.g_02683
OG0001781	Prak.g_01911	Praf.g_02718
OG0001782	Prak.g_01920	Praf.g_02751
OG0001795	Prak.g_00523	Praf.g_00704
OG0001799	Prak.g_01485	Praf.g_00947
OG0001800	Prak.g_01577	Praf.g_01976, Praf.g_00988
OG0001801	Prak.g_01222	Praf.g_00989
OG0001802	Prak.g_00675	Praf.g_01211
OG0001803	Prak.g_01006	Praf.g_01344
OG0001831	Prak.g_01177	Praf.g_00835
OG0001832	Prak.g_01165	Praf.g_00865
OG0001844	Prak.g_01359	Praf.g_00100
OG0001852	Prak.g_00708	Praf.g_00890
OG0001853	Prak.g_01623	Praf.g_01061
OG0001881	Prak.g_01617	Praf.g_01202
OG0001883	Prak.g_00035	Praf.g_00042
OG0001884	Prak.g_01836	Praf.g_00186
OG0001885	Prak.g_01440	Praf.g_00541
OG0001886	Prak.g_00521	Praf.g_00702
OG0001887	Prak.g_01149	Praf.g_00915
OG0001888	Prak.g_01575	Praf.g_01025
OG0001889	Prak.g_01622	Praf.g_01062
OG0001890	Prak.g_01621	Praf.g_01063
OG0001891	Prak.g_00824	Praf.g_01199
OG0001892	Prak.g_01538	Praf.g_01256
OG0001893	Prak.g_00932	Praf.g_01288
OG0001894	Prak.g_00962	Praf.g_01406
OG0001895	Prak.g_00072	Praf.g_01580
OG0001896	Prak.g_00655	Praf.g_01644
OG0001897	Prak.g_00365	Praf.g_02040
OG0001898	Prak.g_00270	Praf.g_02241
OG0001899	Prak.g_00048	Praf.g_02612
OG0001900	Prak.g_00047	Praf.g_02613
OG0001901	Prak.g_00043	Praf.g_02655
OG0001902	Prak.g_01929	Praf.g_02761
OG0001920	Prak.g_01656	Praf.g_00467
OG0001921	Prak.g_01103	Praf.g_01697
OG0001922	Prak.g_00682	Praf.g_01870, Praf.g_02644
OG0001923	Prak.g_01589	Praf.g_02009
OG0001967	Prak.g_01510	Praf.g_00355
OG0001968	Prak.g_01438	Praf.g_00543
OG0001970	Prak.g_00720	Praf.g_01216
OG0001971	Prak.g_00719	Praf.g_01217
OG0001972	Prak.g_00994	Praf.g_01361
OG0001973	Prak.g_00167	Praf.g_02443
OG0001987	Prak.g_01357	Praf.g_00098, Praf.g_00092, Praf.g_02707
OG0001994	Prak.g_00388	Praf.g_02425
OG0001995	Prak.g_00029	Praf.g_00034
OG0001997	Prak.g_00714	Praf.g_00168
OG0001998	Prak.g_00715	Praf.g_00169
OG0001999	Prak.g_00716	Praf.g_00170
OG0002000	Prak.g_01616	Praf.g_00981, Praf.g_00982
OG0002002	Prak.g_01712	Praf.g_02198
OG0002003	Prak.g_01813	Praf.g_02339, Praf.g_02340
OG0002004	Prak.g_00059	Praf.g_02365
OG0002040	Prak.g_01579	Praf.g_02240
OG0002044	Prak.g_00222	Praf.g_02584
OG0002071	Prak.g_01536	Praf.g_00562
OG0002073	Prak.g_01629	Praf.g_01029
OG0002153	Prak.g_01799	Praf.g_02095
