Orthogroup	Prau	Prbc
OG0001102	Prau.g_01841	Prbc.g_00313
OG0001103	Prau.g_01842	Prbc.g_00312
OG0001104	Prau.g_01843	Prbc.g_00311
OG0001105	Prau.g_01844	Prbc.g_00310
OG0001106	Prau.g_01845	Prbc.g_00309
OG0001107	Prau.g_01846	Prbc.g_00308
OG0001108	Prau.g_01847	Prbc.g_00307
OG0001109	Prau.g_01848	Prbc.g_00306
OG0001110	Prau.g_01849	Prbc.g_00305
OG0001111	Prau.g_01850	Prbc.g_00304
OG0001112	Prau.g_01851	Prbc.g_00303
OG0001113	Prau.g_01852	Prbc.g_00302
OG0001114	Prau.g_01853	Prbc.g_00301
OG0001115	Prau.g_01854	Prbc.g_00300
OG0001116	Prau.g_01855	Prbc.g_00299
OG0001117	Prau.g_01856	Prbc.g_00298
OG0001118	Prau.g_01857	Prbc.g_00297
OG0001119	Prau.g_01858	Prbc.g_00296
OG0001120	Prau.g_01859	Prbc.g_00295
OG0001121	Prau.g_01861	Prbc.g_00293
OG0001122	Prau.g_01862	Prbc.g_00292
OG0001123	Prau.g_01863	Prbc.g_00291
OG0001124	Prau.g_01865	Prbc.g_00289
OG0001125	Prau.g_01867	Prbc.g_00287
OG0001126	Prau.g_01868	Prbc.g_00286
OG0001127	Prau.g_01870	Prbc.g_00283
OG0001128	Prau.g_01871	Prbc.g_00282
OG0001129	Prau.g_01872	Prbc.g_00281
OG0001130	Prau.g_01875	Prbc.g_00278
OG0001131	Prau.g_01876	Prbc.g_00277
OG0001132	Prau.g_01877	Prbc.g_00276
OG0001133	Prau.g_01878	Prbc.g_00275
OG0001134	Prau.g_01879	Prbc.g_00274
OG0001135	Prau.g_01880	Prbc.g_00273
OG0001136	Prau.g_01881	Prbc.g_00272
OG0001137	Prau.g_01882	Prbc.g_00271
OG0001138	Prau.g_01883	Prbc.g_00270
OG0001139	Prau.g_01884	Prbc.g_00268
OG0001140	Prau.g_01885	Prbc.g_00267
OG0001141	Prau.g_01886	Prbc.g_00266
OG0001142	Prau.g_01889	Prbc.g_00248
OG0001143	Prau.g_01890	Prbc.g_00247
OG0001144	Prau.g_01891	Prbc.g_00246
OG0001145	Prau.g_01892	Prbc.g_00245
OG0001146	Prau.g_01893	Prbc.g_00244
OG0001147	Prau.g_01894	Prbc.g_00243
OG0001148	Prau.g_01895	Prbc.g_00242
OG0001149	Prau.g_01897	Prbc.g_00241
OG0001150	Prau.g_01898	Prbc.g_00240
OG0001151	Prau.g_01900	Prbc.g_00237
OG0001152	Prau.g_01901	Prbc.g_00236
OG0001153	Prau.g_01902	Prbc.g_00235
OG0001154	Prau.g_01904	Prbc.g_00233
OG0001155	Prau.g_01906	Prbc.g_00231
OG0001156	Prau.g_01908	Prbc.g_00229
OG0001157	Prau.g_01909	Prbc.g_00227
OG0001158	Prau.g_01911	Prbc.g_00225
OG0001159	Prau.g_01912	Prbc.g_00224
OG0001160	Prau.g_01913	Prbc.g_00223
OG0001161	Prau.g_01914	Prbc.g_00222
OG0001162	Prau.g_01915	Prbc.g_00221
OG0001163	Prau.g_01916	Prbc.g_00220
OG0001164	Prau.g_01917	Prbc.g_00219
OG0001165	Prau.g_01918	Prbc.g_00218
OG0001166	Prau.g_01919	Prbc.g_00217
OG0001167	Prau.g_01920	Prbc.g_00216
OG0001168	Prau.g_01921	Prbc.g_00215
OG0001169	Prau.g_01922	Prbc.g_00214
OG0001170	Prau.g_01923	Prbc.g_00213
OG0001171	Prau.g_01924	Prbc.g_00212
OG0001172	Prau.g_01926	Prbc.g_00210
OG0001173	Prau.g_01928	Prbc.g_00208
OG0001174	Prau.g_01929	Prbc.g_00207
OG0001175	Prau.g_01930	Prbc.g_00206
OG0001176	Prau.g_01931	Prbc.g_00204
OG0001177	Prau.g_01933	Prbc.g_00202
OG0001178	Prau.g_01936	Prbc.g_00198
OG0001179	Prau.g_01937	Prbc.g_00197
OG0001180	Prau.g_01938	Prbc.g_00196
OG0001181	Prau.g_01939	Prbc.g_00195
OG0001182	Prau.g_01940	Prbc.g_00194
OG0001183	Prau.g_01941	Prbc.g_00193
OG0001184	Prau.g_01943	Prbc.g_00189
OG0001185	Prau.g_01946	Prbc.g_00965
OG0001186	Prau.g_01947	Prbc.g_00966
OG0001187	Prau.g_01949	Prbc.g_00967
OG0001188	Prau.g_01950	Prbc.g_00968
OG0001189	Prau.g_01951	Prbc.g_00969
OG0001190	Prau.g_01952	Prbc.g_00970
OG0001191	Prau.g_01953	Prbc.g_00971
OG0001192	Prau.g_01954	Prbc.g_00972
OG0001193	Prau.g_01955	Prbc.g_00973
OG0001194	Prau.g_01956	Prbc.g_00974
OG0001195	Prau.g_01957	Prbc.g_00975
OG0001196	Prau.g_01958	Prbc.g_00976
OG0001197	Prau.g_01959	Prbc.g_00977
OG0001198	Prau.g_01960	Prbc.g_00978
OG0001199	Prau.g_01961	Prbc.g_00979
OG0001200	Prau.g_01962	Prbc.g_00980
OG0001201	Prau.g_01963	Prbc.g_00981
OG0001202	Prau.g_01964	Prbc.g_00982
OG0001203	Prau.g_01966	Prbc.g_00984
OG0001204	Prau.g_01968	Prbc.g_00986
OG0001205	Prau.g_01969	Prbc.g_00988
OG0001206	Prau.g_01970	Prbc.g_00989
OG0001207	Prau.g_01971	Prbc.g_00990
OG0001208	Prau.g_01972	Prbc.g_00991
OG0001209	Prau.g_01973	Prbc.g_00992
OG0001210	Prau.g_01974	Prbc.g_00993
OG0001211	Prau.g_01975	Prbc.g_00994
OG0001212	Prau.g_01976	Prbc.g_00995
OG0001213	Prau.g_01977	Prbc.g_00996
OG0001214	Prau.g_01979	Prbc.g_00998
OG0001215	Prau.g_01980	Prbc.g_00999
OG0001216	Prau.g_01981	Prbc.g_01000
OG0001217	Prau.g_01982	Prbc.g_01001
OG0001218	Prau.g_01983	Prbc.g_01002
OG0001219	Prau.g_01985	Prbc.g_01005
OG0001220	Prau.g_01986	Prbc.g_01006
OG0001221	Prau.g_01989	Prbc.g_01011
OG0001222	Prau.g_01990	Prbc.g_01012
OG0001223	Prau.g_01991	Prbc.g_01013
OG0001224	Prau.g_01992	Prbc.g_01015
OG0001225	Prau.g_01993	Prbc.g_01016
OG0001226	Prau.g_01994	Prbc.g_01017
OG0001227	Prau.g_01995	Prbc.g_01018
OG0001228	Prau.g_01996	Prbc.g_01019
OG0001229	Prau.g_01997	Prbc.g_01020
OG0001230	Prau.g_01998	Prbc.g_01021
OG0001231	Prau.g_01999	Prbc.g_01022
OG0001232	Prau.g_02000	Prbc.g_01043
OG0001233	Prau.g_02001	Prbc.g_01044
OG0001234	Prau.g_02002	Prbc.g_01045
OG0001235	Prau.g_02003	Prbc.g_01046
OG0001236	Prau.g_02005	Prbc.g_01048
OG0001237	Prau.g_02006	Prbc.g_01049
OG0001238	Prau.g_02008	Prbc.g_01052
OG0001239	Prau.g_02009	Prbc.g_01053
OG0001240	Prau.g_02010	Prbc.g_01054
OG0001241	Prau.g_02012	Prbc.g_01057
OG0001242	Prau.g_02014	Prbc.g_01060
OG0001243	Prau.g_02015	Prbc.g_01061
OG0001244	Prau.g_02016	Prbc.g_01062
OG0001245	Prau.g_02017	Prbc.g_01063
OG0001246	Prau.g_02018	Prbc.g_01065
OG0001247	Prau.g_02019	Prbc.g_01066
OG0001248	Prau.g_02020	Prbc.g_01067
OG0001249	Prau.g_02021	Prbc.g_01068
OG0001250	Prau.g_02022	Prbc.g_01069
OG0001251	Prau.g_00093	Prbc.g_00481
OG0001252	Prau.g_00139	Prbc.g_00433
OG0001253	Prau.g_00151	Prbc.g_00421
OG0001254	Prau.g_00283	Prbc.g_01173
OG0001255	Prau.g_00335	Prbc.g_01245
OG0001256	Prau.g_00441	Prbc.g_00164
OG0001257	Prau.g_00523	Prbc.g_01542
OG0001258	Prau.g_00539	Prbc.g_01557
OG0001259	Prau.g_00628	Prbc.g_01666
OG0001260	Prau.g_00799	Prbc.g_02071, Prbc.g_01377
OG0001261	Prau.g_00888	Prbc.g_01894
OG0001262	Prau.g_00905	Prbc.g_00068
OG0001263	Prau.g_00926	Prbc.g_01953
OG0001265	Prau.g_01065	Prbc.g_02086
OG0001266	Prau.g_01112	Prbc.g_00930
OG0001267	Prau.g_01191	Prbc.g_01463
OG0001268	Prau.g_01204	Prbc.g_01449
OG0001269	Prau.g_01392	Prbc.g_00586
OG0001270	Prau.g_01571	Prbc.g_00750
OG0001271	Prau.g_01582	Prbc.g_00762
OG0001272	Prau.g_01624	Prbc.g_01940, Prbc.g_00069
OG0001273	Prau.g_01625	Prbc.g_01598
OG0001274	Prau.g_01630	Prbc.g_00799
OG0001275	Prau.g_01645	Prbc.g_02129
OG0001276	Prau.g_01657, Prau.g_01309	Prbc.g_00802
OG0001277	Prau.g_01662	Prbc.g_00811, Prbc.g_00909
OG0001278	Prau.g_01724	Prbc.g_00825
OG0001279	Prau.g_01728	Prbc.g_00829
OG0001280	Prau.g_01731	Prbc.g_00831
OG0001281	Prau.g_01797	Prbc.g_00937
OG0001282	Prau.g_01822	Prbc.g_01309
OG0001283	Prau.g_01907	Prbc.g_00230
OG0001284	Prau.g_01935	Prbc.g_00199
OG0001285	Prau.g_01967	Prbc.g_00985
OG0001286	Prau.g_02011	Prbc.g_01056
OG0001287	Prau.g_01704	Prbc.g_00116
OG0001288	Prau.g_00478	Prbc.g_01498
OG0001292	Prau.g_00075	Prbc.g_00499
OG0001293	Prau.g_00077	Prbc.g_00497
OG0001294	Prau.g_00094	Prbc.g_00480
OG0001295	Prau.g_00120	Prbc.g_00452
OG0001296	Prau.g_00126	Prbc.g_00445
OG0001297	Prau.g_00200	Prbc.g_00372
OG0001298	Prau.g_00245	Prbc.g_01141
OG0001299	Prau.g_00254	Prbc.g_01148
OG0001300	Prau.g_00376	Prbc.g_02120
OG0001301	Prau.g_00677	Prbc.g_01714
OG0001303	Prau.g_00809	Prbc.g_01829
OG0001304	Prau.g_01080	Prbc.g_02104
OG0001305	Prau.g_01085	Prbc.g_02109
OG0001306	Prau.g_01120	Prbc.g_01042
OG0001307	Prau.g_01129	Prbc.g_01985
OG0001308	Prau.g_01153	Prbc.g_02114
OG0001309	Prau.g_01155	Prbc.g_00987
OG0001310	Prau.g_01165	Prbc.g_01277
OG0001311	Prau.g_01234	Prbc.g_01413
OG0001312	Prau.g_01393	Prbc.g_00587
OG0001313	Prau.g_01628	Prbc.g_01833
OG0001314	Prau.g_01755	Prbc.g_00853
OG0001315	Prau.g_01789	Prbc.g_00888
OG0001316	Prau.g_01903	Prbc.g_00234
OG0001318	Prau.g_00142	Prbc.g_00429
OG0001319	Prau.g_00239	Prbc.g_00332
OG0001320	Prau.g_00509	Prbc.g_01471
OG0001322	Prau.g_00835	Prbc.g_01822
OG0001323	Prau.g_01104	Prbc.g_01966
OG0001324	Prau.g_01137	Prbc.g_00041
OG0001325	Prau.g_01159	Prbc.g_01348, Prbc.g_02182
OG0001326	Prau.g_01344	Prbc.g_00143
OG0001327	Prau.g_01345	Prbc.g_00559
OG0001329	Prau.g_01429	Prbc.g_01050
OG0001330	Prau.g_01621	Prbc.g_00795
OG0001332	Prau.g_01778	Prbc.g_00877
OG0001333	Prau.g_01873	Prbc.g_00280
OG0001334	Prau.g_01927	Prbc.g_00209
OG0001335	Prau.g_01965	Prbc.g_00983
OG0001336	Prau.g_00129	Prbc.g_00442
OG0001338	Prau.g_00145	Prbc.g_02147
OG0001344	Prau.g_00381	Prbc.g_01483, Prbc.g_00646
OG0001348	Prau.g_00545	Prbc.g_01584
OG0001349	Prau.g_00550	Prbc.g_01589
OG0001350	Prau.g_00555	Prbc.g_01594
OG0001352	Prau.g_00722	Prbc.g_01763
OG0001356	Prau.g_00940	Prbc.g_01956, Prbc.g_01957
OG0001359	Prau.g_01178	Prbc.g_00901
OG0001360	Prau.g_01179	Prbc.g_00902
OG0001362	Prau.g_01320	Prbc.g_00133
OG0001364	Prau.g_01601	Prbc.g_00781
OG0001365	Prau.g_01272	Prbc.g_02000
OG0001368	Prau.g_01934	Prbc.g_00200
OG0001369	Prau.g_01066	Prbc.g_02087
OG0001371	Prau.g_00069	Prbc.g_00506
OG0001372	Prau.g_00070	Prbc.g_00505
OG0001373	Prau.g_00076	Prbc.g_00498
OG0001374	Prau.g_00088	Prbc.g_00486
OG0001376	Prau.g_00235	Prbc.g_00336
OG0001377	Prau.g_00258	Prbc.g_01152
OG0001379	Prau.g_00364	Prbc.g_00748
OG0001381	Prau.g_00495	Prbc.g_01515
OG0001382	Prau.g_00502	Prbc.g_01523
OG0001383	Prau.g_00552	Prbc.g_01591
OG0001385	Prau.g_00706	Prbc.g_01744
OG0001386	Prau.g_00714	Prbc.g_01754
OG0001387	Prau.g_00716	Prbc.g_01756
OG0001388	Prau.g_00726	Prbc.g_01768
OG0001389	Prau.g_00760	Prbc.g_01792
OG0001390	Prau.g_00798	Prbc.g_00539
OG0001391	Prau.g_00840	Prbc.g_02002
OG0001392	Prau.g_00939	Prbc.g_01955
OG0001393	Prau.g_00941	Prbc.g_01958
OG0001394	Prau.g_00961	Prbc.g_01982
OG0001395	Prau.g_00964	Prbc.g_01986
OG0001396	Prau.g_01047	Prbc.g_00092
OG0001397	Prau.g_01074	Prbc.g_02095
OG0001398	Prau.g_01093	Prbc.g_01931
OG0001399	Prau.g_01102	Prbc.g_01954
OG0001400	Prau.g_01110	Prbc.g_01947
OG0001401	Prau.g_01117	Prbc.g_00615
OG0001402	Prau.g_01193	Prbc.g_01461
OG0001403	Prau.g_01372	Prbc.g_00567
OG0001404	Prau.g_01400	Prbc.g_02160
OG0001405	Prau.g_01410	Prbc.g_00658
OG0001406	Prau.g_01570	Prbc.g_00749
OG0001407	Prau.g_01573	Prbc.g_00753
OG0001408	Prau.g_01622	Prbc.g_00796
OG0001409	Prau.g_01635	Prbc.g_00613
OG0001411	Prau.g_00780	Prbc.g_02194, Prbc.g_01365
OG0001411	Prau.g_01659	Prbc.g_00176
OG0001414	Prau.g_00063	Prbc.g_00249
OG0001415	Prau.g_00328	Prbc.g_01218
OG0001416	Prau.g_00562	Prbc.g_01601
OG0001417	Prau.g_00715	Prbc.g_01755
OG0001418	Prau.g_00812	Prbc.g_00115
OG0001419	Prau.g_00844	Prbc.g_02006
OG0001420	Prau.g_00943	Prbc.g_00923
OG0001421	Prau.g_00947	Prbc.g_01963
OG0001422	Prau.g_01107	Prbc.g_01814
OG0001423	Prau.g_01180	Prbc.g_00158
OG0001424	Prau.g_01270	Prbc.g_00904
OG0001426	Prau.g_02007	Prbc.g_01051
OG0001427	Prau.g_00375	Prbc.g_00816
OG0001430	Prau.g_01057	Prbc.g_02144
OG0001431	Prau.g_01108	Prbc.g_01946
OG0001432	Prau.g_01111	Prbc.g_01825
OG0001433	Prau.g_01322	Prbc.g_00123
OG0001435	Prau.g_01634	Prbc.g_02157
OG0001438	Prau.g_00660	Prbc.g_01697
OG0001441	Prau.g_01147	Prbc.g_00063
OG0001442	Prau.g_01168	Prbc.g_00803
OG0001443	Prau.g_01190	Prbc.g_01464
OG0001444	Prau.g_01225	Prbc.g_01425
OG0001445	Prau.g_01336	Prbc.g_00652
OG0001446	Prau.g_01338	Prbc.g_00653
OG0001447	Prau.g_01339	Prbc.g_00654
OG0001448	Prau.g_01653	Prbc.g_01806
OG0001455	Prau.g_00440	Prbc.g_02156
OG0001456	Prau.g_01674	Prbc.g_01231
OG0001458	Prau.g_00797	Prbc.g_00048, Prbc.g_01302
OG0001461	Prau.g_00988	Prbc.g_01848
OG0001464	Prau.g_01106	Prbc.g_01379, Prbc.g_02066
OG0001465	Prau.g_01341	Prbc.g_01945
OG0001466	Prau.g_01709	Prbc.g_01278
OG0001467	Prau.g_01525	Prbc.g_00706
OG0001472	Prau.g_00916	Prbc.g_01925
OG0001473	Prau.g_00925	Prbc.g_02001
OG0001474	Prau.g_00927	Prbc.g_00911
OG0001475	Prau.g_01097	Prbc.g_01942
OG0001476	Prau.g_01098	Prbc.g_01943
OG0001477	Prau.g_01099	Prbc.g_01944
OG0001478	Prau.g_01105	Prbc.g_00678
OG0001479	Prau.g_01132	Prbc.g_01423
OG0001480	Prau.g_01141	Prbc.g_01495
OG0001482	Prau.g_01667, Prau.g_01683	Prbc.g_01520
OG0001486	Prau.g_00976	Prbc.g_01998
OG0001491	Prau.g_01719	Prbc.g_01567
OG0001491	Prau.g_00830	Prbc.g_02149
OG0001492	Prau.g_00886	Prbc.g_01892
OG0001493	Prau.g_00928	Prbc.g_00912
OG0001494	Prau.g_00929	Prbc.g_00913
OG0001495	Prau.g_00930	Prbc.g_00914
OG0001496	Prau.g_00931	Prbc.g_00915
OG0001497	Prau.g_00932	Prbc.g_00916
OG0001498	Prau.g_00933	Prbc.g_00917
OG0001499	Prau.g_00934	Prbc.g_00918
OG0001500	Prau.g_00935	Prbc.g_00919
OG0001501	Prau.g_00936	Prbc.g_00920
OG0001502	Prau.g_00937	Prbc.g_00921
OG0001503	Prau.g_00938	Prbc.g_00922
OG0001504	Prau.g_00971	Prbc.g_01993
OG0001505	Prau.g_00779	Prbc.g_00527, Prbc.g_01311
OG0001507	Prau.g_01189	Prbc.g_01465
OG0001509	Prau.g_01812	Prbc.g_01135
OG0001510	Prau.g_01888	Prbc.g_00250
OG0001512	Prau.g_01292	Prbc.g_01352, Prbc.g_00621, Prbc.g_00016, Prbc.g_00002, Prbc.g_01367
OG0001515	Prau.g_00802	Prbc.g_00809, Prbc.g_00526
OG0001516	Prau.g_01037	Prbc.g_02056
OG0001517	Prau.g_01115	Prbc.g_02187
OG0001518	Prau.g_01310	Prbc.g_01347, Prbc.g_01330, Prbc.g_01332, Prbc.g_01326
OG0001519	Prau.g_00392	Prbc.g_00078
OG0001522	Prau.g_01710	Prbc.g_00630
OG0001523	Prau.g_00062	Prbc.g_00519
OG0001524	Prau.g_00379	Prbc.g_01279
OG0001526	Prau.g_00945	Prbc.g_01961
OG0001527	Prau.g_01145	Prbc.g_01342
OG0001528	Prau.g_01299	Prbc.g_00813
OG0001529	Prau.g_01323	Prbc.g_01334
OG0001533	Prau.g_00407	Prbc.g_01280
OG0001535	Prau.g_00913	Prbc.g_01922
OG0001536	Prau.g_01143	Prbc.g_02140
OG0001538	Prau.g_01343	Prbc.g_00581
OG0001539	Prau.g_01356	Prbc.g_01291
OG0001543	Prau.g_01646	Prbc.g_01287
OG0001544	Prau.g_01296	Prbc.g_00146
OG0001549	Prau.g_00127	Prbc.g_00444
OG0001550	Prau.g_00309	Prbc.g_01199
OG0001551	Prau.g_00333	Prbc.g_01115, Prbc.g_00528
OG0001552	Prau.g_00371	Prbc.g_00151
OG0001553	Prau.g_00394	Prbc.g_01297
OG0001554	Prau.g_00395	Prbc.g_02123
OG0001555	Prau.g_00498	Prbc.g_02132
OG0001556	Prau.g_00511	Prbc.g_01482
OG0001557	Prau.g_00717	Prbc.g_01757
OG0001559	Prau.g_00803	Prbc.g_00128
OG0001560	Prau.g_00822	Prbc.g_02072
OG0001561	Prau.g_00918	Prbc.g_00624
OG0001562	Prau.g_01055	Prbc.g_01818
OG0001563	Prau.g_01113	Prbc.g_00520
OG0001564	Prau.g_01114	Prbc.g_02117
OG0001565	Prau.g_01116	Prbc.g_01826
OG0001566	Prau.g_01119	Prbc.g_02131
OG0001567	Prau.g_01125	Prbc.g_01310
OG0001568	Prau.g_01140	Prbc.g_02186
OG0001569	Prau.g_01144	Prbc.g_00114
OG0001570	Prau.g_01150	Prbc.g_00119
OG0001571	Prau.g_01161	Prbc.g_00150
OG0001572	Prau.g_01170	Prbc.g_01288
OG0001573	Prau.g_01173	Prbc.g_02146
OG0001574	Prau.g_01308	Prbc.g_00019, Prbc.g_00096
OG0001575	Prau.g_01333	Prbc.g_00627
OG0001576	Prau.g_01348	Prbc.g_00142
OG0001577	Prau.g_01406	Prbc.g_00931
OG0001578	Prau.g_01408	Prbc.g_00656
OG0001582	Prau.g_01614	Prbc.g_02076
OG0001583	Prau.g_01616	Prbc.g_01834
OG0001584	Prau.g_01617	Prbc.g_01484
OG0001585	Prau.g_01627	Prbc.g_00800
OG0001586	Prau.g_01944	Prbc.g_00642
OG0001591	Prau.g_00365	Prbc.g_00614
OG0001593	Prau.g_00501	Prbc.g_00170
OG0001594	Prau.g_00510	Prbc.g_01480
OG0001595	Prau.g_00746	Prbc.g_01314
OG0001597	Prau.g_00920	Prbc.g_00099
OG0001599	Prau.g_01183	Prbc.g_00908
OG0001600	Prau.g_01184	Prbc.g_01489
OG0001601	Prau.g_01185	Prbc.g_01488
OG0001602	Prau.g_01186	Prbc.g_01487
OG0001603	Prau.g_01664	Prbc.g_00117
OG0001604	Prau.g_01745	Prbc.g_00098
OG0001605	Prau.g_01816	Prbc.g_00956
OG0001606	Prau.g_00342	Prbc.g_01251
OG0001609	Prau.g_00370	Prbc.g_00815
OG0001612	Prau.g_00831	Prbc.g_01830
OG0001618	Prau.g_01387	Prbc.g_00147
OG0001628	Prau.g_01656	Prbc.g_02197
OG0001695	Prau.g_01474	Prbc.g_00185
OG0001699	Prau.g_00747	Prbc.g_01325
OG0001705	Prau.g_01152	Prbc.g_00639
OG0001713	Prau.g_01462	Prbc.g_00188
OG0001730	Prau.g_01472	Prbc.g_00187
OG0001736	Prau.g_00972	Prbc.g_01994
OG0001819	Prau.g_00413	Prbc.g_00649
OG0001827	Prau.g_01707	Prbc.g_01282
OG0001830	Prau.g_01473, Prau.g_01464	Prbc.g_00186
OG0001866	Prau.g_01321	Prbc.g_00135
OG0001877	Prau.g_00398	Prbc.g_01371
OG0001960	Prau.g_00052	Prbc.g_01110, Prbc.g_00263
OG0002019	Prau.g_01670	Prbc.g_00620
OG0002031	Prau.g_01687	Prbc.g_00805
OG0002033	Prau.g_01286, Prau.g_01715, Prau.g_01713, Prau.g_00442	Prbc.g_00024
OG0002056	Prau.g_01365	Prbc.g_00167
