Orthogroup	Prac	Syah
OG0001168	Prac.g_00587	Syah.g_02261
OG0001169	Prac.g_00585	Syah.g_02263
OG0001170	Prac.g_00583	Syah.g_02265
OG0001171	Prac.g_00574	Syah.g_02276
OG0001172	Prac.g_00479	Syah.g_00692
OG0001173	Prac.g_00480	Syah.g_00693
OG0001174	Prac.g_00488	Syah.g_00701
OG0001175	Prac.g_00489	Syah.g_00702
OG0001176	Prac.g_00496	Syah.g_00738
OG0001177	Prac.g_00499	Syah.g_00736
OG0001178	Prac.g_00504	Syah.g_02390
OG0001179	Prac.g_00532	Syah.g_00767
OG0001180	Prac.g_00553	Syah.g_00792
OG0001181	Prac.g_00557	Syah.g_00796
OG0001182	Prac.g_00564	Syah.g_00805
OG0001183	Prac.g_00006	Syah.g_00810
OG0001184	Prac.g_00022	Syah.g_00192
OG0001185	Prac.g_00036	Syah.g_00244
OG0001186	Prac.g_00058	Syah.g_00294
OG0001187	Prac.g_00062	Syah.g_00289
OG0001188	Prac.g_00064	Syah.g_00299
OG0001189	Prac.g_00081	Syah.g_00316
OG0001190	Prac.g_00085	Syah.g_00512
OG0001191	Prac.g_00095	Syah.g_00491
OG0001192	Prac.g_00099	Syah.g_00485
OG0001193	Prac.g_00109	Syah.g_00456
OG0001194	Prac.g_00110	Syah.g_00454
OG0001195	Prac.g_00111	Syah.g_00453
OG0001196	Prac.g_00124	Syah.g_00390
OG0001197	Prac.g_00125	Syah.g_00388
OG0001198	Prac.g_01950	Syah.g_00376
OG0001199	Prac.g_01857	Syah.g_02488
OG0001200	Prac.g_01855	Syah.g_02490
OG0001201	Prac.g_01823	Syah.g_02538
OG0001202	Prac.g_01731	Syah.g_00594
OG0001203	Prac.g_01692	Syah.g_00909
OG0001204	Prac.g_01687	Syah.g_00676
OG0001205	Prac.g_01102	Syah.g_02222
OG0001206	Prac.g_01083	Syah.g_01208
OG0001207	Prac.g_01067	Syah.g_00987
OG0001208	Prac.g_01062	Syah.g_00999
OG0001209	Prac.g_00837	Syah.g_01067
OG0001210	Prac.g_00832	Syah.g_01074
OG0001211	Prac.g_00822	Syah.g_01092
OG0001212	Prac.g_00776	Syah.g_01150
OG0001213	Prac.g_00742	Syah.g_01946
OG0001214	Prac.g_00734	Syah.g_01933
OG0001215	Prac.g_00681	Syah.g_01996
OG0001216	Prac.g_01558	Syah.g_01727
OG0001217	Prac.g_01521	Syah.g_01869
OG0001219	Prac.g_01487	Syah.g_01578
OG0001220	Prac.g_01424	Syah.g_02113
OG0001221	Prac.g_01373	Syah.g_01816
OG0001223	Prac.g_01309	Syah.g_01654
OG0001224	Prac.g_01260	Syah.g_02034
OG0001225	Prac.g_01258	Syah.g_02032
OG0001226	Prac.g_01232	Syah.g_01887
OG0001227	Prac.g_01213	Syah.g_00472
OG0001228	Prac.g_00940	Syah.g_02228
OG0001229	Prac.g_00215	Syah.g_02009
OG0001230	Prac.g_00419	Syah.g_01302
OG0001231	Prac.g_00315	Syah.g_00356
OG0001232	Prac.g_00602	Syah.g_02422
OG0001233	Prac.g_00582	Syah.g_02266
OG0001234	Prac.g_00491	Syah.g_00706
OG0001236	Prac.g_00019	Syah.g_00189
OG0001237	Prac.g_00023	Syah.g_00201
OG0001238	Prac.g_00096	Syah.g_00490
OG0001240	Prac.g_01838	Syah.g_02523
OG0001241	Prac.g_01830	Syah.g_02532
OG0001242	Prac.g_01812	Syah.g_00011
OG0001243	Prac.g_01806	Syah.g_00017
OG0001244	Prac.g_01790	Syah.g_00049
OG0001245	Prac.g_01153	Syah.g_01848
OG0001246	Prac.g_00867	Syah.g_01025
OG0001247	Prac.g_00688	Syah.g_01741
OG0001248	Prac.g_00686	Syah.g_01744
OG0001249	Prac.g_01498	Syah.g_00849
OG0001250	Prac.g_01435	Syah.g_02090
OG0001251	Prac.g_01400	Syah.g_00448
OG0001252	Prac.g_01265	Syah.g_02041
OG0001253	Prac.g_01212	Syah.g_01849
OG0001254	Prac.g_01016	Syah.g_01438
OG0001255	Prac.g_01001	Syah.g_00919
OG0001256	Prac.g_00322	Syah.g_02369
OG0001257	Prac.g_00316	Syah.g_01237
OG0001258	Prac.g_00628	Syah.g_02379
OG0001259	Prac.g_00584	Syah.g_02264
OG0001260	Prac.g_00568	Syah.g_02286
OG0001262	Prac.g_00079	Syah.g_00314
OG0001263	Prac.g_01803	Syah.g_00020
OG0001265	Prac.g_01813	Syah.g_00009
OG0001266	Prac.g_01727	Syah.g_00590
OG0001267	Prac.g_01651	Syah.g_00624
OG0001268	Prac.g_01195	Syah.g_00864
OG0001269	Prac.g_01175	Syah.g_00916
OG0001270	Prac.g_01113	Syah.g_02238
OG0001271	Prac.g_01072	Syah.g_01218
OG0001272	Prac.g_01058	Syah.g_01003
OG0001273	Prac.g_00740	Syah.g_01940
OG0001274	Prac.g_00668	Syah.g_00537
OG0001275	Prac.g_01300	Syah.g_01669
OG0001276	Prac.g_01281	Syah.g_01685
OG0001277	Prac.g_01223	Syah.g_00404
OG0001278	Prac.g_00935	Syah.g_01390
OG0001280	Prac.g_00174	Syah.g_02197
OG0001281	Prac.g_00180	Syah.g_02207
OG0001282	Prac.g_00218	Syah.g_00985
OG0001283	Prac.g_00237	Syah.g_00395
OG0001284	Prac.g_00341	Syah.g_02348
OG0001287	Prac.g_00043	Syah.g_00252
OG0001288	Prac.g_00051	Syah.g_00266
OG0001289	Prac.g_01844	Syah.g_02508
OG0001291	Prac.g_01796	Syah.g_00032
OG0001292	Prac.g_01682	Syah.g_00671
OG0001293	Prac.g_01670	Syah.g_00650
OG0001294	Prac.g_01155	Syah.g_01507
OG0001295	Prac.g_01078	Syah.g_01076
OG0001296	Prac.g_00862	Syah.g_01030
OG0001298	Prac.g_00796	Syah.g_01128
OG0001299	Prac.g_00705	Syah.g_01501
OG0001300	Prac.g_00678	Syah.g_02005
OG0001301	Prac.g_00675	Syah.g_02018
OG0001302	Prac.g_01489	Syah.g_01901
OG0001303	Prac.g_01296	Syah.g_01580
OG0001304	Prac.g_01271	Syah.g_01698
OG0001305	Prac.g_01252	Syah.g_02024
OG0001306	Prac.g_00999	Syah.g_02179
OG0001307	Prac.g_00200	Syah.g_00724
OG0001309	Prac.g_00318	Syah.g_01040
OG0001310	Prac.g_00613	Syah.g_02402
OG0001311	Prac.g_01279	Syah.g_01687
OG0001312	Prac.g_01346	Syah.g_01590
OG0001315	Prac.g_01869	Syah.g_00808
OG0001316	Prac.g_01791	Syah.g_00039
OG0001317	Prac.g_01696	Syah.g_00905
OG0001318	Prac.g_01675	Syah.g_00658
OG0001319	Prac.g_01659	Syah.g_00635
OG0001321	Prac.g_01096	Syah.g_02216
OG0001322	Prac.g_01095	Syah.g_02215
OG0001323	Prac.g_00853	Syah.g_01043
OG0001324	Prac.g_00677	Syah.g_02006
OG0001325	Prac.g_01555	Syah.g_01723
OG0001326	Prac.g_00647	Syah.g_00443
OG0001327	Prac.g_01240	Syah.g_01519
OG0001328	Prac.g_01214	Syah.g_01822
OG0001329	Prac.g_01024	Syah.g_01906
OG0001330	Prac.g_00153	Syah.g_02190
OG0001332	Prac.g_00368	Syah.g_02308
OG0001333	Prac.g_00588	Syah.g_02260
OG0001334	Prac.g_00009	Syah.g_00818
OG0001335	Prac.g_00010	Syah.g_00819
OG0001336	Prac.g_00121	Syah.g_00394
OG0001340	Prac.g_01603	Syah.g_00838
OG0001341	Prac.g_01523	Syah.g_02011
OG0001343	Prac.g_01403	Syah.g_00450
OG0001344	Prac.g_00981	Syah.g_02153
OG0001345	Prac.g_00966	Syah.g_02124
OG0001346	Prac.g_00176	Syah.g_02200
OG0001348	Prac.g_00295	Syah.g_02073
OG0001352	Prac.g_00691	Syah.g_01058
OG0001355	Prac.g_00285, Prac.g_00878	Syah.g_01077
OG0001358	Prac.g_00751	Syah.g_01963
OG0001359	Prac.g_01402	Syah.g_00451
OG0001360	Prac.g_01211	Syah.g_02122
OG0001361	Prac.g_00969	Syah.g_02127
OG0001362	Prac.g_00397	Syah.g_01275
OG0001363	Prac.g_00395	Syah.g_01273
OG0001364	Prac.g_00012	Syah.g_00174
OG0001370	Prac.g_01086	Syah.g_01732, Syah.g_00429
OG0001372	Prac.g_01515	Syah.g_01055
OG0001373	Prac.g_00646	Syah.g_00444
OG0001374	Prac.g_00654	Syah.g_00436
OG0001375	Prac.g_01404	Syah.g_00449
OG0001376	Prac.g_01246	Syah.g_00483
OG0001377	Prac.g_01245	Syah.g_00484
OG0001378	Prac.g_01047	Syah.g_02239
OG0001381	Prac.g_00211	Syah.g_00717
OG0001382	Prac.g_00302	Syah.g_00258
OG0001385	Prac.g_00643	Syah.g_00447
OG0001386	Prac.g_00644	Syah.g_00446
OG0001387	Prac.g_00645	Syah.g_00445
OG0001388	Prac.g_00648	Syah.g_00442
OG0001389	Prac.g_00649	Syah.g_00441
OG0001390	Prac.g_00650	Syah.g_00440
OG0001391	Prac.g_00651	Syah.g_00439
OG0001392	Prac.g_00652	Syah.g_00438
OG0001393	Prac.g_00653	Syah.g_00437
OG0001395	Prac.g_01269	Syah.g_01705
OG0001397	Prac.g_00396	Syah.g_01274
OG0001400	Prac.g_00440	Syah.g_00045
OG0001403	Prac.g_01917	Syah.g_00341
OG0001404	Prac.g_01863	Syah.g_02482
OG0001405	Prac.g_01605	Syah.g_00821
OG0001406	Prac.g_01247	Syah.g_00482
OG0001407	Prac.g_01234	Syah.g_01059
OG0001408	Prac.g_01228, Prac.g_01229	Syah.g_01378
OG0001410	Prac.g_00201	Syah.g_00725
OG0001413	Prac.g_00327	Syah.g_01894
OG0001414	Prac.g_01701	Syah.g_00718
OG0001416	Prac.g_01088, Prac.g_01087	Syah.g_02204
OG0001417	Prac.g_01076, Prac.g_01075	Syah.g_01640
OG0001419	Prac.g_01233	Syah.g_01060
OG0001420	Prac.g_01038	Syah.g_01053
OG0001421	Prac.g_00321	Syah.g_01851
OG0001423	Prac.g_00634	Syah.g_00965
OG0001428	Prac.g_01758	Syah.g_00081
OG0001430	Prac.g_00148	Syah.g_00518
OG0001432	Prac.g_00328	Syah.g_01348
OG0001433	Prac.g_00899	Syah.g_01513
OG0001435	Prac.g_01388	Syah.g_01525
OG0001438	Prac.g_01638	Syah.g_00102
OG0001439	Prac.g_01624	Syah.g_00128
OG0001442	Prac.g_01530	Syah.g_01795
OG0001446	Prac.g_01852	Syah.g_01731
OG0001447	Prac.g_01805	Syah.g_00018
OG0001448	Prac.g_01167	Syah.g_01540
OG0001452	Prac.g_01398	Syah.g_00663
OG0001454	Prac.g_01218	Syah.g_01888
OG0001456	Prac.g_01008	Syah.g_00434
OG0001457	Prac.g_01007	Syah.g_00433
OG0001458	Prac.g_01006	Syah.g_00432
OG0001459	Prac.g_00134	Syah.g_01456
OG0001462	Prac.g_01912	Syah.g_00335
OG0001465	Prac.g_00669	Syah.g_01737
OG0001468	Prac.g_01242	Syah.g_01899
OG0001470	Prac.g_00239	Syah.g_02242
OG0001471	Prac.g_00326	Syah.g_00123
OG0001473	Prac.g_00059	Syah.g_01903
OG0001474	Prac.g_01194	Syah.g_00865
OG0001475	Prac.g_00241	Syah.g_02244
OG0001479	Prac.g_01197	Syah.g_00862
OG0001480	Prac.g_01165	Syah.g_02114
OG0001481	Prac.g_01160	Syah.g_01703
OG0001482	Prac.g_01090	Syah.g_01650
OG0001492	Prac.g_00938	Syah.g_01393
OG0001493	Prac.g_00930	Syah.g_01385
OG0001494	Prac.g_00453	Syah.g_02438
OG0001499	Prac.g_01870	Syah.g_01463, Syah.g_01462
OG0001502	Prac.g_01502	Syah.g_02109
OG0001504	Prac.g_00135	Syah.g_01455
OG0001507	Prac.g_00278	Syah.g_02464
OG0001508	Prac.g_00238	Syah.g_02241
OG0001520	Prac.g_01141, Prac.g_01140	Syah.g_01115
OG0001522	Prac.g_01443	Syah.g_02080
OG0001528	Prac.g_00240	Syah.g_02243
OG0001546	Prac.g_00848	Syah.g_01047
OG0001548	Prac.g_01500	Syah.g_01882
OG0001551	Prac.g_01009	Syah.g_02068
OG0001572	Prac.g_00911	Syah.g_01333
OG0001582	Prac.g_01077	Syah.g_02442
OG0001585	Prac.g_00132	Syah.g_01840
OG0001588	Prac.g_00435	Syah.g_00177
OG0001602	Prac.g_00670	Syah.g_01738
OG0001625	Prac.g_01673	Syah.g_00656
OG0001633	Prac.g_00214	Syah.g_01551
OG0001667	Prac.g_00155	Syah.g_02458
OG0001712	Prac.g_01123	Syah.g_01847
OG0001713	Prac.g_01873	Syah.g_02144
OG0001718	Prac.g_01171	Syah.g_02043
OG0002155	Prac.g_00462, Prac.g_00267	Syah.g_00227
OG0002156	Prac.g_01895, Prac.g_01894	Syah.g_01316
OG0002425	Prac.g_00451	Syah.g_00213
OG0002426	Prac.g_00456	Syah.g_00212
OG0002488	Prac.g_00449	Syah.g_00175
OG0002695	Prac.g_00450	Syah.g_00217
OG0003029	Prac.g_00910	Syah.g_01176
