Orthogroup	Prac	Syat
OG0001176	Prac.g_00496	Syat.g_01831
OG0001178	Prac.g_00504	Syat.g_03137
OG0001180	Prac.g_00553	Syat.g_01654
OG0001181	Prac.g_00557	Syat.g_01650
OG0001182	Prac.g_00564	Syat.g_01642
OG0001183	Prac.g_00006	Syat.g_01632
OG0001184	Prac.g_00022	Syat.g_02160
OG0001185	Prac.g_00036	Syat.g_02200
OG0001186	Prac.g_00058	Syat.g_02235
OG0001187	Prac.g_00062	Syat.g_02256
OG0001188	Prac.g_00064	Syat.g_02261
OG0001189	Prac.g_00081	Syat.g_02287
OG0001190	Prac.g_00085	Syat.g_02692
OG0001191	Prac.g_00095	Syat.g_02675
OG0001192	Prac.g_00099	Syat.g_02663
OG0001193	Prac.g_00109	Syat.g_02513
OG0001194	Prac.g_00110	Syat.g_02515
OG0001195	Prac.g_00111	Syat.g_02516
OG0001196	Prac.g_00124	Syat.g_02398
OG0001197	Prac.g_00125	Syat.g_02396
OG0001199	Prac.g_01857	Syat.g_01475
OG0001200	Prac.g_01855	Syat.g_01477
OG0001201	Prac.g_01823	Syat.g_01572
OG0001202	Prac.g_01731	Syat.g_02812
OG0001203	Prac.g_01692	Syat.g_01447
OG0001204	Prac.g_01687	Syat.g_01867
OG0001205	Prac.g_01102	Syat.g_01287
OG0001206	Prac.g_01083	Syat.g_03268
OG0001207	Prac.g_01067	Syat.g_03162
OG0001208	Prac.g_01062	Syat.g_03172
OG0001209	Prac.g_00837	Syat.g_03273
OG0001210	Prac.g_00832	Syat.g_00103
OG0001211	Prac.g_00822	Syat.g_00078
OG0001213	Prac.g_00742	Syat.g_03289
OG0001214	Prac.g_00734	Syat.g_00128
OG0001216	Prac.g_01558	Syat.g_00660
OG0001217	Prac.g_01521	Syat.g_02587
OG0001219	Prac.g_01487	Syat.g_00629
OG0001220	Prac.g_01424	Syat.g_01534
OG0001222	Prac.g_01335	Syat.g_00597
OG0001223	Prac.g_01309	Syat.g_00544
OG0001224	Prac.g_01260	Syat.g_00804
OG0001225	Prac.g_01258	Syat.g_00806
OG0001226	Prac.g_01232	Syat.g_01485
OG0001228	Prac.g_00940	Syat.g_00938
OG0001229	Prac.g_00215	Syat.g_00981
OG0001230	Prac.g_00419	Syat.g_01235
OG0001231	Prac.g_00315	Syat.g_02327
OG0001232	Prac.g_00602	Syat.g_03041
OG0001233	Prac.g_00582	Syat.g_03012
OG0001234	Prac.g_00491	Syat.g_02092
OG0001235	Prac.g_00501	Syat.g_01838
OG0001236	Prac.g_00019	Syat.g_02156
OG0001237	Prac.g_00023	Syat.g_02161
OG0001238	Prac.g_00096	Syat.g_02673
OG0001239	Prac.g_01860	Syat.g_01472
OG0001240	Prac.g_01838	Syat.g_01554
OG0001241	Prac.g_01830	Syat.g_01564
OG0001242	Prac.g_01812	Syat.g_02936
OG0001243	Prac.g_01806	Syat.g_02928
OG0001244	Prac.g_01790	Syat.g_02901
OG0001245	Prac.g_01153	Syat.g_00212
OG0001246	Prac.g_00867	Syat.g_03209
OG0001247	Prac.g_00688	Syat.g_01019
OG0001248	Prac.g_00686	Syat.g_03159
OG0001249	Prac.g_01498	Syat.g_01620
OG0001250	Prac.g_01435	Syat.g_00739
OG0001251	Prac.g_01400	Syat.g_00963, Syat.g_00621
OG0001252	Prac.g_01265	Syat.g_00787
OG0001255	Prac.g_01001	Syat.g_00843
OG0001256	Prac.g_00322	Syat.g_03111
OG0001257	Prac.g_00316	Syat.g_01716, Syat.g_00346, Syat.g_00438, Syat.g_00729, Syat.g_00918
OG0001258	Prac.g_00628	Syat.g_03119
OG0001259	Prac.g_00584	Syat.g_03014
OG0001261	Prac.g_00540	Syat.g_01791
OG0001262	Prac.g_00079	Syat.g_02285
OG0001263	Prac.g_01803	Syat.g_02926
OG0001265	Prac.g_01813	Syat.g_02938
OG0001266	Prac.g_01727	Syat.g_02808
OG0001267	Prac.g_01651	Syat.g_02060
OG0001268	Prac.g_01195	Syat.g_01608
OG0001269	Prac.g_01175	Syat.g_02369
OG0001270	Prac.g_01113	Syat.g_02968
OG0001271	Prac.g_01072	Syat.g_01374
OG0001272	Prac.g_01058	Syat.g_03176
OG0001274	Prac.g_00668	Syat.g_02727
OG0001275	Prac.g_01300	Syat.g_00529
OG0001276	Prac.g_01281	Syat.g_00705
OG0001277	Prac.g_01223	Syat.g_03312
OG0001278	Prac.g_00935	Syat.g_00895
OG0001281	Prac.g_00180	Syat.g_01159
OG0001282	Prac.g_00218	Syat.g_02780
OG0001283	Prac.g_00237	Syat.g_02403
OG0001287	Prac.g_00043	Syat.g_02208
OG0001288	Prac.g_00051	Syat.g_02225
OG0001289	Prac.g_01844	Syat.g_01527
OG0001290	Prac.g_01831	Syat.g_01563
OG0001291	Prac.g_01796	Syat.g_02916
OG0001292	Prac.g_01682	Syat.g_01873
OG0001293	Prac.g_01670	Syat.g_01995
OG0001294	Prac.g_01155	Syat.g_00409
OG0001295	Prac.g_01078	Syat.g_00945
OG0001296	Prac.g_00862	Syat.g_03217
OG0001298	Prac.g_00796	Syat.g_00043
OG0001299	Prac.g_00705	Syat.g_00401
OG0001300	Prac.g_00678	Syat.g_01025
OG0001303	Prac.g_01296	Syat.g_00628
OG0001304	Prac.g_01271	Syat.g_00690
OG0001305	Prac.g_01252	Syat.g_00813
OG0001306	Prac.g_00999	Syat.g_03234
OG0001307	Prac.g_00200	Syat.g_02082
OG0001308	Prac.g_00401	Syat.g_01176
OG0001309	Prac.g_00318	Syat.g_01113
OG0001310	Prac.g_00613	Syat.g_03066
OG0001311	Prac.g_01279	Syat.g_00703
OG0001312	Prac.g_01346	Syat.g_00615
OG0001315	Prac.g_01869	Syat.g_01634
OG0001317	Prac.g_01696	Syat.g_01451
OG0001318	Prac.g_01675	Syat.g_01888
OG0001319	Prac.g_01659	Syat.g_02048
OG0001323	Prac.g_00853	Syat.g_01111
OG0001325	Prac.g_01555	Syat.g_00664
OG0001326	Prac.g_00647	Syat.g_02525
OG0001327	Prac.g_01240	Syat.g_00414
OG0001329	Prac.g_01024	Syat.g_00097
OG0001331	Prac.g_00223	Syat.g_01301
OG0001333	Prac.g_00588	Syat.g_03018
OG0001336	Prac.g_00121	Syat.g_02402
OG0001345	Prac.g_00966	Syat.g_00290
OG0001348	Prac.g_00295	Syat.g_03316
OG0001351	Prac.g_01093	Syat.g_01318
OG0001355	Prac.g_00285, Prac.g_00878	Syat.g_02589
OG0001356	Prac.g_00900	Syat.g_01035, Syat.g_01428
OG0001358	Prac.g_00751	Syat.g_03319
OG0001360	Prac.g_01211	Syat.g_00256
OG0001361	Prac.g_00969	Syat.g_00293
OG0001364	Prac.g_00012	Syat.g_02143
OG0001365	Prac.g_00089	Syat.g_02687
OG0001371	Prac.g_00692	Syat.g_01490
OG0001373	Prac.g_00646	Syat.g_02524
OG0001374	Prac.g_00654	Syat.g_02541
OG0001376	Prac.g_01246	Syat.g_00841
OG0001377	Prac.g_01245	Syat.g_00842
OG0001378	Prac.g_01047	Syat.g_02967
OG0001382	Prac.g_00302	Syat.g_00101
OG0001385	Prac.g_00643	Syat.g_02521
OG0001386	Prac.g_00644	Syat.g_02522
OG0001387	Prac.g_00645	Syat.g_02523
OG0001388	Prac.g_00648	Syat.g_02526
OG0001389	Prac.g_00649	Syat.g_02531
OG0001390	Prac.g_00650	Syat.g_02532
OG0001391	Prac.g_00651	Syat.g_02533
OG0001392	Prac.g_00652	Syat.g_02539
OG0001393	Prac.g_00653	Syat.g_02540
OG0001403	Prac.g_01917	Syat.g_02307
OG0001406	Prac.g_01247	Syat.g_00840
OG0001408	Prac.g_01228, Prac.g_01229	Syat.g_00211
OG0001409	Prac.g_00978	Syat.g_01007
OG0001413	Prac.g_00327	Syat.g_02775, Syat.g_00853
OG0001415	Prac.g_01699	Syat.g_00017
OG0001416	Prac.g_01088, Prac.g_01087	Syat.g_02491
OG0001417	Prac.g_01076, Prac.g_01075	Syat.g_01705
OG0001418	Prac.g_00687	Syat.g_03267
OG0001420	Prac.g_01038	Syat.g_01099
OG0001421	Prac.g_00321	Syat.g_03056
OG0001429	Prac.g_01486	Syat.g_00627
OG0001430	Prac.g_00148	Syat.g_03343
OG0001432	Prac.g_00328	Syat.g_00846
OG0001433	Prac.g_00899	Syat.g_01429
OG0001435	Prac.g_01388	Syat.g_00422
OG0001437	Prac.g_01700	Syat.g_00016
OG0001438	Prac.g_01638	Syat.g_02076
OG0001439	Prac.g_01624	Syat.g_02105
OG0001441	Prac.g_00851	Syat.g_01109
OG0001451	Prac.g_01415	Syat.g_02877
OG0001452	Prac.g_01398	Syat.g_01881
OG0001453	Prac.g_01306	Syat.g_00538
OG0001454	Prac.g_01218	Syat.g_00189
OG0001456	Prac.g_01008	Syat.g_02545
OG0001457	Prac.g_01007	Syat.g_02546
OG0001458	Prac.g_01006	Syat.g_02547
OG0001459	Prac.g_00134	Syat.g_03357, Syat.g_03358
OG0001462	Prac.g_01912	Syat.g_02301
OG0001467	Prac.g_01497	Syat.g_02457
OG0001470	Prac.g_00239	Syat.g_02257, Syat.g_02252
OG0001473	Prac.g_00059	Syat.g_00190
OG0001474	Prac.g_01194	Syat.g_01607
OG0001475	Prac.g_00241	Syat.g_01116
OG0001479	Prac.g_01197	Syat.g_01610
OG0001480	Prac.g_01165	Syat.g_00100
OG0001482	Prac.g_01090	Syat.g_00549
OG0001486	Prac.g_00987	Syat.g_03258
OG0001492	Prac.g_00938	Syat.g_00898
OG0001493	Prac.g_00930	Syat.g_00890
OG0001502	Prac.g_01502	Syat.g_00757
OG0001504	Prac.g_00135	Syat.g_03356
OG0001507	Prac.g_00278	Syat.g_03261
OG0001508	Prac.g_00238	Syat.g_02258
OG0001520	Prac.g_01141, Prac.g_01140	Syat.g_00852
OG0001522	Prac.g_01443	Syat.g_00642
OG0001523	Prac.g_01014	Syat.g_01089
OG0001524	Prac.g_01013	Syat.g_01088
OG0001526	Prac.g_00474	Syat.g_02907
OG0001528	Prac.g_00240	Syat.g_01115
OG0001546	Prac.g_00848	Syat.g_01106
OG0001553	Prac.g_00414	Syat.g_01230
OG0001554	Prac.g_00320	Syat.g_01005
OG0001584	Prac.g_01354	Syat.g_00468
OG0001587	Prac.g_00472	Syat.g_02990
OG0001588	Prac.g_00435	Syat.g_03195
OG0001613	Prac.g_00004	Syat.g_01635
OG0001625	Prac.g_01673	Syat.g_01938
OG0001647	Prac.g_01658	Syat.g_02051
OG0001701	Prac.g_00475	Syat.g_02905
OG0001726	Prac.g_01126	Syat.g_02003
OG0001745	Prac.g_00329	Syat.g_00971
OG0001924	Prac.g_01585	Syat.g_02767
OG0001925	Prac.g_01586	Syat.g_02766
OG0001926	Prac.g_01587	Syat.g_02765
OG0001927	Prac.g_01588	Syat.g_02764
OG0001993	Prac.g_01583	Syat.g_02769
OG0002097	Prac.g_00274	Syat.g_02176
OG0002109	Prac.g_00658, Prac.g_00193	Syat.g_01923, Syat.g_01752
OG0002110	Prac.g_00641, Prac.g_00638	Syat.g_02552
OG0002155	Prac.g_00462, Prac.g_00267	Syat.g_02174
OG0002274	Prac.g_00470	Syat.g_02175
OG0002364	Prac.g_01485	Syat.g_00626
OG0002559	Prac.g_00916	Syat.g_00145
OG0002628	Prac.g_00663	Syat.g_02210
OG0002895	Prac.g_00659, Prac.g_00192	Syat.g_01751
OG0002896	Prac.g_00250	Syat.g_02239, Syat.g_02244
OG0002899	Prac.g_00660	Syat.g_01972
OG0003024	Prac.g_00255	Syat.g_02172, Syat.g_01207
OG0003351	Prac.g_00247	Syat.g_02659
