Orthogroup	Prac	Syar
OG0001143	Prac.g_00948	Syar.g_01698
OG0001144	Prac.g_00943	Syar.g_01707
OG0001145	Prac.g_00167	Syar.g_02769
OG0001146	Prac.g_00179	Syar.g_02782
OG0001147	Prac.g_00203	Syar.g_01276
OG0001148	Prac.g_00219	Syar.g_01459
OG0001149	Prac.g_00220	Syar.g_01458
OG0001150	Prac.g_00221	Syar.g_01457
OG0001151	Prac.g_00232	Syar.g_01238
OG0001152	Prac.g_00233	Syar.g_01237
OG0001153	Prac.g_00379	Syar.g_01398
OG0001154	Prac.g_00378	Syar.g_01397
OG0001155	Prac.g_00366	Syar.g_01211
OG0001156	Prac.g_00363	Syar.g_01185
OG0001157	Prac.g_00362	Syar.g_01184
OG0001158	Prac.g_00361	Syar.g_01183
OG0001159	Prac.g_00360	Syar.g_01182
OG0001160	Prac.g_00336	Syar.g_02908
OG0001161	Prac.g_00324	Syar.g_00382
OG0001162	Prac.g_00313	Syar.g_03081
OG0001163	Prac.g_00633	Syar.g_02917
OG0001164	Prac.g_00629	Syar.g_02922
OG0001165	Prac.g_00626	Syar.g_02927
OG0001166	Prac.g_00606	Syar.g_02959
OG0001167	Prac.g_00589	Syar.g_02982
OG0001168	Prac.g_00587	Syar.g_02983
OG0001169	Prac.g_00585	Syar.g_02985
OG0001170	Prac.g_00583	Syar.g_02987
OG0001171	Prac.g_00574	Syar.g_02999
OG0001172	Prac.g_00479	Syar.g_00143
OG0001173	Prac.g_00480	Syar.g_00142
OG0001174	Prac.g_00488	Syar.g_00134
OG0001175	Prac.g_00489	Syar.g_00133
OG0001176	Prac.g_00496	Syar.g_01025
OG0001177	Prac.g_00499	Syar.g_01023
OG0001178	Prac.g_00504	Syar.g_02943
OG0001179	Prac.g_00532	Syar.g_01055
OG0001181	Prac.g_00557	Syar.g_01082
OG0001182	Prac.g_00564	Syar.g_01090
OG0001183	Prac.g_00006	Syar.g_01096
OG0001184	Prac.g_00022	Syar.g_00653
OG0001185	Prac.g_00036	Syar.g_00614
OG0001186	Prac.g_00058	Syar.g_00562
OG0001187	Prac.g_00062	Syar.g_00548
OG0001188	Prac.g_00064	Syar.g_00546
OG0001189	Prac.g_00081	Syar.g_00525
OG0001190	Prac.g_00085	Syar.g_00330
OG0001191	Prac.g_00095	Syar.g_00349
OG0001192	Prac.g_00099	Syar.g_00356
OG0001193	Prac.g_00109	Syar.g_00711
OG0001194	Prac.g_00110	Syar.g_00622
OG0001195	Prac.g_00111	Syar.g_00623
OG0001196	Prac.g_00124	Syar.g_00453
OG0001197	Prac.g_00125	Syar.g_00455
OG0001198	Prac.g_01950	Syar.g_00467
OG0001199	Prac.g_01857	Syar.g_03045
OG0001200	Prac.g_01855	Syar.g_03047
OG0001201	Prac.g_01823	Syar.g_03120
OG0001202	Prac.g_01731	Syar.g_00991
OG0001203	Prac.g_01692	Syar.g_03021
OG0001204	Prac.g_01687	Syar.g_00154
OG0001205	Prac.g_01102	Syar.g_02869
OG0001207	Prac.g_01067	Syar.g_01462
OG0001208	Prac.g_01062	Syar.g_01471
OG0001211	Prac.g_00822	Syar.g_02323
OG0001212	Prac.g_00776	Syar.g_02027
OG0001213	Prac.g_00742	Syar.g_02239
OG0001214	Prac.g_00734	Syar.g_02420
OG0001215	Prac.g_00681	Syar.g_00965
OG0001216	Prac.g_01558	Syar.g_01909
OG0001217	Prac.g_01521	Syar.g_02852
OG0001219	Prac.g_01487	Syar.g_02585
OG0001222	Prac.g_01335	Syar.g_02552
OG0001223	Prac.g_01309	Syar.g_02505
OG0001224	Prac.g_01260	Syar.g_01361
OG0001225	Prac.g_01258	Syar.g_01929
OG0001226	Prac.g_01232	Syar.g_03054
OG0001227	Prac.g_01213	Syar.g_02213
OG0001230	Prac.g_00419	Syar.g_02816
OG0001231	Prac.g_00315	Syar.g_00485
OG0001232	Prac.g_00602	Syar.g_02968
OG0001233	Prac.g_00582	Syar.g_02988
OG0001235	Prac.g_00501	Syar.g_01019
OG0001236	Prac.g_00019	Syar.g_00657
OG0001237	Prac.g_00023	Syar.g_00652
OG0001238	Prac.g_00096	Syar.g_00351
OG0001239	Prac.g_01860	Syar.g_03043
OG0001240	Prac.g_01838	Syar.g_03101
OG0001241	Prac.g_01830	Syar.g_03149, Syar.g_03112
OG0001242	Prac.g_01812	Syar.g_00043
OG0001243	Prac.g_01806	Syar.g_00051
OG0001244	Prac.g_01790	Syar.g_00075
OG0001245	Prac.g_01153	Syar.g_00999
OG0001246	Prac.g_00867	Syar.g_01910
OG0001247	Prac.g_00688	Syar.g_02024
OG0001248	Prac.g_00686	Syar.g_02059
OG0001249	Prac.g_01498	Syar.g_01113
OG0001250	Prac.g_01435	Syar.g_01819, Syar.g_03240
OG0001251	Prac.g_01400	Syar.g_02575
OG0001252	Prac.g_01265	Syar.g_01372
OG0001253	Prac.g_01212	Syar.g_02015
OG0001254	Prac.g_01016	Syar.g_02233
OG0001255	Prac.g_01001	Syar.g_01746
OG0001256	Prac.g_00322	Syar.g_02915
OG0001257	Prac.g_00316	Syar.g_00807, Syar.g_02468, Syar.g_02269
OG0001258	Prac.g_00628	Syar.g_02925
OG0001259	Prac.g_00584	Syar.g_02986
OG0001260	Prac.g_00568	Syar.g_03007
OG0001262	Prac.g_00079	Syar.g_00527
OG0001263	Prac.g_01803	Syar.g_00054
OG0001265	Prac.g_01813	Syar.g_00041
OG0001266	Prac.g_01727	Syar.g_00987
OG0001267	Prac.g_01651	Syar.g_00225
OG0001268	Prac.g_01195	Syar.g_01124
OG0001269	Prac.g_01175	Syar.g_00688
OG0001270	Prac.g_01113	Syar.g_01175
OG0001271	Prac.g_01072	Syar.g_01270
OG0001272	Prac.g_01058	Syar.g_01475
OG0001273	Prac.g_00740	Syar.g_02413
OG0001274	Prac.g_00668	Syar.g_00929
OG0001275	Prac.g_01300	Syar.g_02490
OG0001276	Prac.g_01281	Syar.g_01797
OG0001277	Prac.g_01223	Syar.g_02250
OG0001278	Prac.g_00935	Syar.g_01720
OG0001280	Prac.g_00174	Syar.g_03317
OG0001281	Prac.g_00180	Syar.g_02783
OG0001282	Prac.g_00218	Syar.g_01460, Syar.g_01351
OG0001283	Prac.g_00237	Syar.g_00447
OG0001284	Prac.g_00341	Syar.g_02900
OG0001285	Prac.g_00599	Syar.g_02972
OG0001287	Prac.g_00043	Syar.g_00606
OG0001288	Prac.g_00051	Syar.g_00591
OG0001289	Prac.g_01844	Syar.g_03080
OG0001290	Prac.g_01831	Syar.g_03111
OG0001291	Prac.g_01796	Syar.g_00064
OG0001292	Prac.g_01682	Syar.g_00160
OG0001293	Prac.g_01670	Syar.g_00198
OG0001294	Prac.g_01155	Syar.g_01687
OG0001295	Prac.g_01078	Syar.g_00693
OG0001296	Prac.g_00862	Syar.g_01506
OG0001298	Prac.g_00796	Syar.g_02210
OG0001299	Prac.g_00705	Syar.g_01915
OG0001303	Prac.g_01296	Syar.g_02583
OG0001304	Prac.g_01271	Syar.g_01557
OG0001305	Prac.g_01252	Syar.g_01937
OG0001306	Prac.g_00999	Syar.g_01521
OG0001307	Prac.g_00200	Syar.g_02591
OG0001308	Prac.g_00401	Syar.g_02798
OG0001309	Prac.g_00318	Syar.g_00360
OG0001310	Prac.g_00613	Syar.g_02951
OG0001311	Prac.g_01279	Syar.g_01795
OG0001312	Prac.g_01346	Syar.g_02569
OG0001315	Prac.g_01869	Syar.g_01094
OG0001317	Prac.g_01696	Syar.g_03025
OG0001318	Prac.g_01675	Syar.g_00186
OG0001319	Prac.g_01659	Syar.g_00215
OG0001325	Prac.g_01555	Syar.g_01577
OG0001326	Prac.g_00647	Syar.g_00632
OG0001327	Prac.g_01240	Syar.g_01674
OG0001329	Prac.g_01024	Syar.g_02337
OG0001331	Prac.g_00223	Syar.g_01455
OG0001334	Prac.g_00009	Syar.g_03166
OG0001336	Prac.g_00121	Syar.g_00448
OG0001339	Prac.g_01828	Syar.g_03114
OG0001343	Prac.g_01403	Syar.g_03210
OG0001345	Prac.g_00966	Syar.g_01958
OG0001346	Prac.g_00176	Syar.g_02778
OG0001348	Prac.g_00295	Syar.g_02259
OG0001351	Prac.g_01093	Syar.g_01420
OG0001355	Prac.g_00285, Prac.g_00878	Syar.g_01912
OG0001356	Prac.g_00900	Syar.g_00176
OG0001358	Prac.g_00751	Syar.g_02262
OG0001359	Prac.g_01402	Syar.g_03211
OG0001360	Prac.g_01211	Syar.g_01961
OG0001361	Prac.g_00969	Syar.g_01955
OG0001364	Prac.g_00012	Syar.g_00284
OG0001365	Prac.g_00089	Syar.g_00335
OG0001370	Prac.g_01086	Syar.g_00013
OG0001371	Prac.g_00692	Syar.g_03059
OG0001373	Prac.g_00646	Syar.g_00631
OG0001374	Prac.g_00654	Syar.g_00642
OG0001376	Prac.g_01246	Syar.g_03203, Syar.g_02600
OG0001377	Prac.g_01245	Syar.g_02599, Syar.g_03202
OG0001378	Prac.g_01047	Syar.g_01174
OG0001382	Prac.g_00302	Syar.g_02834, Syar.g_03204
OG0001385	Prac.g_00643	Syar.g_00628
OG0001386	Prac.g_00644	Syar.g_00629
OG0001387	Prac.g_00645	Syar.g_00630
OG0001388	Prac.g_00648	Syar.g_00635
OG0001389	Prac.g_00649	Syar.g_00636
OG0001390	Prac.g_00650	Syar.g_00637
OG0001391	Prac.g_00651	Syar.g_00638
OG0001392	Prac.g_00652	Syar.g_00640
OG0001393	Prac.g_00653	Syar.g_00641
OG0001395	Prac.g_01269	Syar.g_01561
OG0001403	Prac.g_01917	Syar.g_00504
OG0001406	Prac.g_01247	Syar.g_02601
OG0001408	Prac.g_01228, Prac.g_01229	Syar.g_02042
OG0001413	Prac.g_00327	Syar.g_02062, Syar.g_02063
OG0001415	Prac.g_01699	Syar.g_01553
OG0001416	Prac.g_01088, Prac.g_01087	Syar.g_00433
OG0001417	Prac.g_01076, Prac.g_01075	Syar.g_01885
OG0001418	Prac.g_00687	Syar.g_01546
OG0001420	Prac.g_01038	Syar.g_02680
OG0001428	Prac.g_01758	Syar.g_00108
OG0001429	Prac.g_01486	Syar.g_02582
OG0001430	Prac.g_00148	Syar.g_03306
OG0001432	Prac.g_00328	Syar.g_02064, Syar.g_02123
OG0001433	Prac.g_00899	Syar.g_00173
OG0001435	Prac.g_01388	Syar.g_01621
OG0001437	Prac.g_01700	Syar.g_01554
OG0001438	Prac.g_01638	Syar.g_00240
OG0001439	Prac.g_01624	Syar.g_00824
OG0001441	Prac.g_00851	Syar.g_02691
OG0001442	Prac.g_01530	Syar.g_02622
OG0001447	Prac.g_01805	Syar.g_00052
OG0001450	Prac.g_00684	Syar.g_00880
OG0001452	Prac.g_01398	Syar.g_00167
OG0001453	Prac.g_01306	Syar.g_02498
OG0001454	Prac.g_01218	Syar.g_02065, Syar.g_02122
OG0001456	Prac.g_01008	Syar.g_00643
OG0001457	Prac.g_01007	Syar.g_00644
OG0001458	Prac.g_01006	Syar.g_00645
OG0001459	Prac.g_00134	Syar.g_00418, Syar.g_02047
OG0001462	Prac.g_01912	Syar.g_00511
OG0001467	Prac.g_01497	Syar.g_01745
OG0001470	Prac.g_00239	Syar.g_02358, Syar.g_02369
OG0001471	Prac.g_00326	Syar.g_00830
OG0001474	Prac.g_01194	Syar.g_01125
OG0001475	Prac.g_00241	Syar.g_02370
OG0001479	Prac.g_01197	Syar.g_01122
OG0001480	Prac.g_01165	Syar.g_02013
OG0001482	Prac.g_01090	Syar.g_02511
OG0001486	Prac.g_00987	Syar.g_01537
OG0001492	Prac.g_00938	Syar.g_01717
OG0001493	Prac.g_00930	Syar.g_01725
OG0001502	Prac.g_01502	Syar.g_01840
OG0001504	Prac.g_00135	Syar.g_02046
OG0001507	Prac.g_00278	Syar.g_03257, Syar.g_01540
OG0001508	Prac.g_00238	Syar.g_02372
OG0001520	Prac.g_01141, Prac.g_01140	Syar.g_02053
OG0001528	Prac.g_00240	Syar.g_02371
OG0001546	Prac.g_00848	Syar.g_03276, Syar.g_02688
OG0001554	Prac.g_00320	Syar.g_00327
OG0001555	Prac.g_00306	Syar.g_01689
OG0001565	Prac.g_01120	Syar.g_03069
OG0001587	Prac.g_00472	Syar.g_03010
OG0001613	Prac.g_00004	Syar.g_01093
OG0001625	Prac.g_01673	Syar.g_00192
OG0001627	Prac.g_01516	Syar.g_01215
OG0001647	Prac.g_01658	Syar.g_00217
OG0001712	Prac.g_01123	Syar.g_01846
OG0001713	Prac.g_01873	Syar.g_02147
OG0001726	Prac.g_01126	Syar.g_01863
OG0001745	Prac.g_00329	Syar.g_02010
OG0001924	Prac.g_01585	Syar.g_02672
OG0001925	Prac.g_01586	Syar.g_02671
OG0001926	Prac.g_01587	Syar.g_02669
OG0001927	Prac.g_01588	Syar.g_02668
OG0001993	Prac.g_01583	Syar.g_02674
OG0001994	Prac.g_01584	Syar.g_02673
OG0002109	Prac.g_00658, Prac.g_00193	Syar.g_00759, Syar.g_01997
OG0002110	Prac.g_00641, Prac.g_00638	Syar.g_00859
OG0002364	Prac.g_01485	Syar.g_02581
OG0002559	Prac.g_00916	Syar.g_01267
OG0002895	Prac.g_00659, Prac.g_00192	Syar.g_00760
OG0002899	Prac.g_00660	Syar.g_00767, Syar.g_01995
